n,knob_NUM_HIST,knob_HIST_SIZE,knob_NUM_WORK_ITEMS,knob_NUM_WORK_GROUPS,knob_SIMD,knob_COMPUTE_UNITS,knob_ACCUM_SMEM,knob_UNROLL_FACTOR,knob_PIPE_FACTOR,obj1,obj2,lut,ff,dsp,bram
1072,2,256,2,8,1,1,0,13,1,0.000084,2124,9665,3659,0,64
1073,2,256,2,8,1,1,0,13,2,0.000084,2124,9665,3659,0,64
1074,2,256,2,8,1,1,0,14,0,0.000083,1740,8319,2708,0,64
1075,2,256,2,8,1,1,0,14,1,0.000086,2112,9854,3925,0,64
1076,2,256,2,8,1,1,0,14,2,0.000085,2098,9861,3925,0,64
1077,2,256,2,8,1,1,0,15,0,0.000094,1972,9517,2868,0,64
1078,2,256,2,8,1,1,0,15,1,0.000086,2328,10472,4292,0,64
1079,2,256,2,8,1,1,0,15,2,0.000086,2328,10472,4292,0,64
1080,2,256,4,1,1,1,0,1,0,0.000309,45,160,106,0,2
1081,2,256,4,1,1,1,0,1,1,0.000213,58,218,109,0,2
1082,2,256,4,1,1,1,0,1,2,0.000213,58,218,109,0,2
1083,2,256,4,1,1,1,0,2,0,0.000263,67,220,171,0,2
1084,2,256,4,1,1,1,0,2,1,0.000228,80,324,159,0,2
1085,2,256,4,1,1,1,0,2,2,0.000226,78,325,159,0,2
1086,2,256,4,1,1,1,0,3,0,0.000263,78,326,147,0,2
1087,2,256,4,1,1,1,0,3,1,0.000214,90,430,196,0,2
1088,2,256,4,1,1,1,0,3,2,0.000214,90,430,196,0,2
1089,2,256,4,1,1,1,0,4,0,0.000256,84,292,217,0,2
1090,2,256,4,1,1,1,0,4,1,0.000215,94,365,242,0,2
1091,2,256,4,1,1,1,0,4,2,0.000215,94,365,242,0,2
1092,2,256,4,1,1,1,0,5,0,0.000239,106,510,185,0,2
1093,2,256,4,1,1,1,0,5,1,0.000209,116,568,250,0,2
1094,2,256,4,1,1,1,0,5,2,0.000209,116,568,250,0,2
1095,2,256,4,1,1,1,0,6,0,0.000235,111,486,201,0,2
1096,2,256,4,1,1,1,0,6,1,0.000237,128,604,284,0,2
1097,2,256,4,1,1,1,0,6,2,0.000237,128,604,284,0,2
1098,2,256,4,1,1,1,0,7,0,0.000240,124,616,223,0,2
1099,2,256,4,1,1,1,0,7,1,0.000248,150,750,304,0,2
1100,2,256,4,1,1,1,0,7,2,0.000233,150,750,304,0,2
1101,2,256,4,1,1,1,0,8,0,0.000235,129,413,286,0,2
1102,2,256,4,1,1,1,0,8,1,0.000242,148,544,347,0,2
1103,2,256,4,1,1,1,0,8,2,0.000242,148,544,347,0,2
1104,2,256,4,1,1,1,0,9,0,0.000264,159,823,261,0,2
1105,2,256,4,1,1,1,0,9,1,0.000269,167,888,358,0,2
1106,2,256,4,1,1,1,0,9,2,0.000269,167,888,358,0,2
1107,2,256,4,1,1,1,0,10,0,0.000274,154,763,277,0,2
1108,2,256,4,1,1,1,0,10,1,0.000268,184,917,392,0,2
1109,2,256,4,1,1,1,0,10,2,0.000265,181,917,392,0,2
1110,2,256,4,1,1,1,0,11,0,0.000299,186,951,290,0,2
1111,2,256,4,1,1,1,0,11,1,0.000230,251,1314,452,0,2
1112,2,256,4,1,1,1,0,11,2,0.000230,251,1314,452,0,2
1113,2,256,4,1,1,1,0,12,0,0.000232,172,804,322,0,2
1114,2,256,4,1,1,1,0,12,1,0.000319,263,1284,497,0,2
1115,2,256,4,1,1,1,0,12,2,0.000319,263,1284,497,0,2
1116,2,256,4,1,1,1,0,13,0,0.000306,211,1079,326,0,2
1117,2,256,4,1,1,1,0,13,1,0.000277,296,1444,506,0,2
1118,2,256,4,1,1,1,0,13,2,0.000277,296,1444,506,0,2
1119,2,256,4,1,1,1,0,14,0,0.000281,203,1051,342,0,2
1120,2,256,4,1,1,1,0,14,1,0.000262,306,1539,541,0,2
1121,2,256,4,1,1,1,0,14,2,0.000262,306,1539,541,0,2
1122,2,256,4,1,1,1,0,15,0,0.000296,247,1241,363,0,2
1123,2,256,4,1,1,1,0,15,1,0.000283,323,1700,565,0,2
1124,2,256,4,1,1,1,0,15,2,0.000283,323,1700,565,0,2
1125,2,256,4,2,1,1,0,1,0,0.000258,199,785,336,0,40
1126,2,256,4,2,1,1,0,1,1,0.000185,206,855,342,0,40
1127,2,256,4,2,1,1,0,1,2,0.000185,206,855,342,0,40
1128,2,256,4,2,1,1,0,2,0,0.000193,220,834,460,0,40
1129,2,256,4,2,1,1,0,2,1,0.000176,232,1026,438,0,40
1130,2,256,4,2,1,1,0,2,2,0.000176,232,1026,438,0,40
1131,2,256,4,2,1,1,0,3,0,0.000208,220,990,416,0,40
1132,2,256,4,2,1,1,0,3,1,0.000193,253,1179,510,0,40
1133,2,256,4,2,1,1,0,3,2,0.000206,253,1178,510,0,40
1134,2,256,4,2,1,1,0,4,0,0.000192,259,982,550,0,40
1135,2,256,4,2,1,1,0,4,1,0.000188,265,1073,600,0,40
1136,2,256,4,2,1,1,0,4,2,0.000188,265,1073,600,0,40
1137,2,256,4,2,1,1,0,5,0,0.000224,298,1316,492,0,40
1138,2,256,4,2,1,1,0,5,1,0.000202,324,1471,618,0,40
1139,2,256,4,2,1,1,0,5,2,0.000202,324,1471,618,0,40
1140,2,256,4,2,1,1,0,6,0,0.000221,304,1304,524,0,40
1141,2,256,4,2,1,1,0,6,1,0.000210,330,1482,682,0,40
1142,2,256,4,2,1,1,0,6,2,0.000210,330,1482,682,0,40
1143,2,256,4,2,1,1,0,7,0,0.000241,352,1582,568,0,40
1144,2,256,4,2,1,1,0,7,1,0.000221,362,1773,726,0,40
1145,2,256,4,2,1,1,0,7,2,0.000221,362,1773,726,0,40
1146,2,256,4,2,1,1,0,8,0,0.000196,323,1201,688,0,40
1147,2,256,4,2,1,1,0,8,1,0.000222,366,1445,812,0,40
1148,2,256,4,2,1,1,0,8,2,0.000222,366,1445,812,0,40
1149,2,256,4,2,1,1,0,9,0,0.000249,375,1842,644,0,40
1150,2,256,4,2,1,1,0,9,1,0.000239,470,2185,834,0,40
1151,2,256,4,2,1,1,0,9,2,0.000239,470,2185,834,0,40
1152,2,256,4,2,1,1,0,10,0,0.000258,404,1838,676,0,40
1153,2,256,4,2,1,1,0,10,1,0.000248,462,2116,902,0,40
1154,2,256,4,2,1,1,0,10,2,0.000248,462,2116,902,0,40
1155,2,256,4,2,1,1,0,11,0,0.000243,461,2230,702,0,40
1156,2,256,4,2,1,1,0,11,1,0.000252,566,2764,992,0,40
1157,2,256,4,2,1,1,0,11,2,0.000252,566,2764,992,0,40
1158,2,256,4,2,1,1,0,12,0,0.000253,440,2011,764,0,40
1159,2,256,4,2,1,1,0,12,1,0.000285,590,2776,1080,0,40
1160,2,256,4,2,1,1,0,12,2,0.000285,590,2776,1080,0,40
1161,2,256,4,2,1,1,0,13,0,0.000256,499,2371,777,0,40
1162,2,256,4,2,1,1,0,13,1,0.000272,630,3193,1106,0,40
1163,2,256,4,2,1,1,0,13,2,0.000272,630,3193,1106,0,40
1164,2,256,4,2,1,1,0,14,0,0.000278,488,2364,806,0,40
1165,2,256,4,2,1,1,0,14,1,0.000260,668,3360,1174,0,40
1166,2,256,4,2,1,1,0,14,2,0.000260,668,3360,1174,0,40
1167,2,256,4,2,1,1,0,15,0,0.000259,572,2713,846,0,40
1168,2,256,4,2,1,1,0,15,1,0.000282,722,3619,1213,0,40
1169,2,256,4,2,1,1,0,15,2,0.000282,722,3619,1213,0,40
1170,2,256,4,4,1,1,0,1,0,0.000115,381,1494,521,0,48
1171,2,256,4,4,1,1,0,1,1,0.000100,383,1652,533,0,48
1172,2,256,4,4,1,1,0,1,2,0.000100,383,1652,533,0,48
1173,2,256,4,4,1,1,0,2,0,0.000128,385,1592,761,0,48
1174,2,256,4,4,1,1,0,2,1,0.000100,437,1947,721,0,48
1175,2,256,4,4,1,1,0,2,2,0.000100,437,1947,721,0,48
1176,2,256,4,4,1,1,0,3,0,0.000126,445,1966,681,0,48
1177,2,256,4,4,1,1,0,3,1,0.000103,508,2304,861,0,48
1178,2,256,4,4,1,1,0,3,2,0.000103,508,2304,861,0,48
1179,2,256,4,4,1,1,0,4,0,0.000105,465,1848,937,0,48
1180,2,256,4,4,1,1,0,4,1,0.000094,495,2040,1036,0,48
1181,2,256,4,4,1,1,0,4,2,0.000094,495,2040,1036,0,48
1182,2,256,4,4,1,1,0,5,0,0.000121,568,2521,833,0,48
1183,2,256,4,4,1,1,0,5,1,0.000104,651,2828,1077,0,48
1184,2,256,4,4,1,1,0,5,2,0.000104,651,2828,1077,0,48
1185,2,256,4,4,1,1,0,6,0,0.000117,561,2523,897,0,48
1186,2,256,4,4,1,1,0,6,1,0.000124,663,3081,1212,0,48
1187,2,256,4,4,1,1,0,6,2,0.000124,663,3081,1212,0,48
1188,2,256,4,4,1,1,0,7,0,0.000129,662,3026,984,0,48
1189,2,256,4,4,1,1,0,7,1,0.000119,728,3399,1293,0,48
1190,2,256,4,4,1,1,0,7,2,0.000119,728,3399,1293,0,48
1191,2,256,4,4,1,1,0,8,0,0.000108,609,2208,1212,0,48
1192,2,256,4,4,1,1,0,8,1,0.000104,721,2863,1461,0,48
1193,2,256,4,4,1,1,0,8,2,0.000104,721,2863,1461,0,48
1194,2,256,4,4,1,1,0,9,0,0.000122,739,3452,1136,0,48
1195,2,256,4,4,1,1,0,9,1,0.000122,888,4101,1508,0,48
1196,2,256,4,4,1,1,0,9,2,0.000122,888,4101,1508,0,48
1197,2,256,4,4,1,1,0,10,0,0.000122,763,3473,1201,0,48
1198,2,256,4,4,1,1,0,10,1,0.000133,883,4034,1645,0,48
1199,2,256,4,4,1,1,0,10,2,0.000133,883,4034,1645,0,48
1200,2,256,4,4,1,1,0,11,0,0.000127,896,4108,1253,0,48
1201,2,256,4,4,1,1,0,11,1,0.000135,1049,5227,1795,0,48
1202,2,256,4,4,1,1,0,11,2,0.000135,1049,5227,1795,0,48
1203,2,256,4,4,1,1,0,12,0,0.000128,796,3621,1373,0,48
1204,2,256,4,4,1,1,0,12,1,0.000148,1109,5389,1966,0,48
1205,2,256,4,4,1,1,0,12,2,0.000148,1109,5389,1966,0,48
1206,2,256,4,4,1,1,0,13,0,0.000142,972,4505,1406,0,48
1207,2,256,4,4,1,1,0,13,1,0.000139,1238,6141,2024,0,48
1208,2,256,4,4,1,1,0,13,2,0.000139,1238,6141,2024,0,48
1209,2,256,4,4,1,1,0,14,0,0.000132,926,4407,1461,0,48
1210,2,256,4,4,1,1,0,14,1,0.000137,1307,6252,2155,0,48
1211,2,256,4,4,1,1,0,14,2,0.000138,1285,6252,2155,0,48
1212,2,256,4,4,1,1,0,15,0,0.000144,1028,5069,1541,0,48
1213,2,256,4,4,1,1,0,15,1,0.000136,1330,6619,2330,0,48
1214,2,256,4,4,1,1,0,15,2,0.000136,1330,6619,2330,0,48
1215,2,256,4,8,1,1,0,1,0,0.000087,646,2186,825,0,64
1216,2,256,4,8,1,1,0,1,1,0.000062,663,2495,849,0,64
1217,2,256,4,8,1,1,0,1,2,0.000062,663,2495,849,0,64
1218,2,256,4,8,1,1,0,2,0,0.000076,753,2706,1292,0,64
1219,2,256,4,8,1,1,0,2,1,0.000069,864,3379,1218,0,64
1220,2,256,4,8,1,1,0,2,2,0.000069,864,3379,1218,0,64
1221,2,256,4,8,1,1,0,3,0,0.000068,828,3271,1145,0,64
1222,2,256,4,8,1,1,0,3,1,0.000066,871,3973,1489,0,64
1223,2,256,4,8,1,1,0,3,2,0.000066,871,3973,1489,0,64
1224,2,256,4,8,1,1,0,4,0,0.000063,902,3144,1633,0,64
1225,2,256,4,8,1,1,0,4,1,0.000063,885,3477,1833,0,64
1226,2,256,4,8,1,1,0,4,2,0.000063,885,3477,1833,0,64
1227,2,256,4,8,1,1,0,5,0,0.000076,1022,4425,1449,0,64
1228,2,256,4,8,1,1,0,5,1,0.000070,1095,5032,1921,0,64
1229,2,256,4,8,1,1,0,5,2,0.000070,1095,5032,1921,0,64
1230,2,256,4,8,1,1,0,6,0,0.000076,996,4212,1580,0,64
1231,2,256,4,8,1,1,0,6,1,0.000075,1217,5359,2193,0,64
1232,2,256,4,8,1,1,0,6,2,0.000075,1217,5359,2193,0,64
1233,2,256,4,8,1,1,0,7,0,0.000080,1118,5207,1753,0,64
1234,2,256,4,8,1,1,0,7,1,0.000077,1354,6204,2357,0,64
1235,2,256,4,8,1,1,0,7,2,0.000077,1354,6204,2357,0,64
1236,2,256,4,8,1,1,0,8,0,0.000068,1078,4058,2185,0,64
1237,2,256,4,8,1,1,0,8,1,0.000078,1292,4805,2665,0,64
1238,2,256,4,8,1,1,0,8,2,0.000078,1292,4805,2665,0,64
1239,2,256,4,8,1,1,0,9,0,0.000077,1362,6211,2057,0,64
1240,2,256,4,8,1,1,0,9,1,0.000080,1444,6915,2785,0,64
1241,2,256,4,8,1,1,0,9,2,0.000080,1444,6915,2785,0,64
1242,2,256,4,8,1,1,0,10,0,0.000085,1349,6294,2181,0,64
1243,2,256,4,8,1,1,0,10,1,0.000081,1612,7283,3053,0,64
1244,2,256,4,8,1,1,0,10,2,0.000081,1612,7283,3053,0,64
1245,2,256,4,8,1,1,0,11,0,0.000077,1532,7237,2285,0,64
1246,2,256,4,8,1,1,0,11,1,0.000084,1731,8049,3213,0,64
1247,2,256,4,8,1,1,0,11,2,0.000084,1731,8049,3213,0,64
1248,2,256,4,8,1,1,0,12,0,0.000086,1414,6254,2518,0,64
1249,2,256,4,8,1,1,0,12,1,0.000084,1827,7936,3550,0,64
1250,2,256,4,8,1,1,0,12,2,0.000084,1827,7936,3550,0,64
1251,2,256,4,8,1,1,0,13,0,0.000094,1683,7857,2575,0,64
1252,2,256,4,8,1,1,0,13,1,0.000090,2093,9820,3663,0,64
1253,2,256,4,8,1,1,0,13,2,0.000090,2093,9820,3663,0,64
1254,2,256,4,8,1,1,0,14,0,0.000092,1651,7813,2703,0,64
1255,2,256,4,8,1,1,0,14,1,0.000099,2197,10399,3919,0,64
1256,2,256,4,8,1,1,0,14,2,0.000099,2197,10399,3919,0,64
1257,2,256,4,8,1,1,0,15,0,0.000083,1872,9003,2863,0,64
1258,2,256,4,8,1,1,0,15,1,0.000091,2188,9966,4271,0,64
1259,2,256,4,8,1,1,0,15,2,0.000091,2188,9966,4271,0,64
1260,2,256,8,1,1,1,0,1,0,0.000317,43,157,106,0,2
1261,2,256,8,1,1,1,0,1,1,0.000221,54,216,109,0,2
1262,2,256,8,1,1,1,0,1,2,0.000221,54,216,109,0,2
1263,2,256,8,1,1,1,0,2,0,0.000292,61,221,172,0,2
1264,2,256,8,1,1,1,0,2,1,0.000247,85,319,159,0,2
1265,2,256,8,1,1,1,0,2,2,0.000247,85,319,159,0,2
1266,2,256,8,1,1,1,0,3,0,0.000265,78,320,148,0,2
1267,2,256,8,1,1,1,0,3,1,0.000223,91,395,181,0,2
1268,2,256,8,1,1,1,0,3,2,0.000223,91,395,181,0,2
1269,2,256,8,1,1,1,0,4,0,0.000237,89,293,217,0,2
1270,2,256,8,1,1,1,0,4,1,0.000226,94,362,242,0,2
1271,2,256,8,1,1,1,0,4,2,0.000226,94,362,242,0,2
1272,2,256,8,1,1,1,0,5,0,0.000229,105,494,186,0,2
1273,2,256,8,1,1,1,0,5,1,0.000219,113,557,251,0,2
1274,2,256,8,1,1,1,0,5,2,0.000219,113,557,251,0,2
1275,2,256,8,1,1,1,0,6,0,0.000242,103,467,202,0,2
1276,2,256,8,1,1,1,0,6,1,0.000215,115,529,283,0,2
1277,2,256,8,1,1,1,0,6,2,0.000215,115,529,283,0,2
1278,2,256,8,1,1,1,0,7,0,0.000235,128,582,224,0,2
1279,2,256,8,1,1,1,0,7,1,0.000222,148,702,305,0,2
1280,2,256,8,1,1,1,0,7,2,0.000222,148,702,305,0,2
1281,2,256,8,1,1,1,0,8,0,0.000246,125,414,286,0,2
1282,2,256,8,1,1,1,0,8,1,0.000251,144,546,348,0,2
1283,2,256,8,1,1,1,0,8,2,0.000251,144,546,348,0,2
1284,2,256,8,1,1,1,0,9,0,0.000240,152,742,262,0,2
1285,2,256,8,1,1,1,0,9,1,0.000255,176,868,359,0,2
1286,2,256,8,1,1,1,0,9,2,0.000255,176,868,359,0,2
1287,2,256,8,1,1,1,0,10,0,0.000275,165,768,278,0,2
1288,2,256,8,1,1,1,0,10,1,0.000310,200,920,393,0,2
1289,2,256,8,1,1,1,0,10,2,0.000310,200,920,393,0,2
1290,2,256,8,1,1,1,0,11,0,0.000235,175,891,291,0,2
1291,2,256,8,1,1,1,0,11,1,0.000264,243,1208,450,0,2
1292,2,256,8,1,1,1,0,11,2,0.000264,243,1208,450,0,2
1293,2,256,8,1,1,1,0,12,0,0.000277,168,774,322,0,2
1294,2,256,8,1,1,1,0,12,1,0.000260,255,1302,494,0,2
1295,2,256,8,1,1,1,0,12,2,0.000260,255,1302,494,0,2
1296,2,256,8,1,1,1,0,13,0,0.000307,202,1026,327,0,2
1297,2,256,8,1,1,1,0,13,1,0.000264,280,1415,504,0,2
1298,2,256,8,1,1,1,0,13,2,0.000264,280,1415,504,0,2
1299,2,256,8,1,1,1,0,14,0,0.000277,219,1028,343,0,2
1300,2,256,8,1,1,1,0,14,1,0.000286,316,1491,539,0,2
1301,2,256,8,1,1,1,0,14,2,0.000286,316,1491,539,0,2
1302,2,256,8,1,1,1,0,15,0,0.000299,229,1182,363,0,2
1303,2,256,8,1,1,1,0,15,1,0.000299,313,1585,559,0,2
1304,2,256,8,1,1,1,0,15,2,0.000299,313,1585,559,0,2
1305,2,256,8,2,1,1,0,1,0,0.000253,235,782,334,0,40
1306,2,256,8,2,1,1,0,1,1,0.000180,221,856,340,0,40
1307,2,256,8,2,1,1,0,1,2,0.000180,221,856,340,0,40
1308,2,256,8,2,1,1,0,2,0,0.000249,203,833,460,0,40
1309,2,256,8,2,1,1,0,2,1,0.000192,240,1031,436,0,40
1310,2,256,8,2,1,1,0,2,2,0.000192,240,1031,436,0,40
1311,2,256,8,2,1,1,0,3,0,0.000216,226,986,416,0,40
1312,2,256,8,2,1,1,0,3,1,0.000219,257,1170,480,0,40
1313,2,256,8,2,1,1,0,3,2,0.000219,257,1170,480,0,40
1314,2,256,8,2,1,1,0,4,0,0.000220,288,980,548,0,40
1315,2,256,8,2,1,1,0,4,1,0.000195,280,1062,598,0,40
1316,2,256,8,2,1,1,0,4,2,0.000188,274,1063,598,0,40
1317,2,256,8,2,1,1,0,5,0,0.000214,301,1317,492,0,40
1318,2,256,8,2,1,1,0,5,1,0.000216,319,1449,618,0,40
1319,2,256,8,2,1,1,0,5,2,0.000216,319,1449,618,0,40
1320,2,256,8,2,1,1,0,6,0,0.000227,297,1297,524,0,40
1321,2,256,8,2,1,1,0,6,1,0.000231,380,1524,686,0,40
1322,2,256,8,2,1,1,0,6,2,0.000231,380,1524,686,0,40
1323,2,256,8,2,1,1,0,7,0,0.000278,333,1571,568,0,40
1324,2,256,8,2,1,1,0,7,1,0.000280,371,1741,726,0,40
1325,2,256,8,2,1,1,0,7,2,0.000280,371,1741,726,0,40
1326,2,256,8,2,1,1,0,8,0,0.000220,321,1215,686,0,40
1327,2,256,8,2,1,1,0,8,1,0.000220,379,1438,808,0,40
1328,2,256,8,2,1,1,0,8,2,0.000220,379,1438,808,0,40
1329,2,256,8,2,1,1,0,9,0,0.000246,394,1776,644,0,40
1330,2,256,8,2,1,1,0,9,1,0.000260,433,2108,834,0,40
1331,2,256,8,2,1,1,0,9,2,0.000260,433,2108,834,0,40
1332,2,256,8,2,1,1,0,10,0,0.000253,405,1813,676,0,40
1333,2,256,8,2,1,1,0,10,1,0.000283,451,2093,902,0,40
1334,2,256,8,2,1,1,0,10,2,0.000283,451,2093,902,0,40
1335,2,256,8,2,1,1,0,11,0,0.000259,448,2123,702,0,40
1336,2,256,8,2,1,1,0,11,1,0.000277,552,2681,992,0,40
1337,2,256,8,2,1,1,0,11,2,0.000277,552,2681,992,0,40
1338,2,256,8,2,1,1,0,12,0,0.000268,455,1969,762,0,40
1339,2,256,8,2,1,1,0,12,1,0.000275,554,2704,1074,0,40
1340,2,256,8,2,1,1,0,12,2,0.000275,554,2704,1074,0,40
1341,2,256,8,2,1,1,0,13,0,0.000266,490,2257,774,0,40
1342,2,256,8,2,1,1,0,13,1,0.000276,610,3026,1102,0,40
1343,2,256,8,2,1,1,0,13,2,0.000276,610,3026,1102,0,40
1344,2,256,8,2,1,1,0,14,0,0.000269,485,2281,806,0,40
1345,2,256,8,2,1,1,0,14,1,0.000310,671,3240,1169,0,40
1346,2,256,8,2,1,1,0,14,2,0.000310,671,3240,1169,0,40
1347,2,256,8,2,1,1,0,15,0,0.000281,536,2642,846,0,40
1348,2,256,8,2,1,1,0,15,1,0.000286,704,3445,1256,0,40
1349,2,256,8,2,1,1,0,15,2,0.000286,704,3445,1256,0,40
1350,2,256,8,4,1,1,0,1,0,0.000136,359,1482,515,0,48
1351,2,256,8,4,1,1,0,1,1,0.000107,362,1633,527,0,48
1352,2,256,8,4,1,1,0,1,2,0.000107,362,1633,527,0,48
1353,2,256,8,4,1,1,0,2,0,0.000121,391,1597,759,0,48
1354,2,256,8,4,1,1,0,2,1,0.000111,432,1931,715,0,48
1355,2,256,8,4,1,1,0,2,2,0.000111,432,1931,715,0,48
1356,2,256,8,4,1,1,0,3,0,0.000120,422,1880,678,0,48
1357,2,256,8,4,1,1,0,3,1,0.000106,486,2191,802,0,48
1358,2,256,8,4,1,1,0,3,2,0.000106,486,2191,802,0,48
1359,2,256,8,4,1,1,0,4,0,0.000117,456,1810,931,0,48
1360,2,256,8,4,1,1,0,4,1,0.000108,494,2022,1031,0,48
1361,2,256,8,4,1,1,0,4,2,0.000108,494,2022,1031,0,48
1362,2,256,8,4,1,1,0,5,0,0.000117,534,2468,830,0,48
1363,2,256,8,4,1,1,0,5,1,0.000122,639,2759,1074,0,48
1364,2,256,8,4,1,1,0,5,2,0.000122,639,2759,1074,0,48
1365,2,256,8,4,1,1,0,6,0,0.000114,551,2386,894,0,48
1366,2,256,8,4,1,1,0,6,1,0.000142,646,2940,1208,0,48
1367,2,256,8,4,1,1,0,6,2,0.000142,646,2940,1208,0,48
1368,2,256,8,4,1,1,0,7,0,0.000124,629,2928,982,0,48
1369,2,256,8,4,1,1,0,7,1,0.000138,702,3336,1290,0,48
1370,2,256,8,4,1,1,0,7,2,0.000138,702,3336,1290,0,48
1371,2,256,8,4,1,1,0,8,0,0.000117,584,2198,1206,0,48
1372,2,256,8,4,1,1,0,8,1,0.000125,719,2732,1454,0,48
1373,2,256,8,4,1,1,0,8,2,0.000125,719,2732,1454,0,48
1374,2,256,8,4,1,1,0,9,0,0.000126,716,3336,1134,0,48
1375,2,256,8,4,1,1,0,9,1,0.000137,826,3933,1506,0,48
1376,2,256,8,4,1,1,0,9,2,0.000142,829,3930,1506,0,48
1377,2,256,8,4,1,1,0,10,0,0.000141,794,3595,1198,0,48
1378,2,256,8,4,1,1,0,10,1,0.000139,889,3938,1643,0,48
1379,2,256,8,4,1,1,0,10,2,0.000139,889,3938,1643,0,48
1380,2,256,8,4,1,1,0,11,0,0.000144,844,3985,1251,0,48
1381,2,256,8,4,1,1,0,11,1,0.000141,1100,5432,1787,0,48
1382,2,256,8,4,1,1,0,11,2,0.000141,1100,5432,1787,0,48
1383,2,256,8,4,1,1,0,12,0,0.000134,855,3767,1367,0,48
1384,2,256,8,4,1,1,0,12,1,0.000154,1103,5157,1955,0,48
1385,2,256,8,4,1,1,0,12,2,0.000154,1103,5157,1955,0,48
1386,2,256,8,4,1,1,0,13,0,0.000151,909,4266,1398,0,48
1387,2,256,8,4,1,1,0,13,1,0.000147,1189,5992,2012,0,48
1388,2,256,8,4,1,1,0,13,2,0.000147,1189,5992,2012,0,48
1389,2,256,8,4,1,1,0,14,0,0.000147,938,4356,1459,0,48
1390,2,256,8,4,1,1,0,14,1,0.000149,1263,5983,2140,0,48
1391,2,256,8,4,1,1,0,14,2,0.000149,1263,5983,2140,0,48
1392,2,256,8,4,1,1,0,15,0,0.000147,1036,4892,1539,0,48
1393,2,256,8,4,1,1,0,15,1,0.000172,1362,6330,2314,0,48
1394,2,256,8,4,1,1,0,15,2,0.000172,1362,6330,2314,0,48
1395,2,256,8,8,1,1,0,1,0,0.000085,578,2210,795,0,64
1396,2,256,8,8,1,1,0,1,1,0.000077,643,2650,819,0,64
1397,2,256,8,8,1,1,0,1,2,0.000077,643,2650,819,0,64
1398,2,256,8,8,1,1,0,2,0,0.000089,665,2403,1272,0,64
1399,2,256,8,8,1,1,0,2,1,0.000081,818,3407,1204,0,64
1400,2,256,8,8,1,1,0,2,2,0.000081,818,3407,1204,0,64
1401,2,256,8,8,1,1,0,3,0,0.000078,806,3215,1123,0,64
1402,2,256,8,8,1,1,0,3,1,0.000088,904,4068,1379,0,64
1403,2,256,8,8,1,1,0,3,2,0.000088,904,4068,1379,0,64
1404,2,256,8,8,1,1,0,4,0,0.000086,806,3156,1595,0,64
1405,2,256,8,8,1,1,0,4,1,0.000084,952,3734,1823,0,64
1406,2,256,8,8,1,1,0,4,2,0.000084,952,3734,1823,0,64
1407,2,256,8,8,1,1,0,5,0,0.000087,938,4164,1427,0,64
1408,2,256,8,8,1,1,0,5,1,0.000080,998,4586,1915,0,64
1409,2,256,8,8,1,1,0,5,2,0.000080,998,4586,1915,0,64
1410,2,256,8,8,1,1,0,6,0,0.000079,952,4179,1557,0,64
1411,2,256,8,8,1,1,0,6,1,0.000085,1228,5385,2187,0,64
1412,2,256,8,8,1,1,0,6,2,0.000085,1228,5385,2187,0,64
1413,2,256,8,8,1,1,0,7,0,0.000086,1084,4909,1731,0,64
1414,2,256,8,8,1,1,0,7,1,0.000092,1264,5902,2347,0,64
1415,2,256,8,8,1,1,0,7,2,0.000092,1264,5902,2347,0,64
1416,2,256,8,8,1,1,0,8,0,0.000086,1089,4025,2147,0,64
1417,2,256,8,8,1,1,0,8,1,0.000080,1300,4837,2652,0,64
1418,2,256,8,8,1,1,0,8,2,0.000097,1314,4837,2652,0,64
1419,2,256,8,8,1,1,0,9,0,0.000093,1301,5805,2035,0,64
1420,2,256,8,8,1,1,0,9,1,0.000097,1460,6780,2779,0,64
1421,2,256,8,8,1,1,0,9,2,0.000088,1459,6780,2779,0,64
1422,2,256,8,8,1,1,0,10,0,0.000091,1315,5999,2159,0,64
1423,2,256,8,8,1,1,0,10,1,0.000087,1639,7471,3047,0,64
1424,2,256,8,8,1,1,0,10,2,0.000087,1639,7471,3047,0,64
1425,2,256,8,8,1,1,0,11,0,0.000103,1482,6894,2263,0,64
1426,2,256,8,8,1,1,0,11,1,0.000105,1773,8478,3207,0,64
1427,2,256,8,8,1,1,0,11,2,0.000100,1783,8480,3207,0,64
1428,2,256,8,8,1,1,0,12,0,0.000089,1423,5987,2488,0,64
1429,2,256,8,8,1,1,0,12,1,0.000107,1711,7565,3536,0,64
1430,2,256,8,8,1,1,0,12,2,0.000107,1711,7565,3536,0,64
1431,2,256,8,8,1,1,0,13,0,0.000096,1535,7037,2553,0,64
1432,2,256,8,8,1,1,0,13,1,0.000100,1872,8687,3825,0,64
1433,2,256,8,8,1,1,0,13,2,0.000100,1872,8687,3825,0,64
1434,2,256,8,8,1,1,0,14,0,0.000095,1671,7596,2681,0,64
1435,2,256,8,8,1,1,0,14,1,0.000097,2102,8948,4088,0,64
1436,2,256,8,8,1,1,0,14,2,0.000097,2102,8948,4088,0,64
1437,2,256,8,8,1,1,0,15,0,0.000104,1761,8346,2841,0,64
1438,2,256,8,8,1,1,0,15,1,0.000113,2212,9835,4249,0,64
1439,2,256,8,8,1,1,0,15,2,0.000113,2212,9835,4249,0,64
1440,3,256,1,1,1,1,0,1,0,0.000221,68,278,117,3,3
