n,knob_HIST_SIZE,knob_NUM_HIST,knob_UNROLL_LLM,knob_UNROLL_LP,knob_I_B,knob_DATA_BLOCK,obj1,obj2
1788,256,10,1,1,1,2,0.0023,7145
1789,256,10,1,2,1,1,0.0021,7549
1790,256,10,1,2,1,2,0.0017,7264
1791,256,10,1,3,1,1,0.0019,7135
1792,256,10,1,3,1,2,0.0017,7127
1793,256,10,2,1,1,1,0.002,7495
1794,256,10,2,2,1,2,0.0015,7180
1795,256,10,2,3,1,1,0.0016,7637
1796,256,10,2,3,1,2,0.0017,7657
1797,256,10,3,1,1,1,0.0013,7524
1798,256,10,3,1,1,2,0.0015,7612
1799,256,10,3,2,1,2,0.0017,7540
1800,256,10,3,3,1,1,0.0016,7124
1801,256,10,4,1,1,1,0.0014,7569
1802,256,10,4,1,1,2,0.0015,8003
1803,256,10,4,2,1,1,0.0016,7515
1804,256,10,4,3,1,1,0.0015,7212
1805,256,10,4,3,1,2,0.0015,6985
1806,256,10,5,1,1,1,0.0014,7546
1807,256,10,5,1,1,2,0.0016,7622
1808,256,10,5,2,1,1,0.0016,7413
1809,256,10,5,2,1,2,0.0013,7463
1810,256,10,5,3,1,1,0.0016,9337
1811,256,10,5,3,1,2,0.0015,7412
1812,256,10,6,2,1,1,0.0009,7616
1813,256,10,6,2,1,2,0.001,7705
1814,256,10,6,3,1,1,0.0016,7087
1815,256,10,6,3,1,2,0.0017,7170
1816,256,10,7,1,1,1,0.0014,7034
1817,256,10,7,2,1,1,0.0009,7676
1818,256,10,7,2,1,2,0.0009,7164
1819,256,10,7,3,1,1,0.0015,7316
1820,256,11,1,1,1,1,0.0023,7530
1821,256,11,1,1,1,2,0.0023,7145
1822,256,11,1,2,1,1,0.0021,7549
1823,256,11,1,2,1,2,0.0017,7264
1824,256,11,1,3,1,1,0.0019,7135
1825,256,11,1,3,1,2,0.0017,7142
1826,256,11,2,1,1,1,0.002,7495
1827,256,11,2,3,1,1,0.0016,7637
1828,256,11,2,3,1,2,0.0017,7657
1829,256,11,3,1,1,1,0.0013,7524
1830,256,11,3,1,1,2,0.0015,7612
1831,256,11,3,2,1,2,0.0017,7540
1832,256,11,3,3,1,1,0.0016,7124
1833,256,11,4,1,1,1,0.0014,7569
1834,256,11,4,1,1,2,0.0015,8003
1835,256,11,4,2,1,1,0.0016,7515
1836,256,11,4,3,1,1,0.0015,7212
1837,256,11,4,3,1,2,0.0015,6985
1838,256,11,5,1,1,1,0.0014,7546
1839,256,11,5,1,1,2,0.0016,7622
1840,256,11,5,2,1,1,0.0016,7413
1841,256,11,5,2,1,2,0.0013,7463
1842,256,11,5,3,1,1,0.0016,9337
1843,256,11,5,3,1,2,0.0015,7412
1844,256,11,6,2,1,1,0.0009,7616
1845,256,11,6,2,1,2,0.001,7705
1846,256,11,6,3,1,1,0.0016,7087
1847,256,11,6,3,1,2,0.0017,7170
1848,256,11,7,1,1,1,0.0014,7034
1849,256,11,7,1,1,2,0.0016,7161
1850,256,11,7,2,1,1,0.0009,7676
1851,256,11,7,2,1,2,0.0009,7164
1852,256,11,7,3,1,1,0.0015,7316
1853,256,12,1,1,1,1,0.0023,7530
1854,256,12,1,2,1,1,0.0021,7549
1855,256,12,1,2,1,2,0.0017,7264
1856,256,12,1,3,1,1,0.0019,7135
1857,256,12,1,3,1,2,0.0017,7142
1858,256,12,2,1,1,1,0.002,7495
1859,256,12,2,2,1,2,0.0015,7180
1860,256,12,2,3,1,1,0.0016,7637
1861,256,12,2,3,1,2,0.0017,7657
1862,256,12,3,1,1,1,0.0013,7524
1863,256,12,3,1,1,2,0.0015,7612
1864,256,12,3,2,1,2,0.0017,7540
1865,256,12,3,3,1,1,0.0016,7124
1866,256,12,4,1,1,1,0.0014,7569
1867,256,12,4,1,1,2,0.0015,8003
1868,256,12,4,2,1,1,0.0016,7515
1869,256,12,4,3,1,1,0.0015,7212
1870,256,12,4,3,1,2,0.0015,6985
1871,256,12,5,1,1,1,0.0014,7546
1872,256,12,5,1,1,2,0.0016,7622
1873,256,12,5,2,1,1,0.0016,7413
1874,256,12,5,2,1,2,0.0013,7463
1875,256,12,5,3,1,1,0.0016,9337
1876,256,12,6,2,1,1,0.0009,7616
1877,256,12,6,2,1,2,0.001,7705
1878,256,12,6,3,1,1,0.0016,7087
1879,256,12,6,3,1,2,0.0017,7170
1880,256,12,7,1,1,1,0.0014,7034
1881,256,12,7,2,1,1,0.0009,7676
1882,256,12,7,2,1,2,0.0009,7164
1883,256,12,7,3,1,1,0.0015,7316
1884,256,13,1,1,1,1,0.0023,7530
1885,256,13,1,2,1,1,0.0021,7549
1886,256,13,1,2,1,2,0.0017,7264
1887,256,13,1,3,1,1,0.0019,7135
1888,256,13,1,3,1,2,0.0017,7142
1889,256,13,2,1,1,1,0.002,7495
1890,256,13,2,3,1,1,0.0016,7637
1891,256,13,2,3,1,2,0.0017,7657
1892,256,13,3,1,1,1,0.0013,7524
1893,256,13,3,2,1,2,0.0017,7540
1894,256,13,3,3,1,1,0.0016,7124
1895,256,13,4,1,1,1,0.0014,7569
1896,256,13,4,1,1,2,0.0015,8003
1897,256,13,4,2,1,1,0.0016,7515
1898,256,13,4,3,1,1,0.0015,7212
1899,256,13,5,1,1,1,0.0014,7546
1900,256,13,5,1,1,2,0.0016,7622
1901,256,13,5,2,1,1,0.0016,7413
1902,256,13,5,2,1,2,0.0013,7463
1903,256,13,5,3,1,1,0.0016,9337
1904,256,13,5,3,1,2,0.0015,7412
1905,256,13,6,1,1,2,0.0013,7111
1906,256,13,6,2,1,1,0.0009,7616
1907,256,13,6,2,1,2,0.001,7705
1908,256,13,6,3,1,2,0.0017,7170
1909,256,13,7,1,1,1,0.0014,7034
1910,256,13,7,2,1,1,0.0009,7676
1911,256,13,7,2,1,2,0.0009,7164
1912,256,13,7,3,1,1,0.0015,7316
1913,256,14,1,1,1,1,0.0023,7530
1914,256,14,1,1,1,2,0.0023,7145
1915,256,14,1,2,1,1,0.0021,7549
1916,256,14,1,2,1,2,0.0017,7264
1917,256,14,1,3,1,1,0.0019,7135
1918,256,14,1,3,1,2,0.0017,7142
1919,256,14,2,1,1,1,0.002,7495
1920,256,14,2,3,1,1,0.0016,7637
1921,256,14,2,3,1,2,0.0017,7657
1922,256,14,3,1,1,1,0.0013,7524
1923,256,14,3,1,1,2,0.0015,7612
1924,256,14,3,2,1,2,0.0017,7540
1925,256,14,3,3,1,1,0.0016,7136
1926,256,14,4,1,1,1,0.0014,7569
1927,256,14,4,1,1,2,0.0015,8003
1928,256,14,4,2,1,1,0.0016,7515
1929,256,14,4,3,1,1,0.0015,7206
1930,256,14,4,3,1,2,0.0015,6985
1931,256,14,5,1,1,1,0.0014,7546
1932,256,14,5,1,1,2,0.0016,7622
1933,256,14,5,2,1,1,0.0016,7413
1934,256,14,5,2,1,2,0.0013,7463
1935,256,14,5,3,1,1,0.0016,9337
1936,256,14,5,3,1,2,0.0015,7412
1937,256,14,6,1,1,1,0.0013,7439
1938,256,14,6,2,1,1,0.0009,7616
1939,256,14,6,2,1,2,0.001,7705
1940,256,14,6,3,1,1,0.0016,7087
1941,256,14,6,3,1,2,0.0017,7170
1942,256,14,7,1,1,1,0.0014,7034
1943,256,14,7,2,1,1,0.0009,7676
1944,256,14,7,2,1,2,0.0009,7164
1945,256,14,7,3,1,1,0.0014,7330
1946,256,15,1,1,1,1,0.0023,7530
1947,256,15,1,1,1,2,0.0023,7145
1948,256,15,1,2,1,1,0.0021,7549
1949,256,15,1,2,1,2,0.0017,7264
1950,256,15,1,3,1,1,0.0019,7135
1951,256,15,1,3,1,2,0.0017,7142
1952,256,15,2,1,1,1,0.002,7495
1953,256,15,2,3,1,1,0.0016,7637
1954,256,15,2,3,1,2,0.0017,7657
1955,256,15,3,1,1,1,0.0014,7538
1956,256,15,3,1,1,2,0.0015,7612
1957,256,15,3,2,1,2,0.0017,7540
1958,256,15,3,3,1,1,0.0016,7124
1959,256,15,4,1,1,1,0.0014,7569
1960,256,15,4,1,1,2,0.0015,8003
1961,256,15,4,2,1,1,0.0016,7515
1962,256,15,4,3,1,1,0.0015,7212
1963,256,15,5,1,1,1,0.0014,7546
1964,256,15,5,1,1,2,0.0016,7622
1965,256,15,5,2,1,1,0.0016,7413
1966,256,15,5,2,1,2,0.0013,7463
1967,256,15,5,3,1,1,0.0016,9337
1968,256,15,5,3,1,2,0.0015,7412
1969,256,15,6,1,1,1,0.0013,7439
1970,256,15,6,2,1,1,0.0009,7616
1971,256,15,6,2,1,2,0.001,7715
1972,256,15,6,3,1,1,0.0016,7087
1973,256,15,6,3,1,2,0.0017,7170
1974,256,15,7,1,1,1,0.0014,7034
1975,256,15,7,2,1,1,0.0009,7676
1976,256,15,7,2,1,2,0.0009,7164
1977,256,15,7,3,1,1,0.0015,7316
