n,knob_blockdim_x,knob_blockdim_y,knob_unroll_dct,knob_unroll_width,knob_unroll_height,knob_array_partition1,knob_array_partition2,knob_I_B,Latency,Area,FF
1772,4,2,1,8,4,4,1048576,0,0.717624,9401.504,234
1776,4,2,2,1,1,1,4194304,0,0.694854,4477.578,269
1777,4,2,2,1,1,2,2097152,0,0.712756,4473.322,269
1778,4,2,2,1,1,4,1048576,0,0.710079,4332.076,234
1779,4,2,2,1,2,1,4194304,0,0.693881,4946.004,307
1780,4,2,2,1,2,2,2097152,0,0.696223,5009.578,307
1781,4,2,2,1,2,4,1048576,0,0.718806,4632.922,234
1782,4,2,2,1,4,1,4194304,0,0.697828,5701.710,383
1783,4,2,2,1,4,2,2097152,0,0.697828,5826.730,383
1784,4,2,2,1,4,4,1048576,0,0.698831,4973.136,234
1785,4,2,2,1,8,1,4194304,0,0.707661,7554.932,535
1786,4,2,2,1,8,2,2097152,0,0.706658,8229.508,535
1787,4,2,2,1,8,4,1048576,0,0.706992,5655.426,234
1788,4,2,2,2,1,1,4194304,0,0.696359,5070.758,307
1789,4,2,2,2,1,2,2097152,0,0.696694,5166.784,307
1790,4,2,2,2,1,4,1048576,0,0.704892,4722.298,234
1791,4,2,2,2,2,1,4194304,0,0.695219,5896.688,383
1792,4,2,2,2,2,2,2097152,0,0.708434,6339.312,383
1793,4,2,2,2,2,4,1048576,0,0.714456,5054.000,234
1794,4,2,2,2,4,1,4194304,0,0.760217,8062.460,535
1795,4,2,2,2,4,2,2097152,0,0.710874,8304.254,535
1796,4,2,2,2,4,4,1048576,0,0.708365,5893.496,234
1797,4,2,2,2,8,1,4194304,0,0.719871,11778.214,839
1798,4,2,2,2,8,2,2097152,0,0.721710,12035.968,839
1799,4,2,2,2,8,4,1048576,0,0.708497,7682.878,234
1800,4,2,2,4,1,1,4194304,0,0.707736,6051.766,383
1801,4,2,2,4,1,2,2097152,0,0.716771,6678.728,383
1802,4,2,2,4,1,4,1048576,0,0.713257,5265.470,234
1803,4,2,2,4,2,1,4194304,0,0.698062,8052.086,535
1804,4,2,2,4,2,2,2097152,0,0.723489,8653.778,535
1805,4,2,2,4,2,4,1048576,0,0.708601,6045.914,234
1806,4,2,2,4,4,1,4194304,0,0.714720,12149.018,839
1807,4,2,2,4,4,2,2097152,0,0.724756,12063.632,839
1808,4,2,2,4,4,4,1048576,0,0.707863,7333.354,234
1812,4,2,2,8,1,1,4194304,0,0.726977,8704.584,535
1813,4,2,2,8,1,2,2097152,0,0.714094,8643.936,535
1814,4,2,2,8,1,4,1048576,0,0.702884,6629.784,234
1815,4,2,2,8,2,1,4194304,0,0.724994,12151.146,839
1816,4,2,2,8,2,2,2097152,0,0.709939,12402.250,839
1817,4,2,2,8,2,4,1048576,0,0.723322,7370.328,234
1824,4,2,4,1,1,1,4194304,0,0.699204,4343.514,237
1825,4,2,4,1,1,2,2097152,0,0.693560,4323.564,237
1826,4,2,4,1,1,4,1048576,0,0.708999,4418.260,240
1827,4,2,4,1,2,1,4194304,0,0.687614,4666.704,232
1828,4,2,4,1,2,2,2097152,0,0.693589,4668.300,232
1829,4,2,4,1,2,4,1048576,0,0.703548,4761.666,235
1830,4,2,4,1,4,1,4194304,0,0.697172,5237.806,232
1831,4,2,4,1,4,2,2097152,0,0.703146,5187.000,232
1832,4,2,4,1,4,4,1048576,0,0.701155,5488.910,235
1833,4,2,4,1,8,1,4194304,0,0.718544,6923.714,232
1834,4,2,4,1,8,2,2097152,0,0.707094,6959.624,232
1835,4,2,4,1,8,4,1048576,0,0.711741,6389.054,235
1836,4,2,4,2,1,1,4194304,0,0.690572,4557.910,237
1837,4,2,4,2,1,2,2097152,0,0.696880,4572.274,237
1838,4,2,4,2,1,4,1048576,0,0.691070,4672.822,240
1839,4,2,4,2,2,1,4194304,0,0.686286,5311.222,237
1840,4,2,4,2,2,2,2097152,0,0.686286,5205.620,237
1841,4,2,4,2,2,4,1048576,0,0.711016,5426.134,240
1842,4,2,4,2,4,1,4194304,0,0.690865,6336.386,237
1843,4,2,4,2,4,2,2097152,0,0.707129,6455.022,237
1844,4,2,4,2,4,4,1048576,0,0.707792,6751.080,240
1845,4,2,4,2,8,1,4194304,0,0.697635,8536.472,237
1846,4,2,4,2,8,2,2097152,0,0.718876,8152.102,237
1847,4,2,4,2,8,4,1048576,0,0.702281,8870.036,240
1848,4,2,4,4,1,1,4194304,0,0.698540,5045.222,237
1849,4,2,4,4,1,2,2097152,0,0.686089,4814.866,237
1850,4,2,4,4,1,4,1048576,0,0.693061,5042.562,240
1851,4,2,4,4,2,1,4194304,0,0.697572,6950.580,237
1852,4,2,4,4,2,2,2097152,0,0.712177,7002.716,237
1853,4,2,4,4,2,4,1048576,0,0.710683,7417.144,240
1854,4,2,4,4,4,1,4194304,0,0.712107,9556.316,237
1860,4,2,4,8,1,1,4194304,0,0.684761,5437.306,237
1861,4,2,4,8,1,2,2097152,0,0.689409,5160.932,237
1862,4,2,4,8,1,4,1048576,0,0.711488,5423.208,240
1863,4,2,4,8,2,1,4194304,0,0.716492,8945.314,237
1865,4,2,4,8,2,4,1048576,0,0.709688,8636.754,240
1872,4,2,8,1,1,1,4194304,0,0.687371,4300.954,232
1873,4,2,8,1,1,2,2097152,0,0.693281,4474.386,232
1874,4,2,8,1,1,4,1048576,0,0.702803,4605.524,235
1875,4,2,8,1,2,1,4194304,0,0.698231,4637.444,232
1876,4,2,8,1,2,2,2097152,0,0.697903,4856.362,232
1877,4,2,8,1,2,4,1048576,0,0.711526,4968.348,235
1878,4,2,8,1,4,1,4194304,0,0.706039,5838.434,232
1879,4,2,8,1,4,2,2097152,0,0.699967,5962.390,232
1880,4,2,8,1,4,4,1048576,0,0.701772,6389.586,235
1881,4,2,8,1,8,1,4194304,0,0.694516,7315.532,232
1882,4,2,8,1,8,2,2097152,0,0.700916,7958.986,232
1883,4,2,8,1,8,4,1048576,0,0.699275,7365.274,235
1884,4,2,8,2,1,1,4194304,0,0.697549,4655.798,232
1885,4,2,8,2,1,2,2097152,0,0.697385,4873.918,232
1886,4,2,8,2,1,4,1048576,0,0.710190,5033.784,235
1887,4,2,8,2,2,1,4194304,0,0.696261,5251.106,232
1888,4,2,8,2,2,2,2097152,0,0.689039,5677.770,232
1889,4,2,8,2,2,4,1048576,0,0.692322,5822.740,235
1890,4,2,8,2,4,1,4194304,0,0.700130,7382.032,232
1891,4,2,8,2,4,2,2097152,0,0.704726,8820.294,232
1892,4,2,8,2,4,4,1048576,0,0.705874,8202.908,235
1896,4,2,8,4,1,1,4194304,0,0.694758,6195.672,232
1897,4,2,8,4,1,2,2097152,0,0.694594,5952.548,232
1898,4,2,8,4,1,4,1048576,0,0.701325,6351.814,235
1899,4,2,8,4,2,1,4194304,0,0.702498,7287.336,232
1900,4,2,8,4,2,2,2097152,0,0.696096,7576.744,232
1901,4,2,8,4,2,4,1048576,0,0.706765,7803.642,235
1908,4,2,8,8,1,1,4194304,0,0.695086,7626.752,232
1909,4,2,8,8,1,2,2097152,0,0.702145,7604.674,232
1910,4,2,8,8,1,4,1048576,0,0.702638,8248.394,235
1920,4,4,1,1,1,1,4194304,0,0.552577,4085.494,236
1921,4,4,1,1,1,2,2097152,0,0.555408,4334.736,236
1922,4,4,1,1,1,4,1048576,0,0.557700,4246.690,239
1923,4,4,1,1,2,1,4194304,0,0.703786,4235.518,233
1924,4,4,1,1,2,2,2097152,0,0.705469,4350.430,233
1925,4,4,1,1,2,4,1048576,0,0.699914,4377.562,236
1926,4,4,1,1,4,1,4194304,0,0.692608,4453.904,233
1927,4,4,1,1,4,2,2097152,0,0.693955,4596.746,233
1928,4,4,1,1,4,4,1048576,0,0.703044,4693.570,236
1929,4,4,1,1,8,1,4194304,0,0.697624,4997.874,233
1930,4,4,1,1,8,2,2097152,0,0.719672,5214.398,233
1931,4,4,1,1,8,4,1048576,0,0.716642,5449.276,236
1932,4,4,1,2,1,1,4194304,0,0.687928,4188.436,233
1933,4,4,1,2,1,2,2097152,0,0.704932,4376.498,233
1934,4,4,1,2,1,4,1048576,0,0.704595,4426.506,236
1935,4,4,1,2,2,1,4194304,0,0.692844,4504.710,233
1936,4,4,1,2,2,2,2097152,0,0.699577,4630.794,233
1937,4,4,1,2,2,4,1048576,0,0.699913,4714.318,236
1938,4,4,1,2,4,1,4194304,0,0.687727,4948.664,233
1939,4,4,1,2,4,2,2097152,0,0.709439,5224.240,233
1940,4,4,1,2,4,4,1048576,0,0.696816,5483.856,236
1941,4,4,1,2,8,1,4194304,0,0.702672,6554.506,233
1942,4,4,1,2,8,2,2097152,0,0.716978,8459.598,233
1943,4,4,1,2,8,4,1048576,0,0.733136,6339.844,236
1944,4,4,1,4,1,1,4194304,0,0.693315,4483.696,233
1945,4,4,1,4,1,2,2097152,0,0.695504,4722.830,233
1946,4,4,1,4,1,4,1048576,0,0.717222,4799.970,236
1947,4,4,1,4,2,1,4194304,0,0.697220,5033.518,233
1948,4,4,1,4,2,2,2097152,0,0.697725,5168.912,233
1949,4,4,1,4,2,4,1048576,0,0.696883,5386.234,236
1950,4,4,1,4,4,1,4194304,0,0.708092,6567.806,233
1951,4,4,1,4,4,2,2097152,0,0.701360,6631.114,233
1952,4,4,1,4,4,4,1048576,0,0.711795,6773.158,236
1956,4,4,1,8,1,1,4194304,0,0.694830,5003.194,233
1957,4,4,1,8,1,2,2097152,0,0.697187,5248.446,233
1958,4,4,1,8,1,4,1048576,0,0.716549,5347.664,236
1959,4,4,1,8,2,1,4194304,0,0.703953,7094.220,233
1960,4,4,1,8,2,2,2097152,0,0.708161,8397.886,233
1961,4,4,1,8,2,4,1048576,0,0.716578,7129.066,236
1968,4,4,2,1,1,1,4194304,0,0.714145,4782.680,308
1969,4,4,2,1,1,2,2097152,0,0.712475,4825.506,308
1970,4,4,2,1,1,4,1048576,0,0.722331,4427.304,235
1971,4,4,2,1,2,1,4194304,0,0.693963,5745.068,384
1972,4,4,2,1,2,2,2097152,0,0.693295,5869.556,384
1973,4,4,2,1,2,4,1048576,0,0.702648,4885.356,235
1974,4,4,2,1,4,1,4194304,0,0.714102,7865.886,536
1975,4,4,2,1,4,2,2097152,0,0.708925,7862.694,536
1976,4,4,2,1,4,4,1048576,0,0.713267,5537.854,235
1977,4,4,2,1,8,1,4194304,0,0.709725,10911.320,840
1978,4,4,2,1,8,2,2097152,0,0.713399,11266.430,840
1979,4,4,2,1,8,4,1048576,0,0.706719,6484.814,235
1980,4,4,2,2,1,1,4194304,0,0.691426,5755.708,384
1981,4,4,2,2,1,2,2097152,0,0.691760,5911.052,384
1982,4,4,2,2,1,4,1048576,0,0.707463,4886.952,235
1983,4,4,2,2,2,1,4194304,0,0.713671,7739.802,536
1984,4,4,2,2,2,2,2097152,0,0.710998,7870.940,536
1985,4,4,2,2,2,4,1048576,0,0.706322,5622.442,235
1986,4,4,2,2,4,1,4194304,0,0.723287,10820.082,840
1987,4,4,2,2,4,2,2097152,0,0.713267,11055.492,840
1988,4,4,2,2,4,4,1048576,0,0.715104,6665.960,235
1989,4,4,2,2,8,1,4194304,0,0.756149,17891.957,1448
1990,4,4,2,2,8,2,2097152,0,0.719243,18943.988,1448
1991,4,4,2,2,8,4,1048576,0,0.728094,9194.024,235
1992,4,4,2,4,1,1,4194304,0,0.718655,7767.998,536
1993,4,4,2,4,1,2,2097152,0,0.709133,7642.446,536
1994,4,4,2,4,1,4,1048576,0,0.707629,5732.566,235
1995,4,4,2,4,2,1,4194304,0,0.708159,11436.138,840
1996,4,4,2,4,2,2,2097152,0,0.710831,10827.796,840
1997,4,4,2,4,2,4,1048576,0,0.705987,6909.616,235
1998,4,4,2,4,4,1,4194304,0,0.708924,16980.908,1448
2000,4,4,2,4,4,4,1048576,0,0.714268,7757.092,235
2004,4,4,2,8,1,1,4194304,0,0.706794,11334.526,840
2005,4,4,2,8,1,2,2097152,0,0.706961,11578.182,840
2006,4,4,2,8,1,4,1048576,0,0.716817,7124.810,235
2007,4,4,2,8,2,1,4194304,0,0.744736,17900.471,1448
2008,4,4,2,8,2,2,2097152,0,0.728869,20633.619,1448
2009,4,4,2,8,2,4,1048576,0,0.708994,9850.246,235
2016,4,4,4,1,1,1,4194304,0,0.691471,4575.732,237
2017,4,4,4,1,1,2,2097152,0,0.701581,4581.584,236
2018,4,4,4,1,1,4,1048576,0,0.695448,4652.606,240
2019,4,4,4,1,2,1,4194304,0,0.711882,5071.822,232
2020,4,4,4,1,2,2,2097152,0,0.695642,5033.518,231
2021,4,4,4,1,2,4,1048576,0,0.699785,5202.694,235
2022,4,4,4,1,4,1,4194304,0,0.689774,5932.332,232
2023,4,4,4,1,4,2,2097152,0,0.713137,5929.406,231
2024,4,4,4,1,4,4,1048576,0,0.694579,6567.806,235
2025,4,4,4,1,8,1,4194304,0,0.697196,7628.348,232
2026,4,4,4,1,8,2,2097152,0,0.705149,8167.264,231
2027,4,4,4,1,8,4,1048576,0,0.705977,7404.642,235
2028,4,4,4,2,1,1,4194304,0,0.694951,5068.630,237
2029,4,4,4,2,1,2,2097152,0,0.692299,5089.910,236
2030,4,4,4,2,1,4,1048576,0,0.709536,5142.578,240
2031,4,4,4,2,2,1,4194304,0,0.673934,6554.506,237
2032,4,4,4,2,2,2,2097152,0,0.693985,6392.246,236
2033,4,4,4,2,2,4,1048576,0,0.709396,6484.548,240
2034,4,4,4,2,4,1,4194304,0,0.720758,7911.106,237
2035,4,4,4,2,4,2,2097152,0,0.722581,7668.248,236
2036,4,4,4,2,4,4,1048576,0,0.723906,8770.020,240
2040,4,4,4,4,1,1,4194304,0,0.703237,6116.670,237
2041,4,4,4,4,1,2,2097152,0,0.711524,6027.560,236
2042,4,4,4,4,1,4,1048576,0,0.710861,6101.242,240
2043,4,4,4,4,2,1,4194304,0,0.696967,8550.038,237
2044,4,4,4,4,2,2,2097152,0,0.749331,8075.760,236
2045,4,4,4,4,2,4,1048576,0,0.712544,8264.886,240
2052,4,4,4,8,1,1,4194304,0,0.708541,8323.938,237
2053,4,4,4,8,1,2,2097152,0,0.730916,8749.804,236
2054,4,4,4,8,1,4,1048576,0,0.736883,8763.104,240
2064,4,4,8,1,1,1,4194304,0,0.736457,4544.610,239
2065,4,4,8,1,1,2,2097152,0,0.697550,4691.974,231
2066,4,4,8,1,1,4,1048576,0,0.701490,4788.532,234
2067,4,4,8,1,2,1,4194304,0,0.703155,4960.368,233
2068,4,4,8,1,2,2,2097152,0,0.701021,5133.268,231
2069,4,4,8,1,2,4,1048576,0,0.699708,5194.714,234
2070,4,4,8,1,4,1,4194304,0,0.698325,5841.892,233
2071,4,4,8,1,4,2,2097152,0,0.697669,6304.200,231
2072,4,4,8,1,4,4,1048576,0,0.691432,6396.236,234
2073,4,4,8,1,8,1,4194304,0,0.689429,7626.486,233
2074,4,4,8,1,8,2,2097152,0,0.692875,8072.568,231
2076,4,4,8,2,1,1,4194304,0,0.688191,5183.808,239
2077,4,4,8,2,1,2,2097152,0,0.695907,5317.074,231
2078,4,4,8,2,1,4,1048576,0,0.739576,5401.396,234
2079,4,4,8,2,2,1,4194304,0,0.733848,6229.986,239
2080,4,4,8,2,2,2,2097152,0,0.709063,6929.300,231
2081,4,4,8,2,2,4,1048576,0,0.700364,7197.162,234
2082,4,4,8,2,4,1,4194304,0,0.718019,8025.486,239
2088,4,4,8,4,1,1,4194304,0,0.692624,6162.954,239
2089,4,4,8,4,1,2,2097152,0,0.695743,6437.200,231
2090,4,4,8,4,1,4,1048576,0,0.723159,6600.524,234
2091,4,4,8,4,2,1,4194304,0,0.715300,8664.418,239
2092,4,4,8,4,2,2,2097152,0,0.699051,10039.372,231
2100,4,4,8,8,1,1,4194304,0,0.691803,8005.004,239
2102,4,4,8,8,1,4,1048576,0,0.708055,9639.840,234
2112,4,8,1,1,1,1,4194304,0,0.551229,4103.050,236
2113,4,8,1,1,1,2,2097152,0,0.561070,4371.178,236
2114,4,8,1,1,1,4,1048576,0,0.571450,4285.260,239
2115,4,8,1,1,2,1,4194304,0,0.693517,4195.618,233
2116,4,8,1,1,2,2,2097152,0,0.708330,4340.854,233
2117,4,8,1,1,2,4,1048576,0,0.706142,4423.580,236
2118,4,8,1,1,4,1,4194304,0,0.694965,4558.442,233
2119,4,8,1,1,4,2,2097152,0,0.700856,4707.402,233
2120,4,8,1,1,4,4,1048576,0,0.719538,4749.164,236
2121,4,8,1,1,8,1,4194304,0,0.697624,5173.700,233
2122,4,8,1,1,8,2,2097152,0,0.698297,5894.826,233
2123,4,8,1,1,8,4,1048576,0,0.707890,5425.336,236
2124,4,8,1,2,1,1,4194304,0,0.706953,4221.420,233
2125,4,8,1,2,1,2,2097152,0,0.699713,4349.898,233
2126,4,8,1,2,1,4,1048576,0,0.704595,4456.032,236
2127,4,8,1,2,2,1,4194304,0,0.698567,4628.666,233
2128,4,8,1,2,2,2,2097152,0,0.710013,4813.004,233
2129,4,8,1,2,2,4,1048576,0,0.714053,4849.712,236
2130,4,8,1,2,4,1,4194304,0,0.689073,5462.044,233
2131,4,8,1,2,4,2,2097152,0,0.705231,6057.352,233
2132,4,8,1,2,4,4,1048576,0,0.709944,5638.934,236
2136,4,8,1,4,1,1,4194304,0,0.693315,4757.942,233
2137,4,8,1,4,1,2,2097152,0,0.699881,4939.354,233
2138,4,8,1,4,1,4,1048576,0,0.697356,5044.956,236
2139,4,8,1,4,2,1,4194304,0,0.705131,5559.134,233
2140,4,8,1,4,2,2,2097152,0,0.705300,6199.662,233
2141,4,8,1,4,2,4,1048576,0,0.707488,6259.246,236
2148,4,8,1,8,1,1,4194304,0,0.693988,5524.820,233
2149,4,8,1,8,1,2,2097152,0,0.695335,5483.058,233
2150,4,8,1,8,1,4,1048576,0,0.715539,5730.704,236
2160,4,8,2,1,1,1,4194304,0,0.700447,5533.598,384
2161,4,8,2,1,1,2,2097152,0,0.703621,5610.472,384
2162,4,8,2,1,1,4,1048576,0,0.710971,4690.910,235
2163,4,8,2,1,2,1,4194304,0,0.709329,7506.254,536
2164,4,8,2,1,2,2,2097152,0,0.704485,7308.882,536
2165,4,8,2,1,2,4,1048576,0,0.705320,5224.772,235
2166,4,8,2,1,4,1,4194304,0,0.714102,10774.064,840
2167,4,8,2,1,4,2,2097152,0,0.728130,10975.692,840
2168,4,8,2,1,4,4,1048576,0,0.705752,6134.492,235
2169,4,8,2,1,8,1,4194304,0,0.721081,16886.744,1448
2170,4,8,2,1,8,2,2097152,0,0.729097,17210.199,1448
2171,4,8,2,1,8,4,1048576,0,0.724755,7881.846,235
2172,4,8,2,2,1,1,4194304,0,0.693764,7553.070,536
2173,4,8,2,2,1,2,2097152,0,0.712975,7367.136,536
2174,4,8,2,2,1,4,1048576,0,0.712808,5304.572,235
2175,4,8,2,2,2,1,4194304,0,0.712334,10498.488,840
2176,4,8,2,2,2,2,2097152,0,0.709662,10821.412,840
2177,4,8,2,2,2,4,1048576,0,0.712835,6488.804,235
2178,4,8,2,2,4,1,4194304,0,0.711597,17117.365,1448
2179,4,8,2,2,4,2,2097152,0,0.703914,17170.301,1448
2180,4,8,2,2,4,4,1048576,0,0.737315,8554.028,235
2184,4,8,2,4,1,1,4194304,0,0.699945,10659.950,840
2185,4,8,2,4,1,2,2097152,0,0.703119,10992.450,840
2186,4,8,2,4,1,4,1048576,0,0.726339,6425.496,235
2187,4,8,2,4,2,1,4194304,0,0.716510,16486.414,1448
2188,4,8,2,4,2,2,2097152,0,0.731875,17160.725,1448
2189,4,8,2,4,2,4,1048576,0,0.722355,8703.520,235
2196,4,8,2,8,1,1,4194304,0,0.749225,17516.100,1448
2197,4,8,2,8,1,2,2097152,0,0.726506,17053.793,1448
2198,4,8,2,8,1,4,1048576,0,0.709300,8723.204,235
2208,4,8,4,1,1,1,4194304,0,0.685670,4797.310,236
2209,4,8,4,1,1,2,2097152,0,0.689647,4695.166,236
2210,4,8,4,1,1,4,1048576,0,0.694785,4877.908,239
2211,4,8,4,1,2,1,4194304,0,0.697134,5223.176,231
2212,4,8,4,1,2,2,2097152,0,0.700614,5177.424,231
2213,4,8,4,1,2,4,1048576,0,0.692991,5416.292,234
2214,4,8,4,1,4,1,4194304,0,0.697396,6019.314,231
2215,4,8,4,1,4,2,2097152,0,0.705349,6461.672,231
2216,4,8,4,1,4,4,1048576,0,0.695905,6309.254,234
2217,4,8,4,1,8,1,4194304,0,0.715421,8053.416,231
2220,4,8,4,2,1,1,4194304,0,0.681028,5429.060,236
2221,4,8,4,2,1,2,2097152,0,0.694122,5391.820,236
2222,4,8,4,2,1,4,1048576,0,0.690144,6190.884,239
2223,4,8,4,2,2,1,4194304,0,0.712875,6867.322,236
2224,4,8,4,2,2,2,2097152,0,0.691168,6396.502,236
2225,4,8,4,2,2,4,1048576,0,0.712378,6466.726,239
2226,4,8,4,2,4,1,4194304,0,0.710485,8821.358,236
2227,4,8,4,2,4,2,2097152,0,0.722912,9040.808,236
2228,4,8,4,2,4,4,1048576,0,0.698058,7894.348,239
2232,4,8,4,4,1,1,4194304,0,0.709536,7125.342,236
2233,4,8,4,4,1,2,2097152,0,0.718486,6809.068,236
2234,4,8,4,4,1,4,1048576,0,0.703403,6880.622,239
2235,4,8,4,4,2,1,4194304,0,0.704093,9062.886,236
2236,4,8,4,4,2,2,2097152,0,0.753805,9280.740,236
2237,4,8,4,4,2,4,1048576,0,0.707738,9385.810,239
2244,4,8,4,8,1,1,4194304,0,0.712022,8135.610,236
2245,4,8,4,8,1,2,2097152,0,0.713845,9192.694,236
2256,4,8,8,1,1,1,4194304,0,0.686386,4766.720,231
2257,4,8,8,1,1,2,2097152,0,0.687535,4943.344,231
2258,4,8,8,1,1,4,1048576,0,0.703131,5174.232,234
2259,4,8,8,1,2,1,4194304,0,0.702170,5411.504,231
2260,4,8,8,1,2,2,2097152,0,0.689860,5955.740,231
2262,4,8,8,1,4,1,4194304,0,0.694058,6939.940,231
2268,4,8,8,2,1,1,4194304,0,0.700340,5553.548,231
2269,4,8,8,2,1,2,2097152,0,0.693773,6022.240,231
2270,4,8,8,2,1,4,1048576,0,0.706742,6641.754,234
2271,4,8,8,2,2,1,4194304,0,0.698559,7524.076,231
2280,4,8,8,4,1,1,4194304,0,0.711831,7803.110,231
2304,8,1,1,1,1,1,4194304,0,0.418103,3823.484,192
2305,8,1,1,1,1,2,2097152,0,0.419731,3863.384,192
2306,8,1,1,1,1,4,1048576,0,0.423192,3948.238,192
2307,8,1,1,1,2,1,4194304,0,0.708004,4161.038,231
2308,8,1,1,1,2,2,2097152,0,0.706484,4194.288,231
2309,8,1,1,1,2,4,1048576,0,0.708848,4307.870,234
2310,8,1,1,1,4,1,4194304,0,0.695779,4285.260,231
2311,8,1,1,1,4,2,2097152,0,0.697130,4362.400,231
2312,8,1,1,1,4,4,1048576,0,0.714013,4512.158,234
2313,8,1,1,1,8,1,4194304,0,0.695576,4531.310,231
2314,8,1,1,1,8,2,2097152,0,0.695239,4658.192,231
2315,8,1,1,1,8,4,1048576,0,0.709251,4793.586,234
2316,8,1,1,2,1,1,4194304,0,0.696488,4177.796,231
2317,8,1,1,2,1,2,2097152,0,0.701047,4227.538,231
2318,8,1,1,2,1,4,1048576,0,0.711012,4336.066,234
2319,8,1,1,2,2,1,4194304,0,0.697028,4296.166,231
2320,8,1,1,2,2,2,2097152,0,0.713744,4396.714,231
2321,8,1,1,2,2,4,1048576,0,0.698716,4481.568,234
2322,8,1,1,2,4,1,4194304,0,0.692233,4729.480,231
2323,8,1,1,2,4,2,2097152,0,0.697973,4644.094,231
2324,8,1,1,2,4,4,1048576,0,0.720766,4786.936,234
2325,8,1,1,2,8,1,4194304,0,0.692199,5499.550,231
2326,8,1,1,2,8,2,2097152,0,0.695576,5249.510,231
2327,8,1,1,2,8,4,1048576,0,0.702835,6304.466,234
2328,8,1,1,4,1,1,4194304,0,0.696487,4404.960,231
2329,8,1,1,4,1,2,2097152,0,0.705607,4493.538,231
2330,8,1,1,4,1,4,1048576,0,0.710336,4570.412,234
2331,8,1,1,4,2,1,4194304,0,0.697365,5001.332,231
2332,8,1,1,4,2,2,2097152,0,0.715264,4901.050,231
2333,8,1,1,4,2,4,1048576,0,0.699729,4991.490,234
2334,8,1,1,4,4,1,4194304,0,0.695103,4891.740,231
2335,8,1,1,4,4,2,2097152,0,0.697973,4963.294,231
2336,8,1,1,4,4,4,1048576,0,0.712493,5142.046,234
2337,8,1,1,4,8,1,4194304,0,0.715328,6557.166,231
2338,8,1,1,4,8,2,2097152,0,0.697095,7173.488,231
2339,8,1,1,4,8,4,1048576,0,0.697770,7258.342,234
2340,8,1,1,8,1,1,4194304,0,0.685003,4879.770,231
2341,8,1,1,8,1,2,2097152,0,0.696994,5031.390,231
2342,8,1,1,8,1,4,1048576,0,0.703918,5063.842,234
2343,8,1,1,8,2,1,4194304,0,0.699729,5647.446,231
2344,8,1,1,8,2,2,2097152,0,0.701586,5724.852,231
2345,8,1,1,8,2,4,1048576,0,0.716108,5999.364,234
2346,8,1,1,8,4,1,4194304,0,0.690713,5809.706,231
2347,8,1,1,8,4,2,2097152,0,0.706415,5981.808,231
2348,8,1,1,8,4,4,1048576,0,0.715363,5993.778,234
2352,8,1,2,1,1,1,4194304,0,0.556457,4306.274,252
2353,8,1,2,1,1,2,2097152,0,0.559137,4464.544,252
2354,8,1,2,1,1,4,1048576,0,0.557395,4353.356,236
2355,8,1,2,1,2,1,4194304,0,0.700497,4537.960,271
2356,8,1,2,1,2,2,2097152,0,0.703848,4583.180,271
2357,8,1,2,1,2,4,1048576,0,0.713398,4442.732,236
2358,8,1,2,1,4,1,4194304,0,0.705120,5147.100,309
2359,8,1,2,1,4,2,2097152,0,0.695571,5212.536,309
2360,8,1,2,1,4,4,1048576,0,0.711318,4741.450,236
2361,8,1,2,1,8,1,4194304,0,0.711116,6594.672,385
2362,8,1,2,1,8,2,2097152,0,0.707598,7066.290,385
2363,8,1,2,1,8,4,1048576,0,0.711786,5668.194,236
2364,8,1,2,2,1,1,4194304,0,0.700634,4584.510,271
2365,8,1,2,2,1,2,2097152,0,0.717224,4605.258,271
2366,8,1,2,2,1,4,1048576,0,0.706331,4431.028,236
2367,8,1,2,2,2,1,4194304,0,0.700497,5151.622,309
2368,8,1,2,2,2,2,2097152,0,0.702340,5219.718,309
2369,8,1,2,2,2,4,1048576,0,0.711052,4855.564,236
2370,8,1,2,2,4,1,4194304,0,0.702941,6523.650,385
2371,8,1,2,2,4,2,2097152,0,0.711150,6669.152,385
2372,8,1,2,2,4,4,1048576,0,0.703444,5455.394,236
2373,8,1,2,2,8,1,4194304,0,0.743111,9072.994,537
2374,8,1,2,2,8,2,2097152,0,0.760868,9613.772,537
2375,8,1,2,2,8,4,1048576,0,0.709440,6688.570,236
2376,8,1,2,4,1,1,4194304,0,0.696612,5078.738,309
2377,8,1,2,4,1,2,2097152,0,0.702477,5131.406,309
2378,8,1,2,4,1,4,1048576,0,0.727278,4754.750,236
2379,8,1,2,4,2,1,4194304,0,0.712895,6546.792,385
2380,8,1,2,4,2,2,2097152,0,0.721104,6933.556,385
2381,8,1,2,4,2,4,1048576,0,0.707701,5456.192,236
2382,8,1,2,4,4,1,4194304,0,0.719191,9049.320,537
2383,8,1,2,4,4,2,2097152,0,0.706124,9362.402,537
2384,8,1,2,4,4,4,1048576,0,0.714835,6671.014,236
2385,8,1,2,4,8,1,4194304,0,0.731385,13301.330,841
2386,8,1,2,4,8,2,2097152,0,0.713963,13940.794,841
2387,8,1,2,4,8,4,1048576,0,0.720161,9027.508,236
2388,8,1,2,8,1,1,4194304,0,0.701471,5987.926,385
2389,8,1,2,8,1,2,2097152,0,0.720407,6042.190,385
2390,8,1,2,8,1,4,1048576,0,0.712364,5092.038,236
2391,8,1,2,8,2,1,4194304,0,0.715408,8530.088,537
