n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,knob_I_B,obj1,obj2
4518,1024,3,2,2,1,512,0,0.197692,578
4519,1024,3,2,2,1,1024,0,0.197692,578
4520,1024,3,2,2,2,8,0,0.261292,742
4521,1024,3,2,2,2,16,0,0.196493,560
4522,1024,3,2,2,2,32,0,0.196493,560
4523,1024,3,2,2,2,64,0,0.196493,560
4524,1024,3,2,2,2,128,0,0.196493,560
4525,1024,3,2,2,2,256,0,0.196493,560
4526,1024,3,2,2,2,512,0,0.196493,560
4527,1024,3,2,2,2,1024,0,0.196493,560
4528,1024,3,2,2,3,8,0,0.270532,758
4529,1024,3,2,2,3,16,0,0.20097,705
4530,1024,3,2,2,3,32,0,0.20097,705
4531,1024,3,2,2,3,64,0,0.20097,705
4532,1024,3,2,2,3,128,0,0.20097,705
4534,1024,3,2,2,3,512,0,0.20097,705
4535,1024,3,2,2,3,1024,0,0.20097,705
4536,1024,3,2,2,4,8,0,0.263763,677
4537,1024,3,2,2,4,16,0,0.197354,558
4538,1024,3,2,2,4,32,0,0.197354,558
4539,1024,3,2,2,4,64,0,0.197354,558
4540,1024,3,2,2,4,128,0,0.197354,558
4541,1024,3,2,2,4,256,0,0.197354,558
4542,1024,3,2,2,4,512,0,0.197354,558
4543,1024,3,2,2,4,1024,0,0.197354,558
4544,1024,3,2,3,1,8,0,0.50257,868
4545,1024,3,2,3,1,16,0,0.337115,1004
4546,1024,3,2,3,1,32,0,0.337115,1004
4547,1024,3,2,3,1,64,0,0.337115,1004
4548,1024,3,2,3,1,128,0,0.337115,1004
4549,1024,3,2,3,1,256,0,0.337115,1004
4550,1024,3,2,3,1,512,0,0.337115,1004
4551,1024,3,2,3,1,1024,0,0.337115,1004
4552,1024,3,2,3,2,8,0,0.477118,804
4553,1024,3,2,3,2,16,0,0.317699,868
4554,1024,3,2,3,2,32,0,0.317699,868
4555,1024,3,2,3,2,64,0,0.317699,868
4556,1024,3,2,3,2,128,0,0.317699,868
4557,1024,3,2,3,2,256,0,0.317699,868
4558,1024,3,2,3,2,512,0,0.317699,868
4559,1024,3,2,3,2,1024,0,0.317699,868
4560,1024,3,2,3,3,8,0,0.523214,864
4561,1024,3,2,3,3,16,0,0.319464,983
4562,1024,3,2,3,3,32,0,0.319464,983
4563,1024,3,2,3,3,64,0,0.319464,983
4564,1024,3,2,3,3,128,0,0.319464,983
4565,1024,3,2,3,3,256,0,0.315052,994
4566,1024,3,2,3,3,512,0,0.319464,983
4567,1024,3,2,3,3,1024,0,0.319464,983
4568,1024,3,2,3,4,8,0,0.48744,783
4569,1024,3,2,3,4,16,0,0.319463,894
4570,1024,3,2,3,4,32,0,0.319463,894
4571,1024,3,2,3,4,64,0,0.319463,894
4572,1024,3,2,3,4,128,0,0.319463,894
4573,1024,3,2,3,4,256,0,0.319463,894
4574,1024,3,2,3,4,512,0,0.319463,894
4575,1024,3,2,3,4,1024,0,0.319463,894
4576,1024,3,2,4,1,8,0,0.514257,991
4577,1024,3,2,4,1,16,0,0.496491,926
4578,1024,3,2,4,1,32,0,0.490441,925
4579,1024,3,2,4,1,64,0,0.490441,925
4580,1024,3,2,4,1,128,0,0.490441,925
4581,1024,3,2,4,1,256,0,0.490441,925
4582,1024,3,2,4,1,512,0,0.490441,925
4583,1024,3,2,4,1,1024,0,0.490441,925
4584,1024,3,2,4,2,8,0,0.513328,932
4585,1024,3,2,4,2,16,0,0.488927,995
4586,1024,3,2,4,2,32,0,0.488927,995
4587,1024,3,2,4,2,64,0,0.488927,995
4588,1024,3,2,4,2,128,0,0.488927,995
4589,1024,3,2,4,2,256,0,0.488927,995
4590,1024,3,2,4,2,512,0,0.488927,995
4591,1024,3,2,4,2,1024,0,0.488927,995
4592,1024,3,2,4,3,8,0,0.51393,991
4593,1024,3,2,4,3,16,0,0.486658,1018
4594,1024,3,2,4,3,32,0,0.486658,1018
4595,1024,3,2,4,3,64,0,0.486658,1018
4596,1024,3,2,4,3,128,0,0.486658,1018
4597,1024,3,2,4,3,256,0,0.486658,1018
4598,1024,3,2,4,3,512,0,0.486658,1018
4599,1024,3,2,4,3,1024,0,0.486658,1018
4600,1024,3,2,4,4,8,0,0.49454,908
4601,1024,3,2,4,4,16,0,0.492708,855
4602,1024,3,2,4,4,32,0,0.492708,855
4603,1024,3,2,4,4,64,0,0.492708,855
4604,1024,3,2,4,4,128,0,0.492708,855
4605,1024,3,2,4,4,256,0,0.492708,855
4606,1024,3,2,4,4,512,0,0.492708,855
4607,1024,3,2,4,4,1024,0,0.492708,855
4608,1024,3,3,1,1,8,0,0.259439,722
4609,1024,3,3,1,1,16,0,0.169489,400
4610,1024,3,3,1,1,32,0,0.169489,400
4611,1024,3,3,1,1,64,0,0.169489,400
4612,1024,3,3,1,1,128,0,0.169489,400
4613,1024,3,3,1,1,256,0,0.169489,400
4614,1024,3,3,1,1,512,0,0.169489,400
4615,1024,3,3,1,1,1024,0,0.169489,400
4616,1024,3,3,1,2,8,0,0.256916,678
4617,1024,3,3,1,2,16,0,0.162314,360
4618,1024,3,3,1,2,32,0,0.162314,360
4619,1024,3,3,1,2,64,0,0.162314,360
4620,1024,3,3,1,2,128,0,0.162314,360
4621,1024,3,3,1,2,256,0,0.162314,360
4622,1024,3,3,1,2,512,0,0.162314,360
4623,1024,3,3,1,2,1024,0,0.162314,360
4624,1024,3,3,1,3,8,0,0.266187,731
4625,1024,3,3,1,3,16,0,0.174599,546
4626,1024,3,3,1,3,32,0,0.174599,546
4627,1024,3,3,1,3,64,0,0.174599,546
4628,1024,3,3,1,3,128,0,0.174599,546
4629,1024,3,3,1,3,256,0,0.174599,546
4630,1024,3,3,1,3,512,0,0.174599,546
4631,1024,3,3,1,3,1024,0,0.174599,546
4632,1024,3,3,1,4,8,0,0.276433,638
4633,1024,3,3,1,4,16,0,0.176756,301
4634,1024,3,3,1,4,32,0,0.176756,301
4635,1024,3,3,1,4,64,0,0.176756,301
4636,1024,3,3,1,4,128,0,0.176756,301
4637,1024,3,3,1,4,256,0,0.176756,301
4638,1024,3,3,1,4,512,0,0.176756,301
4639,1024,3,3,1,4,1024,0,0.176756,301
4640,1024,3,3,2,1,8,0,0.401469,843
4641,1024,3,3,2,1,16,0,0.30152,583
4642,1024,3,3,2,1,32,0,0.30152,583
4643,1024,3,3,2,1,64,0,0.30152,583
4644,1024,3,3,2,1,128,0,0.30152,583
4645,1024,3,3,2,1,256,0,0.30152,583
4646,1024,3,3,2,1,512,0,0.30152,583
4647,1024,3,3,2,1,1024,0,0.30152,583
4648,1024,3,3,2,2,8,0,0.383599,761
4649,1024,3,3,2,2,16,0,0.288596,629
4650,1024,3,3,2,2,32,0,0.288596,629
4651,1024,3,3,2,2,64,0,0.288596,629
4652,1024,3,3,2,2,128,0,0.288596,629
4653,1024,3,3,2,2,256,0,0.288596,629
4654,1024,3,3,2,2,512,0,0.288596,629
4655,1024,3,3,2,2,1024,0,0.288596,629
4656,1024,3,3,2,3,8,0,0.415677,828
4657,1024,3,3,2,3,16,0,0.298714,689
4658,1024,3,3,2,3,32,0,0.305207,683
4659,1024,3,3,2,3,64,0,0.298714,689
4660,1024,3,3,2,3,128,0,0.305207,683
4661,1024,3,3,2,3,256,0,0.298714,689
4662,1024,3,3,2,3,512,0,0.298714,689
4663,1024,3,3,2,3,1024,0,0.298714,689
4664,1024,3,3,2,4,8,0,0.412322,746
4665,1024,3,3,2,4,16,0,0.30092,526
4666,1024,3,3,2,4,32,0,0.30092,526
4667,1024,3,3,2,4,64,0,0.30092,526
4668,1024,3,3,2,4,128,0,0.30092,526
4669,1024,3,3,2,4,256,0,0.30092,526
4670,1024,3,3,2,4,512,0,0.30092,526
4671,1024,3,3,2,4,1024,0,0.30092,526
4672,1024,3,3,3,1,8,0,0.766953,972
4673,1024,3,3,3,1,16,0,0.497132,902
4674,1024,3,3,3,1,32,0,0.497132,902
4675,1024,3,3,3,1,64,0,0.497132,902
4676,1024,3,3,3,1,128,0,0.497132,902
4677,1024,3,3,3,1,256,0,0.497132,902
4678,1024,3,3,3,1,512,0,0.497132,902
4679,1024,3,3,3,1,1024,0,0.497132,902
4680,1024,3,3,3,2,8,0,0.753357,886
4681,1024,3,3,3,2,16,0,0.507717,1005
4682,1024,3,3,3,2,32,0,0.507717,1005
4683,1024,3,3,3,2,64,0,0.507717,1005
4684,1024,3,3,3,2,128,0,0.507717,1005
4685,1024,3,3,3,2,256,0,0.507717,1005
4686,1024,3,3,3,2,512,0,0.507717,1005
4687,1024,3,3,3,2,1024,0,0.507717,1005
4688,1024,3,3,3,3,8,0,0.750001,1025
4690,1024,3,3,3,3,32,0,0.520068,994
4691,1024,3,3,3,3,64,0,0.520068,994
4692,1024,3,3,3,3,128,0,0.520068,994
4693,1024,3,3,3,3,256,0,0.520068,994
4694,1024,3,3,3,3,512,0,0.520068,994
4695,1024,3,3,3,3,1024,0,0.520068,994
4696,1024,3,3,3,4,8,0,0.786524,842
4697,1024,3,3,3,4,16,0,0.502865,852
4698,1024,3,3,3,4,32,0,0.502865,852
4699,1024,3,3,3,4,64,0,0.502865,852
4700,1024,3,3,3,4,128,0,0.502865,852
4701,1024,3,3,3,4,256,0,0.502865,852
4702,1024,3,3,3,4,512,0,0.502865,852
4703,1024,3,3,3,4,1024,0,0.502865,852
4704,1024,3,3,4,1,8,0,0.79234,1096
4705,1024,3,3,4,1,16,0,0.709911,1027
4706,1024,3,3,4,1,32,0,0.709911,1027
4707,1024,3,3,4,1,64,0,0.709911,1027
4708,1024,3,3,4,1,128,0,0.709911,1027
4709,1024,3,3,4,1,256,0,0.709911,1027
4710,1024,3,3,4,1,512,0,0.709911,1027
4711,1024,3,3,4,1,1024,0,0.709911,1027
4712,1024,3,3,4,2,8,0,0.782594,1045
4713,1024,3,3,4,2,16,0,0.754705,984
4714,1024,3,3,4,2,32,0,0.754705,984
4715,1024,3,3,4,2,64,0,0.754705,984
4716,1024,3,3,4,2,128,0,0.754705,984
4717,1024,3,3,4,2,256,0,0.754705,984
4718,1024,3,3,4,2,512,0,0.754705,984
4719,1024,3,3,4,2,1024,0,0.754705,984
4720,1024,3,3,4,3,8,0,0.763513,1047
4721,1024,3,3,4,3,16,0,0.775685,1129
4722,1024,3,3,4,3,32,0,0.775685,1129
4723,1024,3,3,4,3,64,0,0.775685,1129
4724,1024,3,3,4,3,128,0,0.775685,1129
4725,1024,3,3,4,3,256,0,0.775685,1129
4726,1024,3,3,4,3,512,0,0.775685,1129
4727,1024,3,3,4,3,1024,0,0.775685,1129
4728,1024,3,3,4,4,8,0,0.754585,1051
4729,1024,3,3,4,4,16,0,0.742797,879
4730,1024,3,3,4,4,32,0,0.742797,879
4731,1024,3,3,4,4,64,0,0.742797,879
4732,1024,3,3,4,4,128,0,0.742797,879
4733,1024,3,3,4,4,256,0,0.742797,879
4734,1024,3,3,4,4,512,0,0.742797,879
4735,1024,3,3,4,4,1024,0,0.742797,879
4736,1024,3,4,1,1,8,0,0.189809,807
4737,1024,3,4,1,1,16,0,0.115505,442
4738,1024,3,4,1,1,32,0,0.115505,442
4739,1024,3,4,1,1,64,0,0.115505,442
4740,1024,3,4,1,1,128,0,0.115505,442
4741,1024,3,4,1,1,256,0,0.115505,442
4742,1024,3,4,1,1,512,0,0.115505,442
4743,1024,3,4,1,1,1024,0,0.115505,442
4744,1024,3,4,1,2,8,0,0.172298,827
4745,1024,3,4,1,2,16,0,0.125105,451
4746,1024,3,4,1,2,32,0,0.125105,451
4747,1024,3,4,1,2,64,0,0.125105,451
4748,1024,3,4,1,2,128,0,0.125105,451
4749,1024,3,4,1,2,256,0,0.125105,451
4750,1024,3,4,1,2,512,0,0.125105,451
4751,1024,3,4,1,2,1024,0,0.125105,451
4752,1024,3,4,1,3,8,0,0.181718,797
4753,1024,3,4,1,3,16,0,0.123714,599
4754,1024,3,4,1,3,32,0,0.123714,599
4755,1024,3,4,1,3,64,0,0.123714,599
4756,1024,3,4,1,3,128,0,0.123714,599
4757,1024,3,4,1,3,256,0,0.123714,599
4758,1024,3,4,1,3,512,0,0.123714,599
4759,1024,3,4,1,3,1024,0,0.123714,599
4760,1024,3,4,1,4,8,0,0.175627,830
4761,1024,3,4,1,4,16,0,0.115073,363
4762,1024,3,4,1,4,32,0,0.115073,363
4763,1024,3,4,1,4,64,0,0.115073,363
4764,1024,3,4,1,4,128,0,0.115073,363
4765,1024,3,4,1,4,256,0,0.115073,363
4766,1024,3,4,1,4,512,0,0.115073,363
4767,1024,3,4,1,4,1024,0,0.115073,363
4768,1024,3,4,2,1,8,0,0.271845,906
4769,1024,3,4,2,1,16,0,0.201509,626
4770,1024,3,4,2,1,32,0,0.201509,626
4771,1024,3,4,2,1,64,0,0.201509,626
4772,1024,3,4,2,1,128,0,0.201509,626
4773,1024,3,4,2,1,256,0,0.201509,626
4774,1024,3,4,2,1,512,0,0.201509,626
4775,1024,3,4,2,1,1024,0,0.201509,626
4776,1024,3,4,2,2,8,0,0.283048,865
4777,1024,3,4,2,2,16,0,0.20393,620
4778,1024,3,4,2,2,32,0,0.20393,620
4779,1024,3,4,2,2,64,0,0.20393,620
4780,1024,3,4,2,2,128,0,0.20393,620
4781,1024,3,4,2,2,256,0,0.20393,620
4782,1024,3,4,2,2,512,0,0.20393,620
4783,1024,3,4,2,2,1024,0,0.207953,620
4784,1024,3,4,2,3,8,0,0.273821,879
4785,1024,3,4,2,3,16,0,0.206374,748
4786,1024,3,4,2,3,32,0,0.206374,748
4787,1024,3,4,2,3,64,0,0.206374,748
4788,1024,3,4,2,3,128,0,0.206374,748
4789,1024,3,4,2,3,256,0,0.206374,748
4790,1024,3,4,2,3,512,0,0.206374,748
4791,1024,3,4,2,3,1024,0,0.206374,748
4792,1024,3,4,2,4,8,0,0.263264,810
4793,1024,3,4,2,4,16,0,0.193651,534
4794,1024,3,4,2,4,32,0,0.193651,534
4795,1024,3,4,2,4,64,0,0.193651,534
4796,1024,3,4,2,4,128,0,0.193651,534
4797,1024,3,4,2,4,256,0,0.193651,534
4798,1024,3,4,2,4,512,0,0.193651,534
4799,1024,3,4,2,4,1024,0,0.193651,534
4800,1024,3,4,3,1,8,0,0.509917,1027
4801,1024,3,4,3,1,16,0,0.346639,1019
4802,1024,3,4,3,1,32,0,0.346639,1019
4803,1024,3,4,3,1,64,0,0.346639,1019
4804,1024,3,4,3,1,128,0,0.346639,1019
4805,1024,3,4,3,1,256,0,0.346639,1019
4806,1024,3,4,3,1,512,0,0.346639,1019
4807,1024,3,4,3,1,1024,0,0.346639,1019
4808,1024,3,4,3,2,8,0,0.523105,960
4809,1024,3,4,3,2,16,0,0.356954,988
4810,1024,3,4,3,2,32,0,0.356954,988
4812,1024,3,4,3,2,128,0,0.34988,994
4813,1024,3,4,3,2,256,0,0.356954,988
4814,1024,3,4,3,2,512,0,0.356954,988
4815,1024,3,4,3,2,1024,0,0.356954,988
4816,1024,3,4,3,3,8,0,0.508549,999
4817,1024,3,4,3,3,16,0,0.333374,1118
4818,1024,3,4,3,3,32,0,0.333374,1118
4820,1024,3,4,3,3,128,0,0.333374,1118
4822,1024,3,4,3,3,512,0,0.333374,1118
4823,1024,3,4,3,3,1024,0,0.333374,1118
4824,1024,3,4,3,4,8,0,0.518945,951
4825,1024,3,4,3,4,16,0,0.366386,955
4826,1024,3,4,3,4,32,0,0.366386,955
4827,1024,3,4,3,4,64,0,0.366386,955
4828,1024,3,4,3,4,128,0,0.366386,955
4829,1024,3,4,3,4,256,0,0.366386,955
4830,1024,3,4,3,4,512,0,0.366386,955
4831,1024,3,4,3,4,1024,0,0.366386,955
4832,1024,3,4,4,1,8,0,0.518399,1174
4833,1024,3,4,4,1,16,0,0.485741,1109
4834,1024,3,4,4,1,32,0,0.485741,1109
4835,1024,3,4,4,1,64,0,0.485741,1109
4836,1024,3,4,4,1,128,0,0.485741,1109
4837,1024,3,4,4,1,256,0,0.485741,1109
4838,1024,3,4,4,1,512,0,0.485741,1109
4839,1024,3,4,4,1,1024,0,0.485741,1109
4840,1024,3,4,4,2,8,0,0.538044,1091
4841,1024,3,4,4,2,16,0,0.488392,1291
4842,1024,3,4,4,2,32,0,0.488392,1291
4843,1024,3,4,4,2,64,0,0.488392,1291
4844,1024,3,4,4,2,128,0,0.488392,1291
4845,1024,3,4,4,2,256,0,0.488392,1291
4846,1024,3,4,4,2,512,0,0.488392,1291
4847,1024,3,4,4,2,1024,0,0.488392,1291
4848,1024,3,4,4,3,8,0,0.525678,1142
4849,1024,3,4,4,3,16,0,0.470963,1286
4850,1024,3,4,4,3,32,0,0.470963,1286
4851,1024,3,4,4,3,64,0,0.470963,1286
4852,1024,3,4,4,3,128,0,0.470963,1286
4853,1024,3,4,4,3,256,0,0.470963,1286
4854,1024,3,4,4,3,512,0,0.470963,1286
4855,1024,3,4,4,3,1024,0,0.470963,1286
4856,1024,3,4,4,4,8,0,0.525895,1068
4857,1024,3,4,4,4,16,0,0.497863,1031
4858,1024,3,4,4,4,32,0,0.497863,1031
4859,1024,3,4,4,4,64,0,0.497863,1031
4860,1024,3,4,4,4,128,0,0.497863,1031
4861,1024,3,4,4,4,256,0,0.497863,1031
4862,1024,3,4,4,4,512,0,0.497863,1031
4863,1024,3,4,4,4,1024,0,0.497863,1031
4864,1024,4,1,1,1,8,0,0.050687,834
4865,1024,4,1,1,1,16,0,0.039636,372
4866,1024,4,1,1,1,32,0,0.039636,372
4867,1024,4,1,1,1,64,0,0.039636,372
4868,1024,4,1,1,1,128,0,0.039636,372
4869,1024,4,1,1,1,256,0,0.039636,372
4870,1024,4,1,1,1,512,0,0.039636,372
4871,1024,4,1,1,1,1024,0,0.039636,372
4872,1024,4,1,1,2,8,0,0.06739,542
4874,1024,4,1,1,2,32,0,0.035556,381
4875,1024,4,1,1,2,64,0,0.035556,381
4876,1024,4,1,1,2,128,0,0.035556,381
4877,1024,4,1,1,2,256,0,0.035556,381
4878,1024,4,1,1,2,512,0,0.035556,381
4879,1024,4,1,1,2,1024,0,0.036356,381
4880,1024,4,1,1,3,8,0,0.071624,665
4881,1024,4,1,1,3,16,0,0.037709,429
4882,1024,4,1,1,3,32,0,0.037709,429
4883,1024,4,1,1,3,64,0,0.037709,429
4884,1024,4,1,1,3,128,0,0.037709,429
4885,1024,4,1,1,3,256,0,0.037709,429
4886,1024,4,1,1,3,512,0,0.037709,429
4887,1024,4,1,1,3,1024,0,0.037709,429
4888,1024,4,1,1,4,8,0,0.064741,556
4889,1024,4,1,1,4,16,0,0.038622,310
4890,1024,4,1,1,4,32,0,0.038622,310
4891,1024,4,1,1,4,64,0,0.039658,315
4892,1024,4,1,1,4,128,0,0.039658,315
4893,1024,4,1,1,4,256,0,0.039658,315
4894,1024,4,1,1,4,512,0,0.039658,315
4895,1024,4,1,1,4,1024,0,0.039658,315
4896,1024,4,1,2,1,8,0,0.097423,734
4897,1024,4,1,2,1,16,0,0.072549,485
4898,1024,4,1,2,1,32,0,0.072549,485
4899,1024,4,1,2,1,64,0,0.072549,485
4900,1024,4,1,2,1,128,0,0.072549,485
4901,1024,4,1,2,1,256,0,0.072549,485
4902,1024,4,1,2,1,512,0,0.072549,485
4903,1024,4,1,2,1,1024,0,0.072549,485
4904,1024,4,1,2,2,8,0,0.096242,723
4905,1024,4,1,2,2,16,0,0.072194,485
4906,1024,4,1,2,2,32,0,0.072194,485
4907,1024,4,1,2,2,64,0,0.072194,485
4908,1024,4,1,2,2,128,0,0.072194,485
4909,1024,4,1,2,2,256,0,0.072194,485
4910,1024,4,1,2,2,512,0,0.072194,485
4911,1024,4,1,2,2,1024,0,0.072194,485
4912,1024,4,1,2,3,8,0,0.101129,739
4913,1024,4,1,2,3,16,0,0.074472,605
4914,1024,4,1,2,3,32,0,0.074472,605
4915,1024,4,1,2,3,64,0,0.074472,605
4916,1024,4,1,2,3,128,0,0.074472,605
4917,1024,4,1,2,3,256,0,0.074472,605
4918,1024,4,1,2,3,512,0,0.074472,605
4919,1024,4,1,2,3,1024,0,0.074472,605
4920,1024,4,1,2,4,8,0,0.100135,673
4921,1024,4,1,2,4,16,0,0.070602,470
4922,1024,4,1,2,4,32,0,0.070602,470
4923,1024,4,1,2,4,64,0,0.070602,470
4924,1024,4,1,2,4,128,0,0.070602,470
4925,1024,4,1,2,4,256,0,0.070602,470
4926,1024,4,1,2,4,512,0,0.070602,470
4927,1024,4,1,2,4,1024,0,0.070602,470
4928,1024,4,1,3,1,8,0,0.19698,789
4930,1024,4,1,3,1,32,0,0.109769,723
4931,1024,4,1,3,1,64,0,0.109769,723
4932,1024,4,1,3,1,128,0,0.109769,723
4933,1024,4,1,3,1,256,0,0.109769,723
4934,1024,4,1,3,1,512,0,0.109769,723
4935,1024,4,1,3,1,1024,0,0.109769,723
4936,1024,4,1,3,2,8,0,0.199785,712
4937,1024,4,1,3,2,16,0,0.108125,687
4938,1024,4,1,3,2,32,0,0.108125,687
4939,1024,4,1,3,2,64,0,0.108125,687
4940,1024,4,1,3,2,128,0,0.108125,687
4941,1024,4,1,3,2,256,0,0.108125,687
4942,1024,4,1,3,2,512,0,0.108125,687
4943,1024,4,1,3,2,1024,0,0.108125,687
4944,1024,4,1,3,3,8,0,0.198352,743
4945,1024,4,1,3,3,16,0,0.108312,831
4946,1024,4,1,3,3,32,0,0.108312,831
4947,1024,4,1,3,3,64,0,0.108312,831
4948,1024,4,1,3,3,128,0,0.108312,831
4949,1024,4,1,3,3,256,0,0.108312,831
4950,1024,4,1,3,3,512,0,0.108312,831
4951,1024,4,1,3,3,1024,0,0.108312,831
4952,1024,4,1,3,4,8,0,0.200091,695
4953,1024,4,1,3,4,16,0,0.109194,712
4954,1024,4,1,3,4,32,0,0.109194,712
4955,1024,4,1,3,4,64,0,0.109194,712
4956,1024,4,1,3,4,128,0,0.109194,712
4957,1024,4,1,3,4,256,0,0.109194,712
4958,1024,4,1,3,4,512,0,0.109194,712
4959,1024,4,1,3,4,1024,0,0.109194,712
4960,1024,4,1,4,1,8,0,0.191657,860
4961,1024,4,1,4,1,16,0,0.171805,822
4962,1024,4,1,4,1,32,0,0.171805,822
4963,1024,4,1,4,1,64,0,0.171805,822
4964,1024,4,1,4,1,128,0,0.171805,822
4965,1024,4,1,4,1,256,0,0.171805,822
4966,1024,4,1,4,1,512,0,0.171805,822
4967,1024,4,1,4,1,1024,0,0.171805,822
4968,1024,4,1,4,2,8,0,0.197389,822
4969,1024,4,1,4,2,16,0,0.178325,829
4970,1024,4,1,4,2,32,0,0.178325,829
4971,1024,4,1,4,2,64,0,0.178325,829
4972,1024,4,1,4,2,128,0,0.178325,829
4973,1024,4,1,4,2,256,0,0.178325,829
4974,1024,4,1,4,2,512,0,0.178325,829
4975,1024,4,1,4,2,1024,0,0.178325,829
4976,1024,4,1,4,3,8,0,0.188975,857
4977,1024,4,1,4,3,16,0,0.176199,911
4978,1024,4,1,4,3,32,0,0.176199,911
4979,1024,4,1,4,3,64,0,0.176199,911
4980,1024,4,1,4,3,128,0,0.176199,911
4981,1024,4,1,4,3,256,0,0.176199,911
4982,1024,4,1,4,3,512,0,0.176199,911
4983,1024,4,1,4,3,1024,0,0.176199,911
4984,1024,4,1,4,4,8,0,0.200296,782
4985,1024,4,1,4,4,16,0,0.181018,766
4986,1024,4,1,4,4,32,0,0.181018,766
4987,1024,4,1,4,4,64,0,0.181018,766
4988,1024,4,1,4,4,128,0,0.181018,766
4989,1024,4,1,4,4,256,0,0.181018,766
4990,1024,4,1,4,4,512,0,0.181018,766
4991,1024,4,1,4,4,1024,0,0.181018,766
4992,1024,4,2,1,1,8,0,0.092875,964
4993,1024,4,2,1,1,16,0,0.057397,399
4994,1024,4,2,1,1,32,0,0.057397,399
4995,1024,4,2,1,1,64,0,0.057397,399
4996,1024,4,2,1,1,128,0,0.057397,399
4997,1024,4,2,1,1,256,0,0.057397,399
4998,1024,4,2,1,1,512,0,0.057397,399
4999,1024,4,2,1,1,1024,0,0.057397,399
5000,1024,4,2,1,2,8,0,0.09704,678
5001,1024,4,2,1,2,16,0,0.058956,423
5002,1024,4,2,1,2,32,0,0.058956,423
5003,1024,4,2,1,2,64,0,0.058956,423
5004,1024,4,2,1,2,128,0,0.058956,423
5005,1024,4,2,1,2,256,0,0.058956,423
5006,1024,4,2,1,2,512,0,0.058956,423
5007,1024,4,2,1,2,1024,0,0.058956,423
5008,1024,4,2,1,3,8,0,0.099691,729
5009,1024,4,2,1,3,16,0,0.059007,507
5010,1024,4,2,1,3,32,0,0.059007,507
5011,1024,4,2,1,3,64,0,0.059007,507
5012,1024,4,2,1,3,128,0,0.059007,507
5013,1024,4,2,1,3,256,0,0.059007,507
5014,1024,4,2,1,3,512,0,0.059007,507
5015,1024,4,2,1,3,1024,0,0.059007,507
5016,1024,4,2,1,4,8,0,0.100563,745
5017,1024,4,2,1,4,16,0,0.060458,349
5018,1024,4,2,1,4,32,0,0.060458,349
5019,1024,4,2,1,4,64,0,0.060458,349
5020,1024,4,2,1,4,128,0,0.060458,349
5021,1024,4,2,1,4,256,0,0.060458,349
5022,1024,4,2,1,4,512,0,0.060458,349
5023,1024,4,2,1,4,1024,0,0.060458,349
5024,1024,4,2,2,1,8,0,0.131143,736
5025,1024,4,2,2,1,16,0,0.101923,598
5026,1024,4,2,2,1,32,0,0.101923,598
5027,1024,4,2,2,1,64,0,0.101923,598
5028,1024,4,2,2,1,128,0,0.101923,598
5029,1024,4,2,2,1,256,0,0.101923,598
5030,1024,4,2,2,1,512,0,0.101923,598
5031,1024,4,2,2,1,1024,0,0.101923,598
5032,1024,4,2,2,2,8,0,0.127801,724
5033,1024,4,2,2,2,16,0,0.100735,585
5034,1024,4,2,2,2,32,0,0.100735,585
5035,1024,4,2,2,2,64,0,0.100735,585
5036,1024,4,2,2,2,128,0,0.100735,585
5037,1024,4,2,2,2,256,0,0.100735,585
5038,1024,4,2,2,2,512,0,0.100735,585
5039,1024,4,2,2,2,1024,0,0.100735,585
5040,1024,4,2,2,3,8,0,0.145155,800
5041,1024,4,2,2,3,16,0,0.099031,758
5042,1024,4,2,2,3,32,0,0.099031,758
5043,1024,4,2,2,3,64,0,0.099031,758
5044,1024,4,2,2,3,128,0,0.099031,758
5045,1024,4,2,2,3,256,0,0.099031,758
5046,1024,4,2,2,3,512,0,0.099031,758
5047,1024,4,2,2,3,1024,0,0.099031,758
5048,1024,4,2,2,4,8,0,0.125343,665
5049,1024,4,2,2,4,16,0,0.09798,534
5050,1024,4,2,2,4,32,0,0.09798,534
5051,1024,4,2,2,4,64,0,0.09798,534
5052,1024,4,2,2,4,128,0,0.09798,534
5053,1024,4,2,2,4,256,0,0.09798,534
5054,1024,4,2,2,4,512,0,0.09798,534
5055,1024,4,2,2,4,1024,0,0.09798,534
5056,1024,4,2,3,1,8,0,0.257955,896
5057,1024,4,2,3,1,16,0,0.146395,830
5058,1024,4,2,3,1,32,0,0.146395,830
5059,1024,4,2,3,1,64,0,0.146395,830
5060,1024,4,2,3,1,128,0,0.146395,830
5061,1024,4,2,3,1,256,0,0.146395,830
5062,1024,4,2,3,1,512,0,0.146395,830
5063,1024,4,2,3,1,1024,0,0.146395,830
5064,1024,4,2,3,2,8,0,0.245169,807
5065,1024,4,2,3,2,16,0,0.156267,863
5066,1024,4,2,3,2,32,0,0.156267,863
5067,1024,4,2,3,2,64,0,0.156267,863
5068,1024,4,2,3,2,128,0,0.156267,863
5069,1024,4,2,3,2,256,0,0.156267,863
5070,1024,4,2,3,2,512,0,0.156267,863
5071,1024,4,2,3,2,1024,0,0.156267,863
5072,1024,4,2,3,3,8,0,0.242957,872
5073,1024,4,2,3,3,16,0,0.150382,1015
5074,1024,4,2,3,3,32,0,0.150382,1015
