n,knob_blockdim_x,knob_blockdim_y,knob_unroll_dct,knob_unroll_width,knob_unroll_height,knob_array_partition1,knob_array_partition2,knob_I_B,obj1,obj2,lut,ff,dsp,bram
0031,1,1,1,4,4,2,2097152,0,1.574576,213,1105,243,1,0
0032,1,1,1,4,4,4,1048576,0,1.617460,328,1548,254,1,0
0033,1,1,1,4,8,1,4194304,0,1.543772,242,1293,242,1,0
0034,1,1,1,4,8,2,2097152,0,1.676641,377,1845,248,1,0
0035,1,1,1,4,8,4,1048576,0,1.621602,524,2418,253,1,0
0036,1,1,1,8,1,1,4194304,0,1.438742,140,779,240,1,0
0037,1,1,1,8,1,2,2097152,0,1.663699,192,951,242,1,0
0038,1,1,1,8,1,4,1048576,0,1.620464,304,1184,249,1,0
0039,1,1,1,8,2,1,4194304,0,1.578105,194,1061,241,1,0
0040,1,1,1,8,2,2,2097152,0,1.588236,250,1328,244,1,0
0041,1,1,1,8,2,4,1048576,0,1.620994,366,1692,252,1,0
0042,1,1,1,8,4,1,4194304,0,1.611382,223,1206,242,1,0
0043,1,1,1,8,4,2,2097152,0,1.647513,343,1676,246,1,0
0044,1,1,1,8,4,4,1048576,0,1.621512,426,2337,254,1,0
0048,1,1,2,1,1,1,4194304,0,1.274582,103,480,278,1,0
0049,1,1,2,1,1,2,2097152,0,1.310610,112,572,280,1,0
0050,1,1,2,1,1,4,1048576,0,1.460088,196,785,271,1,0
0051,1,1,2,1,2,1,4194304,0,1.248531,108,509,323,1,0
0052,1,1,2,1,2,2,2097152,0,1.318564,165,641,325,1,0
0053,1,1,2,1,2,4,1048576,0,1.300804,205,853,296,1,0
0054,1,1,2,1,4,1,4194304,0,1.344904,154,800,414,1,0
0055,1,1,2,1,4,2,2097152,0,1.648462,229,1263,422,1,0
0056,1,1,2,1,4,4,1048576,0,1.643604,311,1432,355,1,0
0057,1,1,2,1,8,1,4194304,0,1.388226,210,1101,394,1,0
0058,1,1,2,1,8,2,2097152,0,1.518052,340,1739,406,1,0
0059,1,1,2,1,8,4,1048576,0,1.569145,430,1833,259,1,0
0060,1,1,2,2,1,1,4194304,0,1.329043,102,514,324,1,0
0061,1,1,2,2,1,2,2097152,0,1.461092,145,748,326,1,0
0062,1,1,2,2,1,4,1048576,0,1.462936,235,852,297,1,0
0063,1,1,2,2,2,1,4194304,0,1.608244,145,798,415,1,0
0064,1,1,2,2,2,2,2097152,0,1.635051,201,1007,418,1,0
0065,1,1,2,2,2,4,1048576,0,1.573731,254,1204,352,1,0
0066,1,1,2,2,4,1,4194304,0,1.453293,200,1130,396,1,0
0067,1,1,2,2,4,2,2097152,0,1.604067,339,1627,400,1,0
0068,1,1,2,2,4,4,1048576,0,1.571566,368,1918,263,1,0
0069,1,1,2,2,8,1,4194304,0,1.574337,333,1693,554,1,0
0070,1,1,2,2,8,2,2097152,0,1.644695,646,3999,656,1,0
0071,1,1,2,2,8,4,1048576,0,1.592429,715,4342,381,1,0
0072,1,1,2,4,1,1,4194304,0,1.544712,145,762,417,1,0
0073,1,1,2,4,1,2,2097152,0,1.539852,200,899,419,1,0
0074,1,1,2,4,1,4,1048576,0,1.568173,246,1169,352,1,0
0075,1,1,2,4,2,1,4194304,0,1.587133,227,1114,397,1,0
0076,1,1,2,4,2,2,2097152,0,1.532850,347,1562,397,1,0
0077,1,1,2,4,2,4,1048576,0,1.556138,357,1796,255,1,0
0078,1,1,2,4,4,1,4194304,0,1.518627,323,1736,562,1,0
0079,1,1,2,4,4,2,2097152,0,1.588821,563,3201,657,1,0
0080,1,1,2,4,4,4,1048576,0,1.603563,716,3773,382,1,0
0081,1,1,2,4,8,1,4194304,0,1.609683,560,2835,875,1,0
0082,1,1,2,4,8,2,2097152,0,1.578357,820,4702,890,1,0
0083,1,1,2,4,8,4,1048576,0,1.580870,891,4835,313,1,0
0084,1,1,2,8,1,1,4194304,0,1.525105,196,998,396,1,0
0085,1,1,2,8,1,2,2097152,0,1.568843,237,1302,398,1,0
0086,1,1,2,8,1,4,1048576,0,1.445339,273,1454,255,1,0
0087,1,1,2,8,2,1,4194304,0,1.559153,340,1701,556,1,0
0088,1,1,2,8,2,2,2097152,0,1.531509,476,2649,591,1,0
0089,1,1,2,8,2,4,1048576,0,1.571887,547,2933,295,1,0
0090,1,1,2,8,4,1,4194304,0,1.496514,604,3118,878,1,0
0091,1,1,2,8,4,2,2097152,0,1.560509,939,5129,972,1,0
0092,1,1,2,8,4,4,1048576,0,1.588486,969,5336,390,1,0
0096,1,1,4,1,1,1,4194304,0,1.294041,101,544,280,1,0
0097,1,1,4,1,1,2,2097152,0,1.393468,129,687,282,1,0
0098,1,1,4,1,1,4,1048576,0,1.382993,235,960,284,1,0
0099,1,1,4,1,2,1,4194304,0,1.487613,114,643,239,1,0
0100,1,1,4,1,2,2,2097152,0,1.456528,162,776,241,1,0
0101,1,1,4,1,2,4,1048576,0,1.461016,214,1062,245,1,0
0102,1,1,4,1,4,1,4194304,0,1.403361,158,894,250,1,0
0103,1,1,4,1,4,2,2097152,0,1.508243,213,971,249,1,0
0104,1,1,4,1,4,4,1048576,0,1.432948,312,1363,252,1,0
0105,1,1,4,1,8,1,4194304,0,1.441021,219,1175,252,1,0
0106,1,1,4,1,8,2,2097152,0,1.567339,292,1407,254,1,0
0107,1,1,4,1,8,4,1048576,0,1.616370,403,1871,260,1,0
0108,1,1,4,2,1,1,4194304,0,1.538948,143,760,324,1,0
0109,1,1,4,2,1,2,2097152,0,1.551585,191,896,326,1,0
0110,1,1,4,2,1,4,1048576,0,1.643197,247,1225,332,1,0
0111,1,1,4,2,2,1,4194304,0,1.453368,168,929,247,1,0
0112,1,1,4,2,2,2,2097152,0,1.582530,220,1088,249,1,0
0113,1,1,4,2,2,4,1048576,0,1.464838,272,1488,251,1,0
0114,1,1,4,2,4,1,4194304,0,1.547469,235,1304,252,1,0
0115,1,1,4,2,4,2,2097152,0,1.560434,328,1684,257,1,0
0116,1,1,4,2,4,4,1048576,0,1.602985,476,2233,260,1,0
0117,1,1,4,2,8,1,4194304,0,1.543072,333,1841,261,1,0
0118,1,1,4,2,8,2,2097152,0,1.550218,525,2667,266,1,0
0119,1,1,4,2,8,4,1048576,0,1.619195,658,3500,277,1,0
0120,1,1,4,4,1,1,4194304,0,1.498878,182,1008,247,1,0
0121,1,1,4,4,1,2,2097152,0,1.585835,253,1263,249,1,0
0122,1,1,4,4,1,4,1048576,0,1.598471,357,1645,256,1,0
0123,1,1,4,4,2,1,4194304,0,1.563579,263,1434,252,1,0
0124,1,1,4,4,2,2,2097152,0,1.573387,444,2211,279,1,0
0125,1,1,4,4,2,4,1048576,0,1.549450,518,2629,291,1,0
0126,1,1,4,4,4,1,4194304,0,1.576556,397,2152,265,1,0
0127,1,1,4,4,4,2,2097152,0,1.597666,543,2751,262,1,0
0128,1,1,4,4,4,4,1048576,0,1.600990,683,3609,277,1,0
0132,1,1,4,8,1,1,4194304,0,1.542938,268,1545,248,1,0
0133,1,1,4,8,1,2,2097152,0,1.615097,339,1824,254,1,0
0134,1,1,4,8,1,4,1048576,0,1.574362,450,2461,256,1,0
0135,1,1,4,8,2,1,4194304,0,1.523517,412,2408,262,1,0
0136,1,1,4,8,2,2,2097152,0,1.570893,663,3711,312,1,0
0137,1,1,4,8,2,4,1048576,0,1.549948,807,4392,319,1,0
0144,1,1,8,1,1,1,4194304,0,1.571580,104,590,307,1,0
0145,1,1,8,1,1,2,2097152,0,1.529553,201,882,310,1,0
0146,1,1,8,1,1,4,1048576,0,1.556969,294,1377,318,1,0
0147,1,1,8,1,2,1,4194304,0,1.306188,135,717,242,1,0
0148,1,1,8,1,2,2,2097152,0,1.501180,177,870,244,1,0
0149,1,1,8,1,2,4,1048576,0,1.457356,275,1330,255,1,0
0150,1,1,8,1,4,1,4194304,0,1.371377,180,910,243,1,0
0151,1,1,8,1,4,2,2097152,0,1.551251,255,1225,245,1,0
0152,1,1,8,1,4,4,1048576,0,1.578987,365,1698,253,1,0
0153,1,1,8,1,8,1,4194304,0,1.429403,250,1410,244,1,0
0154,1,1,8,1,8,2,2097152,0,1.505386,385,1898,247,1,0
0155,1,1,8,1,8,4,1048576,0,1.567584,534,2636,259,1,0
0156,1,1,8,2,1,1,4194304,0,1.471272,128,695,242,1,0
0157,1,1,8,2,1,2,2097152,0,1.455840,183,926,245,1,0
0158,1,1,8,2,1,4,1048576,0,1.533163,317,1319,253,1,0
0159,1,1,8,2,2,1,4194304,0,1.440777,164,895,243,1,0
0160,1,1,8,2,2,2,2097152,0,1.531872,249,1228,245,1,0
0161,1,1,8,2,2,4,1048576,0,1.570116,296,1685,252,1,0
0162,1,1,8,2,4,1,4194304,0,1.546654,251,1385,246,1,0
0163,1,1,8,2,4,2,2097152,0,1.510876,377,1875,248,1,0
0164,1,1,8,2,4,4,1048576,0,1.585879,517,2606,253,1,0
0168,1,1,8,4,1,1,4194304,0,1.477181,173,943,243,1,0
0169,1,1,8,4,1,2,2097152,0,1.555982,256,1273,245,1,0
0170,1,1,8,4,1,4,1048576,0,1.499672,334,1717,252,1,0
0171,1,1,8,4,2,1,4194304,0,1.569623,261,1464,246,1,0
0172,1,1,8,4,2,2,2097152,0,1.472455,365,1856,248,1,0
0173,1,1,8,4,2,4,1048576,0,1.563550,582,2796,257,1,0
0180,1,1,8,8,1,1,4194304,0,1.476853,274,1501,244,1,0
0181,1,1,8,8,1,2,2097152,0,1.550072,394,1987,246,1,0
0182,1,1,8,8,1,4,1048576,0,1.521506,565,2623,255,1,0
0192,1,2,1,1,1,1,4194304,0,1.390139,92,420,256,1,0
0193,1,2,1,1,1,2,2097152,0,1.257601,109,539,258,1,0
0194,1,2,1,1,1,4,1048576,0,1.310380,180,651,267,1,0
0195,1,2,1,1,2,1,4194304,0,1.229876,93,428,281,1,0
0196,1,2,1,1,2,2,2097152,0,1.373516,129,525,283,1,0
0197,1,2,1,1,2,4,1048576,0,1.322601,197,698,292,1,0
0198,1,2,1,1,4,1,4194304,0,1.509928,136,680,332,1,0
0199,1,2,1,1,4,2,2097152,0,1.502848,178,854,334,1,0
0200,1,2,1,1,4,4,1048576,0,1.653386,208,984,341,1,0
0201,1,2,1,1,8,1,4194304,0,1.416132,167,888,240,1,0
0202,1,2,1,1,8,2,2097152,0,1.548288,235,1051,242,1,0
0203,1,2,1,1,8,4,1048576,0,1.582507,358,1347,251,1,0
0204,1,2,1,2,1,1,4194304,0,1.311559,86,436,282,1,0
0205,1,2,1,2,1,2,2097152,0,1.552186,133,560,284,1,0
0206,1,2,1,2,1,4,1048576,0,1.423695,190,678,293,1,0
0207,1,2,1,2,2,1,4194304,0,1.559303,135,697,333,1,0
0208,1,2,1,2,2,2,2097152,0,1.662649,228,956,335,1,0
0209,1,2,1,2,2,4,1048576,0,1.631291,260,1050,346,1,0
0210,1,2,1,2,4,1,4194304,0,1.509253,164,851,240,1,0
0211,1,2,1,2,4,2,2097152,0,1.461546,251,1113,242,1,0
0212,1,2,1,2,4,4,1048576,0,1.617478,314,1433,251,1,0
0213,1,2,1,2,8,1,4194304,0,1.594812,254,1310,241,1,0
0214,1,2,1,2,8,2,2097152,0,1.562278,359,1673,243,1,0
0215,1,2,1,2,8,4,1048576,0,1.640662,459,2279,256,1,0
0216,1,2,1,4,1,1,4194304,0,1.575119,140,778,335,1,0
0217,1,2,1,4,1,2,2097152,0,1.662466,192,856,337,1,0
0218,1,2,1,4,1,4,1048576,0,1.553029,269,1092,346,1,0
0219,1,2,1,4,2,1,4194304,0,1.561831,176,904,240,1,0
0220,1,2,1,4,2,2,2097152,0,1.564360,224,1109,242,1,0
0221,1,2,1,4,2,4,1048576,0,1.599258,320,1417,251,1,0
0222,1,2,1,4,4,1,4194304,0,1.601463,260,1293,241,1,0
0223,1,2,1,4,4,2,2097152,0,1.651024,319,1618,243,1,0
0224,1,2,1,4,4,4,1048576,0,1.564376,471,2257,256,1,0
0225,1,2,1,4,8,1,4194304,0,1.565312,337,1894,245,1,0
0226,1,2,1,4,8,2,2097152,0,1.648247,517,2546,250,1,0
0227,1,2,1,4,8,4,1048576,0,1.645887,670,3306,256,1,0
0228,1,2,1,8,1,1,4194304,0,1.583381,155,823,240,1,0
0229,1,2,1,8,1,2,2097152,0,1.557244,235,1104,242,1,0
0230,1,2,1,8,1,4,1048576,0,1.649482,327,1463,249,1,0
0231,1,2,1,8,2,1,4194304,0,1.583916,256,1339,241,1,0
0232,1,2,1,8,2,2,2097152,0,1.627413,341,1730,243,1,0
0233,1,2,1,8,2,4,1048576,0,1.653544,481,2314,258,1,0
0234,1,2,1,8,4,1,4194304,0,1.524930,355,1987,248,1,0
0235,1,2,1,8,4,2,2097152,0,1.636189,525,2659,248,1,0
0236,1,2,1,8,4,4,1048576,0,1.592191,627,3281,259,1,0
0240,1,2,2,1,1,1,4194304,0,1.358252,111,504,303,1,0
0241,1,2,2,1,1,2,2097152,0,1.368626,145,628,305,1,0
0242,1,2,2,1,1,4,1048576,0,1.502142,246,825,277,1,0
0243,1,2,2,1,2,1,4194304,0,1.412018,145,706,308,1,0
0244,1,2,2,1,2,2,2097152,0,1.470232,195,815,310,1,0
0245,1,2,2,1,2,4,1048576,0,1.466719,287,1057,242,1,0
0246,1,2,2,1,4,1,4194304,0,1.327578,171,929,392,1,0
0247,1,2,2,1,4,2,2097152,0,1.472262,249,1171,396,1,0
0248,1,2,2,1,4,4,1048576,0,1.607077,323,1410,252,1,0
0249,1,2,2,1,8,1,4194304,0,1.387391,267,1270,548,1,0
0250,1,2,2,1,8,2,2097152,0,1.644966,353,1644,554,1,0
0251,1,2,2,1,8,4,1048576,0,1.632087,435,1903,267,1,0
0252,1,2,2,2,1,1,4194304,0,1.622607,132,733,377,1,0
0253,1,2,2,2,1,2,2097152,0,1.654564,239,1021,379,1,0
0254,1,2,2,2,1,4,1048576,0,1.586802,227,1141,312,1,0
0255,1,2,2,2,2,1,4194304,0,1.595357,194,977,392,1,0
0256,1,2,2,2,2,2,2097152,0,1.449990,239,1265,396,1,0
0257,1,2,2,2,2,4,1048576,0,1.555377,285,1474,251,1,0
0258,1,2,2,2,4,1,4194304,0,1.525618,276,1452,549,1,0
0259,1,2,2,2,4,2,2097152,0,1.559573,359,1892,555,1,0
0260,1,2,2,2,4,4,1048576,0,1.594866,416,2159,264,1,0
0261,1,2,2,2,8,1,4194304,0,1.536917,464,2184,862,1,0
0262,1,2,2,2,8,2,2097152,0,1.635933,605,3245,870,1,0
0263,1,2,2,2,8,4,1048576,0,1.642623,679,3712,275,1,0
0264,1,2,2,4,1,1,4194304,0,1.543132,204,1044,392,1,0
0265,1,2,2,4,1,2,2097152,0,1.559362,270,1236,395,1,0
0266,1,2,2,4,1,4,1048576,0,1.591318,354,1505,251,1,0
0267,1,2,2,4,2,1,4194304,0,1.515898,309,1551,551,1,0
0268,1,2,2,4,2,2,2097152,0,1.649388,423,2074,557,1,0
0269,1,2,2,4,2,4,1048576,0,1.618775,436,2265,261,1,0
0270,1,2,2,4,4,1,4194304,0,1.510397,488,2447,864,1,0
0271,1,2,2,4,4,2,2097152,0,1.579644,600,3456,867,1,0
0272,1,2,2,4,4,4,1048576,0,1.565427,700,3577,272,1,0
0276,1,2,2,8,1,1,4194304,0,1.537611,299,1589,552,1,0
0277,1,2,2,8,1,2,2097152,0,1.642349,411,2126,556,1,0
0278,1,2,2,8,1,4,1048576,0,1.557354,440,2243,258,1,0
0279,1,2,2,8,2,1,4194304,0,1.580802,519,2456,866,1,0
0280,1,2,2,8,2,2,2097152,0,1.594519,626,3430,870,1,0
0281,1,2,2,8,2,4,1048576,0,1.637009,749,3755,269,1,0
0282,1,2,2,8,4,1,4194304,0,1.572452,926,4148,1493,1,0
0288,1,2,4,1,1,1,4194304,0,1.327028,120,595,238,1,0
0289,1,2,4,1,1,2,2097152,0,1.449870,146,694,240,1,0
0290,1,2,4,1,1,4,1048576,0,1.505149,308,1011,246,1,0
0291,1,2,4,1,2,1,4194304,0,1.548668,144,809,344,1,0
0292,1,2,4,1,2,2,2097152,0,1.641113,224,1052,349,1,0
0293,1,2,4,1,2,4,1048576,0,1.492570,318,1519,356,1,0
0294,1,2,4,1,4,1,4194304,0,1.405795,203,1109,246,1,0
0295,1,2,4,1,4,2,2097152,0,1.516818,278,1295,248,1,0
0296,1,2,4,1,4,4,1048576,0,1.520469,405,1867,257,1,0
0297,1,2,4,1,8,1,4194304,0,1.626931,322,1651,254,1,0
0298,1,2,4,1,8,2,2097152,0,1.518568,385,1949,257,1,0
0299,1,2,4,1,8,4,1048576,0,1.612327,563,2810,266,1,0
0300,1,2,4,2,1,1,4194304,0,1.564245,137,742,345,1,0
0301,1,2,4,2,1,2,2097152,0,1.608567,181,920,347,1,0
0302,1,2,4,2,1,4,1048576,0,1.614211,335,1495,357,1,0
0303,1,2,4,2,2,1,4194304,0,1.501697,205,1093,246,1,0
0304,1,2,4,2,2,2,2097152,0,1.522277,240,1283,248,1,0
0305,1,2,4,2,2,4,1048576,0,1.642606,388,1802,252,1,0
0306,1,2,4,2,4,1,4194304,0,1.528931,288,1648,252,1,0
0307,1,2,4,2,4,2,2097152,0,1.597470,393,1994,257,1,0
0308,1,2,4,2,4,4,1048576,0,1.540216,521,2797,256,1,0
0309,1,2,4,2,8,1,4194304,0,1.591749,447,2580,260,1,0
0310,1,2,4,2,8,2,2097152,0,1.614318,609,3120,275,1,0
0311,1,2,4,2,8,4,1048576,0,1.595234,802,4282,276,1,0
0312,1,2,4,4,1,1,4194304,0,1.530213,193,1009,464,1,0
0313,1,2,4,4,1,2,2097152,0,1.431940,243,1118,466,1,0
0314,1,2,4,4,1,4,1048576,0,1.580844,396,1604,468,1,0
0315,1,2,4,4,2,1,4194304,0,1.509331,303,1674,256,1,0
0316,1,2,4,4,2,2,2097152,0,1.541861,391,2036,261,1,0
0317,1,2,4,4,2,4,1048576,0,1.571238,621,3084,275,1,0
0318,1,2,4,4,4,1,4194304,0,1.578883,494,2705,263,1,0
0319,1,2,4,4,4,2,2097152,0,1.589836,583,3301,273,1,0
0320,1,2,4,4,4,4,1048576,0,1.562287,830,4383,276,1,0
0324,1,2,4,8,1,1,4194304,0,1.548971,246,1290,252,1,0
0325,1,2,4,8,1,2,2097152,0,1.526395,315,1599,254,1,0
0326,1,2,4,8,1,4,1048576,0,1.477922,453,2365,257,1,0
0327,1,2,4,8,2,1,4194304,0,1.524600,472,2610,270,1,0
0328,1,2,4,8,2,2,2097152,0,1.510990,544,3224,276,1,0
0329,1,2,4,8,2,4,1048576,0,1.481282,747,4231,278,1,0
0336,1,2,8,1,1,1,4194304,0,1.393950,114,590,233,1,0
0337,1,2,8,1,1,2,2097152,0,1.495077,179,798,235,1,0
0338,1,2,8,1,1,4,1048576,0,1.487033,222,1168,242,1,0
0339,1,2,8,1,2,1,4194304,0,1.407295,160,776,241,1,0
0340,1,2,8,1,2,2,2097152,0,1.479514,212,1058,243,1,0
0341,1,2,8,1,2,4,1048576,0,1.454073,343,1488,252,1,0
0342,1,2,8,1,4,1,4194304,0,1.421597,207,1085,242,1,0
0343,1,2,8,1,4,2,2097152,0,1.497420,288,1490,244,1,0
0344,1,2,8,1,4,4,1048576,0,1.530079,426,2123,251,1,0
0345,1,2,8,1,8,1,4194304,0,1.430388,329,1658,243,1,0
0346,1,2,8,1,8,2,2097152,0,1.418080,455,2369,248,1,0
0347,1,2,8,1,8,4,1048576,0,1.578580,622,3182,262,1,0
0348,1,2,8,2,1,1,4194304,0,1.397068,137,739,241,1,0
0349,1,2,8,2,1,2,2097152,0,1.554505,224,1046,243,1,0
0350,1,2,8,2,1,4,1048576,0,1.480137,345,1563,250,1,0
0351,1,2,8,2,2,1,4194304,0,1.611478,208,1104,242,1,0
0352,1,2,8,2,2,2,2097152,0,1.523337,322,1583,244,1,0
0353,1,2,8,2,2,4,1048576,0,1.566177,449,2165,255,1,0
0354,1,2,8,2,4,1,4194304,0,1.522857,321,1769,243,1,0
0355,1,2,8,2,4,2,2097152,0,1.562574,494,2535,247,1,0
0356,1,2,8,2,4,4,1048576,0,1.549608,650,3228,256,1,0
0360,1,2,8,4,1,1,4194304,0,1.537759,211,1164,242,1,0
0361,1,2,8,4,1,2,2097152,0,1.557131,319,1608,244,1,0
0362,1,2,8,4,1,4,1048576,0,1.576667,402,2272,253,1,0
0363,1,2,8,4,2,1,4194304,0,1.483944,303,1693,243,1,0
0364,1,2,8,4,2,2,2097152,0,1.540571,481,2388,247,1,0
0365,1,2,8,4,2,4,1048576,0,1.600973,614,3158,254,1,0
0372,1,2,8,8,1,1,4194304,0,1.604739,341,1990,244,1,0
0373,1,2,8,8,1,2,2097152,0,1.612455,464,2588,247,1,0
0374,1,2,8,8,1,4,1048576,0,1.601784,614,3419,259,1,0
0384,1,4,1,1,1,1,4194304,0,1.302114,88,423,272,1,0
0385,1,4,1,1,1,2,2097152,0,1.415758,123,549,274,1,0
0386,1,4,1,1,1,4,1048576,0,1.574187,201,664,281,1,0
0387,1,4,1,1,2,1,4194304,0,1.350844,97,480,234,1,0
0388,1,4,1,1,2,2,2097152,0,1.544086,154,727,236,1,0
0389,1,4,1,1,2,4,1048576,0,1.433830,223,893,245,1,0
0390,1,4,1,1,4,1,4194304,0,1.368554,128,616,242,1,0
0391,1,4,1,1,4,2,2097152,0,1.456077,157,843,244,1,0
0392,1,4,1,1,4,4,1048576,0,1.604529,258,1131,254,1,0
0393,1,4,1,1,8,1,4194304,0,1.450957,163,905,243,1,0
0394,1,4,1,1,8,2,2097152,0,1.463243,266,1288,245,1,0
0395,1,4,1,1,8,4,1048576,0,1.509358,393,1799,255,1,0
0396,1,4,1,2,1,1,4194304,0,1.493877,121,570,313,1,0
0397,1,4,1,2,1,2,2097152,0,1.578900,134,678,315,1,0
0398,1,4,1,2,1,4,1048576,0,1.589170,215,879,322,1,0
0399,1,4,1,2,2,1,4194304,0,1.450326,122,629,242,1,0
0400,1,4,1,2,2,2,2097152,0,1.496448,209,832,244,1,0
0401,1,4,1,2,2,4,1048576,0,1.539204,217,1113,251,1,0
0402,1,4,1,2,4,1,4194304,0,1.537876,169,888,243,1,0
0403,1,4,1,2,4,2,2097152,0,1.610418,240,1300,245,1,0
0404,1,4,1,2,4,4,1048576,0,1.603518,357,1694,254,1,0
0405,1,4,1,2,8,1,4194304,0,1.584253,264,1420,244,1,0
0406,1,4,1,2,8,2,2097152,0,1.601756,473,2444,255,1,0
0407,1,4,1,2,8,4,1048576,0,1.636596,526,2574,255,1,0
0408,1,4,1,4,1,1,4194304,0,1.410537,120,660,242,1,0
0409,1,4,1,4,1,2,2097152,0,1.656177,197,856,244,1,0
0410,1,4,1,4,1,4,1048576,0,1.568629,227,1085,251,1,0
0411,1,4,1,4,2,1,4194304,0,1.542065,167,895,243,1,0
0412,1,4,1,4,2,2,2097152,0,1.583810,280,1299,246,1,0
0413,1,4,1,4,2,4,1048576,0,1.642052,392,1695,254,1,0
0414,1,4,1,4,4,1,4194304,0,1.515826,235,1331,244,1,0
0415,1,4,1,4,4,2,2097152,0,1.631625,437,2183,247,1,0
0416,1,4,1,4,4,4,1048576,0,1.625398,536,2589,255,1,0
0420,1,4,1,8,1,1,4194304,0,1.449260,158,880,243,1,0
0421,1,4,1,8,1,2,2097152,0,1.613076,233,1163,245,1,0
0422,1,4,1,8,1,4,1048576,0,1.595062,300,1576,252,1,0
0423,1,4,1,8,2,1,4194304,0,1.505537,277,1528,244,1,0
0424,1,4,1,8,2,2,2097152,0,1.637170,499,2419,255,1,0
0425,1,4,1,8,2,4,1048576,0,1.633467,596,2751,258,1,0
0432,1,4,2,1,1,1,4194304,0,1.315364,107,538,359,1,0
0433,1,4,2,1,1,2,2097152,0,1.358630,154,727,364,1,0
0434,1,4,2,1,1,4,1048576,0,1.568781,244,864,296,1,0
0435,1,4,2,1,2,1,4194304,0,1.481790,157,851,487,1,0
0436,1,4,2,1,2,2,2097152,0,1.499828,206,1117,491,1,0
0437,1,4,2,1,2,4,1048576,0,1.523712,260,1259,346,1,0
0438,1,4,2,1,4,1,4194304,0,1.356894,228,1177,546,1,0
0439,1,4,2,1,4,2,2097152,0,1.433381,317,1637,551,1,0
0440,1,4,2,1,4,4,1048576,0,1.584017,396,1851,260,1,0
0441,1,4,2,1,8,1,4194304,0,1.401582,396,1868,860,1,0
0442,1,4,2,1,8,2,2097152,0,1.557221,484,2567,866,1,0
0443,1,4,2,1,8,4,1048576,0,1.600138,576,2810,268,1,0
0444,1,4,2,2,1,1,4194304,0,1.605030,178,908,488,1,0
0445,1,4,2,2,1,2,2097152,0,1.593503,222,1103,490,1,0
0446,1,4,2,2,1,4,1048576,0,1.619563,230,1181,345,1,0
0447,1,4,2,2,2,1,4194304,0,1.542250,229,1200,547,1,0
0448,1,4,2,2,2,2,2097152,0,1.528053,318,1533,549,1,0
0449,1,4,2,2,2,4,1048576,0,1.569307,356,1709,256,1,0
0450,1,4,2,2,4,1,4194304,0,1.452753,410,1820,860,1,0
0451,1,4,2,2,4,2,2097152,0,1.590863,502,2551,859,1,0
0452,1,4,2,2,4,4,1048576,0,1.580175,534,2771,266,1,0
0453,1,4,2,2,8,1,4194304,0,1.591453,718,3219,1480,1,0
0454,1,4,2,2,8,2,2097152,0,1.552210,911,5245,1494,1,0
0455,1,4,2,2,8,4,1048576,0,1.625854,893,4843,282,1,0
