n,knob_UNROLL_F,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_array_part1,knob_array_part2,knob_I_B,obj1,obj2,FF
3505,32,1,2,1,32,2,0,0.003461,6180.510,204
3506,32,1,2,1,32,4,0,0.003363,6175.988,204
3507,32,1,2,1,32,8,0,0.003351,6188.756,204
3508,32,1,2,1,32,16,0,0.003307,6195.938,204
3509,32,1,2,1,32,32,0,0.003346,6196.204,204
3511,32,1,2,2,512,2,0,0.002988,4255.734,221
3512,32,1,2,2,512,4,0,0.004301,4277.014,221
3513,32,1,2,2,512,8,0,0.004306,4276.748,221
3514,32,1,2,2,512,16,0,0.004270,4274.088,221
3515,32,1,2,2,512,32,0,0.004270,4273.290,221
3517,32,1,2,2,256,2,0,0.002993,4444.062,223
3518,32,1,2,2,256,4,0,0.004400,4495.666,223
3519,32,1,2,2,256,8,0,0.004367,4489.016,223
3520,32,1,2,2,256,16,0,0.004304,4480.770,223
3521,32,1,2,2,256,32,0,0.004364,4496.464,223
3523,32,1,2,2,128,2,0,0.003176,4769.646,227
3524,32,1,2,2,128,4,0,0.004576,4790.394,227
3525,32,1,2,2,128,8,0,0.004538,4783.212,227
3526,32,1,2,2,128,16,0,0.004362,4793.320,227
3527,32,1,2,2,128,32,0,0.004539,4778.956,227
3529,32,1,2,2,64,2,0,0.003185,5306.434,233
3530,32,1,2,2,64,4,0,0.004616,5313.350,233
3531,32,1,2,2,64,8,0,0.004641,5302.976,233
3532,32,1,2,2,64,16,0,0.004643,5310.424,233
3533,32,1,2,2,64,32,0,0.004636,5305.104,233
3535,32,1,2,2,32,2,0,0.003352,6850.298,256
3536,32,1,2,2,32,4,0,0.004661,6782.734,256
3537,32,1,2,2,32,8,0,0.004653,6770.232,256
3538,32,1,2,2,32,16,0,0.004704,6768.902,256
3539,32,1,2,2,32,32,0,0.004636,6755.336,256
3541,32,1,2,3,512,2,0,0.004119,4809.280,239
3542,32,1,2,3,512,4,0,0.004073,4840.402,244
3543,32,1,2,3,512,8,0,0.004077,4839.870,244
3544,32,1,2,3,512,16,0,0.004074,4838.274,244
3545,32,1,2,3,512,32,0,0.004072,4771.774,244
3547,32,1,2,3,256,2,0,0.004117,5095.762,241
3548,32,1,2,3,256,4,0,0.004094,5104.008,247
3549,32,1,2,3,256,8,0,0.004105,5084.324,249
3550,32,1,2,3,256,16,0,0.004108,5061.714,247
3551,32,1,2,3,256,32,0,0.004101,4999.736,246
3553,32,1,2,3,128,2,0,0.004230,5541.578,245
3554,32,1,2,3,128,4,0,0.004147,5493.432,251
3555,32,1,2,3,128,8,0,0.004208,5520.830,253
3556,32,1,2,3,128,16,0,0.004112,5504.072,251
3557,32,1,2,3,128,32,0,0.004184,5425.336,250
3559,32,1,2,3,64,2,0,0.004350,6076.770,256
3560,32,1,2,3,64,4,0,0.004259,6076.770,262
3561,32,1,2,3,64,8,0,0.004271,5997.236,263
3562,32,1,2,3,64,16,0,0.004183,6028.358,261
3563,32,1,2,3,64,32,0,0.004182,5936.322,260
3565,32,1,2,3,32,2,0,0.004310,7729.162,291
3566,32,1,2,3,32,4,0,0.004207,7747.250,296
3567,32,1,2,3,32,8,0,0.004220,7685.006,298
3568,32,1,2,3,32,16,0,0.004229,7653.086,296
3569,32,1,2,3,32,32,0,0.004285,7544.026,296
3571,32,1,2,4,512,2,0,0.002346,5230.358,299
3572,32,1,2,4,512,4,0,0.003100,5269.460,299
3573,32,1,2,4,512,8,0,0.003704,5291.804,299
3574,32,1,2,4,512,16,0,0.003703,5273.982,299
3575,32,1,2,4,512,32,0,0.003580,5068.896,291
3577,32,1,2,4,256,2,0,0.002413,5461.778,301
3578,32,1,2,4,256,4,0,0.003111,5551.420,301
3579,32,1,2,4,256,8,0,0.003716,5556.740,301
3580,32,1,2,4,256,16,0,0.003714,5512.584,301
3581,32,1,2,4,256,32,0,0.003635,5314.680,301
3583,32,1,2,4,128,2,0,0.002422,5854.926,305
3584,32,1,2,4,128,4,0,0.003124,5913.712,305
3585,32,1,2,4,128,8,0,0.003731,5921.426,305
3586,32,1,2,4,128,16,0,0.003666,5895.092,305
3587,32,1,2,4,128,32,0,0.003676,5734.162,305
3589,32,1,2,4,64,2,0,0.002488,6502.902,321
3590,32,1,2,4,64,4,0,0.003164,6552.112,321
3591,32,1,2,4,64,8,0,0.003852,6519.926,321
3592,32,1,2,4,64,16,0,0.003802,6536.152,321
3593,32,1,2,4,64,32,0,0.003724,6364.582,321
3595,32,1,2,4,32,2,0,0.002592,8205.834,366
3596,32,1,2,4,32,4,0,0.003166,8185.618,366
3597,32,1,2,4,32,8,0,0.003823,8205.036,366
3598,32,1,2,4,32,16,0,0.003830,8192.002,366
3599,32,1,2,4,32,32,0,0.003741,8020.964,366
3601,32,1,3,1,512,2,0,0.003178,3790.500,180
3602,32,1,3,1,512,4,0,0.003178,3790.766,180
3603,32,1,3,1,512,8,0,0.003178,3791.032,180
3604,32,1,3,1,512,16,0,0.003178,3790.766,180
3605,32,1,3,1,512,32,0,0.003173,3791.830,180
3607,32,1,3,1,256,2,0,0.003201,3968.188,182
3608,32,1,3,1,256,4,0,0.003207,3967.656,182
3609,32,1,3,1,256,8,0,0.003207,3967.656,182
3610,32,1,3,1,256,16,0,0.003200,3974.040,182
3611,32,1,3,1,256,32,0,0.003206,3992.128,182
3613,32,1,3,1,128,2,0,0.003209,4301.486,186
3614,32,1,3,1,128,4,0,0.003209,4301.486,186
3615,32,1,3,1,128,8,0,0.003209,4301.486,186
3616,32,1,3,1,128,16,0,0.003209,4301.486,186
3617,32,1,3,1,128,32,0,0.003209,4322.500,186
3619,32,1,3,1,64,2,0,0.003246,4822.314,191
3620,32,1,3,1,64,4,0,0.003237,4814.068,191
3621,32,1,3,1,64,8,0,0.003248,4817.260,191
3622,32,1,3,1,64,16,0,0.003245,4816.462,191
3623,32,1,3,1,64,32,0,0.003363,4818.058,191
3625,32,1,3,1,32,2,0,0.003461,6180.510,204
3626,32,1,3,1,32,4,0,0.003363,6175.988,204
3627,32,1,3,1,32,8,0,0.003351,6188.756,204
3628,32,1,3,1,32,16,0,0.003307,6195.938,204
3629,32,1,3,1,32,32,0,0.003346,6196.204,204
3631,32,1,3,2,512,2,0,0.002988,4255.734,221
3632,32,1,3,2,512,4,0,0.004301,4277.014,221
3633,32,1,3,2,512,8,0,0.004306,4276.748,221
3634,32,1,3,2,512,16,0,0.004270,4274.088,221
3635,32,1,3,2,512,32,0,0.004270,4273.290,221
3637,32,1,3,2,256,2,0,0.002993,4444.062,223
3638,32,1,3,2,256,4,0,0.004400,4495.666,223
3639,32,1,3,2,256,8,0,0.004367,4489.016,223
3640,32,1,3,2,256,16,0,0.004304,4480.770,223
3641,32,1,3,2,256,32,0,0.004364,4496.464,223
3643,32,1,3,2,128,2,0,0.003176,4769.646,227
3644,32,1,3,2,128,4,0,0.004576,4790.394,227
3645,32,1,3,2,128,8,0,0.004538,4783.212,227
3646,32,1,3,2,128,16,0,0.004362,4793.320,227
3647,32,1,3,2,128,32,0,0.004539,4778.956,227
3649,32,1,3,2,64,2,0,0.003185,5306.434,233
3650,32,1,3,2,64,4,0,0.004616,5313.350,233
3651,32,1,3,2,64,8,0,0.004641,5302.976,233
3652,32,1,3,2,64,16,0,0.004643,5310.424,233
3653,32,1,3,2,64,32,0,0.004636,5305.104,233
3655,32,1,3,2,32,2,0,0.003352,6850.298,256
3656,32,1,3,2,32,4,0,0.004661,6782.734,256
3657,32,1,3,2,32,8,0,0.004653,6770.232,256
3658,32,1,3,2,32,16,0,0.004704,6768.902,256
3659,32,1,3,2,32,32,0,0.004636,6755.336,256
3661,32,1,3,3,512,2,0,0.004119,4809.280,239
3662,32,1,3,3,512,4,0,0.004073,4840.402,244
3663,32,1,3,3,512,8,0,0.004077,4839.870,244
3664,32,1,3,3,512,16,0,0.004074,4838.274,244
3665,32,1,3,3,512,32,0,0.004072,4771.774,244
3667,32,1,3,3,256,2,0,0.004117,5095.762,241
3668,32,1,3,3,256,4,0,0.004094,5104.008,247
3669,32,1,3,3,256,8,0,0.004105,5084.324,249
3670,32,1,3,3,256,16,0,0.004108,5061.714,247
3671,32,1,3,3,256,32,0,0.004101,4999.736,246
3673,32,1,3,3,128,2,0,0.004230,5541.578,245
3674,32,1,3,3,128,4,0,0.004147,5493.432,251
3675,32,1,3,3,128,8,0,0.004208,5520.830,253
3676,32,1,3,3,128,16,0,0.004112,5504.072,251
3677,32,1,3,3,128,32,0,0.004184,5425.336,250
3679,32,1,3,3,64,2,0,0.004350,6076.770,256
3680,32,1,3,3,64,4,0,0.004259,6076.770,262
3681,32,1,3,3,64,8,0,0.004271,5997.236,263
3682,32,1,3,3,64,16,0,0.004183,6028.358,261
3683,32,1,3,3,64,32,0,0.004182,5936.322,260
3685,32,1,3,3,32,2,0,0.004310,7729.162,291
3686,32,1,3,3,32,4,0,0.004207,7747.250,296
3687,32,1,3,3,32,8,0,0.004220,7685.006,298
3688,32,1,3,3,32,16,0,0.004229,7653.086,296
3689,32,1,3,3,32,32,0,0.004285,7544.026,296
3691,32,1,3,4,512,2,0,0.002346,5230.358,299
3692,32,1,3,4,512,4,0,0.003100,5269.460,299
3693,32,1,3,4,512,8,0,0.003704,5291.804,299
3694,32,1,3,4,512,16,0,0.003703,5273.982,299
3695,32,1,3,4,512,32,0,0.003580,5068.896,291
3697,32,1,3,4,256,2,0,0.002413,5461.778,301
3698,32,1,3,4,256,4,0,0.003111,5551.420,301
3699,32,1,3,4,256,8,0,0.003716,5556.740,301
3700,32,1,3,4,256,16,0,0.003714,5512.584,301
3701,32,1,3,4,256,32,0,0.003635,5314.680,301
3703,32,1,3,4,128,2,0,0.002422,5854.926,305
3704,32,1,3,4,128,4,0,0.003124,5913.712,305
3705,32,1,3,4,128,8,0,0.003731,5921.426,305
3706,32,1,3,4,128,16,0,0.003666,5895.092,305
3707,32,1,3,4,128,32,0,0.003676,5734.162,305
3709,32,1,3,4,64,2,0,0.002488,6502.902,321
3710,32,1,3,4,64,4,0,0.003164,6552.112,321
3711,32,1,3,4,64,8,0,0.003852,6519.926,321
3712,32,1,3,4,64,16,0,0.003802,6536.152,321
3713,32,1,3,4,64,32,0,0.003724,6364.582,321
3715,32,1,3,4,32,2,0,0.002592,8205.834,366
3716,32,1,3,4,32,4,0,0.003166,8185.618,366
3717,32,1,3,4,32,8,0,0.003823,8205.036,366
3718,32,1,3,4,32,16,0,0.003830,8192.002,366
3719,32,1,3,4,32,32,0,0.003741,8020.964,366
3721,32,1,4,1,512,2,0,0.003178,3790.500,180
3722,32,1,4,1,512,4,0,0.003178,3790.766,180
3723,32,1,4,1,512,8,0,0.003178,3791.032,180
3724,32,1,4,1,512,16,0,0.003178,3790.766,180
3725,32,1,4,1,512,32,0,0.003173,3791.830,180
3727,32,1,4,1,256,2,0,0.003201,3968.188,182
3728,32,1,4,1,256,4,0,0.003207,3967.656,182
3729,32,1,4,1,256,8,0,0.003207,3967.656,182
3730,32,1,4,1,256,16,0,0.003200,3974.040,182
3731,32,1,4,1,256,32,0,0.003206,3992.128,182
3733,32,1,4,1,128,2,0,0.003209,4301.486,186
3734,32,1,4,1,128,4,0,0.003209,4301.486,186
3735,32,1,4,1,128,8,0,0.003209,4301.486,186
3736,32,1,4,1,128,16,0,0.003209,4301.486,186
3737,32,1,4,1,128,32,0,0.003209,4322.500,186
3739,32,1,4,1,64,2,0,0.003246,4822.314,191
3740,32,1,4,1,64,4,0,0.003237,4814.068,191
3741,32,1,4,1,64,8,0,0.003248,4817.260,191
3742,32,1,4,1,64,16,0,0.003245,4816.462,191
3743,32,1,4,1,64,32,0,0.003363,4818.058,191
3745,32,1,4,1,32,2,0,0.003461,6180.510,204
3746,32,1,4,1,32,4,0,0.003363,6175.988,204
3747,32,1,4,1,32,8,0,0.003351,6188.756,204
3748,32,1,4,1,32,16,0,0.003307,6195.938,204
3749,32,1,4,1,32,32,0,0.003346,6196.204,204
3751,32,1,4,2,512,2,0,0.002988,4255.734,221
3752,32,1,4,2,512,4,0,0.004301,4277.014,221
3753,32,1,4,2,512,8,0,0.004306,4276.748,221
3754,32,1,4,2,512,16,0,0.004270,4274.088,221
3755,32,1,4,2,512,32,0,0.004270,4273.290,221
3757,32,1,4,2,256,2,0,0.002993,4444.062,223
3758,32,1,4,2,256,4,0,0.004400,4495.666,223
3759,32,1,4,2,256,8,0,0.004367,4489.016,223
3760,32,1,4,2,256,16,0,0.004304,4480.770,223
3761,32,1,4,2,256,32,0,0.004364,4496.464,223
3763,32,1,4,2,128,2,0,0.003176,4769.646,227
3764,32,1,4,2,128,4,0,0.004576,4790.394,227
3765,32,1,4,2,128,8,0,0.004538,4783.212,227
3766,32,1,4,2,128,16,0,0.004362,4793.320,227
3767,32,1,4,2,128,32,0,0.004539,4778.956,227
3769,32,1,4,2,64,2,0,0.003185,5306.434,233
3770,32,1,4,2,64,4,0,0.004616,5313.350,233
3771,32,1,4,2,64,8,0,0.004641,5302.976,233
3772,32,1,4,2,64,16,0,0.004643,5310.424,233
3773,32,1,4,2,64,32,0,0.004636,5305.104,233
3775,32,1,4,2,32,2,0,0.003352,6850.298,256
3776,32,1,4,2,32,4,0,0.004661,6782.734,256
3777,32,1,4,2,32,8,0,0.004653,6770.232,256
3778,32,1,4,2,32,16,0,0.004704,6768.902,256
3779,32,1,4,2,32,32,0,0.004636,6755.336,256
3781,32,1,4,3,512,2,0,0.004119,4809.280,239
3782,32,1,4,3,512,4,0,0.004073,4840.402,244
3783,32,1,4,3,512,8,0,0.004077,4839.870,244
3784,32,1,4,3,512,16,0,0.004074,4838.274,244
3785,32,1,4,3,512,32,0,0.004072,4771.774,244
3787,32,1,4,3,256,2,0,0.004117,5095.762,241
3788,32,1,4,3,256,4,0,0.004094,5104.008,247
3789,32,1,4,3,256,8,0,0.004105,5084.324,249
3790,32,1,4,3,256,16,0,0.004108,5061.714,247
3791,32,1,4,3,256,32,0,0.004101,4999.736,246
3793,32,1,4,3,128,2,0,0.004230,5541.578,245
3794,32,1,4,3,128,4,0,0.004147,5493.432,251
3795,32,1,4,3,128,8,0,0.004208,5520.830,253
3796,32,1,4,3,128,16,0,0.004112,5504.072,251
3797,32,1,4,3,128,32,0,0.004184,5425.336,250
3799,32,1,4,3,64,2,0,0.004350,6076.770,256
3800,32,1,4,3,64,4,0,0.004259,6076.770,262
3801,32,1,4,3,64,8,0,0.004271,5997.236,263
3802,32,1,4,3,64,16,0,0.004183,6028.358,261
3803,32,1,4,3,64,32,0,0.004182,5936.322,260
3805,32,1,4,3,32,2,0,0.004310,7729.162,291
3806,32,1,4,3,32,4,0,0.004207,7747.250,296
3807,32,1,4,3,32,8,0,0.004220,7685.006,298
3808,32,1,4,3,32,16,0,0.004229,7653.086,296
3809,32,1,4,3,32,32,0,0.004285,7544.026,296
3811,32,1,4,4,512,2,0,0.002346,5230.358,299
3812,32,1,4,4,512,4,0,0.003100,5269.460,299
3813,32,1,4,4,512,8,0,0.003704,5291.804,299
3814,32,1,4,4,512,16,0,0.003703,5273.982,299
3815,32,1,4,4,512,32,0,0.003580,5068.896,291
3817,32,1,4,4,256,2,0,0.002413,5461.778,301
3818,32,1,4,4,256,4,0,0.003111,5551.420,301
3819,32,1,4,4,256,8,0,0.003716,5556.740,301
3820,32,1,4,4,256,16,0,0.003714,5512.584,301
3821,32,1,4,4,256,32,0,0.003635,5314.680,301
3823,32,1,4,4,128,2,0,0.002422,5854.926,305
3824,32,1,4,4,128,4,0,0.003124,5913.712,305
3825,32,1,4,4,128,8,0,0.003731,5921.426,305
3826,32,1,4,4,128,16,0,0.003666,5895.092,305
3827,32,1,4,4,128,32,0,0.003676,5734.162,305
3829,32,1,4,4,64,2,0,0.002488,6502.902,321
3830,32,1,4,4,64,4,0,0.003164,6552.112,321
3831,32,1,4,4,64,8,0,0.003852,6519.926,321
3832,32,1,4,4,64,16,0,0.003802,6536.152,321
3833,32,1,4,4,64,32,0,0.003724,6364.582,321
3835,32,1,4,4,32,2,0,0.002592,8205.834,366
3836,32,1,4,4,32,4,0,0.003166,8185.618,366
3837,32,1,4,4,32,8,0,0.003823,8205.036,366
3838,32,1,4,4,32,16,0,0.003830,8192.002,366
3839,32,1,4,4,32,32,0,0.003741,8020.964,366
3841,32,2,1,1,512,2,0,0.005562,4248.020,211
3842,32,2,1,1,512,4,0,0.005610,4237.912,211
3843,32,2,1,1,512,8,0,0.005612,4228.602,211
3844,32,2,1,1,512,16,0,0.005587,4236.050,211
3845,32,2,1,1,512,32,0,0.005519,4216.898,206
3847,32,2,1,1,256,2,0,0.005654,4465.608,208
3848,32,2,1,1,256,4,0,0.005538,4455.500,208
3849,32,2,1,1,256,8,0,0.005587,4481.568,208
3850,32,2,1,1,256,16,0,0.005583,4469.066,208
3851,32,2,1,1,256,32,0,0.005539,4456.298,208
3853,32,2,1,1,128,2,0,0.005650,4890.942,212
3854,32,2,1,1,128,4,0,0.005620,4884.824,212
3855,32,2,1,1,128,8,0,0.005642,4875.780,212
3856,32,2,1,1,128,16,0,0.005642,4876.312,212
3857,32,2,1,1,128,32,0,0.005665,4874.982,212
3859,32,2,1,1,64,2,0,0.005696,5474.280,225
3860,32,2,1,1,64,4,0,0.005772,5466.034,225
3861,32,2,1,1,64,8,0,0.005725,5442.360,225
3862,32,2,1,1,64,16,0,0.005749,5425.336,225
3863,32,2,1,1,64,32,0,0.005727,5424.006,225
3865,32,2,1,1,32,2,0,0.005828,6812.526,246
3866,32,2,1,1,32,4,0,0.005832,6828.486,246
3867,32,2,1,1,32,8,0,0.005837,6804.546,246
3868,32,2,1,1,32,16,0,0.005797,6808.004,246
3869,32,2,1,1,32,32,0,0.005699,6777.148,246
3871,32,2,1,2,512,2,0,0.002981,4793.586,252
3872,32,2,1,2,512,4,0,0.004283,4768.050,252
3873,32,2,1,2,512,8,0,0.004314,4762.996,252
3874,32,2,1,2,512,16,0,0.004276,4765.124,252
3875,32,2,1,2,512,32,0,0.004276,4767.252,252
3877,32,2,1,2,256,2,0,0.002981,4960.368,253
3878,32,2,1,2,256,4,0,0.004244,5028.730,253
3879,32,2,1,2,256,8,0,0.004218,5023.676,253
3880,32,2,1,2,256,16,0,0.004248,5022.346,253
3881,32,2,1,2,256,32,0,0.004219,5027.666,253
3883,32,2,1,2,128,2,0,0.002991,5408.312,256
3884,32,2,1,2,128,4,0,0.004397,5430.656,256
3885,32,2,1,2,128,8,0,0.004302,5424.272,256
3886,32,2,1,2,128,16,0,0.004306,5427.198,256
3887,32,2,1,2,128,32,0,0.004344,5406.450,256
3889,32,2,1,2,64,2,0,0.002986,6039.530,269
3890,32,2,1,2,64,4,0,0.004365,6031.816,269
3891,32,2,1,2,64,8,0,0.004364,6015.324,269
3892,32,2,1,2,64,16,0,0.004333,6008.408,269
3893,32,2,1,2,64,32,0,0.004303,6050.436,269
3895,32,2,1,2,32,2,0,0.003105,7511.574,299
3896,32,2,1,2,32,4,0,0.004455,7532.588,299
3897,32,2,1,2,32,8,0,0.004466,7509.978,299
3898,32,2,1,2,32,16,0,0.004401,7590.842,299
3899,32,2,1,2,32,32,0,0.004405,7517.692,299
3901,32,2,1,3,512,2,0,0.004071,4921.798,197
3902,32,2,1,3,512,4,0,0.004228,5497.422,261
3903,32,2,1,3,512,8,0,0.004153,5311.488,261
3904,32,2,1,3,512,16,0,0.004125,5363.092,261
3905,32,2,1,3,512,32,0,0.004111,5386.766,266
3907,32,2,1,3,256,2,0,0.004118,5519.500,201
3908,32,2,1,3,256,4,0,0.004173,5860.246,265
3909,32,2,1,3,256,8,0,0.004207,5805.716,267
3910,32,2,1,3,256,16,0,0.004160,5711.552,265
3911,32,2,1,3,256,32,0,0.004144,5744.802,269
3913,32,2,1,3,128,2,0,0.004168,5991.118,206
3914,32,2,1,3,128,4,0,0.004161,6334.258,270
3915,32,2,1,3,128,8,0,0.004191,6339.578,272
3916,32,2,1,3,128,16,0,0.004205,6373.094,270
3917,32,2,1,3,128,32,0,0.004196,6194.342,274
3919,32,2,1,3,64,2,0,0.004230,6512.478,226
3920,32,2,1,3,64,4,0,0.004197,7055.384,289
3921,32,2,1,3,64,8,0,0.004186,7077.462,291
3922,32,2,1,3,64,16,0,0.004255,7061.502,290
3923,32,2,1,3,64,32,0,0.004206,6815.718,294
3925,32,2,1,3,32,2,0,0.004255,8506.148,269
3926,32,2,1,3,32,4,0,0.004274,8699.796,333
3927,32,2,1,3,32,8,0,0.004326,8657.768,335
3928,32,2,1,3,32,16,0,0.004310,8597.652,333
3929,32,2,1,3,32,32,0,0.004304,8764.434,338
3931,32,2,1,4,512,2,0,0.002950,6061.076,341
3932,32,2,1,4,512,4,0,0.002943,6140.610,341
3933,32,2,1,4,512,8,0,0.003537,5951.218,341
3934,32,2,1,4,512,16,0,0.003516,5941.642,341
3935,32,2,1,4,512,32,0,0.003420,5896.422,321
3937,32,2,1,4,256,2,0,0.002965,6486.942,343
3938,32,2,1,4,256,4,0,0.002906,6563.284,343
3939,32,2,1,4,256,8,0,0.003631,6347.026,343
3940,32,2,1,4,256,16,0,0.003577,6266.960,343
3941,32,2,1,4,256,32,0,0.003484,6376.286,323
3943,32,2,1,4,128,2,0,0.003019,7133.322,347
3944,32,2,1,4,128,4,0,0.002962,6865.726,347
3945,32,2,1,4,128,8,0,0.003651,6813.058,347
3946,32,2,1,4,128,16,0,0.003608,6865.992,347
3947,32,2,1,4,128,32,0,0.003500,6731.130,327
3949,32,2,1,4,64,2,0,0.003009,7721.448,371
3950,32,2,1,4,64,4,0,0.002958,7857.374,371
3951,32,2,1,4,64,8,0,0.003697,7825.188,371
3952,32,2,1,4,64,16,0,0.003661,7663.460,371
3953,32,2,1,4,64,32,0,0.003647,7508.914,351
3955,32,2,1,4,32,2,0,0.003070,9894.402,424
3956,32,2,1,4,32,4,0,0.003078,9682.932,424
3957,32,2,1,4,32,8,0,0.003650,9373.042,424
3958,32,2,1,4,32,16,0,0.003652,9402.036,424
3959,32,2,1,4,32,32,0,0.003680,9336.600,404
3961,32,2,2,1,512,2,0,0.005562,4248.020,211
3962,32,2,2,1,512,4,0,0.005610,4237.912,211
3963,32,2,2,1,512,8,0,0.005612,4228.602,211
3964,32,2,2,1,512,16,0,0.005587,4236.050,211
3965,32,2,2,1,512,32,0,0.005519,4216.898,206
3967,32,2,2,1,256,2,0,0.005654,4465.608,208
3968,32,2,2,1,256,4,0,0.005538,4455.500,208
3969,32,2,2,1,256,8,0,0.005587,4481.568,208
3970,32,2,2,1,256,16,0,0.005583,4469.066,208
3971,32,2,2,1,256,32,0,0.005539,4456.298,208
3973,32,2,2,1,128,2,0,0.005650,4890.942,212
3974,32,2,2,1,128,4,0,0.005620,4884.824,212
3975,32,2,2,1,128,8,0,0.005642,4875.780,212
3976,32,2,2,1,128,16,0,0.005642,4876.312,212
3977,32,2,2,1,128,32,0,0.005665,4874.982,212
3979,32,2,2,1,64,2,0,0.005696,5474.280,225
3980,32,2,2,1,64,4,0,0.005772,5466.034,225
3981,32,2,2,1,64,8,0,0.005725,5442.360,225
3982,32,2,2,1,64,16,0,0.005749,5425.336,225
3983,32,2,2,1,64,32,0,0.005727,5424.006,225
3985,32,2,2,1,32,2,0,0.005828,6812.526,246
3986,32,2,2,1,32,4,0,0.005832,6828.486,246
3987,32,2,2,1,32,8,0,0.005837,6804.546,246
3988,32,2,2,1,32,16,0,0.005797,6808.004,246
3989,32,2,2,1,32,32,0,0.005699,6777.148,246
3991,32,2,2,2,512,2,0,0.002981,4793.586,252
3992,32,2,2,2,512,4,0,0.004283,4768.050,252
3993,32,2,2,2,512,8,0,0.004314,4762.996,252
3994,32,2,2,2,512,16,0,0.004276,4765.124,252
3995,32,2,2,2,512,32,0,0.004276,4767.252,252
3997,32,2,2,2,256,2,0,0.002981,4960.368,253
3998,32,2,2,2,256,4,0,0.004244,5028.730,253
3999,32,2,2,2,256,8,0,0.004218,5023.676,253
4000,32,2,2,2,256,16,0,0.004248,5022.346,253
4001,32,2,2,2,256,32,0,0.004219,5027.666,253
4003,32,2,2,2,128,2,0,0.002991,5408.312,256
4004,32,2,2,2,128,4,0,0.004397,5430.656,256
4005,32,2,2,2,128,8,0,0.004302,5424.272,256
4006,32,2,2,2,128,16,0,0.004306,5427.198,256
4007,32,2,2,2,128,32,0,0.004344,5406.450,256
4009,32,2,2,2,64,2,0,0.002986,6039.530,269
4010,32,2,2,2,64,4,0,0.004365,6031.816,269
4011,32,2,2,2,64,8,0,0.004364,6015.324,269
4012,32,2,2,2,64,16,0,0.004333,6008.408,269
4013,32,2,2,2,64,32,0,0.004303,6050.436,269
4015,32,2,2,2,32,2,0,0.003105,7511.574,299
4016,32,2,2,2,32,4,0,0.004455,7532.588,299
4017,32,2,2,2,32,8,0,0.004466,7509.978,299
4018,32,2,2,2,32,16,0,0.004401,7590.842,299
4019,32,2,2,2,32,32,0,0.004405,7517.692,299
4021,32,2,2,3,512,2,0,0.004071,4921.798,197
4022,32,2,2,3,512,4,0,0.004228,5497.422,261
4023,32,2,2,3,512,8,0,0.004153,5311.488,261
4024,32,2,2,3,512,16,0,0.004125,5363.092,261
4025,32,2,2,3,512,32,0,0.004111,5386.766,266
4027,32,2,2,3,256,2,0,0.004118,5519.500,201
4028,32,2,2,3,256,4,0,0.004173,5860.246,265
4029,32,2,2,3,256,8,0,0.004207,5805.716,267
4030,32,2,2,3,256,16,0,0.004160,5711.552,265
4031,32,2,2,3,256,32,0,0.004144,5744.802,269
4033,32,2,2,3,128,2,0,0.004168,5991.118,206
4034,32,2,2,3,128,4,0,0.004161,6334.258,270
4035,32,2,2,3,128,8,0,0.004191,6339.578,272
4036,32,2,2,3,128,16,0,0.004205,6373.094,270
4037,32,2,2,3,128,32,0,0.004196,6194.342,274
4039,32,2,2,3,64,2,0,0.004230,6512.478,226
4040,32,2,2,3,64,4,0,0.004197,7055.384,289
4041,32,2,2,3,64,8,0,0.004186,7077.462,291
4042,32,2,2,3,64,16,0,0.004255,7061.502,290
4043,32,2,2,3,64,32,0,0.004206,6815.718,294
4045,32,2,2,3,32,2,0,0.004255,8506.148,269
4046,32,2,2,3,32,4,0,0.004274,8699.796,333
4047,32,2,2,3,32,8,0,0.004326,8657.768,335
4048,32,2,2,3,32,16,0,0.004310,8597.652,333
4049,32,2,2,3,32,32,0,0.004304,8764.434,338
4051,32,2,2,4,512,2,0,0.002950,6061.076,341
4052,32,2,2,4,512,4,0,0.002943,6140.610,341
4053,32,2,2,4,512,8,0,0.003537,5951.218,341
4054,32,2,2,4,512,16,0,0.003516,5941.642,341
4055,32,2,2,4,512,32,0,0.003420,5896.422,321
4057,32,2,2,4,256,2,0,0.002965,6486.942,343
4058,32,2,2,4,256,4,0,0.002906,6563.284,343
4059,32,2,2,4,256,8,0,0.003631,6347.026,343
4060,32,2,2,4,256,16,0,0.003577,6266.960,343
4061,32,2,2,4,256,32,0,0.003484,6376.286,323
4063,32,2,2,4,128,2,0,0.003019,7133.322,347
4064,32,2,2,4,128,4,0,0.002962,6865.726,347
4065,32,2,2,4,128,8,0,0.003651,6813.058,347
4066,32,2,2,4,128,16,0,0.003608,6865.992,347
4067,32,2,2,4,128,32,0,0.003500,6731.130,327
4069,32,2,2,4,64,2,0,0.003009,7721.448,371
4070,32,2,2,4,64,4,0,0.002958,7857.374,371
4071,32,2,2,4,64,8,0,0.003697,7825.188,371
4072,32,2,2,4,64,16,0,0.003661,7663.460,371
4073,32,2,2,4,64,32,0,0.003647,7508.914,351
4075,32,2,2,4,32,2,0,0.003070,9894.402,424
4076,32,2,2,4,32,4,0,0.003078,9682.932,424
4077,32,2,2,4,32,8,0,0.003650,9373.042,424
4078,32,2,2,4,32,16,0,0.003652,9402.036,424
4079,32,2,2,4,32,32,0,0.003680,9336.600,404
