n,knob_UNROLL_F,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_array_part1,knob_array_part2,knob_I_B,obj1,obj2
1011,4,3,1,4,128,1,0,2.6E-05,7419.538
1012,4,3,1,4,128,2,0,2.6E-05,7419.538
1013,4,3,1,4,128,4,0,3E-05,9683.198
1014,4,3,1,4,64,1,0,2.7E-05,8286.432
1015,4,3,1,4,64,2,0,2.7E-05,8286.432
1016,4,3,1,4,64,4,0,3E-05,10369.212
1017,4,3,1,4,32,1,0,2.7E-05,11601.324
1018,4,3,1,4,32,2,0,2.7E-05,11601.324
1019,4,3,1,4,32,4,0,3.2E-05,13114.598
1020,4,3,2,1,512,1,0,0.000115,6164.55
1021,4,3,2,1,512,2,0,0.000115,6161.092
1022,4,3,2,1,512,4,0,0.000119,5691.868
1023,4,3,2,1,256,1,0,0.000118,6430.816
1024,4,3,2,1,256,2,0,0.000117,6436.402
1025,4,3,2,1,256,4,0,0.000119,6061.874
1026,4,3,2,1,128,1,0,0.00012,7394.268
1027,4,3,2,1,128,2,0,0.000119,7341.068
1028,4,3,2,1,128,4,0,0.000121,6546.526
1029,4,3,2,1,64,1,0,0.000117,7300.902
1030,4,3,2,1,64,2,0,0.000116,7307.818
1031,4,3,2,1,64,4,0,0.000119,7015.484
1032,4,3,2,1,32,1,0,0.00012,8879.08
1033,4,3,2,1,32,2,0,0.000121,8882.006
1034,4,3,2,1,32,4,0,0.00012,8497.636
1035,4,3,2,2,512,1,0,0.000105,6021.442
1036,4,3,2,2,512,2,0,0.000105,6021.442
1037,4,3,2,2,512,4,0,0.000104,6639.36
1038,4,3,2,2,256,1,0,0.000108,6427.624
1039,4,3,2,2,256,2,0,0.000108,6427.624
1040,4,3,2,2,256,4,0,0.000106,7107.786
1041,4,3,2,2,128,1,0,0.000106,6946.324
1042,4,3,2,2,128,2,0,0.000106,6946.324
1043,4,3,2,2,128,4,0,0.000106,8026.284
1044,4,3,2,2,64,1,0,0.000106,7261.534
1045,4,3,2,2,64,2,0,0.000106,7261.534
1046,4,3,2,2,64,4,0,0.000107,8071.77
1047,4,3,2,2,32,1,0,0.000109,9148.006
1048,4,3,2,2,32,2,0,0.000109,9148.006
1049,4,3,2,2,32,4,0,0.00011,9935.632
1050,4,3,2,3,512,1,0,0.00017,7283.878
1051,4,3,2,3,512,2,0,0.00017,7283.878
1052,4,3,2,3,512,4,0,0.000168,6811.728
1053,4,3,2,3,256,1,0,0.000175,7819.07
1054,4,3,2,3,256,2,0,0.000175,7819.07
1055,4,3,2,3,256,4,0,0.000165,7530.726
1056,4,3,2,3,128,1,0,0.000169,8806.196
1057,4,3,2,3,128,2,0,0.000169,8751.666
1058,4,3,2,3,128,4,0,0.000168,8298.668
1059,4,3,2,3,64,1,0,0.000171,9072.994
1060,4,3,2,3,64,2,0,0.000175,9270.1
1061,4,3,2,3,64,4,0,0.000169,8607.494
1062,4,3,2,3,32,1,0,0.000175,11917.864
1063,4,3,2,3,32,2,0,0.000174,11656.918
1064,4,3,2,3,32,4,0,0.000175,10649.842
1065,4,3,2,4,512,1,0,2.6E-05,5484.92
1066,4,3,2,4,512,2,0,2.6E-05,5484.92
1067,4,3,2,4,512,4,0,2.7E-05,8540.728
1068,4,3,2,4,256,1,0,2.7E-05,6797.63
1069,4,3,2,4,256,2,0,2.7E-05,6797.63
1070,4,3,2,4,256,4,0,2.8E-05,9212.91
1071,4,3,2,4,128,1,0,2.6E-05,7419.538
1072,4,3,2,4,128,2,0,2.6E-05,7419.538
1073,4,3,2,4,128,4,0,3E-05,9683.198
1074,4,3,2,4,64,1,0,2.7E-05,8286.432
1075,4,3,2,4,64,2,0,2.7E-05,8286.432
1076,4,3,2,4,64,4,0,3E-05,10369.212
1077,4,3,2,4,32,1,0,2.7E-05,11601.324
1078,4,3,2,4,32,2,0,2.7E-05,11601.324
1079,4,3,2,4,32,4,0,3.2E-05,13114.598
1080,4,3,3,1,512,1,0,0.000115,6164.55
1081,4,3,3,1,512,2,0,0.000115,6161.092
1082,4,3,3,1,512,4,0,0.000119,5691.868
1083,4,3,3,1,256,1,0,0.000118,6430.816
1084,4,3,3,1,256,2,0,0.000117,6436.402
1085,4,3,3,1,256,4,0,0.000119,6061.874
1086,4,3,3,1,128,1,0,0.00012,7394.268
1087,4,3,3,1,128,2,0,0.000119,7341.068
1088,4,3,3,1,128,4,0,0.000121,6546.526
1089,4,3,3,1,64,1,0,0.000117,7300.902
1090,4,3,3,1,64,2,0,0.000116,7307.818
1091,4,3,3,1,64,4,0,0.000119,7015.484
1092,4,3,3,1,32,1,0,0.00012,8879.08
1093,4,3,3,1,32,2,0,0.000121,8882.006
1094,4,3,3,1,32,4,0,0.00012,8497.636
1095,4,3,3,2,512,1,0,0.000105,6021.442
1096,4,3,3,2,512,2,0,0.000105,6021.442
1097,4,3,3,2,512,4,0,0.000104,6639.36
1098,4,3,3,2,256,1,0,0.000108,6427.624
1099,4,3,3,2,256,2,0,0.000108,6427.624
1100,4,3,3,2,256,4,0,0.000106,7107.786
1101,4,3,3,2,128,1,0,0.000106,6946.324
1102,4,3,3,2,128,2,0,0.000106,6946.324
1103,4,3,3,2,128,4,0,0.000106,8026.284
1104,4,3,3,2,64,1,0,0.000106,7261.534
1105,4,3,3,2,64,2,0,0.000106,7261.534
1106,4,3,3,2,64,4,0,0.000107,8071.77
1107,4,3,3,2,32,1,0,0.000109,9148.006
1108,4,3,3,2,32,2,0,0.000109,9148.006
1109,4,3,3,2,32,4,0,0.00011,9935.632
1110,4,3,3,3,512,1,0,0.00017,7283.878
1111,4,3,3,3,512,2,0,0.00017,7283.878
1112,4,3,3,3,512,4,0,0.000168,6811.728
1113,4,3,3,3,256,1,0,0.000175,7819.07
1114,4,3,3,3,256,2,0,0.000175,7819.07
1115,4,3,3,3,256,4,0,0.000165,7530.726
1116,4,3,3,3,128,1,0,0.000169,8806.196
1117,4,3,3,3,128,2,0,0.000169,8751.666
1118,4,3,3,3,128,4,0,0.000168,8298.668
1119,4,3,3,3,64,1,0,0.000171,9072.994
1120,4,3,3,3,64,2,0,0.000175,9270.1
1121,4,3,3,3,64,4,0,0.000169,8607.494
1122,4,3,3,3,32,1,0,0.000175,11917.864
1123,4,3,3,3,32,2,0,0.000174,11656.918
1124,4,3,3,3,32,4,0,0.000175,10649.842
1125,4,3,3,4,512,1,0,2.6E-05,5484.92
1126,4,3,3,4,512,2,0,2.6E-05,5484.92
1127,4,3,3,4,512,4,0,2.7E-05,8540.728
1128,4,3,3,4,256,1,0,2.7E-05,6797.63
1129,4,3,3,4,256,2,0,2.7E-05,6797.63
1130,4,3,3,4,256,4,0,2.8E-05,9212.91
1131,4,3,3,4,128,1,0,2.6E-05,7419.538
1132,4,3,3,4,128,2,0,2.6E-05,7419.538
1133,4,3,3,4,128,4,0,3E-05,9683.198
1134,4,3,3,4,64,1,0,2.7E-05,8286.432
1135,4,3,3,4,64,2,0,2.7E-05,8286.432
1136,4,3,3,4,64,4,0,3E-05,10369.212
1137,4,3,3,4,32,1,0,2.7E-05,11601.324
1138,4,3,3,4,32,2,0,2.7E-05,11601.324
1139,4,3,3,4,32,4,0,3.2E-05,13114.598
1140,4,3,4,1,512,1,0,0.000115,6164.55
1141,4,3,4,1,512,2,0,0.000115,6161.092
1142,4,3,4,1,512,4,0,0.000119,5691.868
1143,4,3,4,1,256,1,0,0.000118,6430.816
1144,4,3,4,1,256,2,0,0.000117,6436.402
1145,4,3,4,1,256,4,0,0.000119,6061.874
1146,4,3,4,1,128,1,0,0.00012,7394.268
1147,4,3,4,1,128,2,0,0.000119,7341.068
1148,4,3,4,1,128,4,0,0.000121,6546.526
1149,4,3,4,1,64,1,0,0.000117,7300.902
1150,4,3,4,1,64,2,0,0.000116,7307.818
1151,4,3,4,1,64,4,0,0.000119,7015.484
1152,4,3,4,1,32,1,0,0.00012,8879.08
1153,4,3,4,1,32,2,0,0.000121,8882.006
1154,4,3,4,1,32,4,0,0.00012,8497.636
1155,4,3,4,2,512,1,0,0.000105,6021.442
1156,4,3,4,2,512,2,0,0.000105,6021.442
1157,4,3,4,2,512,4,0,0.000104,6639.36
1158,4,3,4,2,256,1,0,0.000108,6427.624
1159,4,3,4,2,256,2,0,0.000108,6427.624
1160,4,3,4,2,256,4,0,0.000106,7107.786
1161,4,3,4,2,128,1,0,0.000106,6946.324
1162,4,3,4,2,128,2,0,0.000106,6946.324
1163,4,3,4,2,128,4,0,0.000106,8026.284
1164,4,3,4,2,64,1,0,0.000106,7261.534
1165,4,3,4,2,64,2,0,0.000106,7261.534
1166,4,3,4,2,64,4,0,0.000107,8071.77
1167,4,3,4,2,32,1,0,0.000109,9148.006
1168,4,3,4,2,32,2,0,0.000109,9148.006
1169,4,3,4,2,32,4,0,0.00011,9935.632
1170,4,3,4,3,512,1,0,0.00017,7283.878
1171,4,3,4,3,512,2,0,0.00017,7283.878
1172,4,3,4,3,512,4,0,0.000168,6811.728
1173,4,3,4,3,256,1,0,0.000175,7819.07
1174,4,3,4,3,256,2,0,0.000175,7819.07
1175,4,3,4,3,256,4,0,0.000165,7530.726
1176,4,3,4,3,128,1,0,0.000169,8806.196
1177,4,3,4,3,128,2,0,0.000169,8751.666
1178,4,3,4,3,128,4,0,0.000168,8298.668
1179,4,3,4,3,64,1,0,0.000171,9072.994
1180,4,3,4,3,64,2,0,0.000175,9270.1
1181,4,3,4,3,64,4,0,0.000169,8607.494
1182,4,3,4,3,32,1,0,0.000175,11917.864
1183,4,3,4,3,32,2,0,0.000174,11656.918
1184,4,3,4,3,32,4,0,0.000175,10649.842
1185,4,3,4,4,512,1,0,2.6E-05,5484.92
1186,4,3,4,4,512,2,0,2.6E-05,5484.92
1187,4,3,4,4,512,4,0,2.7E-05,8540.728
1188,4,3,4,4,256,1,0,2.7E-05,6797.63
1189,4,3,4,4,256,2,0,2.7E-05,6797.63
1190,4,3,4,4,256,4,0,2.8E-05,9212.91
1191,4,3,4,4,128,1,0,2.6E-05,7419.538
1192,4,3,4,4,128,2,0,2.6E-05,7419.538
1193,4,3,4,4,128,4,0,3E-05,9683.198
1194,4,3,4,4,64,1,0,2.7E-05,8286.432
1195,4,3,4,4,64,2,0,2.7E-05,8286.432
1196,4,3,4,4,64,4,0,3E-05,10369.212
1197,4,3,4,4,32,1,0,2.7E-05,11601.324
1198,4,3,4,4,32,2,0,2.7E-05,11601.324
1199,4,3,4,4,32,4,0,3.2E-05,13114.598
1200,8,1,1,1,512,1,0,0.000312,8266.748
1201,8,1,1,1,512,2,0,0.000307,8233.498
1202,8,1,1,1,512,4,0,0.000307,8282.974
1203,8,1,1,1,512,8,0,0.000308,6143.27
1204,8,1,1,1,256,1,0,0.000314,8514.66
1205,8,1,1,1,256,2,0,0.000311,8489.656
1206,8,1,1,1,256,4,0,0.000311,8556.688
1207,8,1,1,1,256,8,0,0.000309,6567.54
1208,8,1,1,1,128,1,0,0.000316,8852.48
1209,8,1,1,1,128,2,0,0.000308,8892.38
1210,8,1,1,1,128,4,0,0.000314,8848.756
1211,8,1,1,1,128,8,0,0.000306,6707.722
1212,8,1,1,1,64,1,0,0.00032,9300.69
1213,8,1,1,1,64,2,0,0.000311,9202.004
1214,8,1,1,1,64,4,0,0.000317,9303.084
1215,8,1,1,1,64,8,0,0.000311,7149.282
1216,8,1,1,1,32,1,0,0.000312,10582.544
1217,8,1,1,1,32,2,0,0.000316,10529.078
1218,8,1,1,1,32,4,0,0.000319,10543.708
1219,8,1,1,1,32,8,0,0.000318,8483.538
1220,8,1,1,2,512,1,0,0.00027,8803.536
1221,8,1,1,2,512,2,0,0.00027,8803.536
1222,8,1,1,2,512,4,0,0.000272,8817.9
1223,8,1,1,2,512,8,0,0.000272,6787.522
1224,8,1,1,2,256,1,0,0.000276,9158.114
1225,8,1,1,2,256,2,0,0.000276,9158.114
1226,8,1,1,2,256,4,0,0.000274,9348.038
1227,8,1,1,2,256,8,0,0.000279,7271.11
1228,8,1,1,2,128,1,0,0.000271,9502.85
1229,8,1,1,2,128,2,0,0.000271,9502.85
1230,8,1,1,2,128,4,0,0.000282,9491.146
1231,8,1,1,2,128,8,0,0.000273,7793.534
1232,8,1,1,2,64,1,0,0.000295,9873.654
1233,8,1,1,2,64,2,0,0.000295,9873.654
1234,8,1,1,2,64,4,0,0.000288,9875.782
1235,8,1,1,2,64,8,0,0.000289,7853.65
1236,8,1,1,2,32,1,0,0.000288,11402.356
1237,8,1,1,2,32,2,0,0.000288,11402.356
1238,8,1,1,2,32,4,0,0.00029,11378.416
1239,8,1,1,2,32,8,0,0.00029,9377.298
1240,8,1,1,3,512,1,0,0.000332,9226.476
1241,8,1,1,3,512,2,0,0.000329,10818.752
1242,8,1,1,3,512,4,0,0.000329,9225.412
1243,8,1,1,3,512,8,0,0.000326,7639.254
1244,8,1,1,3,256,1,0,0.00033,9818.858
1245,8,1,1,3,256,2,0,0.000334,11174.128
1246,8,1,1,3,256,4,0,0.00033,9818.06
1247,8,1,1,3,256,8,0,0.000329,8111.67
1248,8,1,1,3,128,1,0,0.00034,10100.552
1249,8,1,1,3,128,2,0,0.000323,11639.894
1250,8,1,1,3,128,4,0,0.000331,9994.684
1251,8,1,1,3,128,8,0,0.000325,8733.578
1252,8,1,1,3,64,1,0,0.000341,10429.86
1253,8,1,1,3,64,2,0,0.000334,12043.948
1254,8,1,1,3,64,4,0,0.000327,10309.362
1255,8,1,1,3,64,8,0,0.00033,8922.438
1256,8,1,1,3,32,1,0,0.000332,12182.534
1257,8,1,1,3,32,2,0,0.000327,13658.036
1258,8,1,1,3,32,4,0,0.000335,12095.02
1259,8,1,1,3,32,8,0,0.000331,10426.136
1260,8,1,1,4,512,1,0,0.000216,8446.83
1261,8,1,1,4,512,2,0,0.000216,8446.83
1262,8,1,1,4,512,4,0,0.000216,8446.83
1263,8,1,1,4,512,8,0,0.000215,8431.402
1264,8,1,1,4,256,1,0,0.000217,8984.416
1265,8,1,1,4,256,2,0,0.000217,8984.416
1266,8,1,1,4,256,4,0,0.000217,8984.416
1267,8,1,1,4,256,8,0,0.000219,8946.112
1268,8,1,1,4,128,1,0,0.000223,9590.896
1269,8,1,1,4,128,2,0,0.000223,9590.896
1270,8,1,1,4,128,4,0,0.000223,9590.896
1271,8,1,1,4,128,8,0,0.000223,9441.404
1272,8,1,1,4,64,1,0,0.000218,9737.462
1273,8,1,1,4,64,2,0,0.000218,9737.462
1274,8,1,1,4,64,4,0,0.000218,9737.462
1275,8,1,1,4,64,8,0,0.000218,9677.878
1276,8,1,1,4,32,1,0,0.000218,11477.102
1277,8,1,1,4,32,2,0,0.000218,11477.102
1278,8,1,1,4,32,4,0,0.000218,11477.102
1279,8,1,1,4,32,8,0,0.000219,11371.234
1280,8,1,2,1,512,1,0,0.000312,8266.748
1281,8,1,2,1,512,2,0,0.000307,8233.498
1282,8,1,2,1,512,4,0,0.000307,8282.974
1283,8,1,2,1,512,8,0,0.000308,6143.27
1284,8,1,2,1,256,1,0,0.000314,8514.66
1285,8,1,2,1,256,2,0,0.000311,8489.656
1286,8,1,2,1,256,4,0,0.000311,8556.688
1287,8,1,2,1,256,8,0,0.000309,6567.54
1288,8,1,2,1,128,1,0,0.000316,8852.48
1289,8,1,2,1,128,2,0,0.000308,8892.38
1290,8,1,2,1,128,4,0,0.000314,8848.756
1291,8,1,2,1,128,8,0,0.000306,6707.722
1292,8,1,2,1,64,1,0,0.00032,9300.69
1293,8,1,2,1,64,2,0,0.000311,9202.004
1294,8,1,2,1,64,4,0,0.000317,9303.084
1295,8,1,2,1,64,8,0,0.000311,7149.282
1296,8,1,2,1,32,1,0,0.000312,10582.544
1297,8,1,2,1,32,2,0,0.000316,10529.078
1298,8,1,2,1,32,4,0,0.000319,10543.708
1299,8,1,2,1,32,8,0,0.000318,8483.538
1300,8,1,2,2,512,1,0,0.00027,8803.536
1301,8,1,2,2,512,2,0,0.00027,8803.536
1302,8,1,2,2,512,4,0,0.000272,8817.9
1303,8,1,2,2,512,8,0,0.000272,6787.522
1304,8,1,2,2,256,1,0,0.000276,9158.114
1305,8,1,2,2,256,2,0,0.000276,9158.114
1306,8,1,2,2,256,4,0,0.000274,9348.038
1307,8,1,2,2,256,8,0,0.000279,7271.11
1308,8,1,2,2,128,1,0,0.000271,9502.85
1309,8,1,2,2,128,2,0,0.000271,9502.85
1310,8,1,2,2,128,4,0,0.000282,9491.146
1311,8,1,2,2,128,8,0,0.000273,7793.534
1312,8,1,2,2,64,1,0,0.000295,9873.654
1313,8,1,2,2,64,2,0,0.000295,9873.654
1314,8,1,2,2,64,4,0,0.000288,9875.782
1315,8,1,2,2,64,8,0,0.000289,7853.65
1316,8,1,2,2,32,1,0,0.000288,11402.356
1317,8,1,2,2,32,2,0,0.000288,11402.356
1318,8,1,2,2,32,4,0,0.00029,11378.416
1319,8,1,2,2,32,8,0,0.00029,9377.298
1320,8,1,2,3,512,1,0,0.000332,9226.476
1321,8,1,2,3,512,2,0,0.000329,10818.752
1322,8,1,2,3,512,4,0,0.000329,9225.412
1323,8,1,2,3,512,8,0,0.000326,7639.254
1324,8,1,2,3,256,1,0,0.00033,9818.858
1325,8,1,2,3,256,2,0,0.000334,11174.128
1326,8,1,2,3,256,4,0,0.00033,9818.06
1327,8,1,2,3,256,8,0,0.000329,8111.67
1328,8,1,2,3,128,1,0,0.00034,10100.552
1329,8,1,2,3,128,2,0,0.000323,11639.894
1330,8,1,2,3,128,4,0,0.000331,9994.684
1331,8,1,2,3,128,8,0,0.000325,8733.578
1332,8,1,2,3,64,1,0,0.000341,10429.86
1333,8,1,2,3,64,2,0,0.000334,12043.948
1334,8,1,2,3,64,4,0,0.000327,10309.362
1335,8,1,2,3,64,8,0,0.00033,8922.438
1336,8,1,2,3,32,1,0,0.000332,12182.534
1337,8,1,2,3,32,2,0,0.000327,13658.036
1338,8,1,2,3,32,4,0,0.000335,12095.02
1339,8,1,2,3,32,8,0,0.000331,10426.136
1340,8,1,2,4,512,1,0,0.000216,8446.83
1341,8,1,2,4,512,2,0,0.000216,8446.83
1342,8,1,2,4,512,4,0,0.000216,8446.83
1343,8,1,2,4,512,8,0,0.000215,8431.402
1344,8,1,2,4,256,1,0,0.000217,8984.416
1345,8,1,2,4,256,2,0,0.000217,8984.416
1346,8,1,2,4,256,4,0,0.000217,8984.416
1347,8,1,2,4,256,8,0,0.000219,8946.112
1348,8,1,2,4,128,1,0,0.000223,9590.896
1349,8,1,2,4,128,2,0,0.000223,9590.896
1350,8,1,2,4,128,4,0,0.000223,9590.896
1351,8,1,2,4,128,8,0,0.000223,9441.404
1352,8,1,2,4,64,1,0,0.000218,9737.462
1353,8,1,2,4,64,2,0,0.000218,9737.462
1354,8,1,2,4,64,4,0,0.000218,9737.462
1355,8,1,2,4,64,8,0,0.000218,9677.878
1356,8,1,2,4,32,1,0,0.000218,11477.102
1357,8,1,2,4,32,2,0,0.000218,11477.102
1358,8,1,2,4,32,4,0,0.000218,11477.102
1359,8,1,2,4,32,8,0,0.000219,11371.234
1360,8,1,3,1,512,1,0,0.000312,8266.748
1361,8,1,3,1,512,2,0,0.000307,8233.498
1362,8,1,3,1,512,4,0,0.000307,8282.974
1363,8,1,3,1,512,8,0,0.000308,6143.27
1364,8,1,3,1,256,1,0,0.000314,8514.66
1365,8,1,3,1,256,2,0,0.000311,8489.656
1366,8,1,3,1,256,4,0,0.000311,8556.688
1367,8,1,3,1,256,8,0,0.000309,6567.54
1368,8,1,3,1,128,1,0,0.000316,8852.48
1369,8,1,3,1,128,2,0,0.000308,8892.38
1370,8,1,3,1,128,4,0,0.000314,8848.756
1371,8,1,3,1,128,8,0,0.000306,6707.722
1372,8,1,3,1,64,1,0,0.00032,9300.69
1373,8,1,3,1,64,2,0,0.000311,9202.004
1374,8,1,3,1,64,4,0,0.000317,9303.084
1375,8,1,3,1,64,8,0,0.000311,7149.282
1376,8,1,3,1,32,1,0,0.000312,10582.544
1377,8,1,3,1,32,2,0,0.000316,10529.078
1378,8,1,3,1,32,4,0,0.000319,10543.708
1379,8,1,3,1,32,8,0,0.000318,8483.538
1380,8,1,3,2,512,1,0,0.00027,8803.536
1381,8,1,3,2,512,2,0,0.00027,8803.536
1382,8,1,3,2,512,4,0,0.000272,8817.9
1383,8,1,3,2,512,8,0,0.000272,6787.522
1384,8,1,3,2,256,1,0,0.000276,9158.114
1385,8,1,3,2,256,2,0,0.000276,9158.114
1386,8,1,3,2,256,4,0,0.000274,9348.038
1387,8,1,3,2,256,8,0,0.000279,7271.11
1388,8,1,3,2,128,1,0,0.000271,9502.85
1389,8,1,3,2,128,2,0,0.000271,9502.85
1390,8,1,3,2,128,4,0,0.000282,9491.146
1391,8,1,3,2,128,8,0,0.000273,7793.534
1392,8,1,3,2,64,1,0,0.000295,9873.654
1393,8,1,3,2,64,2,0,0.000295,9873.654
1394,8,1,3,2,64,4,0,0.000288,9875.782
1395,8,1,3,2,64,8,0,0.000289,7853.65
1396,8,1,3,2,32,1,0,0.000288,11402.356
1397,8,1,3,2,32,2,0,0.000288,11402.356
1398,8,1,3,2,32,4,0,0.00029,11378.416
1399,8,1,3,2,32,8,0,0.00029,9377.298
1400,8,1,3,3,512,1,0,0.000332,9226.476
1401,8,1,3,3,512,2,0,0.000329,10818.752
1402,8,1,3,3,512,4,0,0.000329,9225.412
1403,8,1,3,3,512,8,0,0.000326,7639.254
1404,8,1,3,3,256,1,0,0.00033,9818.858
1405,8,1,3,3,256,2,0,0.000334,11174.128
1406,8,1,3,3,256,4,0,0.00033,9818.06
1407,8,1,3,3,256,8,0,0.000329,8111.67
1408,8,1,3,3,128,1,0,0.00034,10100.552
1409,8,1,3,3,128,2,0,0.000323,11639.894
1410,8,1,3,3,128,4,0,0.000331,9994.684
1411,8,1,3,3,128,8,0,0.000325,8733.578
1412,8,1,3,3,64,1,0,0.000341,10429.86
1413,8,1,3,3,64,2,0,0.000334,12043.948
1414,8,1,3,3,64,4,0,0.000327,10309.362
1415,8,1,3,3,64,8,0,0.00033,8922.438
1416,8,1,3,3,32,1,0,0.000332,12182.534
1417,8,1,3,3,32,2,0,0.000327,13658.036
1418,8,1,3,3,32,4,0,0.000335,12095.02
1419,8,1,3,3,32,8,0,0.000331,10426.136
1420,8,1,3,4,512,1,0,0.000216,8446.83
1421,8,1,3,4,512,2,0,0.000216,8446.83
1422,8,1,3,4,512,4,0,0.000216,8446.83
1423,8,1,3,4,512,8,0,0.000215,8431.402
1424,8,1,3,4,256,1,0,0.000217,8984.416
1425,8,1,3,4,256,2,0,0.000217,8984.416
1426,8,1,3,4,256,4,0,0.000217,8984.416
1427,8,1,3,4,256,8,0,0.000219,8946.112
1428,8,1,3,4,128,1,0,0.000223,9590.896
1429,8,1,3,4,128,2,0,0.000223,9590.896
1430,8,1,3,4,128,4,0,0.000223,9590.896
1431,8,1,3,4,128,8,0,0.000223,9441.404
1432,8,1,3,4,64,1,0,0.000218,9737.462
1433,8,1,3,4,64,2,0,0.000218,9737.462
1434,8,1,3,4,64,4,0,0.000218,9737.462
1435,8,1,3,4,64,8,0,0.000218,9677.878
1436,8,1,3,4,32,1,0,0.000218,11477.102
1437,8,1,3,4,32,2,0,0.000218,11477.102
1438,8,1,3,4,32,4,0,0.000218,11477.102
1439,8,1,3,4,32,8,0,0.000219,11371.234
1440,8,1,4,1,512,1,0,0.000312,8266.748
1441,8,1,4,1,512,2,0,0.000307,8233.498
1442,8,1,4,1,512,4,0,0.000307,8282.974
1443,8,1,4,1,512,8,0,0.000308,6143.27
1444,8,1,4,1,256,1,0,0.000314,8514.66
1445,8,1,4,1,256,2,0,0.000311,8489.656
1446,8,1,4,1,256,4,0,0.000311,8556.688
1447,8,1,4,1,256,8,0,0.000309,6567.54
1448,8,1,4,1,128,1,0,0.000316,8852.48
1449,8,1,4,1,128,2,0,0.000308,8892.38
1450,8,1,4,1,128,4,0,0.000314,8848.756
1451,8,1,4,1,128,8,0,0.000306,6707.722
1452,8,1,4,1,64,1,0,0.00032,9300.69
1453,8,1,4,1,64,2,0,0.000311,9202.004
1454,8,1,4,1,64,4,0,0.000317,9303.084
1455,8,1,4,1,64,8,0,0.000311,7149.282
1456,8,1,4,1,32,1,0,0.000312,10582.544
1457,8,1,4,1,32,2,0,0.000316,10529.078
1458,8,1,4,1,32,4,0,0.000319,10543.708
1459,8,1,4,1,32,8,0,0.000318,8483.538
1460,8,1,4,2,512,1,0,0.00027,8803.536
1461,8,1,4,2,512,2,0,0.00027,8803.536
1462,8,1,4,2,512,4,0,0.000272,8817.9
1463,8,1,4,2,512,8,0,0.000272,6787.522
1464,8,1,4,2,256,1,0,0.000276,9158.114
1465,8,1,4,2,256,2,0,0.000276,9158.114
1466,8,1,4,2,256,4,0,0.000274,9348.038
1467,8,1,4,2,256,8,0,0.000279,7271.11
1468,8,1,4,2,128,1,0,0.000271,9502.85
1469,8,1,4,2,128,2,0,0.000271,9502.85
1470,8,1,4,2,128,4,0,0.000282,9491.146
1471,8,1,4,2,128,8,0,0.000273,7793.534
1472,8,1,4,2,64,1,0,0.000295,9873.654
1473,8,1,4,2,64,2,0,0.000295,9873.654
1474,8,1,4,2,64,4,0,0.000288,9875.782
1475,8,1,4,2,64,8,0,0.000289,7853.65
1476,8,1,4,2,32,1,0,0.000288,11402.356
1477,8,1,4,2,32,2,0,0.000288,11402.356
1478,8,1,4,2,32,4,0,0.00029,11378.416
1479,8,1,4,2,32,8,0,0.00029,9377.298
1480,8,1,4,3,512,1,0,0.000332,9226.476
1481,8,1,4,3,512,2,0,0.000329,10818.752
1482,8,1,4,3,512,4,0,0.000329,9225.412
1483,8,1,4,3,512,8,0,0.000326,7639.254
1484,8,1,4,3,256,1,0,0.00033,9818.858
1485,8,1,4,3,256,2,0,0.000334,11174.128
1486,8,1,4,3,256,4,0,0.00033,9818.06
1487,8,1,4,3,256,8,0,0.000329,8111.67
1488,8,1,4,3,128,1,0,0.00034,10100.552
1489,8,1,4,3,128,2,0,0.000323,11639.894
1490,8,1,4,3,128,4,0,0.000331,9994.684
1491,8,1,4,3,128,8,0,0.000325,8733.578
1492,8,1,4,3,64,1,0,0.000341,10429.86
1493,8,1,4,3,64,2,0,0.000334,12043.948
1494,8,1,4,3,64,4,0,0.000327,10309.362
1495,8,1,4,3,64,8,0,0.00033,8922.438
1496,8,1,4,3,32,1,0,0.000332,12182.534
1497,8,1,4,3,32,2,0,0.000327,13658.036
1498,8,1,4,3,32,4,0,0.000335,12095.02
1499,8,1,4,3,32,8,0,0.000331,10426.136
1500,8,1,4,4,512,1,0,0.000216,8446.83
1501,8,1,4,4,512,2,0,0.000216,8446.83
1502,8,1,4,4,512,4,0,0.000216,8446.83
1503,8,1,4,4,512,8,0,0.000215,8431.402
1504,8,1,4,4,256,1,0,0.000217,8984.416
1505,8,1,4,4,256,2,0,0.000217,8984.416
1506,8,1,4,4,256,4,0,0.000217,8984.416
1507,8,1,4,4,256,8,0,0.000219,8946.112
1508,8,1,4,4,128,1,0,0.000223,9590.896
1509,8,1,4,4,128,2,0,0.000223,9590.896
1510,8,1,4,4,128,4,0,0.000223,9590.896
1511,8,1,4,4,128,8,0,0.000223,9441.404
1512,8,1,4,4,64,1,0,0.000218,9737.462
1513,8,1,4,4,64,2,0,0.000218,9737.462
1514,8,1,4,4,64,4,0,0.000218,9737.462
1515,8,1,4,4,64,8,0,0.000218,9677.878
1516,8,1,4,4,32,1,0,0.000218,11477.102
1517,8,1,4,4,32,2,0,0.000218,11477.102
1518,8,1,4,4,32,4,0,0.000218,11477.102
1519,8,1,4,4,32,8,0,0.000219,11371.234
1520,8,2,1,1,512,1,0,0.00029,8401.876
1521,8,2,1,1,512,2,0,0.00029,8377.936
1522,8,2,1,1,512,4,0,0.000293,8428.21
