n,knob_MAT_SIZE,knob_UNROLL_FACTOR1,knob_UNROLL_FACTOR2,knob_UNROLL_FACTOR3,knob_SUBDIM_X,knob_SUBDIM_Y,B,knob_DATA_BLOCK,obj1,obj2
1004,1024,1,8,2,4,1,0,1048576,3.683124,37
1005,1024,1,8,2,4,1,0,524288,5.780774,81
1006,1024,1,8,2,4,1,0,262144,5.929358,143
1007,1024,1,8,2,4,2,0,1048576,4.323359,47
1008,1024,1,8,2,4,2,0,524288,5.627763,92
1009,1024,1,8,2,4,2,0,262144,5.742067,129
1010,1024,1,8,2,4,4,0,1048576,4.00543,45
1011,1024,1,8,2,4,4,0,524288,3.263086,81
1012,1024,1,8,2,4,4,0,262144,7.484764,135
1013,1024,1,8,2,4,8,0,1048576,3.742487,43
1014,1024,1,8,2,4,8,0,524288,5.291223,85
1015,1024,1,8,2,4,8,0,262144,5.324435,132
1016,1024,1,8,2,4,16,0,1048576,5.071276,39
1017,1024,1,8,2,4,16,0,524288,4.978826,96
1018,1024,1,8,2,4,16,0,262144,4.987231,137
1019,1024,1,8,2,8,1,0,1048576,3.20869,37
1020,1024,1,8,2,8,1,0,524288,2.941075,71
1021,1024,1,8,2,8,1,0,262144,3.554303,102
1022,1024,1,8,2,8,2,0,1048576,4.343028,42
1023,1024,1,8,2,8,2,0,524288,3.840389,56
1024,1024,1,8,2,8,2,0,262144,4.001346,118
1025,1024,1,8,2,8,4,0,1048576,3.092434,33
1026,1024,1,8,2,8,4,0,524288,2.814115,71
1027,1024,1,8,2,8,4,0,262144,3.32235,131
1028,1024,1,8,2,8,8,0,1048576,3.550288,42
1029,1024,1,8,2,8,8,0,524288,3.959665,87
1030,1024,1,8,2,8,8,0,262144,4.23776,128
1031,1024,1,8,2,8,16,0,1048576,3.795526,48
1032,1024,1,8,2,8,16,0,524288,3.979853,86
1033,1024,1,8,2,8,16,0,262144,3.560072,131
1034,1024,1,8,2,16,1,0,1048576,3.326586,46
1035,1024,1,8,2,16,1,0,524288,3.887373,78
1036,1024,1,8,2,16,1,0,262144,4.53574,139
1037,1024,1,8,2,16,2,0,1048576,3.492629,44
1038,1024,1,8,2,16,2,0,524288,3.177808,65
1039,1024,1,8,2,16,2,0,262144,3.333873,102
1040,1024,1,8,2,16,4,0,1048576,4.169692,41
1041,1024,1,8,2,16,4,0,524288,4.06658,70
1042,1024,1,8,2,16,4,0,262144,4.26998,117
1043,1024,1,8,2,16,8,0,1048576,4.153113,41
1044,1024,1,8,2,16,8,0,524288,3.655332,69
1045,1024,1,8,2,16,8,0,262144,3.497925,135
1046,1024,1,8,2,16,16,0,1048576,4.069311,42
1047,1024,1,8,2,16,16,0,524288,4.209145,72
1048,1024,1,8,2,16,16,0,262144,3.832017,92
1049,1024,1,8,4,1,1,0,1048576,8.107975,41
1050,1024,1,8,4,1,1,0,524288,8.552866,56
1051,1024,1,8,4,1,1,0,262144,7.044106,88
1052,1024,1,8,4,1,2,0,1048576,9.048287,30
1053,1024,1,8,4,1,2,0,524288,7.100235,60
1054,1024,1,8,4,1,2,0,262144,10.127613,95
1055,1024,1,8,4,1,4,0,1048576,7.745882,28
1056,1024,1,8,4,1,4,0,524288,9.492023,49
1057,1024,1,8,4,1,4,0,262144,9.216133,96
1058,1024,1,8,4,1,8,0,1048576,9.365642,34
1059,1024,1,8,4,1,8,0,524288,6.521362,49
1060,1024,1,8,4,1,8,0,262144,9.913007,93
1061,1024,1,8,4,1,16,0,1048576,9.586554,30
1062,1024,1,8,4,1,16,0,524288,9.050128,55
1063,1024,1,8,4,1,16,0,262144,8.895453,89
1064,1024,1,8,4,2,1,0,1048576,9.580494,36
1065,1024,1,8,4,2,1,0,524288,7.755945,65
1066,1024,1,8,4,2,1,0,262144,10.873151,101
1067,1024,1,8,4,2,2,0,1048576,12.95477,33
1068,1024,1,8,4,2,2,0,524288,7.287763,73
1069,1024,1,8,4,2,2,0,262144,8.163949,87
1070,1024,1,8,4,2,4,0,1048576,11.569063,42
1071,1024,1,8,4,2,4,0,524288,8.352912,101
1072,1024,1,8,4,2,4,0,262144,8.02117,98
1073,1024,1,8,4,2,8,0,1048576,9.559664,39
1074,1024,1,8,4,2,8,0,524288,11.65829,99
1075,1024,1,8,4,2,8,0,262144,7.064816,99
1076,1024,1,8,4,2,16,0,1048576,9.760197,39
1077,1024,1,8,4,2,16,0,524288,7.58834,77
1078,1024,1,8,4,2,16,0,262144,6.824899,99
1079,1024,1,8,4,4,1,0,1048576,8.56794,44
1080,1024,1,8,4,4,1,0,524288,5.570128,72
1081,1024,1,8,4,4,1,0,262144,10.550364,94
1082,1024,1,8,4,4,2,0,1048576,13.236343,37
1083,1024,1,8,4,4,2,0,524288,9.321845,100
1084,1024,1,8,4,4,2,0,262144,11.717171,146
1085,1024,1,8,4,4,4,0,1048576,9.295409,37
1086,1024,1,8,4,4,4,0,524288,9.267474,74
1087,1024,1,8,4,4,4,0,262144,8.701788,100
1088,1024,1,8,4,4,8,0,1048576,9.958853,41
1089,1024,1,8,4,4,8,0,524288,9.693597,72
1090,1024,1,8,4,4,8,0,262144,7.088044,95
1091,1024,1,8,4,4,16,0,1048576,8.427131,40
1092,1024,1,8,4,4,16,0,524288,9.253062,65
1093,1024,1,8,4,4,16,0,262144,11.355731,172
1094,1024,1,8,4,8,1,0,1048576,9.046298,42
1095,1024,1,8,4,8,1,0,524288,8.814177,104
1096,1024,1,8,4,8,1,0,262144,6.976547,93
1097,1024,1,8,4,8,2,0,1048576,11.372609,39
1098,1024,1,8,4,8,2,0,524288,9.657692,84
1099,1024,1,8,4,8,2,0,262144,9.398198,98
1100,1024,1,8,4,8,4,0,1048576,10.889141,43
1101,1024,1,8,4,8,4,0,524288,9.75762,85
1102,1024,1,8,4,8,4,0,262144,9.244245,101
1103,1024,1,8,4,8,8,0,1048576,9.207993,41
1104,1024,1,8,4,8,8,0,524288,10.799747,84
1105,1024,1,8,4,8,8,0,262144,9.328886,101
1106,1024,1,8,4,8,16,0,1048576,11.4725,39
1107,1024,1,8,4,8,16,0,524288,9.817117,88
1108,1024,1,8,4,8,16,0,262144,9.458395,111
1109,1024,1,8,4,16,1,0,1048576,8.030684,43
1110,1024,1,8,4,16,1,0,524288,10.190684,98
1111,1024,1,8,4,16,1,0,262144,8.562624,100
1112,1024,1,8,4,16,2,0,1048576,10.958827,37
1113,1024,1,8,4,16,2,0,524288,10.161548,82
1114,1024,1,8,4,16,2,0,262144,8.845285,101
1115,1024,1,8,4,16,4,0,1048576,9.254635,40
1116,1024,1,8,4,16,4,0,524288,9.733082,67
1117,1024,1,8,4,16,4,0,262144,10.054375,107
1118,1024,1,8,4,16,8,0,1048576,11.08508,40
1119,1024,1,8,4,16,8,0,524288,13.516342,75
1120,1024,1,8,4,16,8,0,262144,8.539642,103
1121,1024,1,8,4,16,16,0,1048576,9.218059,40
1122,1024,1,8,4,16,16,0,524288,8.862632,78
1123,1024,1,8,4,16,16,0,262144,9.935494,98
1124,1024,1,8,8,1,1,0,1048576,4.749582,32
1125,1024,1,8,8,1,1,0,524288,5.93644,83
1126,1024,1,8,8,1,1,0,262144,6.796482,158
1127,1024,1,8,8,1,2,0,1048576,6.488944,33
1128,1024,1,8,8,1,2,0,524288,5.344975,81
1129,1024,1,8,8,1,2,0,262144,10.010339,117
1130,1024,1,8,8,1,4,0,1048576,7.063126,36
1131,1024,1,8,8,1,4,0,524288,4.75596,76
1132,1024,1,8,8,1,4,0,262144,6.044318,123
1133,1024,1,8,8,1,8,0,1048576,5.03751,37
1134,1024,1,8,8,1,8,0,524288,6.013084,77
1135,1024,1,8,8,1,8,0,262144,5.633941,122
1136,1024,1,8,8,1,16,0,1048576,5.108027,38
1137,1024,1,8,8,1,16,0,524288,5.662686,72
1138,1024,1,8,8,1,16,0,262144,6.42803,120
1139,1024,1,8,8,2,1,0,1048576,6.81229,37
1140,1024,1,8,8,2,1,0,524288,5.644262,66
1141,1024,1,8,8,2,1,0,262144,7.566793,97
1142,1024,1,8,8,2,2,0,1048576,6.100726,33
1143,1024,1,8,8,2,2,0,524288,4.883322,63
1144,1024,1,8,8,2,2,0,262144,6.144123,106
1145,1024,1,8,8,2,4,0,1048576,6.81491,34
1146,1024,1,8,8,2,4,0,524288,4.890596,56
1147,1024,1,8,8,2,4,0,262144,7.185141,114
1148,1024,1,8,8,2,8,0,1048576,5.337735,46
1149,1024,1,8,8,2,8,0,524288,5.208752,73
1150,1024,1,8,8,2,8,0,262144,5.350633,130
1151,1024,1,8,8,2,16,0,1048576,8.01374,36
1152,1024,1,8,8,2,16,0,524288,5.941388,56
1153,1024,1,8,8,2,16,0,262144,11.046097,107
1154,1024,1,8,8,4,1,0,1048576,7.895545,48
1155,1024,1,8,8,4,1,0,524288,4.87619,60
1156,1024,1,8,8,4,1,0,262144,11.138725,96
1157,1024,1,8,8,4,2,0,1048576,5.526534,39
1158,1024,1,8,8,4,2,0,524288,5.111989,61
1159,1024,1,8,8,4,2,0,262144,10.308216,106
1160,1024,1,8,8,4,4,0,1048576,5.095904,39
1161,1024,1,8,8,4,4,0,524288,4.444403,57
1162,1024,1,8,8,4,4,0,262144,6.493515,109
1163,1024,1,8,8,4,8,0,1048576,6.822888,38
1164,1024,1,8,8,4,8,0,524288,6.571353,59
1165,1024,1,8,8,4,8,0,262144,11.606891,103
1166,1024,1,8,8,4,16,0,1048576,7.13186,44
1167,1024,1,8,8,4,16,0,524288,5.039361,67
1168,1024,1,8,8,4,16,0,262144,10.672662,111
1169,1024,1,8,8,8,1,0,1048576,5.261604,46
1170,1024,1,8,8,8,1,0,524288,7.494405,65
1171,1024,1,8,8,8,1,0,262144,6.527671,110
1172,1024,1,8,8,8,2,0,1048576,6.07844,44
1173,1024,1,8,8,8,2,0,524288,5.846225,66
1174,1024,1,8,8,8,2,0,262144,4.98402,100
1175,1024,1,8,8,8,4,0,1048576,6.559171,34
1176,1024,1,8,8,8,4,0,524288,7.606413,64
1177,1024,1,8,8,8,4,0,262144,6.525311,115
1178,1024,1,8,8,8,8,0,1048576,6.268272,42
1179,1024,1,8,8,8,8,0,524288,7.881027,63
1180,1024,1,8,8,8,8,0,262144,6.775399,94
1181,1024,1,8,8,8,16,0,1048576,5.784797,39
1182,1024,1,8,8,8,16,0,524288,5.059757,69
1183,1024,1,8,8,8,16,0,262144,7.72267,107
1184,1024,1,8,8,16,1,0,1048576,3.80078,34
1185,1024,1,8,8,16,1,0,524288,3.339395,80
1186,1024,1,8,8,16,1,0,262144,4.118587,110
1187,1024,1,8,8,16,2,0,1048576,4.319701,41
1188,1024,1,8,8,16,2,0,524288,3.772749,73
1189,1024,1,8,8,16,2,0,262144,5.639027,96
1190,1024,1,8,8,16,4,0,1048576,4.137005,47
1191,1024,1,8,8,16,4,0,524288,4.881397,62
1192,1024,1,8,8,16,4,0,262144,10.587842,112
1193,1024,1,8,8,16,8,0,1048576,5.211513,36
1194,1024,1,8,8,16,8,0,524288,4.109853,58
1195,1024,1,8,8,16,8,0,262144,6.485761,114
1196,1024,1,8,8,16,16,0,1048576,5.128002,32
1197,1024,1,8,8,16,16,0,524288,4.111138,53
1198,1024,1,8,8,16,16,0,262144,7.617747,152
1199,1024,2,1,1,1,1,0,1048576,4.243884,44
1200,1024,2,1,1,1,1,0,524288,3.418965,65
1201,1024,2,1,1,1,1,0,262144,4.237164,104
1202,1024,2,1,1,1,2,0,1048576,3.95146,34
1203,1024,2,1,1,1,2,0,524288,4.491762,54
1204,1024,2,1,1,1,2,0,262144,7.593255,106
1205,1024,2,1,1,1,4,0,1048576,4.203423,40
1206,1024,2,1,1,1,4,0,524288,4.9302,58
1207,1024,2,1,1,1,4,0,262144,7.844294,120
1208,1024,2,1,1,1,8,0,1048576,4.902094,36
1209,1024,2,1,1,1,8,0,524288,5.02977,53
1210,1024,2,1,1,1,8,0,262144,6.716439,96
1211,1024,2,1,1,1,16,0,1048576,4.785047,44
1212,1024,2,1,1,1,16,0,524288,3.608951,66
1213,1024,2,1,1,1,16,0,262144,7.075933,100
1214,1024,2,1,1,2,1,0,1048576,5.681179,47
1215,1024,2,1,1,2,1,0,524288,4.625679,61
1216,1024,2,1,1,2,1,0,262144,7.807908,98
1217,1024,2,1,1,2,2,0,1048576,6.368749,42
1218,1024,2,1,1,2,2,0,524288,4.85134,66
1219,1024,2,1,1,2,2,0,262144,7.998745,123
1220,1024,2,1,1,2,4,0,1048576,4.354207,37
1221,1024,2,1,1,2,4,0,524288,3.950891,67
1222,1024,2,1,1,2,4,0,262144,7.635592,102
1223,1024,2,1,1,2,8,0,1048576,4.534723,43
1224,1024,2,1,1,2,8,0,524288,4.408904,59
1225,1024,2,1,1,2,8,0,262144,5.186535,100
1226,1024,2,1,1,2,16,0,1048576,4.127003,50
1227,1024,2,1,1,2,16,0,524288,5.283102,72
1228,1024,2,1,1,2,16,0,262144,8.380034,101
1229,1024,2,1,1,4,1,0,1048576,3.20869,37
1230,1024,2,1,1,4,1,0,524288,2.941075,71
1231,1024,2,1,1,4,1,0,262144,3.554303,102
1232,1024,2,1,1,4,2,0,1048576,4.343028,42
1233,1024,2,1,1,4,2,0,524288,3.840389,56
1234,1024,2,1,1,4,2,0,262144,4.001346,118
1235,1024,2,1,1,4,4,0,1048576,4.068568,48
1236,1024,2,1,1,4,4,0,524288,3.333106,64
1237,1024,2,1,1,4,4,0,262144,4.200332,158
1238,1024,2,1,1,4,8,0,1048576,3.787445,43
1239,1024,2,1,1,4,8,0,524288,4.768538,86
1240,1024,2,1,1,4,8,0,262144,3.670278,103
1241,1024,2,1,1,4,16,0,1048576,3.748203,40
1242,1024,2,1,1,4,16,0,524288,3.694426,83
1243,1024,2,1,1,4,16,0,262144,3.590907,103
1244,1024,2,1,1,8,1,0,1048576,3.805443,44
1245,1024,2,1,1,8,1,0,524288,4.499908,80
1246,1024,2,1,1,8,1,0,262144,4.624121,150
1247,1024,2,1,1,8,2,0,1048576,4.195976,49
1248,1024,2,1,1,8,2,0,524288,3.662065,89
1249,1024,2,1,1,8,2,0,262144,3.66879,152
1250,1024,2,1,1,8,4,0,1048576,4.306518,47
1251,1024,2,1,1,8,4,0,524288,3.750201,70
1252,1024,2,1,1,8,4,0,262144,3.984588,133
1253,1024,2,1,1,8,8,0,1048576,4.749945,44
1254,1024,2,1,1,8,8,0,524288,4.095012,84
1255,1024,2,1,1,8,8,0,262144,3.31232,118
1256,1024,2,1,1,8,16,0,1048576,3.977436,38
1257,1024,2,1,1,8,16,0,524288,3.898367,67
1258,1024,2,1,1,8,16,0,262144,3.515731,99
1259,1024,2,1,1,16,1,0,1048576,8.107975,41
1260,1024,2,1,1,16,1,0,524288,8.552866,56
1261,1024,2,1,1,16,1,0,262144,7.044106,88
1262,1024,2,1,1,16,2,0,1048576,9.048287,30
1263,1024,2,1,1,16,2,0,524288,7.100235,60
1264,1024,2,1,1,16,2,0,262144,10.127613,95
1265,1024,2,1,1,16,4,0,1048576,7.745882,28
1266,1024,2,1,1,16,4,0,524288,9.492023,49
1267,1024,2,1,1,16,4,0,262144,9.216133,96
1268,1024,2,1,1,16,8,0,1048576,9.365642,34
1269,1024,2,1,1,16,8,0,524288,6.521362,49
1270,1024,2,1,1,16,8,0,262144,9.913007,93
1271,1024,2,1,1,16,16,0,1048576,9.586554,30
1272,1024,2,1,1,16,16,0,524288,9.050128,55
1273,1024,2,1,1,16,16,0,262144,8.895453,89
1274,1024,2,1,2,1,1,0,1048576,9.580494,36
1275,1024,2,1,2,1,1,0,524288,7.755945,65
1276,1024,2,1,2,1,1,0,262144,10.873151,101
1277,1024,2,1,2,1,2,0,1048576,12.95477,33
1278,1024,2,1,2,1,2,0,524288,7.287763,73
1279,1024,2,1,2,1,2,0,262144,8.163949,87
1280,1024,2,1,2,1,4,0,1048576,11.569063,42
1281,1024,2,1,2,1,4,0,524288,8.352912,101
1282,1024,2,1,2,1,4,0,262144,8.02117,98
1283,1024,2,1,2,1,8,0,1048576,9.559664,39
1284,1024,2,1,2,1,8,0,524288,11.65829,99
1285,1024,2,1,2,1,8,0,262144,7.064816,99
1286,1024,2,1,2,1,16,0,1048576,9.760197,39
1287,1024,2,1,2,1,16,0,524288,7.58834,77
1288,1024,2,1,2,1,16,0,262144,6.824899,99
1289,1024,2,1,2,2,1,0,1048576,9.312558,38
1290,1024,2,1,2,2,1,0,524288,8.819369,57
1291,1024,2,1,2,2,1,0,262144,14.031694,144
1292,1024,2,1,2,2,2,0,1048576,11.995436,43
1293,1024,2,1,2,2,2,0,524288,8.400565,61
1294,1024,2,1,2,2,2,0,262144,9.697877,128
1295,1024,2,1,2,2,4,0,1048576,10.374403,45
1296,1024,2,1,2,2,4,0,524288,9.756338,58
1297,1024,2,1,2,2,4,0,262144,9.005582,116
1298,1024,2,1,2,2,8,0,1048576,12.668494,49
1299,1024,2,1,2,2,8,0,524288,8.860895,50
1300,1024,2,1,2,2,8,0,262144,9.928634,121
1301,1024,2,1,2,2,16,0,1048576,10.190872,46
1302,1024,2,1,2,2,16,0,524288,9.924337,60
1303,1024,2,1,2,2,16,0,262144,8.782511,120
1304,1024,2,1,2,4,1,0,1048576,9.067391,41
1305,1024,2,1,2,4,1,0,524288,12.964467,58
1306,1024,2,1,2,4,1,0,262144,7.723238,99
1307,1024,2,1,2,4,2,0,1048576,12.352451,41
1308,1024,2,1,2,4,2,0,524288,10.701697,56
1309,1024,2,1,2,4,2,0,262144,9.701468,107
1310,1024,2,1,2,4,4,0,1048576,9.637433,38
1311,1024,2,1,2,4,4,0,524288,9.501252,72
1312,1024,2,1,2,4,4,0,262144,9.452367,100
1313,1024,2,1,2,4,8,0,1048576,10.549598,47
1314,1024,2,1,2,4,8,0,524288,9.19984,67
1315,1024,2,1,2,4,8,0,262144,11.123748,118
1316,1024,2,1,2,4,16,0,1048576,11.533192,48
1317,1024,2,1,2,4,16,0,524288,10.345323,66
1318,1024,2,1,2,4,16,0,262144,9.025833,111
1319,1024,2,1,2,8,1,0,1048576,9.200204,55
1320,1024,2,1,2,8,1,0,524288,7.346624,60
1321,1024,2,1,2,8,1,0,262144,8.864948,104
1322,1024,2,1,2,8,2,0,1048576,11.638712,39
1323,1024,2,1,2,8,2,0,524288,8.457339,73
1324,1024,2,1,2,8,2,0,262144,9.829917,107
1325,1024,2,1,2,8,4,0,1048576,9.019973,43
1326,1024,2,1,2,8,4,0,524288,10.727587,65
1327,1024,2,1,2,8,4,0,262144,8.84537,107
1328,1024,2,1,2,8,8,0,1048576,9.113165,48
1329,1024,2,1,2,8,8,0,524288,11.272253,89
1330,1024,2,1,2,8,8,0,262144,13.528718,119
1331,1024,2,1,2,8,16,0,1048576,10.059751,43
1332,1024,2,1,2,8,16,0,524288,9.556269,66
1333,1024,2,1,2,8,16,0,262144,11.872941,104
1334,1024,2,1,2,16,1,0,1048576,4.749582,32
1335,1024,2,1,2,16,1,0,524288,5.93644,83
1336,1024,2,1,2,16,1,0,262144,6.796482,158
1337,1024,2,1,2,16,2,0,1048576,6.488944,33
1338,1024,2,1,2,16,2,0,524288,5.344975,81
1339,1024,2,1,2,16,2,0,262144,10.010339,117
1340,1024,2,1,2,16,4,0,1048576,7.063126,36
1341,1024,2,1,2,16,4,0,524288,4.75596,76
1342,1024,2,1,2,16,4,0,262144,6.044318,123
1343,1024,2,1,2,16,8,0,1048576,5.03751,37
1344,1024,2,1,2,16,8,0,524288,6.013084,77
1345,1024,2,1,2,16,8,0,262144,5.633941,122
1346,1024,2,1,2,16,16,0,1048576,5.108027,38
1347,1024,2,1,2,16,16,0,524288,5.662686,72
1348,1024,2,1,2,16,16,0,262144,6.42803,120
1349,1024,2,1,4,1,1,0,1048576,6.81229,37
1350,1024,2,1,4,1,1,0,524288,5.644262,66
1351,1024,2,1,4,1,1,0,262144,7.566793,97
1352,1024,2,1,4,1,2,0,1048576,6.100726,33
1353,1024,2,1,4,1,2,0,524288,4.883322,63
1354,1024,2,1,4,1,2,0,262144,6.144123,106
1355,1024,2,1,4,1,4,0,1048576,6.81491,34
1356,1024,2,1,4,1,4,0,524288,4.890596,56
1357,1024,2,1,4,1,4,0,262144,7.185141,114
1358,1024,2,1,4,1,8,0,1048576,6.554472,37
1359,1024,2,1,4,1,8,0,524288,6.141727,64
1360,1024,2,1,4,1,8,0,262144,6.036391,130
1361,1024,2,1,4,1,16,0,1048576,8.676313,39
1362,1024,2,1,4,1,16,0,524288,5.494031,85
1363,1024,2,1,4,1,16,0,262144,6.454035,125
1364,1024,2,1,4,2,1,0,1048576,7.696843,41
1365,1024,2,1,4,2,1,0,524288,5.753219,61
1366,1024,2,1,4,2,1,0,262144,9.172261,105
1367,1024,2,1,4,2,2,0,1048576,8.452737,39
1368,1024,2,1,4,2,2,0,524288,7.155897,106
1369,1024,2,1,4,2,2,0,262144,5.60634,131
1370,1024,2,1,4,2,4,0,1048576,7.715081,40
1371,1024,2,1,4,2,4,0,524288,6.893916,62
1372,1024,2,1,4,2,8,0,1048576,8.400416,49
1373,1024,2,1,4,2,8,0,524288,7.834585,57
1374,1024,2,1,4,2,8,0,262144,6.947149,100
1375,1024,2,1,4,2,16,0,1048576,8.464,43
1376,1024,2,1,4,2,16,0,524288,6.563825,58
1377,1024,2,1,4,2,16,0,262144,6.25322,105
1378,1024,2,1,4,4,1,0,1048576,7.200021,48
1379,1024,2,1,4,4,1,0,524288,6.497309,56
1380,1024,2,1,4,4,1,0,262144,6.603714,114
1381,1024,2,1,4,4,2,0,1048576,6.57432,45
1382,1024,2,1,4,4,2,0,524288,6.552821,62
1383,1024,2,1,4,4,2,0,262144,5.662773,99
1384,1024,2,1,4,4,4,0,1048576,7.825655,46
1385,1024,2,1,4,4,4,0,524288,6.981664,58
1386,1024,2,1,4,4,4,0,262144,6.737415,107
1387,1024,2,1,4,4,8,0,1048576,6.308666,47
1388,1024,2,1,4,4,8,0,524288,6.829439,71
1389,1024,2,1,4,4,8,0,262144,6.667269,92
1390,1024,2,1,4,4,16,0,1048576,6.340576,45
1391,1024,2,1,4,4,16,0,524288,7.524446,67
1392,1024,2,1,4,4,16,0,262144,6.265198,91
1393,1024,2,1,4,8,1,0,1048576,3.80078,34
1394,1024,2,1,4,8,1,0,524288,3.339395,80
1395,1024,2,1,4,8,1,0,262144,4.118587,110
1396,1024,2,1,4,8,2,0,1048576,4.319701,41
1397,1024,2,1,4,8,2,0,524288,3.772749,73
1398,1024,2,1,4,8,2,0,262144,5.639027,96
1399,1024,2,1,4,8,4,0,1048576,4.137005,47
1400,1024,2,1,4,8,4,0,524288,4.881397,62
1401,1024,2,1,4,8,4,0,262144,10.587842,112
1402,1024,2,1,4,8,8,0,1048576,5.211513,36
1403,1024,2,1,4,8,8,0,524288,4.109853,58
1404,1024,2,1,4,8,8,0,262144,6.485761,114
1405,1024,2,1,4,8,16,0,1048576,5.128002,32
1406,1024,2,1,4,8,16,0,524288,4.111138,53
1407,1024,2,1,4,8,16,0,262144,7.617747,152
1408,1024,2,1,4,16,1,0,1048576,4.243884,44
1409,1024,2,1,4,16,1,0,524288,3.418965,65
1410,1024,2,1,4,16,1,0,262144,4.237164,104
1411,1024,2,1,4,16,2,0,1048576,5.541722,42
1412,1024,2,1,4,16,2,0,524288,5.730424,73
1413,1024,2,1,4,16,2,0,262144,5.56914,134
1414,1024,2,1,4,16,4,0,1048576,7.32367,53
1415,1024,2,1,4,16,4,0,524288,6.158382,87
1416,1024,2,1,4,16,4,0,262144,6.023858,139
1417,1024,2,1,4,16,8,0,1048576,5.770628,57
1418,1024,2,1,4,16,8,0,524288,7.747929,101
1419,1024,2,1,4,16,8,0,262144,6.966752,124
1420,1024,2,1,4,16,16,0,1048576,4.170637,39
1421,1024,2,1,4,16,16,0,524288,3.109431,85
1422,1024,2,1,4,16,16,0,262144,4.389975,152
1423,1024,2,1,8,1,1,0,1048576,4.652243,56
1424,1024,2,1,8,1,1,0,524288,5.412185,92
1425,1024,2,1,8,1,1,0,262144,5.001641,118
1426,1024,2,1,8,1,2,0,1048576,5.434426,56
1427,1024,2,1,8,1,2,0,524288,6.378521,96
1428,1024,2,1,8,1,2,0,262144,5.530179,133
1429,1024,2,1,8,1,4,0,1048576,3.892181,50
1430,1024,2,1,8,1,4,0,524288,3.53732,73
1431,1024,2,1,8,1,4,0,262144,4.440602,114
1432,1024,2,1,8,1,8,0,1048576,7.715735,62
1433,1024,2,1,8,1,8,0,524288,7.850271,92
1434,1024,2,1,8,1,8,0,262144,7.216029,143
1435,1024,2,1,8,1,16,0,1048576,6.483559,67
1436,1024,2,1,8,1,16,0,524288,7.481546,93
1437,1024,2,1,8,1,16,0,262144,7.39418,142
1438,1024,2,1,8,2,1,0,1048576,3.20869,37
1439,1024,2,1,8,2,1,0,524288,2.941075,71
1440,1024,2,1,8,2,1,0,262144,3.554303,102
1441,1024,2,1,8,2,2,0,524288,3.840389,56
1442,1024,2,1,8,2,2,0,262144,4.001346,118
1443,1024,2,1,8,2,4,0,1048576,4.068568,48
1444,1024,2,1,8,2,4,0,524288,3.333106,64
1445,1024,2,1,8,2,4,0,262144,4.200332,158
1446,1024,2,1,8,2,8,0,1048576,3.787445,43
1447,1024,2,1,8,2,8,0,524288,4.768538,86
1448,1024,2,1,8,2,8,0,262144,3.670278,103
1449,1024,2,1,8,2,16,0,1048576,5.046898,41
1450,1024,2,1,8,2,16,0,524288,2.539582,81
1451,1024,2,1,8,2,16,0,262144,3.119021,136
1452,1024,2,1,8,4,1,0,1048576,5.812616,67
1453,1024,2,1,8,4,1,0,524288,7.252361,118
1454,1024,2,1,8,4,1,0,262144,6.566365,176
1455,1024,2,1,8,4,2,0,1048576,3.344718,47
1456,1024,2,1,8,4,2,0,524288,3.936227,92
1457,1024,2,1,8,4,2,0,262144,3.903963,143
1458,1024,2,1,8,4,4,0,1048576,5.801055,75
1459,1024,2,1,8,4,4,0,524288,6.210375,123
1460,1024,2,1,8,4,4,0,262144,7.558309,171
1461,1024,2,1,8,4,8,0,1048576,4.017573,45
1462,1024,2,1,8,4,8,0,524288,4.365817,87
1463,1024,2,1,8,4,8,0,262144,5.277435,151
1464,1024,2,1,8,4,16,0,1048576,5.886698,66
1465,1024,2,1,8,4,16,0,524288,8.371252,103
1466,1024,2,1,8,4,16,0,262144,6.392079,174
1467,1024,2,1,8,8,1,0,1048576,8.107975,41
1468,1024,2,1,8,8,1,0,524288,8.552866,56
1469,1024,2,1,8,8,1,0,262144,7.044106,88
1470,1024,2,1,8,8,2,0,1048576,9.048287,30
1471,1024,2,1,8,8,2,0,524288,7.100235,60
1472,1024,2,1,8,8,2,0,262144,10.127613,95
1473,1024,2,1,8,8,4,0,1048576,7.745882,28
1474,1024,2,1,8,8,4,0,524288,9.492023,49
1475,1024,2,1,8,8,4,0,262144,9.216133,96
1476,1024,2,1,8,8,8,0,1048576,9.365642,34
1477,1024,2,1,8,8,8,0,524288,6.521362,49
1478,1024,2,1,8,8,8,0,262144,9.913007,93
1479,1024,2,1,8,8,16,0,1048576,9.586554,30
1480,1024,2,1,8,8,16,0,524288,9.050128,55
1481,1024,2,1,8,8,16,0,262144,8.895453,89
1482,1024,2,1,8,16,1,0,1048576,9.580494,36
1483,1024,2,1,8,16,1,0,524288,7.755945,65
1484,1024,2,1,8,16,1,0,262144,10.873151,101
1485,1024,2,1,8,16,2,0,1048576,12.95477,33
1486,1024,2,1,8,16,2,0,524288,7.287763,73
1487,1024,2,1,8,16,2,0,262144,8.163949,87
1488,1024,2,1,8,16,4,0,1048576,11.569063,42
1489,1024,2,1,8,16,4,0,524288,8.352912,101
1490,1024,2,1,8,16,4,0,262144,8.02117,98
1491,1024,2,1,8,16,8,0,1048576,9.559664,39
1492,1024,2,1,8,16,8,0,524288,11.65829,99
1493,1024,2,1,8,16,8,0,262144,7.064816,99
