n,knob_UNROLL_F,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_array_part1,knob_array_part2,knob_I_B,obj1,obj2
2001,16,3,4,4,512,1,0,3.4E-05,163
2002,16,3,4,4,512,2,0,3.4E-05,163
2003,16,3,4,4,512,4,0,3.9E-05,165
2004,16,3,4,4,512,8,0,3.9E-05,165
2005,16,3,4,4,512,16,0,3.9E-05,165
2006,16,3,4,4,256,1,0,4E-05,251
2007,16,3,4,4,256,2,0,4E-05,251
2008,16,3,4,4,256,4,0,4E-05,303
2009,16,3,4,4,256,8,0,4E-05,303
2010,16,3,4,4,256,16,0,4E-05,303
2011,16,3,4,4,128,1,0,3.8E-05,390
2012,16,3,4,4,128,2,0,3.8E-05,390
2013,16,3,4,4,128,4,0,4.5E-05,449
2014,16,3,4,4,128,8,0,4.5E-05,449
2015,16,3,4,4,128,16,0,4.5E-05,449
2016,32,1,1,1,512,1,0,0.000146,119
2017,32,1,1,1,512,2,0,0.000147,113
2018,32,1,1,1,512,4,0,0.000153,93
2019,32,1,1,1,512,8,0,0.000153,93
2020,32,1,1,1,512,16,0,0.000153,93
2021,32,1,1,1,512,32,0,0.000153,93
2022,32,1,1,1,256,1,0,0.000175,178
2023,32,1,1,1,256,2,0,0.000171,171
2024,32,1,1,1,256,4,0,0.000146,131
2025,32,1,1,1,256,8,0,0.000146,131
2026,32,1,1,1,256,16,0,0.000146,131
2027,32,1,1,1,256,32,0,0.000146,131
2028,32,1,1,1,128,1,0,0.000226,236
2029,32,1,1,1,128,2,0,0.000204,262
2030,32,1,1,1,128,4,0,0.000204,193
2031,32,1,1,1,128,8,0,0.000204,193
2032,32,1,1,1,128,16,0,0.000204,193
2033,32,1,1,1,128,32,0,0.000204,193
2034,32,1,1,2,512,1,0,0.00015,121
2035,32,1,1,2,512,2,0,0.00015,121
2036,32,1,1,2,512,4,0,0.000164,103
2037,32,1,1,2,512,8,0,0.000164,103
2038,32,1,1,2,512,16,0,0.000164,103
2039,32,1,1,2,512,32,0,0.000164,103
2040,32,1,1,2,256,1,0,0.00018,193
2041,32,1,1,2,256,2,0,0.00018,193
2042,32,1,1,2,256,4,0,0.000173,183
2043,32,1,1,2,256,8,0,0.000173,183
2044,32,1,1,2,256,16,0,0.000173,183
2045,32,1,1,2,256,32,0,0.000173,183
2046,32,1,1,2,128,1,0,0.000171,202
2047,32,1,1,2,128,2,0,0.000171,202
2048,32,1,1,2,128,4,0,0.000166,205
2049,32,1,1,2,128,8,0,0.000166,205
2050,32,1,1,2,128,16,0,0.000166,205
2051,32,1,1,2,128,32,0,0.000166,205
2052,32,1,1,3,512,1,0,0.000246,148
2053,32,1,1,3,512,2,0,0.000246,148
2054,32,1,1,3,512,4,0,0.000256,131
2055,32,1,1,3,512,8,0,0.000256,131
2056,32,1,1,3,512,16,0,0.000256,131
2057,32,1,1,3,512,32,0,0.000256,131
2058,32,1,1,3,256,1,0,0.000253,220
2059,32,1,1,3,256,2,0,0.000253,220
2060,32,1,1,3,256,4,0,0.000255,171
2061,32,1,1,3,256,8,0,0.000255,171
2062,32,1,1,3,256,16,0,0.000255,171
2063,32,1,1,3,256,32,0,0.000255,171
2064,32,1,1,3,128,1,0,0.000286,315
2065,32,1,1,3,128,2,0,0.000277,284
2066,32,1,1,3,128,4,0,0.000261,256
2067,32,1,1,3,128,8,0,0.000261,256
2068,32,1,1,3,128,16,0,0.000261,256
2069,32,1,1,3,128,32,0,0.000261,256
2070,32,1,1,4,512,1,0,3.9E-05,91
2071,32,1,1,4,512,2,0,3.9E-05,91
2072,32,1,1,4,512,4,0,4.8E-05,107
2073,32,1,1,4,512,8,0,4.8E-05,107
2074,32,1,1,4,512,16,0,4.8E-05,107
2075,32,1,1,4,512,32,0,4.8E-05,107
2076,32,1,1,4,256,1,0,3.7E-05,150
2077,32,1,1,4,256,2,0,3.7E-05,150
2078,32,1,1,4,256,4,0,5.1E-05,187
2079,32,1,1,4,256,8,0,5.1E-05,187
2080,32,1,1,4,256,16,0,5.1E-05,187
2081,32,1,1,4,256,32,0,5.1E-05,187
2082,32,1,1,4,128,1,0,4.4E-05,226
2083,32,1,1,4,128,2,0,4.6E-05,222
2084,32,1,1,4,128,4,0,5.9E-05,287
2085,32,1,1,4,128,8,0,5.9E-05,287
2086,32,1,1,4,128,16,0,5.9E-05,287
2087,32,1,1,4,128,32,0,5.9E-05,287
2088,32,1,2,1,512,1,0,0.000142,120
2089,32,1,2,1,512,2,0,0.000147,113
2090,32,1,2,1,512,4,0,0.000153,93
2091,32,1,2,1,512,8,0,0.000153,93
2092,32,1,2,1,512,16,0,0.000153,93
2093,32,1,2,1,512,32,0,0.000153,93
2094,32,1,2,1,256,1,0,0.000175,178
2095,32,1,2,1,256,2,0,0.000171,171
2096,32,1,2,1,256,4,0,0.000146,131
2097,32,1,2,1,256,8,0,0.000146,131
2098,32,1,2,1,256,16,0,0.000146,131
2099,32,1,2,1,256,32,0,0.000146,131
2100,32,1,2,1,128,1,0,0.000226,236
2101,32,1,2,1,128,2,0,0.000204,262
2102,32,1,2,1,128,4,0,0.000204,193
2103,32,1,2,1,128,8,0,0.000204,193
2104,32,1,2,1,128,16,0,0.000204,193
2105,32,1,2,1,128,32,0,0.000204,193
2106,32,1,2,2,512,1,0,0.00015,121
2107,32,1,2,2,512,2,0,0.00015,121
2108,32,1,2,2,512,4,0,0.000164,103
2109,32,1,2,2,512,8,0,0.000164,103
2110,32,1,2,2,512,16,0,0.000164,103
2111,32,1,2,2,512,32,0,0.000164,103
2112,32,1,2,2,256,1,0,0.00018,193
2113,32,1,2,2,256,2,0,0.00018,193
2114,32,1,2,2,256,4,0,0.000173,183
2115,32,1,2,2,256,8,0,0.000173,183
2116,32,1,2,2,256,16,0,0.000173,183
2117,32,1,2,2,256,32,0,0.000173,183
2118,32,1,2,2,128,1,0,0.000171,202
2119,32,1,2,2,128,2,0,0.000171,202
2120,32,1,2,2,128,4,0,0.000166,205
2121,32,1,2,2,128,8,0,0.000166,205
2122,32,1,2,2,128,16,0,0.000166,205
2123,32,1,2,2,128,32,0,0.000166,205
2124,32,1,2,3,512,1,0,0.000246,148
2125,32,1,2,3,512,2,0,0.000246,148
2126,32,1,2,3,512,4,0,0.000256,131
2127,32,1,2,3,512,8,0,0.000256,131
2128,32,1,2,3,512,16,0,0.000256,131
2129,32,1,2,3,512,32,0,0.000256,131
2130,32,1,2,3,256,1,0,0.000253,220
2131,32,1,2,3,256,2,0,0.000253,220
2132,32,1,2,3,256,4,0,0.000253,171
2133,32,1,2,3,256,8,0,0.000255,171
2134,32,1,2,3,256,16,0,0.000255,171
2135,32,1,2,3,256,32,0,0.000255,171
2136,32,1,2,3,128,1,0,0.000286,315
2137,32,1,2,3,128,2,0,0.000277,284
2138,32,1,2,3,128,4,0,0.000261,256
2139,32,1,2,3,128,8,0,0.000261,256
2140,32,1,2,3,128,16,0,0.000261,256
2141,32,1,2,3,128,32,0,0.000261,256
2142,32,1,2,4,512,1,0,3.9E-05,91
2143,32,1,2,4,512,2,0,3.9E-05,91
2144,32,1,2,4,512,4,0,4.8E-05,107
2145,32,1,2,4,512,8,0,4.8E-05,107
2146,32,1,2,4,512,16,0,4.8E-05,107
2147,32,1,2,4,512,32,0,4.8E-05,107
2148,32,1,2,4,256,1,0,3.7E-05,150
2149,32,1,2,4,256,2,0,3.8E-05,154
2150,32,1,2,4,256,4,0,5.1E-05,187
2151,32,1,2,4,256,8,0,5.1E-05,187
2152,32,1,2,4,256,16,0,5.1E-05,187
2153,32,1,2,4,256,32,0,5.1E-05,187
2154,32,1,2,4,128,1,0,4.6E-05,222
2155,32,1,2,4,128,2,0,4.6E-05,222
2156,32,1,2,4,128,4,0,5.9E-05,287
2157,32,1,2,4,128,8,0,5.9E-05,287
2158,32,1,2,4,128,16,0,5.9E-05,287
2159,32,1,2,4,128,32,0,5.9E-05,287
2160,32,1,3,1,512,1,0,0.000146,119
2161,32,1,3,1,512,2,0,0.000147,113
2162,32,1,3,1,512,4,0,0.000153,93
2163,32,1,3,1,512,8,0,0.000153,93
2164,32,1,3,1,512,16,0,0.000153,93
2165,32,1,3,1,512,32,0,0.000153,93
2166,32,1,3,1,256,1,0,0.000175,178
2167,32,1,3,1,256,2,0,0.000171,171
2168,32,1,3,1,256,4,0,0.000146,131
2169,32,1,3,1,256,8,0,0.000146,131
2170,32,1,3,1,256,16,0,0.000146,131
2171,32,1,3,1,256,32,0,0.000146,131
2172,32,1,3,1,128,1,0,0.000226,236
2173,32,1,3,1,128,2,0,0.000198,257
2174,32,1,3,1,128,4,0,0.000204,193
2175,32,1,3,1,128,8,0,0.000204,193
2176,32,1,3,1,128,16,0,0.000204,193
2177,32,1,3,1,128,32,0,0.000204,193
2178,32,1,3,2,512,1,0,0.00015,121
2179,32,1,3,2,512,2,0,0.00015,121
2180,32,1,3,2,512,4,0,0.000164,103
2181,32,1,3,2,512,8,0,0.000164,103
2182,32,1,3,2,512,16,0,0.000164,103
2183,32,1,3,2,512,32,0,0.000164,103
2184,32,1,3,2,256,1,0,0.00018,193
2185,32,1,3,2,256,2,0,0.00018,193
2186,32,1,3,2,256,4,0,0.000173,183
2187,32,1,3,2,256,8,0,0.000173,183
2188,32,1,3,2,256,16,0,0.000173,183
2189,32,1,3,2,256,32,0,0.000173,183
2190,32,1,3,2,128,1,0,0.000171,202
2191,32,1,3,2,128,2,0,0.000171,202
2192,32,1,3,2,128,4,0,0.000166,205
2193,32,1,3,2,128,8,0,0.000166,205
2194,32,1,3,2,128,16,0,0.000166,205
2195,32,1,3,2,128,32,0,0.000166,205
2196,32,1,3,3,512,1,0,0.000246,148
2197,32,1,3,3,512,2,0,0.000246,148
2198,32,1,3,3,512,4,0,0.000256,131
2199,32,1,3,3,512,8,0,0.000256,131
2200,32,1,3,3,512,16,0,0.000256,131
2201,32,1,3,3,512,32,0,0.000256,131
2202,32,1,3,3,256,1,0,0.000253,220
2203,32,1,3,3,256,2,0,0.000253,220
2204,32,1,3,3,256,4,0,0.000255,171
2205,32,1,3,3,256,8,0,0.000255,171
2206,32,1,3,3,256,16,0,0.000255,171
2207,32,1,3,3,256,32,0,0.000255,171
2208,32,1,3,3,128,1,0,0.000286,315
2209,32,1,3,3,128,2,0,0.000277,284
2210,32,1,3,3,128,4,0,0.000261,256
2211,32,1,3,3,128,8,0,0.000261,256
2212,32,1,3,3,128,16,0,0.000263,268
2213,32,1,3,3,128,32,0,0.000261,256
2214,32,1,3,4,512,1,0,3.9E-05,91
2215,32,1,3,4,512,2,0,3.9E-05,91
2216,32,1,3,4,512,4,0,4.8E-05,107
2217,32,1,3,4,512,8,0,4.8E-05,107
2218,32,1,3,4,512,16,0,4.8E-05,107
2219,32,1,3,4,512,32,0,4.8E-05,107
2220,32,1,3,4,256,1,0,3.7E-05,150
2221,32,1,3,4,256,2,0,3.7E-05,150
2222,32,1,3,4,256,4,0,5.1E-05,187
2223,32,1,3,4,256,8,0,5.1E-05,187
2224,32,1,3,4,256,16,0,5.1E-05,187
2225,32,1,3,4,256,32,0,5.1E-05,187
2226,32,1,3,4,128,1,0,4.6E-05,222
2227,32,1,3,4,128,2,0,4.6E-05,222
2228,32,1,3,4,128,4,0,5.9E-05,287
2229,32,1,3,4,128,8,0,5.9E-05,287
2230,32,1,3,4,128,16,0,5.9E-05,287
2231,32,1,3,4,128,32,0,5.9E-05,287
2232,32,1,4,1,512,1,0,0.000146,119
2233,32,1,4,1,512,2,0,0.000147,113
2234,32,1,4,1,512,4,0,0.000153,93
2235,32,1,4,1,512,8,0,0.000153,93
2236,32,1,4,1,512,16,0,0.000143,92
2237,32,1,4,1,512,32,0,0.000153,93
2238,32,1,4,1,256,1,0,0.000175,178
2239,32,1,4,1,256,2,0,0.000171,171
2240,32,1,4,1,256,4,0,0.000146,131
2241,32,1,4,1,256,8,0,0.000146,131
2242,32,1,4,1,256,16,0,0.000146,131
2243,32,1,4,1,256,32,0,0.000146,131
2244,32,1,4,1,128,1,0,0.000226,236
2245,32,1,4,1,128,2,0,0.000204,262
2246,32,1,4,1,128,4,0,0.000204,193
2247,32,1,4,1,128,8,0,0.000204,193
2248,32,1,4,1,128,16,0,0.000204,193
2249,32,1,4,1,128,32,0,0.000204,193
2250,32,1,4,2,512,1,0,0.00015,121
2251,32,1,4,2,512,2,0,0.00015,121
2252,32,1,4,2,512,4,0,0.000164,103
2253,32,1,4,2,512,8,0,0.000164,103
2254,32,1,4,2,512,16,0,0.000164,103
2255,32,1,4,2,512,32,0,0.000164,103
2256,32,1,4,2,256,1,0,0.00018,193
2257,32,1,4,2,256,2,0,0.00018,193
2258,32,1,4,2,256,4,0,0.000173,183
2259,32,1,4,2,256,8,0,0.000173,183
2260,32,1,4,2,256,16,0,0.000173,183
2261,32,1,4,2,256,32,0,0.000173,183
2262,32,1,4,2,128,1,0,0.000171,202
2263,32,1,4,2,128,2,0,0.000171,202
2264,32,1,4,2,128,4,0,0.000166,205
2265,32,1,4,2,128,8,0,0.000166,205
2266,32,1,4,2,128,16,0,0.000166,205
2267,32,1,4,2,128,32,0,0.000166,205
2268,32,1,4,3,512,1,0,0.000246,148
2269,32,1,4,3,512,2,0,0.000246,148
2270,32,1,4,3,512,4,0,0.000256,131
2271,32,1,4,3,512,8,0,0.000256,131
2272,32,1,4,3,512,16,0,0.000256,131
2273,32,1,4,3,512,32,0,0.000256,131
2274,32,1,4,3,256,1,0,0.000253,220
2275,32,1,4,3,256,2,0,0.000253,220
2276,32,1,4,3,256,4,0,0.000255,171
2277,32,1,4,3,256,8,0,0.000255,171
2278,32,1,4,3,256,16,0,0.000255,171
2279,32,1,4,3,256,32,0,0.000255,171
2280,32,1,4,3,128,1,0,0.000286,315
2281,32,1,4,3,128,2,0,0.000277,284
2282,32,1,4,3,128,4,0,0.000261,256
2283,32,1,4,3,128,8,0,0.000261,256
2284,32,1,4,3,128,16,0,0.000261,256
2285,32,1,4,3,128,32,0,0.000261,256
2286,32,1,4,4,512,1,0,3.9E-05,91
2287,32,1,4,4,512,2,0,3.9E-05,91
2288,32,1,4,4,512,4,0,4.8E-05,107
2289,32,1,4,4,512,8,0,4.8E-05,107
2290,32,1,4,4,512,16,0,4.8E-05,107
2291,32,1,4,4,512,32,0,4.8E-05,107
2292,32,1,4,4,256,1,0,3.7E-05,150
2293,32,1,4,4,256,2,0,3.7E-05,150
2294,32,1,4,4,256,4,0,5.1E-05,187
2295,32,1,4,4,256,8,0,5.1E-05,187
2296,32,1,4,4,256,16,0,5.1E-05,187
2297,32,1,4,4,256,32,0,5.1E-05,187
2298,32,1,4,4,128,1,0,4.6E-05,222
2299,32,1,4,4,128,2,0,4.6E-05,222
2300,32,1,4,4,128,4,0,5.9E-05,287
2301,32,1,4,4,128,8,0,5.9E-05,287
2302,32,1,4,4,128,16,0,5.9E-05,287
2303,32,1,4,4,128,32,0,5.9E-05,287
2304,32,2,1,1,512,1,0,0.000148,142
2305,32,2,1,1,512,2,0,0.000144,146
2306,32,2,1,1,512,4,0,0.000158,118
2307,32,2,1,1,512,8,0,0.000158,118
2308,32,2,1,1,512,16,0,0.000158,118
2309,32,2,1,1,512,32,0,0.000158,118
2310,32,2,1,1,256,1,0,0.000153,204
2311,32,2,1,1,256,2,0,0.000145,201
2312,32,2,1,1,256,4,0,0.000137,137
2313,32,2,1,1,256,8,0,0.000137,137
2314,32,2,1,1,256,16,0,0.000137,137
2315,32,2,1,1,256,32,0,0.000137,137
2316,32,2,1,1,128,1,0,0.000176,252
2317,32,2,1,1,128,2,0,0.000174,280
2318,32,2,1,1,128,4,0,0.000158,233
2319,32,2,1,1,128,8,0,0.000158,233
2320,32,2,1,1,128,16,0,0.000158,233
2321,32,2,1,1,128,32,0,0.000158,233
2322,32,2,1,2,512,1,0,0.000146,129
2323,32,2,1,2,512,2,0,0.000147,130
2324,32,2,1,2,512,4,0,0.00015,115
2325,32,2,1,2,512,8,0,0.00015,115
2326,32,2,1,2,512,16,0,0.00015,115
2327,32,2,1,2,512,32,0,0.00015,115
2328,32,2,1,2,256,1,0,0.000138,196
2329,32,2,1,2,256,2,0,0.000138,196
2330,32,2,1,2,256,4,0,0.000159,201
2331,32,2,1,2,256,8,0,0.000159,201
2332,32,2,1,2,256,16,0,0.000159,201
2333,32,2,1,2,256,32,0,0.000159,201
2334,32,2,1,2,128,1,0,0.000159,248
2335,32,2,1,2,128,2,0,0.000159,248
2336,32,2,1,2,128,4,0,0.000158,279
2337,32,2,1,2,128,8,0,0.000158,279
2338,32,2,1,2,128,16,0,0.000158,279
2339,32,2,1,2,128,32,0,0.000158,279
2340,32,2,1,3,512,1,0,0.000243,174
2341,32,2,1,3,512,2,0,0.000243,174
2342,32,2,1,3,512,4,0,0.000246,139
2343,32,2,1,3,512,8,0,0.000246,139
2344,32,2,1,3,512,16,0,0.000246,139
2345,32,2,1,3,512,32,0,0.000246,139
2346,32,2,1,3,256,1,0,0.000261,255
2347,32,2,1,3,256,2,0,0.000261,255
2348,32,2,1,3,256,4,0,0.00025,198
2349,32,2,1,3,256,8,0,0.00025,198
2350,32,2,1,3,256,16,0,0.00025,198
2351,32,2,1,3,256,32,0,0.00025,198
2352,32,2,1,3,128,1,0,0.000273,295
2353,32,2,1,3,128,2,0,0.000262,275
2354,32,2,1,3,128,4,0,0.000264,269
2355,32,2,1,3,128,8,0,0.000262,270
2356,32,2,1,3,128,16,0,0.000262,270
2357,32,2,1,3,128,32,0,0.000262,270
2358,32,2,1,4,512,1,0,3.7E-05,147
2359,32,2,1,4,512,2,0,3.7E-05,147
2360,32,2,1,4,512,4,0,4E-05,152
2361,32,2,1,4,512,8,0,4E-05,152
2362,32,2,1,4,512,16,0,4E-05,152
2363,32,2,1,4,512,32,0,4E-05,152
2364,32,2,1,4,256,1,0,3.6E-05,238
2365,32,2,1,4,256,2,0,3.6E-05,238
2366,32,2,1,4,256,4,0,4.2E-05,261
2367,32,2,1,4,256,8,0,4.2E-05,261
2368,32,2,1,4,256,16,0,4.2E-05,261
2369,32,2,1,4,256,32,0,4.2E-05,261
2370,32,2,1,4,128,1,0,4E-05,325
2371,32,2,1,4,128,2,0,4E-05,325
2372,32,2,1,4,128,4,0,4.4E-05,348
2373,32,2,1,4,128,8,0,4.4E-05,348
2374,32,2,1,4,128,16,0,4.4E-05,348
2375,32,2,1,4,128,32,0,4.4E-05,348
2376,32,2,2,1,512,1,0,0.000148,142
2377,32,2,2,1,512,2,0,0.000144,146
2378,32,2,2,1,512,4,0,0.000158,118
2379,32,2,2,1,512,8,0,0.000158,118
2380,32,2,2,1,512,16,0,0.000158,118
2381,32,2,2,1,512,32,0,0.000158,118
2382,32,2,2,1,256,1,0,0.000153,204
2383,32,2,2,1,256,2,0,0.000145,201
2384,32,2,2,1,256,4,0,0.000137,137
2385,32,2,2,1,256,8,0,0.000137,137
2386,32,2,2,1,256,16,0,0.000137,137
2387,32,2,2,1,256,32,0,0.000137,137
2388,32,2,2,1,128,1,0,0.000176,252
2389,32,2,2,1,128,2,0,0.000174,280
2390,32,2,2,1,128,4,0,0.000158,233
2391,32,2,2,1,128,8,0,0.000158,233
2392,32,2,2,1,128,16,0,0.000158,233
2393,32,2,2,1,128,32,0,0.000158,233
2394,32,2,2,2,512,1,0,0.000146,129
2395,32,2,2,2,512,2,0,0.000146,129
2396,32,2,2,2,512,4,0,0.00015,115
2397,32,2,2,2,512,8,0,0.00015,115
2398,32,2,2,2,512,16,0,0.00015,115
2399,32,2,2,2,512,32,0,0.00015,115
2400,32,2,2,2,256,1,0,0.000138,196
2401,32,2,2,2,256,2,0,0.000138,196
2402,32,2,2,2,256,4,0,0.000159,201
2403,32,2,2,2,256,8,0,0.000159,201
2404,32,2,2,2,256,16,0,0.000159,201
2405,32,2,2,2,256,32,0,0.000159,201
2406,32,2,2,2,128,1,0,0.000159,248
2407,32,2,2,2,128,2,0,0.000159,248
2408,32,2,2,2,128,4,0,0.000158,279
2409,32,2,2,2,128,8,0,0.000158,279
2410,32,2,2,2,128,16,0,0.000158,279
2411,32,2,2,2,128,32,0,0.000158,279
2412,32,2,2,3,512,1,0,0.000243,174
2413,32,2,2,3,512,2,0,0.000243,174
2414,32,2,2,3,512,4,0,0.000246,139
2415,32,2,2,3,512,8,0,0.000246,139
2416,32,2,2,3,512,16,0,0.000246,139
2417,32,2,2,3,512,32,0,0.000246,139
2418,32,2,2,3,256,1,0,0.000261,255
2419,32,2,2,3,256,2,0,0.000261,255
2420,32,2,2,3,256,4,0,0.00025,198
2421,32,2,2,3,256,8,0,0.00025,198
2422,32,2,2,3,256,16,0,0.00025,198
2423,32,2,2,3,256,32,0,0.00025,198
2424,32,2,2,3,128,1,0,0.000273,295
2425,32,2,2,3,128,2,0,0.000262,275
2426,32,2,2,3,128,4,0,0.000262,270
2427,32,2,2,3,128,8,0,0.000262,270
2428,32,2,2,3,128,16,0,0.000262,270
2429,32,2,2,3,128,32,0,0.000262,270
2430,32,2,2,4,512,1,0,3.7E-05,147
2431,32,2,2,4,512,2,0,3.7E-05,147
2432,32,2,2,4,512,4,0,4E-05,152
2433,32,2,2,4,512,8,0,4E-05,152
2434,32,2,2,4,512,16,0,4E-05,152
2435,32,2,2,4,512,32,0,4E-05,152
2436,32,2,2,4,256,1,0,3.6E-05,238
2437,32,2,2,4,256,2,0,3.6E-05,238
2438,32,2,2,4,256,4,0,4.2E-05,261
2439,32,2,2,4,256,8,0,4.2E-05,261
2440,32,2,2,4,256,16,0,4.2E-05,261
2441,32,2,2,4,256,32,0,4.2E-05,261
2442,32,2,2,4,128,1,0,4E-05,325
2443,32,2,2,4,128,2,0,4E-05,325
2444,32,2,2,4,128,4,0,4.4E-05,348
2445,32,2,2,4,128,8,0,4.4E-05,348
2446,32,2,2,4,128,16,0,4.4E-05,348
2447,32,2,2,4,128,32,0,4.4E-05,348
2448,32,2,3,1,512,1,0,0.000148,142
2449,32,2,3,1,512,2,0,0.000144,146
2450,32,2,3,1,512,4,0,0.000158,118
2451,32,2,3,1,512,8,0,0.000158,118
2452,32,2,3,1,512,16,0,0.000158,118
2453,32,2,3,1,512,32,0,0.000158,118
2454,32,2,3,1,256,1,0,0.000153,204
2455,32,2,3,1,256,2,0,0.000145,201
2456,32,2,3,1,256,4,0,0.000137,137
2457,32,2,3,1,256,8,0,0.000137,137
2458,32,2,3,1,256,16,0,0.000137,137
2459,32,2,3,1,256,32,0,0.000137,137
2460,32,2,3,1,128,1,0,0.000176,252
2461,32,2,3,1,128,2,0,0.000174,280
2462,32,2,3,1,128,4,0,0.000158,233
2463,32,2,3,1,128,8,0,0.000158,233
2464,32,2,3,1,128,16,0,0.000158,233
2465,32,2,3,1,128,32,0,0.000158,233
2466,32,2,3,2,512,1,0,0.000146,129
2467,32,2,3,2,512,2,0,0.000146,129
2468,32,2,3,2,512,4,0,0.00015,115
2469,32,2,3,2,512,8,0,0.00015,115
2470,32,2,3,2,512,16,0,0.00015,115
2471,32,2,3,2,512,32,0,0.00015,115
2472,32,2,3,2,256,1,0,0.000138,196
2473,32,2,3,2,256,2,0,0.000138,196
2474,32,2,3,2,256,4,0,0.000159,201
2475,32,2,3,2,256,8,0,0.000159,201
2476,32,2,3,2,256,16,0,0.000159,201
2477,32,2,3,2,256,32,0,0.000159,201
2478,32,2,3,2,128,1,0,0.000159,248
2479,32,2,3,2,128,2,0,0.000159,248
2480,32,2,3,2,128,4,0,0.000158,279
2481,32,2,3,2,128,8,0,0.000158,279
2482,32,2,3,2,128,16,0,0.000158,279
2483,32,2,3,2,128,32,0,0.000158,279
2484,32,2,3,3,512,1,0,0.000243,174
2485,32,2,3,3,512,2,0,0.000243,174
2486,32,2,3,3,512,4,0,0.000246,139
2487,32,2,3,3,512,8,0,0.000246,139
2488,32,2,3,3,512,16,0,0.000246,139
2489,32,2,3,3,512,32,0,0.000246,139
2490,32,2,3,3,256,1,0,0.000261,255
2491,32,2,3,3,256,2,0,0.000261,255
2492,32,2,3,3,256,4,0,0.00025,198
2493,32,2,3,3,256,8,0,0.00025,198
2494,32,2,3,3,256,16,0,0.00025,198
2495,32,2,3,3,256,32,0,0.00025,198
2496,32,2,3,3,128,1,0,0.000273,295
2497,32,2,3,3,128,2,0,0.000262,275
2498,32,2,3,3,128,4,0,0.000262,270
2499,32,2,3,3,128,8,0,0.000262,270
2500,32,2,3,3,128,16,0,0.000262,270
2501,32,2,3,3,128,32,0,0.000262,270
2502,32,2,3,4,512,1,0,3.6E-05,150
2503,32,2,3,4,512,2,0,3.7E-05,147
2504,32,2,3,4,512,4,0,4E-05,152
2505,32,2,3,4,512,8,0,4E-05,152
2506,32,2,3,4,512,16,0,4E-05,152
2507,32,2,3,4,512,32,0,4E-05,152
2508,32,2,3,4,256,1,0,3.6E-05,238
2509,32,2,3,4,256,2,0,3.6E-05,238
2510,32,2,3,4,256,4,0,4.2E-05,261
2511,32,2,3,4,256,8,0,4.2E-05,261
2512,32,2,3,4,256,16,0,4.2E-05,261
2513,32,2,3,4,256,32,0,4.2E-05,261
2514,32,2,3,4,128,1,0,4E-05,325
2515,32,2,3,4,128,2,0,4E-05,325
2516,32,2,3,4,128,4,0,4.4E-05,348
2517,32,2,3,4,128,8,0,4.4E-05,348
2518,32,2,3,4,128,16,0,4.4E-05,348
2519,32,2,3,4,128,32,0,4.4E-05,348
2520,32,2,4,1,512,1,0,0.000148,142
2521,32,2,4,1,512,2,0,0.000144,146
2522,32,2,4,1,512,4,0,0.000158,118
2523,32,2,4,1,512,8,0,0.000158,118
2524,32,2,4,1,512,16,0,0.000158,118
2525,32,2,4,1,512,32,0,0.000158,118
2526,32,2,4,1,256,1,0,0.000153,204
2527,32,2,4,1,256,2,0,0.000145,201
2528,32,2,4,1,256,4,0,0.000137,137
2529,32,2,4,1,256,8,0,0.000137,137
2530,32,2,4,1,256,16,0,0.000137,137
2531,32,2,4,1,256,32,0,0.000137,137
2532,32,2,4,1,128,1,0,0.000176,252
2533,32,2,4,1,128,2,0,0.000174,280
2534,32,2,4,1,128,4,0,0.000158,233
2535,32,2,4,1,128,8,0,0.000158,233
2536,32,2,4,1,128,16,0,0.000158,233
2537,32,2,4,1,128,32,0,0.000158,233
2538,32,2,4,2,512,1,0,0.000146,129
2539,32,2,4,2,512,2,0,0.000146,129
2540,32,2,4,2,512,4,0,0.00015,115
2541,32,2,4,2,512,8,0,0.00015,115
2542,32,2,4,2,512,16,0,0.00015,115
2543,32,2,4,2,512,32,0,0.00015,115
2544,32,2,4,2,256,1,0,0.000138,196
2545,32,2,4,2,256,2,0,0.000138,196
2546,32,2,4,2,256,4,0,0.000159,201
2547,32,2,4,2,256,8,0,0.000159,201
2548,32,2,4,2,256,16,0,0.000159,201
2549,32,2,4,2,256,32,0,0.000159,201
2550,32,2,4,2,128,1,0,0.000159,248
2551,32,2,4,2,128,2,0,0.000159,248
2552,32,2,4,2,128,4,0,0.000158,279
2553,32,2,4,2,128,8,0,0.000158,279
2554,32,2,4,2,128,16,0,0.000158,279
2555,32,2,4,2,128,32,0,0.000158,279
2556,32,2,4,3,512,1,0,0.000243,174
2557,32,2,4,3,512,2,0,0.000243,174
2558,32,2,4,3,512,4,0,0.000246,139
2559,32,2,4,3,512,8,0,0.000246,139
2560,32,2,4,3,512,16,0,0.000246,139
2561,32,2,4,3,512,32,0,0.000246,139
2562,32,2,4,3,256,1,0,0.000261,255
2563,32,2,4,3,256,2,0,0.000261,255
2564,32,2,4,3,256,4,0,0.00025,198
2565,32,2,4,3,256,8,0,0.00025,198
2566,32,2,4,3,256,16,0,0.000254,202
2567,32,2,4,3,256,32,0,0.00025,198
2568,32,2,4,3,128,1,0,0.000273,295
2569,32,2,4,3,128,2,0,0.000262,275
2570,32,2,4,3,128,4,0,0.000262,270
