n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,knob_I_B,obj1,obj2,FF
3717,16,2,2,2,460800,0,0.112769,29288.994,859
3718,16,2,2,2,230400,0,0.116459,28879.887,941
3719,16,2,2,2,115200,0,0.115584,32793.809,1234
3720,16,2,2,2,57600,0,0.11486,40147.91,1921
3721,16,2,2,2,28800,0,0.114381,52658.156,3290
3724,16,2,2,3,460800,0,0.115257,32007.248,992
3725,16,2,2,3,230400,0,0.111847,34087.633,1096
3726,16,2,2,3,115200,0,0.115864,37737.688,1305
3728,16,2,2,3,28800,0,0.113575,60198.992,3504
3731,16,2,2,4,460800,0,0.113855,31742.047,1064
3732,16,2,2,4,230400,0,0.110854,32517.969,1099
3733,16,2,2,4,115200,0,0.115187,37679.164,1443
3734,16,2,2,4,57600,0,0.112559,44533.453,2118
3738,16,2,2,5,460800,0,0.113248,34375.18,1114
3739,16,2,2,5,230400,0,0.116448,36640.703,1220
3745,16,2,3,1,460800,0,0.116705,24839.346,641
3746,16,2,3,1,230400,0,0.116635,24850.518,650
3747,16,2,3,1,115200,0,0.113785,25664.744,680
3748,16,2,3,1,57600,0,0.114042,27712.412,738
3749,16,2,3,1,28800,0,0.116494,31805.354,851
3750,16,2,3,1,14400,0,0.115864,42923.887,1065
3752,16,2,3,2,460800,0,0.112769,29288.994,859
3753,16,2,3,2,230400,0,0.116459,28879.887,941
3754,16,2,3,2,115200,0,0.115584,32793.809,1234
3755,16,2,3,2,57600,0,0.11486,40147.91,1921
3759,16,2,3,3,460800,0,0.115257,32007.248,992
3760,16,2,3,3,230400,0,0.111847,34087.633,1096
3761,16,2,3,3,115200,0,0.115864,37737.688,1305
3763,16,2,3,3,28800,0,0.113575,60198.992,3504
3766,16,2,3,4,460800,0,0.113855,31742.047,1064
3767,16,2,3,4,230400,0,0.110854,32517.969,1099
3768,16,2,3,4,115200,0,0.115187,37679.164,1443
3769,16,2,3,4,57600,0,0.112559,44533.453,2118
3773,16,2,3,5,460800,0,0.113248,34375.18,1114
3774,16,2,3,5,230400,0,0.116448,36640.703,1220
3780,16,2,4,1,460800,0,0.116705,24839.346,641
3781,16,2,4,1,230400,0,0.116635,24850.518,650
3782,16,2,4,1,115200,0,0.113785,25664.744,680
3783,16,2,4,1,57600,0,0.114042,27712.412,738
3784,16,2,4,1,28800,0,0.116494,31805.354,851
3785,16,2,4,1,14400,0,0.115864,42923.887,1065
3787,16,2,4,2,460800,0,0.112769,29288.994,859
3788,16,2,4,2,230400,0,0.116459,28879.887,941
3789,16,2,4,2,115200,0,0.115584,32793.809,1234
3790,16,2,4,2,57600,0,0.11486,40147.91,1921
3794,16,2,4,3,460800,0,0.115257,32007.248,992
3795,16,2,4,3,230400,0,0.111847,34087.633,1096
3796,16,2,4,3,115200,0,0.115864,37737.688,1305
3798,16,2,4,3,28800,0,0.113575,60198.992,3504
3801,16,2,4,4,460800,0,0.113855,31742.047,1064
3802,16,2,4,4,230400,0,0.110854,32517.969,1099
3803,16,2,4,4,115200,0,0.115187,37679.164,1443
3804,16,2,4,4,57600,0,0.112559,44533.453,2118
3808,16,2,4,5,460800,0,0.113248,34375.18,1114
3809,16,2,4,5,230400,0,0.116448,36640.703,1220
3815,16,2,5,1,460800,0,0.116705,24839.346,641
3816,16,2,5,1,230400,0,0.116635,24850.518,650
3817,16,2,5,1,115200,0,0.113785,25664.744,680
3818,16,2,5,1,57600,0,0.114042,27712.412,738
3819,16,2,5,1,28800,0,0.116494,31805.354,851
3820,16,2,5,1,14400,0,0.115864,42923.887,1065
3822,16,2,5,2,460800,0,0.112769,29288.994,859
3823,16,2,5,2,230400,0,0.116459,28879.887,941
3824,16,2,5,2,115200,0,0.115584,32793.809,1234
3825,16,2,5,2,57600,0,0.11486,40147.91,1921
3826,16,2,5,2,28800,0,0.114381,52658.156,3290
3829,16,2,5,3,460800,0,0.115257,32007.248,992
3830,16,2,5,3,230400,0,0.111847,34087.633,1096
3831,16,2,5,3,115200,0,0.115864,37737.688,1305
3833,16,2,5,3,28800,0,0.113575,60198.992,3504
3836,16,2,5,4,460800,0,0.113855,31742.047,1064
3837,16,2,5,4,230400,0,0.110854,32517.969,1099
3838,16,2,5,4,115200,0,0.115187,37679.164,1443
3839,16,2,5,4,57600,0,0.112559,44533.453,2118
3843,16,2,5,5,460800,0,0.113248,34375.18,1114
3844,16,2,5,5,230400,0,0.116448,36640.703,1220
3850,16,3,1,1,460800,0,0.130109,30167.061,1123
3851,16,3,1,1,230400,0,0.132919,28501.635,1133
3852,16,3,1,1,115200,0,0.128578,29939.631,1155
3853,16,3,1,1,57600,0,0.131468,31206.057,1210
3854,16,3,1,1,28800,0,0.131108,31678.738,1230
3855,16,3,1,1,14400,0,0.132986,35376.672,1409
3856,16,3,1,1,7200,0,0.133106,38442.055,1545
3857,16,3,1,2,460800,0,0.122333,33248.938,1444
3858,16,3,1,2,230400,0,0.122137,36118.277,1454
3859,16,3,1,2,115200,0,0.12215,36430.828,1477
3860,16,3,1,2,57600,0,0.117621,34139.504,1540
3861,16,3,1,2,28800,0,0.119983,39991.77,1683
3862,16,3,1,2,14400,0,0.121574,41549.996,1845
3864,16,3,1,3,460800,0,0.132083,35856.004,1442
3865,16,3,1,3,230400,0,0.130165,35367.891,1452
3866,16,3,1,3,115200,0,0.128234,36855.363,1483
3867,16,3,1,3,57600,0,0.12657,39537.973,1548
3868,16,3,1,3,28800,0,0.132855,41397.848,1629
3869,16,3,1,3,14400,0,0.128115,44553.402,1800
3871,16,3,1,4,460800,0,0.132533,41380.555,1699
3872,16,3,1,4,230400,0,0.133039,38834.938,1709
3873,16,3,1,4,115200,0,0.127313,40570.852,1740
3874,16,3,1,4,57600,0,0.132826,41590.43,1810
3875,16,3,1,4,28800,0,0.1324,45969.59,1884
3878,16,3,1,5,460800,0,0.130882,36584.574,1761
3879,16,3,1,5,230400,0,0.127606,38001.559,1771
3880,16,3,1,5,115200,0,0.127273,39117.43,1802
3881,16,3,1,5,57600,0,0.131121,40231.703,1867
3882,16,3,1,5,28800,0,0.126994,43700.344,1951
3885,16,3,2,1,460800,0,0.135043,30277.184,986
3886,16,3,2,1,230400,0,0.135624,32391.617,1003
3887,16,3,2,1,115200,0,0.134103,32936.652,1064
3888,16,3,2,1,57600,0,0.1329,35401.141,1196
3889,16,3,2,1,28800,0,0.133522,38667.09,1350
3890,16,3,2,1,14400,0,0.134573,47060.188,1647
3892,16,3,2,2,460800,0,0.122158,33718.426,1291
3893,16,3,2,2,230400,0,0.126647,36937.559,1317
3894,16,3,2,2,115200,0,0.126137,37550.422,1366
3895,16,3,2,2,57600,0,0.127157,43052.367,1499
3896,16,3,2,2,28800,0,0.121763,52108.336,1695
3899,16,3,2,3,460800,0,0.136235,37686.613,1341
3900,16,3,2,3,230400,0,0.137839,38937.613,1364
3901,16,3,2,3,115200,0,0.132252,36851.375,1426
3902,16,3,2,3,57600,0,0.135225,41782.48,1535
3903,16,3,2,3,28800,0,0.137632,50556.758,1743
3906,16,3,2,4,460800,0,0.134504,41666.238,1546
3907,16,3,2,4,230400,0,0.138237,39445.406,1566
3908,16,3,2,4,115200,0,0.133425,44884.309,1609
3909,16,3,2,4,57600,0,0.138251,47803.656,1718
3913,16,3,2,5,460800,0,0.13207,38000.492,1598
3914,16,3,2,5,230400,0,0.136094,40599.848,1621
3915,16,3,2,5,115200,0,0.136633,39352.305,1683
3920,16,3,3,1,460800,0,0.129801,28700.602,995
3921,16,3,3,1,230400,0,0.126236,31535.363,1025
3922,16,3,3,1,115200,0,0.129892,31792.586,1075
3923,16,3,3,1,57600,0,0.129853,36368.316,1220
3924,16,3,3,1,28800,0,0.130048,40067.312,1413
3925,16,3,3,1,14400,0,0.124896,54316.668,1777
3927,16,3,3,2,460800,0,0.117413,37228.031,1266
3928,16,3,3,2,230400,0,0.115552,38578.777,1495
3929,16,3,3,2,115200,0,0.114561,42742.211,1846
3934,16,3,3,3,460800,0,0.129218,41669.164,1381
3935,16,3,3,3,230400,0,0.125601,40326.664,1527
3941,16,3,3,4,460800,0,0.128929,40134.078,1488
3942,16,3,3,4,230400,0,0.129488,43441.523,1682
3948,16,3,3,5,460800,0,0.128799,45175.047,1686
3955,16,3,4,1,460800,0,0.129801,28700.602,995
3956,16,3,4,1,230400,0,0.126236,31535.363,1025
3957,16,3,4,1,115200,0,0.129892,31792.586,1075
3958,16,3,4,1,57600,0,0.129853,36368.316,1220
3959,16,3,4,1,28800,0,0.130048,40067.312,1413
3962,16,3,4,2,460800,0,0.117413,37228.031,1266
3963,16,3,4,2,230400,0,0.115552,38578.777,1495
3964,16,3,4,2,115200,0,0.114561,42742.211,1846
3969,16,3,4,3,460800,0,0.129218,41669.164,1381
3970,16,3,4,3,230400,0,0.125601,40326.664,1527
3976,16,3,4,4,460800,0,0.128929,40134.078,1488
3977,16,3,4,4,230400,0,0.129488,43441.523,1682
3978,16,3,4,4,115200,0,0.127355,50004.543,2229
3983,16,3,4,5,460800,0,0.128799,45175.047,1686
3990,16,3,5,1,460800,0,0.129801,28700.602,995
3991,16,3,5,1,230400,0,0.126236,31535.363,1025
3992,16,3,5,1,115200,0,0.129892,31792.586,1075
3993,16,3,5,1,57600,0,0.129853,36368.316,1220
3994,16,3,5,1,28800,0,0.130048,40067.312,1413
3997,16,3,5,2,460800,0,0.117413,37228.031,1266
3998,16,3,5,2,230400,0,0.115552,38578.777,1495
3999,16,3,5,2,115200,0,0.114561,42742.211,1846
4004,16,3,5,3,460800,0,0.129218,41669.164,1381
4005,16,3,5,3,230400,0,0.125601,40326.664,1527
4011,16,3,5,4,460800,0,0.128929,40134.078,1488
4012,16,3,5,4,230400,0,0.129488,43441.523,1682
4018,16,3,5,5,460800,0,0.128799,45175.047,1686
4025,16,4,1,1,460800,0,0.114013,28887.865,1299
4026,16,4,1,1,230400,0,0.114299,30741.887,1309
4027,16,4,1,1,115200,0,0.111151,30914.254,1336
4028,16,4,1,1,57600,0,0.114059,32831.316,1389
4029,16,4,1,1,28800,0,0.112216,34528.395,1482
4030,16,4,1,1,14400,0,0.11383,35168.391,1598
4031,16,4,1,1,7200,0,0.114425,37700.18,1696
4032,16,4,1,2,460800,0,0.109527,35674.855,1742
4033,16,4,1,2,230400,0,0.10976,38424.496,1752
4034,16,4,1,2,115200,0,0.110926,38767.105,1776
4035,16,4,1,2,57600,0,0.110382,39685.871,1834
4036,16,4,1,2,28800,0,0.107684,42861.645,1942
4037,16,4,1,2,14400,0,0.111015,43411.465,2107
4039,16,4,1,3,460800,0,0.114334,37974.691,1878
4040,16,4,1,3,230400,0,0.110476,38997.461,1888
4041,16,4,1,3,115200,0,0.114253,39109.98,1919
4042,16,4,1,3,57600,0,0.113979,40731.516,1990
4044,16,4,1,3,14400,0,0.11375,45761.309,2248
4046,16,4,1,4,460800,0,0.109704,42085.988,2054
4047,16,4,1,4,230400,0,0.108307,41649.215,2064
4048,16,4,1,4,115200,0,0.108141,44923.41,2088
4049,16,4,1,4,57600,0,0.110114,44201.219,2152
4054,16,4,1,5,230400,0,0.113544,41563.297,2161
4055,16,4,1,5,115200,0,0.11399,41906.172,2192
4056,16,4,1,5,57600,0,0.114242,45189.676,2263
4060,16,4,2,1,460800,0,0.11254,30652.775,1202
4061,16,4,2,1,230400,0,0.110394,31695.23,1195
4062,16,4,2,1,115200,0,0.112302,31593.885,1227
4063,16,4,2,1,57600,0,0.111614,34172.488,1331
4064,16,4,2,1,28800,0,0.111557,37975.488,1453
4065,16,4,2,1,14400,0,0.112573,37481.793,1683
4067,16,4,2,2,460800,0,0.109402,37214.199,1587
4068,16,4,2,2,230400,0,0.106359,35731.516,1603
4069,16,4,2,2,115200,0,0.108921,37945.699,1631
4070,16,4,2,2,57600,0,0.109216,40864.25,1676
4071,16,4,2,2,28800,0,0.107081,41600.008,1773
4074,16,4,2,3,460800,0,0.110247,38192.281,1735
4075,16,4,2,3,230400,0,0.107491,38105.562,1751
4076,16,4,2,3,115200,0,0.112811,39573.883,1791
4077,16,4,2,3,57600,0,0.11272,42062.312,1876
4081,16,4,2,4,460800,0,0.103604,41572.344,1877
4082,16,4,2,4,230400,0,0.106369,43142.273,1905
4083,16,4,2,4,115200,0,0.105484,42273.254,1930
4088,16,4,2,5,460800,0,0.112935,40574.043,1994
4089,16,4,2,5,230400,0,0.112664,40295.012,2010
4090,16,4,2,5,115200,0,0.107785,43224.469,2048
4095,16,4,3,1,460800,0,0.121919,32024.537,1304
4096,16,4,3,1,230400,0,0.116752,32213.664,1323
4097,16,4,3,1,115200,0,0.121784,34387.684,1382
4098,16,4,3,1,57600,0,0.121284,38931.762,1461
4099,16,4,3,1,28800,0,0.121565,45205.902,1754
4102,16,4,3,2,460800,0,0.118659,39073.273,1744
4103,16,4,3,2,230400,0,0.113888,38672.941,1768
4104,16,4,3,2,115200,0,0.118576,41921.336,1817
4105,16,4,3,2,57600,0,0.116084,46077.051,1896
4106,16,4,3,2,28800,0,0.118695,56677.684,2121
4109,16,4,3,3,460800,0,0.121968,40253.781,1939
4110,16,4,3,3,230400,0,0.117424,42433.383,1977
4111,16,4,3,3,115200,0,0.116581,44722.848,2040
4112,16,4,3,3,57600,0,0.122102,49654.219,2155
4116,16,4,3,4,460800,0,0.115102,46518.613,2073
4117,16,4,3,4,230400,0,0.113277,46017.734,2093
4118,16,4,3,4,115200,0,0.118349,50251.656,2144
4123,16,4,3,5,460800,0,0.118645,43409.605,2211
4124,16,4,3,5,230400,0,0.117912,46440.941,2251
4130,16,4,4,1,460800,0,0.110853,30319.479,1162
4131,16,4,4,1,230400,0,0.107522,31811.473,1164
4132,16,4,4,1,115200,0,0.10916,30262.021,1206
4133,16,4,4,1,57600,0,0.111243,36278.676,1266
4137,16,4,4,2,460800,0,0.105201,33924.043,1454
4138,16,4,4,2,230400,0,0.106119,35400.344,1712
4139,16,4,4,2,115200,0,0.103193,43288.574,2405
4140,16,4,4,2,57600,0,0.106097,56131.852,3846
4144,16,4,4,3,460800,0,0.107233,39065.559,1654
4145,16,4,4,3,230400,0,0.105862,43826.16,1892
4146,16,4,4,3,115200,0,0.111287,50908.145,2622
4151,16,4,4,4,460800,0,0.107436,38829.883,1795
4152,16,4,4,4,230400,0,0.106335,43499.246,2072
4153,16,4,4,4,115200,0,0.106475,53086.684,2813
4158,16,4,4,5,460800,0,0.109182,42665.336,1937
4165,16,4,5,1,460800,0,0.110853,30319.479,1162
4166,16,4,5,1,230400,0,0.107522,31811.473,1164
4167,16,4,5,1,115200,0,0.10916,30262.021,1206
4168,16,4,5,1,57600,0,0.111243,36278.676,1266
4172,16,4,5,2,460800,0,0.105201,33924.043,1454
4173,16,4,5,2,230400,0,0.106119,35400.344,1712
4174,16,4,5,2,115200,0,0.103193,43288.574,2405
4175,16,4,5,2,57600,0,0.106097,56131.852,3846
4179,16,4,5,3,460800,0,0.107233,39065.559,1654
4180,16,4,5,3,230400,0,0.105862,43826.16,1892
4181,16,4,5,3,115200,0,0.111287,50908.145,2622
4186,16,4,5,4,460800,0,0.107436,38829.883,1795
4187,16,4,5,4,230400,0,0.106335,43499.246,2072
4188,16,4,5,4,115200,0,0.106475,53086.684,2813
4193,16,4,5,5,460800,0,0.109182,42665.336,1937
4207,16,5,1,2,460800,0,0.122429,41250.215,2116
4208,16,5,1,2,230400,0,0.12532,43859.676,2121
4209,16,5,1,2,115200,0,0.128237,42454.398,2149
4210,16,5,1,2,57600,0,0.126779,46642.301,2208
4211,16,5,1,2,28800,0,0.127204,49339.809,2334
4212,16,5,1,2,14400,0,0.128018,51670.234,2412
4214,16,5,1,3,460800,0,0.125204,45464.453,2298
4215,16,5,1,3,230400,0,0.129011,44659.008,2303
4216,16,5,1,3,115200,0,0.125036,46264.848,2331
4217,16,5,1,3,57600,0,0.125423,47463.445,2391
4218,16,5,1,3,28800,0,0.125591,50236.227,2484
4221,16,5,1,4,460800,0,0.123707,49892.555,2509
4222,16,5,1,4,230400,0,0.127914,50524.84,2512
4223,16,5,1,4,115200,0,0.127579,51070.672,2535
4228,16,5,1,5,460800,0,0.128805,49233.406,2650
4242,16,5,2,2,460800,0,0.127799,42933.73,2023
4243,16,5,2,2,230400,0,0.126365,45275.859,2044
4244,16,5,2,2,115200,0,0.130771,46421.258,2090
4245,16,5,2,2,57600,0,0.131521,48182.707,2191
4246,16,5,2,2,28800,0,0.130508,55054.816,2476
4249,16,5,2,3,460800,0,0.131481,48479.031,2240
4250,16,5,2,3,230400,0,0.125497,46672.094,2251
4251,16,5,2,3,115200,0,0.128982,47790.094,2300
4252,16,5,2,3,57600,0,0.125984,51083.438,2449
4256,16,5,2,4,460800,0,0.12743,52648.848,2508
4257,16,5,2,4,230400,0,0.125944,51318.848,2529
4270,16,5,3,1,460800,0,0.130867,38172.062,1611
4271,16,5,3,1,230400,0,0.12533,34966.496,1661
4272,16,5,3,1,115200,0,0.130631,37529.406,1729
4273,16,5,3,1,57600,0,0.130815,39833.5,1881
4274,16,5,3,1,28800,0,0.130553,47688.215,2129
4277,16,5,3,2,460800,0,0.130723,47348.797,2239
4278,16,5,3,2,230400,0,0.125958,50428.016,2265
4279,16,5,3,2,115200,0,0.128209,52548.035,2346
4280,16,5,3,2,57600,0,0.129623,56111.637,2544
4284,16,5,3,3,460800,0,0.125369,51535.371,2373
4285,16,5,3,3,230400,0,0.130527,53102.91,2415
4286,16,5,3,3,115200,0,0.127607,56986.242,2511
4291,16,5,3,4,460800,0,0.13088,57861.648,2581
4305,16,5,4,1,460800,0,0.13821,34666.449,1488
4306,16,5,4,1,230400,0,0.135776,37365.02,1533
4307,16,5,4,1,115200,0,0.131642,39881.379,1664
4308,16,5,4,1,57600,0,0.136523,45368.43,1863
4309,16,5,4,1,28800,0,0.13514,54967.57,2165
4312,16,5,4,2,460800,0,0.134241,44560.32,1775
4313,16,5,4,2,230400,0,0.133273,45276.926,1824
4314,16,5,4,2,115200,0,0.137007,47746.734,1916
4315,16,5,4,2,57600,0,0.138113,53415.195,2115
4319,16,5,4,3,460800,0,0.138279,43062.207,1981
4320,16,5,4,3,230400,0,0.138224,47324.594,2060
4321,16,5,4,3,115200,0,0.136786,51136.637,2200
4326,16,5,4,4,460800,0,0.134905,50797.754,2129
4327,16,5,4,4,230400,0,0.137601,51255.008,2125
4341,16,5,5,1,230400,0,0.125185,40664.75,1547
4342,16,5,5,1,115200,0,0.121619,41433.488,1649
4344,16,5,5,1,28800,0,0.125991,48975.121,2097
4347,16,5,5,2,460800,0,0.125663,49324.379,1909
4348,16,5,5,2,230400,0,0.125336,49252.559,2332
4375,32,1,1,1,460800,0,0.150326,23441.25,458
4376,32,1,1,1,230400,0,0.147028,25452.742,461
4377,32,1,1,1,115200,0,0.147706,22039.963,474
4378,32,1,1,1,57600,0,0.146652,22110.186,521
4379,32,1,1,1,28800,0,0.150235,25908.4,597
4380,32,1,1,1,14400,0,0.149272,32598.033,792
4381,32,1,1,1,7200,0,0.145432,39737.473,855
4382,32,1,1,2,460800,0,0.142295,23695.279,569
4383,32,1,1,2,230400,0,0.145667,24500.463,578
4384,32,1,1,2,115200,0,0.143244,26513.018,644
4385,32,1,1,2,57600,0,0.145375,31310.859,981
4386,32,1,1,2,28800,0,0.145754,37530.207,1565
4387,32,1,1,2,14400,0,0.142178,53515.742,2724
4389,32,1,1,3,460800,0,0.143324,25954.418,627
4390,32,1,1,3,230400,0,0.150491,26658.785,654
4391,32,1,1,3,115200,0,0.150506,28193.074,749
4392,32,1,1,3,57600,0,0.150296,31606.119,1088
4393,32,1,1,3,28800,0,0.143595,38440.191,1714
4396,32,1,1,4,460800,0,0.150506,26776.357,712
4397,32,1,1,4,230400,0,0.148429,28979.637,675
4398,32,1,1,4,115200,0,0.148971,29556.855,771
4399,32,1,1,4,57600,0,0.148564,34228.348,1078
4403,32,1,1,5,460800,0,0.150491,26624.473,705
4404,32,1,1,5,230400,0,0.150552,27725.18,726
4405,32,1,1,5,115200,0,0.148594,28895.58,814
4407,32,1,1,5,28800,0,0.150491,42984.535,1778
4410,32,1,2,1,460800,0,0.150326,23441.25,458
4411,32,1,2,1,230400,0,0.147028,25452.742,461
4412,32,1,2,1,115200,0,0.147706,22039.963,474
4413,32,1,2,1,57600,0,0.146652,22110.186,521
4414,32,1,2,1,28800,0,0.150235,25908.4,597
4415,32,1,2,1,14400,0,0.149272,32598.033,792
4416,32,1,2,1,7200,0,0.145432,39737.473,855
4417,32,1,2,2,460800,0,0.142295,23695.279,569
4418,32,1,2,2,230400,0,0.145667,24500.463,578
4419,32,1,2,2,115200,0,0.143244,26513.018,644
4420,32,1,2,2,57600,0,0.145375,31310.859,981
4421,32,1,2,2,28800,0,0.145754,37530.207,1565
4422,32,1,2,2,14400,0,0.142178,53515.742,2724
4424,32,1,2,3,460800,0,0.143324,25954.418,627
4425,32,1,2,3,230400,0,0.150491,26658.785,654
4426,32,1,2,3,115200,0,0.150506,28193.074,749
4427,32,1,2,3,57600,0,0.150296,31606.119,1088
4428,32,1,2,3,28800,0,0.143595,38440.191,1714
4431,32,1,2,4,460800,0,0.150506,26776.357,712
4432,32,1,2,4,230400,0,0.148429,28979.637,675
4433,32,1,2,4,115200,0,0.148971,29556.855,771
4434,32,1,2,4,57600,0,0.148564,34228.348,1078
4435,32,1,2,4,28800,0,0.140479,44295.383,1666
4438,32,1,2,5,460800,0,0.150491,26624.473,705
4439,32,1,2,5,230400,0,0.150552,27725.18,726
4440,32,1,2,5,115200,0,0.148594,28895.58,814
4442,32,1,2,5,28800,0,0.150491,42984.535,1778
4445,32,1,3,1,460800,0,0.150326,23441.25,458
4446,32,1,3,1,230400,0,0.147028,25452.742,461
4447,32,1,3,1,115200,0,0.147706,22039.963,474
4448,32,1,3,1,57600,0,0.146652,22110.186,521
4449,32,1,3,1,28800,0,0.150235,25908.4,597
4450,32,1,3,1,14400,0,0.149272,32598.033,792
4451,32,1,3,1,7200,0,0.145432,39737.473,855
4452,32,1,3,2,460800,0,0.142295,23695.279,569
4453,32,1,3,2,230400,0,0.145667,24500.463,578
4454,32,1,3,2,115200,0,0.143244,26513.018,644
4455,32,1,3,2,57600,0,0.145375,31310.859,981
4456,32,1,3,2,28800,0,0.145754,37530.207,1565
4457,32,1,3,2,14400,0,0.142178,53515.742,2724
4459,32,1,3,3,460800,0,0.143324,25954.418,627
4460,32,1,3,3,230400,0,0.150491,26658.785,654
4461,32,1,3,3,115200,0,0.150506,28193.074,749
4462,32,1,3,3,57600,0,0.150296,31606.119,1088
4463,32,1,3,3,28800,0,0.143595,38440.191,1714
4466,32,1,3,4,460800,0,0.150506,26776.357,712
4467,32,1,3,4,230400,0,0.148429,28979.637,675
4468,32,1,3,4,115200,0,0.148971,29556.855,771
4469,32,1,3,4,57600,0,0.148564,34228.348,1078
4470,32,1,3,4,28800,0,0.140479,44295.383,1666
4473,32,1,3,5,460800,0,0.150491,26624.473,705
4474,32,1,3,5,230400,0,0.150552,27725.18,726
4475,32,1,3,5,115200,0,0.148594,28895.58,814
4477,32,1,3,5,28800,0,0.150491,42984.535,1778
4480,32,1,4,1,460800,0,0.150326,23441.25,458
4481,32,1,4,1,230400,0,0.147028,25452.742,461
4482,32,1,4,1,115200,0,0.147706,22039.963,474
4483,32,1,4,1,57600,0,0.146652,22110.186,521
4484,32,1,4,1,28800,0,0.150235,25908.4,597
4485,32,1,4,1,14400,0,0.149272,32598.033,792
4486,32,1,4,1,7200,0,0.145432,39737.473,855
4487,32,1,4,2,460800,0,0.142295,23695.279,569
4488,32,1,4,2,230400,0,0.145667,24500.463,578
4489,32,1,4,2,115200,0,0.143244,26513.018,644
4490,32,1,4,2,57600,0,0.145375,31310.859,981
4491,32,1,4,2,28800,0,0.145754,37530.207,1565
4492,32,1,4,2,14400,0,0.142178,53515.742,2724
4494,32,1,4,3,460800,0,0.143324,25954.418,627
4495,32,1,4,3,230400,0,0.150491,26658.785,654
4496,32,1,4,3,115200,0,0.150506,28193.074,749
4497,32,1,4,3,57600,0,0.150296,31606.119,1088
4498,32,1,4,3,28800,0,0.143595,38440.191,1714
4501,32,1,4,4,460800,0,0.150506,26776.357,712
4502,32,1,4,4,230400,0,0.148429,28979.637,675
4503,32,1,4,4,115200,0,0.148971,29556.855,771
4504,32,1,4,4,57600,0,0.148564,34228.348,1078
4508,32,1,4,5,460800,0,0.150491,26624.473,705
4509,32,1,4,5,230400,0,0.150552,27725.18,726
4510,32,1,4,5,115200,0,0.148594,28895.58,814
4512,32,1,4,5,28800,0,0.150491,42984.535,1778
4515,32,1,5,1,460800,0,0.150326,23441.25,458
4516,32,1,5,1,230400,0,0.147028,25452.742,461
4517,32,1,5,1,115200,0,0.147706,22039.963,474
4518,32,1,5,1,57600,0,0.146652,22110.186,521
4519,32,1,5,1,28800,0,0.150235,25908.4,597
4520,32,1,5,1,14400,0,0.149272,32598.033,792
4521,32,1,5,1,7200,0,0.145432,39737.473,855
4522,32,1,5,2,460800,0,0.142295,23695.279,569
4523,32,1,5,2,230400,0,0.145667,24500.463,578
4524,32,1,5,2,115200,0,0.143244,26513.018,644
4525,32,1,5,2,57600,0,0.145375,31310.859,981
4526,32,1,5,2,28800,0,0.145754,37530.207,1565
4527,32,1,5,2,14400,0,0.142178,53515.742,2724
4529,32,1,5,3,460800,0,0.143324,25954.418,627
4530,32,1,5,3,230400,0,0.150491,26658.785,654
4531,32,1,5,3,115200,0,0.150506,28193.074,749
4532,32,1,5,3,57600,0,0.150296,31606.119,1088
4533,32,1,5,3,28800,0,0.143595,38440.191,1714
4536,32,1,5,4,460800,0,0.150506,26776.357,712
4537,32,1,5,4,230400,0,0.148429,28979.637,675
4538,32,1,5,4,115200,0,0.148971,29556.855,771
4539,32,1,5,4,57600,0,0.148564,34228.348,1078
4540,32,1,5,4,28800,0,0.140479,44295.383,1666
4543,32,1,5,5,460800,0,0.150491,26624.473,705
4544,32,1,5,5,230400,0,0.150552,27725.18,726
4545,32,1,5,5,115200,0,0.148594,28895.58,814
4547,32,1,5,5,28800,0,0.150491,42984.535,1778
4550,32,2,1,1,460800,0,0.119379,24138.969,729
4551,32,2,1,1,230400,0,0.119811,25356.717,735
4552,32,2,1,1,115200,0,0.1154,24996.818,755
4553,32,2,1,1,57600,0,0.116958,27318.199,809
4554,32,2,1,1,28800,0,0.115856,30769.816,924
4555,32,2,1,1,14400,0,0.116803,31640.967,1060
4556,32,2,1,1,7200,0,0.119595,34427.848,1146
4557,32,2,1,2,460800,0,0.116012,28515.467,916
4558,32,2,1,2,230400,0,0.119523,28759.121,924
4559,32,2,1,2,115200,0,0.116695,29711.137,950
4560,32,2,1,2,57600,0,0.119655,29962.771,1003
4561,32,2,1,2,28800,0,0.119811,34834.562,1114
4562,32,2,1,2,14400,0,0.119835,34075.664,1184
4564,32,2,1,3,460800,0,0.119583,31403.162,1015
4565,32,2,1,3,230400,0,0.118852,29515.094,1021
4566,32,2,1,3,115200,0,0.119415,30462.32,1039
4567,32,2,1,3,57600,0,0.116095,32662.406,1097
4568,32,2,1,3,28800,0,0.115664,37172.172,1217
4569,32,2,1,3,14400,0,0.115652,35678.047,1350
4571,32,2,1,4,460800,0,0.117026,32836.902,1113
4572,32,2,1,4,230400,0,0.119427,32686.879,1114
4573,32,2,1,4,115200,0,0.118065,32908.191,1135
4574,32,2,1,4,57600,0,0.116273,35600.641,1185
4575,32,2,1,4,28800,0,0.116345,42845.949,1271
4576,32,2,1,4,14400,0,0.114601,39019.805,1351
4578,32,2,1,5,460800,0,0.11558,31722.629,1159
4579,32,2,1,5,230400,0,0.119475,30262.287,1165
4580,32,2,1,5,115200,0,0.118205,32428.326,1189
4581,32,2,1,5,57600,0,0.119715,34598.09,1243
