n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,knob_I_B,obj1,obj2,FF
2723,8,1,3,5,460800,0,0.150491,26624.473,705
2724,8,1,3,5,230400,0,0.150552,27725.18,726
2725,8,1,3,5,115200,0,0.148594,28895.58,814
2727,8,1,3,5,28800,0,0.150491,42984.535,1778
2730,8,1,4,1,460800,0,0.150326,23441.25,458
2731,8,1,4,1,230400,0,0.147028,25452.742,461
2732,8,1,4,1,115200,0,0.147706,22039.963,474
2733,8,1,4,1,57600,0,0.146652,22110.186,521
2734,8,1,4,1,28800,0,0.150235,25908.4,597
2735,8,1,4,1,14400,0,0.149272,32598.033,792
2736,8,1,4,1,7200,0,0.145432,39737.473,855
2737,8,1,4,2,460800,0,0.142295,23695.279,569
2738,8,1,4,2,230400,0,0.145667,24500.463,578
2739,8,1,4,2,115200,0,0.143244,26513.018,644
2740,8,1,4,2,57600,0,0.145375,31310.859,981
2741,8,1,4,2,28800,0,0.145754,37530.207,1565
2742,8,1,4,2,14400,0,0.142178,53515.742,2724
2744,8,1,4,3,460800,0,0.143324,25954.418,627
2745,8,1,4,3,230400,0,0.150491,26658.785,654
2746,8,1,4,3,115200,0,0.150506,28193.074,749
2747,8,1,4,3,57600,0,0.150296,31606.119,1088
2748,8,1,4,3,28800,0,0.143595,38440.191,1714
2751,8,1,4,4,460800,0,0.150506,26776.357,712
2752,8,1,4,4,230400,0,0.148429,28979.637,675
2753,8,1,4,4,115200,0,0.148971,29556.855,771
2754,8,1,4,4,57600,0,0.148564,34228.348,1078
2758,8,1,4,5,460800,0,0.150491,26624.473,705
2759,8,1,4,5,230400,0,0.150552,27725.18,726
2760,8,1,4,5,115200,0,0.148594,28895.58,814
2762,8,1,4,5,28800,0,0.150491,42984.535,1778
2765,8,1,5,1,460800,0,0.150326,23441.25,458
2766,8,1,5,1,230400,0,0.147028,25452.742,461
2767,8,1,5,1,115200,0,0.147706,22039.963,474
2768,8,1,5,1,57600,0,0.146652,22110.186,521
2769,8,1,5,1,28800,0,0.150235,25908.4,597
2770,8,1,5,1,14400,0,0.149272,32598.033,792
2771,8,1,5,1,7200,0,0.145432,39737.473,855
2772,8,1,5,2,460800,0,0.142295,23695.279,569
2773,8,1,5,2,230400,0,0.145667,24500.463,578
2774,8,1,5,2,115200,0,0.143244,26513.018,644
2775,8,1,5,2,57600,0,0.145375,31310.859,981
2776,8,1,5,2,28800,0,0.145754,37530.207,1565
2777,8,1,5,2,14400,0,0.142178,53515.742,2724
2779,8,1,5,3,460800,0,0.143324,25954.418,627
2780,8,1,5,3,230400,0,0.150491,26658.785,654
2781,8,1,5,3,115200,0,0.150506,28193.074,749
2782,8,1,5,3,57600,0,0.150296,31606.119,1088
2783,8,1,5,3,28800,0,0.143595,38440.191,1714
2786,8,1,5,4,460800,0,0.150506,26776.357,712
2787,8,1,5,4,230400,0,0.148429,28979.637,675
2788,8,1,5,4,115200,0,0.148971,29556.855,771
2789,8,1,5,4,57600,0,0.148564,34228.348,1078
2793,8,1,5,5,460800,0,0.150491,26624.473,705
2794,8,1,5,5,230400,0,0.150552,27725.18,726
2795,8,1,5,5,115200,0,0.148594,28895.58,814
2797,8,1,5,5,28800,0,0.150491,42984.535,1778
2800,8,2,1,1,460800,0,0.119379,24138.969,729
2801,8,2,1,1,230400,0,0.119811,25356.717,735
2802,8,2,1,1,115200,0,0.1154,24996.818,755
2803,8,2,1,1,57600,0,0.116958,27318.199,809
2804,8,2,1,1,28800,0,0.115856,30769.816,924
2805,8,2,1,1,14400,0,0.116803,31640.967,1060
2806,8,2,1,1,7200,0,0.119595,34427.848,1146
2807,8,2,1,2,460800,0,0.116012,28515.467,916
2808,8,2,1,2,230400,0,0.119523,28759.121,924
2809,8,2,1,2,115200,0,0.116695,29711.137,950
2810,8,2,1,2,57600,0,0.119655,29962.771,1003
2811,8,2,1,2,28800,0,0.119811,34834.562,1114
2812,8,2,1,2,14400,0,0.119835,34075.664,1184
2814,8,2,1,3,460800,0,0.119583,31403.162,1015
2815,8,2,1,3,230400,0,0.118852,29515.094,1021
2816,8,2,1,3,115200,0,0.119415,30462.32,1039
2817,8,2,1,3,57600,0,0.116095,32662.406,1097
2818,8,2,1,3,28800,0,0.115664,37172.172,1217
2819,8,2,1,3,14400,0,0.115652,35678.047,1350
2821,8,2,1,4,460800,0,0.117026,32836.902,1113
2822,8,2,1,4,230400,0,0.119427,32686.879,1114
2823,8,2,1,4,115200,0,0.118065,32908.191,1135
2824,8,2,1,4,57600,0,0.116273,35600.641,1185
2825,8,2,1,4,28800,0,0.116345,42845.949,1271
2828,8,2,1,5,460800,0,0.11558,31722.629,1159
2829,8,2,1,5,230400,0,0.119475,30262.287,1165
2830,8,2,1,5,115200,0,0.118205,32428.326,1189
2831,8,2,1,5,57600,0,0.119715,34598.09,1243
2835,8,2,2,1,460800,0,0.116705,24839.346,641
2836,8,2,2,1,230400,0,0.116635,24850.518,650
2837,8,2,2,1,115200,0,0.113785,25664.744,680
2838,8,2,2,1,57600,0,0.114042,27712.412,738
2839,8,2,2,1,28800,0,0.116494,31805.354,851
2840,8,2,2,1,14400,0,0.115864,42923.887,1065
2842,8,2,2,2,460800,0,0.112769,29288.994,859
2843,8,2,2,2,230400,0,0.116459,28879.887,941
2844,8,2,2,2,115200,0,0.115584,32793.809,1234
2845,8,2,2,2,57600,0,0.11486,40147.91,1921
2849,8,2,2,3,460800,0,0.115257,32007.248,992
2850,8,2,2,3,230400,0,0.111847,34087.633,1096
2851,8,2,2,3,115200,0,0.115864,37737.688,1305
2853,8,2,2,3,28800,0,0.113575,60198.992,3504
2856,8,2,2,4,460800,0,0.113855,31742.047,1064
2857,8,2,2,4,230400,0,0.110854,32517.969,1099
2858,8,2,2,4,115200,0,0.115187,37679.164,1443
2859,8,2,2,4,57600,0,0.112559,44533.453,2118
2863,8,2,2,5,460800,0,0.113248,34375.18,1114
2864,8,2,2,5,230400,0,0.116448,36640.703,1220
2870,8,2,3,1,460800,0,0.116705,24839.346,641
2871,8,2,3,1,230400,0,0.116635,24850.518,650
2872,8,2,3,1,115200,0,0.113785,25664.744,680
2873,8,2,3,1,57600,0,0.114042,27712.412,738
2874,8,2,3,1,28800,0,0.116494,31805.354,851
2875,8,2,3,1,14400,0,0.115864,42923.887,1065
2877,8,2,3,2,460800,0,0.112769,29288.994,859
2878,8,2,3,2,230400,0,0.116459,28879.887,941
2879,8,2,3,2,115200,0,0.115584,32793.809,1234
2880,8,2,3,2,57600,0,0.11486,40147.91,1921
2884,8,2,3,3,460800,0,0.115257,32007.248,992
2885,8,2,3,3,230400,0,0.111847,34087.633,1096
2886,8,2,3,3,115200,0,0.115864,37737.688,1305
2888,8,2,3,3,28800,0,0.113575,60198.992,3504
2891,8,2,3,4,460800,0,0.113855,31742.047,1064
2892,8,2,3,4,230400,0,0.110854,32517.969,1099
2893,8,2,3,4,115200,0,0.115187,37679.164,1443
2894,8,2,3,4,57600,0,0.112559,44533.453,2118
2898,8,2,3,5,460800,0,0.113248,34375.18,1114
2899,8,2,3,5,230400,0,0.116448,36640.703,1220
2905,8,2,4,1,460800,0,0.116705,24839.346,641
2906,8,2,4,1,230400,0,0.116635,24850.518,650
2907,8,2,4,1,115200,0,0.113785,25664.744,680
2908,8,2,4,1,57600,0,0.114042,27712.412,738
2909,8,2,4,1,28800,0,0.116494,31805.354,851
2910,8,2,4,1,14400,0,0.115864,42923.887,1065
2912,8,2,4,2,460800,0,0.112769,29288.994,859
2913,8,2,4,2,230400,0,0.116459,28879.887,941
2914,8,2,4,2,115200,0,0.115584,32793.809,1234
2915,8,2,4,2,57600,0,0.11486,40147.91,1921
2919,8,2,4,3,460800,0,0.115257,32007.248,992
2920,8,2,4,3,230400,0,0.111847,34087.633,1096
2921,8,2,4,3,115200,0,0.115864,37737.688,1305
2923,8,2,4,3,28800,0,0.113575,60198.992,3504
2926,8,2,4,4,460800,0,0.113855,31742.047,1064
2927,8,2,4,4,230400,0,0.110854,32517.969,1099
2928,8,2,4,4,115200,0,0.115187,37679.164,1443
2929,8,2,4,4,57600,0,0.112559,44533.453,2118
2933,8,2,4,5,460800,0,0.113248,34375.18,1114
2934,8,2,4,5,230400,0,0.116448,36640.703,1220
2940,8,2,5,1,460800,0,0.116705,24839.346,641
2941,8,2,5,1,230400,0,0.116635,24850.518,650
2942,8,2,5,1,115200,0,0.113785,25664.744,680
2943,8,2,5,1,57600,0,0.114042,27712.412,738
2944,8,2,5,1,28800,0,0.116494,31805.354,851
2945,8,2,5,1,14400,0,0.115864,42923.887,1065
2947,8,2,5,2,460800,0,0.112769,29288.994,859
2948,8,2,5,2,230400,0,0.116459,28879.887,941
2949,8,2,5,2,115200,0,0.115584,32793.809,1234
2950,8,2,5,2,57600,0,0.11486,40147.91,1921
2954,8,2,5,3,460800,0,0.115257,32007.248,992
2955,8,2,5,3,230400,0,0.111847,34087.633,1096
2956,8,2,5,3,115200,0,0.115864,37737.688,1305
2958,8,2,5,3,28800,0,0.113575,60198.992,3504
2961,8,2,5,4,460800,0,0.113855,31742.047,1064
2962,8,2,5,4,230400,0,0.110854,32517.969,1099
2963,8,2,5,4,115200,0,0.115187,37679.164,1443
2964,8,2,5,4,57600,0,0.112559,44533.453,2118
2968,8,2,5,5,460800,0,0.113248,34375.18,1114
2969,8,2,5,5,230400,0,0.116448,36640.703,1220
2975,8,3,1,1,460800,0,0.130109,30167.061,1123
2976,8,3,1,1,230400,0,0.132919,28501.635,1133
2977,8,3,1,1,115200,0,0.128578,29939.631,1155
2978,8,3,1,1,57600,0,0.131468,31206.057,1210
2979,8,3,1,1,28800,0,0.131108,31678.738,1230
2980,8,3,1,1,14400,0,0.132986,35376.672,1409
2981,8,3,1,1,7200,0,0.133106,38442.055,1545
2982,8,3,1,2,460800,0,0.122333,33248.938,1444
2983,8,3,1,2,230400,0,0.122137,36118.277,1454
2984,8,3,1,2,115200,0,0.12215,36430.828,1477
2985,8,3,1,2,57600,0,0.117621,34139.504,1540
2986,8,3,1,2,28800,0,0.119983,39991.77,1683
2987,8,3,1,2,14400,0,0.121574,41549.996,1845
2989,8,3,1,3,460800,0,0.132083,35856.004,1442
2990,8,3,1,3,230400,0,0.130165,35367.891,1452
2991,8,3,1,3,115200,0,0.128234,36855.363,1483
2992,8,3,1,3,57600,0,0.12657,39537.973,1548
2993,8,3,1,3,28800,0,0.132855,41397.848,1629
2994,8,3,1,3,14400,0,0.128115,44553.402,1800
2996,8,3,1,4,460800,0,0.132533,41380.555,1699
2997,8,3,1,4,230400,0,0.133039,38834.938,1709
2998,8,3,1,4,115200,0,0.127313,40570.852,1740
2999,8,3,1,4,57600,0,0.132826,41590.43,1810
3000,8,3,1,4,28800,0,0.1324,45969.59,1884
3003,8,3,1,5,460800,0,0.130882,36584.574,1761
3004,8,3,1,5,230400,0,0.127606,38001.559,1771
3005,8,3,1,5,115200,0,0.127273,39117.43,1802
3006,8,3,1,5,57600,0,0.131121,40231.703,1867
3007,8,3,1,5,28800,0,0.126994,43700.344,1951
3010,8,3,2,1,460800,0,0.135043,30277.184,986
3011,8,3,2,1,230400,0,0.135624,32391.617,1003
3012,8,3,2,1,115200,0,0.134103,32936.652,1064
3013,8,3,2,1,57600,0,0.1329,35401.141,1196
3014,8,3,2,1,28800,0,0.133522,38667.09,1350
3015,8,3,2,1,14400,0,0.134573,47060.188,1647
3017,8,3,2,2,460800,0,0.122158,33718.426,1291
3018,8,3,2,2,230400,0,0.126647,36937.559,1317
3019,8,3,2,2,115200,0,0.126137,37550.422,1366
3020,8,3,2,2,57600,0,0.127157,43052.367,1499
3021,8,3,2,2,28800,0,0.121763,52108.336,1695
3024,8,3,2,3,460800,0,0.136235,37686.613,1341
3025,8,3,2,3,230400,0,0.137839,38937.613,1364
3026,8,3,2,3,115200,0,0.132252,36851.375,1426
3027,8,3,2,3,57600,0,0.135225,41782.48,1535
3028,8,3,2,3,28800,0,0.137632,50556.758,1743
3031,8,3,2,4,460800,0,0.134504,41666.238,1546
3032,8,3,2,4,230400,0,0.138237,39445.406,1566
3033,8,3,2,4,115200,0,0.133425,44884.309,1609
3034,8,3,2,4,57600,0,0.138251,47803.656,1718
3038,8,3,2,5,460800,0,0.13207,38000.492,1598
3039,8,3,2,5,230400,0,0.136094,40599.848,1621
3040,8,3,2,5,115200,0,0.136633,39352.305,1683
3045,8,3,3,1,460800,0,0.129801,28700.602,995
3046,8,3,3,1,230400,0,0.126236,31535.363,1025
3047,8,3,3,1,115200,0,0.129892,31792.586,1075
3048,8,3,3,1,57600,0,0.129853,36368.316,1220
3049,8,3,3,1,28800,0,0.130048,40067.312,1413
3052,8,3,3,2,460800,0,0.117413,37228.031,1266
3053,8,3,3,2,230400,0,0.115552,38578.777,1495
3054,8,3,3,2,115200,0,0.114561,42742.211,1846
3059,8,3,3,3,460800,0,0.129218,41669.164,1381
3060,8,3,3,3,230400,0,0.125601,40326.664,1527
3066,8,3,3,4,460800,0,0.128929,40134.078,1488
3067,8,3,3,4,230400,0,0.129488,43441.523,1682
3080,8,3,4,1,460800,0,0.129801,28700.602,995
3081,8,3,4,1,230400,0,0.126236,31535.363,1025
3082,8,3,4,1,115200,0,0.129892,31792.586,1075
3083,8,3,4,1,57600,0,0.129853,36368.316,1220
3084,8,3,4,1,28800,0,0.130048,40067.312,1413
3087,8,3,4,2,460800,0,0.117413,37228.031,1266
3088,8,3,4,2,230400,0,0.115552,38578.777,1495
3089,8,3,4,2,115200,0,0.114561,42742.211,1846
3094,8,3,4,3,460800,0,0.129218,41669.164,1381
3095,8,3,4,3,230400,0,0.125601,40326.664,1527
3101,8,3,4,4,460800,0,0.128929,40134.078,1488
3102,8,3,4,4,230400,0,0.129488,43441.523,1682
3115,8,3,5,1,460800,0,0.129801,28700.602,995
3116,8,3,5,1,230400,0,0.126236,31535.363,1025
3117,8,3,5,1,115200,0,0.129892,31792.586,1075
3118,8,3,5,1,57600,0,0.129853,36368.316,1220
3119,8,3,5,1,28800,0,0.130048,40067.312,1413
3122,8,3,5,2,460800,0,0.117413,37228.031,1266
3123,8,3,5,2,230400,0,0.115552,38578.777,1495
3124,8,3,5,2,115200,0,0.114561,42742.211,1846
3129,8,3,5,3,460800,0,0.129218,41669.164,1381
3130,8,3,5,3,230400,0,0.125601,40326.664,1527
3136,8,3,5,4,460800,0,0.128929,40134.078,1488
3137,8,3,5,4,230400,0,0.129488,43441.523,1682
3150,8,4,1,1,460800,0,0.114013,28887.865,1299
3151,8,4,1,1,230400,0,0.114299,30741.887,1309
3152,8,4,1,1,115200,0,0.111151,30914.254,1336
3153,8,4,1,1,57600,0,0.114059,32831.316,1389
3154,8,4,1,1,28800,0,0.112216,34528.395,1482
3155,8,4,1,1,14400,0,0.11383,35168.391,1598
3156,8,4,1,1,7200,0,0.114425,37700.18,1696
3157,8,4,1,2,460800,0,0.109527,35674.855,1742
3158,8,4,1,2,230400,0,0.10976,38424.496,1752
3159,8,4,1,2,115200,0,0.110926,38767.105,1776
3160,8,4,1,2,57600,0,0.110382,39685.871,1834
3161,8,4,1,2,28800,0,0.107684,42861.645,1942
3162,8,4,1,2,14400,0,0.111015,43411.465,2107
3164,8,4,1,3,460800,0,0.114334,37974.691,1878
3165,8,4,1,3,230400,0,0.110476,38997.461,1888
3166,8,4,1,3,115200,0,0.114253,39109.98,1919
3167,8,4,1,3,57600,0,0.113979,40731.516,1990
3169,8,4,1,3,14400,0,0.11375,45761.309,2248
3171,8,4,1,4,460800,0,0.109704,42085.988,2054
3172,8,4,1,4,230400,0,0.108307,41649.215,2064
3173,8,4,1,4,115200,0,0.108141,44923.41,2088
3174,8,4,1,4,57600,0,0.110114,44201.219,2152
3179,8,4,1,5,230400,0,0.113544,41563.297,2161
3180,8,4,1,5,115200,0,0.11399,41906.172,2192
3181,8,4,1,5,57600,0,0.114242,45189.676,2263
3185,8,4,2,1,460800,0,0.11254,30652.775,1202
3186,8,4,2,1,230400,0,0.110394,31695.23,1195
3187,8,4,2,1,115200,0,0.112302,31593.885,1227
3188,8,4,2,1,57600,0,0.111614,34172.488,1331
3189,8,4,2,1,28800,0,0.111557,37975.488,1453
3190,8,4,2,1,14400,0,0.112573,37481.793,1683
3192,8,4,2,2,460800,0,0.109402,37214.199,1587
3193,8,4,2,2,230400,0,0.106359,35731.516,1603
3194,8,4,2,2,115200,0,0.108921,37945.699,1631
3195,8,4,2,2,57600,0,0.109216,40864.25,1676
3196,8,4,2,2,28800,0,0.107081,41600.008,1773
3199,8,4,2,3,460800,0,0.110247,38192.281,1735
3200,8,4,2,3,230400,0,0.107491,38105.562,1751
3201,8,4,2,3,115200,0,0.112811,39573.883,1791
3202,8,4,2,3,57600,0,0.11272,42062.312,1876
3206,8,4,2,4,460800,0,0.103604,41572.344,1877
3207,8,4,2,4,230400,0,0.106369,43142.273,1905
3208,8,4,2,4,115200,0,0.105484,42273.254,1930
3213,8,4,2,5,460800,0,0.112935,40574.043,1994
3214,8,4,2,5,230400,0,0.112664,40295.012,2010
3215,8,4,2,5,115200,0,0.107785,43224.469,2048
3220,8,4,3,1,460800,0,0.121919,32024.537,1304
3221,8,4,3,1,230400,0,0.116752,32213.664,1323
3222,8,4,3,1,115200,0,0.121784,34387.684,1382
3223,8,4,3,1,57600,0,0.121284,38931.762,1461
3224,8,4,3,1,28800,0,0.121565,45205.902,1754
3227,8,4,3,2,460800,0,0.118659,39073.273,1744
3228,8,4,3,2,230400,0,0.113888,38672.941,1768
3229,8,4,3,2,115200,0,0.118576,41921.336,1817
3230,8,4,3,2,57600,0,0.116084,46077.051,1896
3234,8,4,3,3,460800,0,0.121968,40253.781,1939
3235,8,4,3,3,230400,0,0.117424,42433.383,1977
3236,8,4,3,3,115200,0,0.116581,44722.848,2040
3237,8,4,3,3,57600,0,0.122102,49654.219,2155
3241,8,4,3,4,460800,0,0.115102,46518.613,2073
3242,8,4,3,4,230400,0,0.113277,46017.734,2093
3243,8,4,3,4,115200,0,0.118349,50251.656,2144
3248,8,4,3,5,460800,0,0.118645,43409.605,2211
3249,8,4,3,5,230400,0,0.117912,46440.941,2251
3255,8,4,4,1,460800,0,0.110853,30319.479,1162
3256,8,4,4,1,230400,0,0.107522,31811.473,1164
3257,8,4,4,1,115200,0,0.10916,30262.021,1206
3258,8,4,4,1,57600,0,0.111243,36278.676,1266
3262,8,4,4,2,460800,0,0.105201,33924.043,1454
3263,8,4,4,2,230400,0,0.106119,35400.344,1712
3264,8,4,4,2,115200,0,0.103193,43288.574,2405
3265,8,4,4,2,57600,0,0.106097,56131.852,3846
3269,8,4,4,3,460800,0,0.107233,39065.559,1654
3270,8,4,4,3,230400,0,0.105862,43826.16,1892
3271,8,4,4,3,115200,0,0.111287,50908.145,2622
3276,8,4,4,4,460800,0,0.107436,38829.883,1795
3277,8,4,4,4,230400,0,0.106335,43499.246,2072
3283,8,4,4,5,460800,0,0.109182,42665.336,1937
3290,8,4,5,1,460800,0,0.110853,30319.479,1162
3291,8,4,5,1,230400,0,0.107522,31811.473,1164
3292,8,4,5,1,115200,0,0.10916,30262.021,1206
3293,8,4,5,1,57600,0,0.111243,36278.676,1266
3294,8,4,5,1,28800,0,0.110764,37721.727,1398
3297,8,4,5,2,460800,0,0.105201,33924.043,1454
3298,8,4,5,2,230400,0,0.106119,35400.344,1712
3299,8,4,5,2,115200,0,0.103193,43288.574,2405
3300,8,4,5,2,57600,0,0.106097,56131.852,3846
3304,8,4,5,3,460800,0,0.107233,39065.559,1654
3305,8,4,5,3,230400,0,0.105862,43826.16,1892
3306,8,4,5,3,115200,0,0.111287,50908.145,2622
3311,8,4,5,4,460800,0,0.107436,38829.883,1795
3312,8,4,5,4,230400,0,0.106335,43499.246,2072
3318,8,4,5,5,460800,0,0.109182,42665.336,1937
3332,8,5,1,2,460800,0,0.122429,41250.215,2116
3333,8,5,1,2,230400,0,0.12532,43859.676,2121
3334,8,5,1,2,115200,0,0.128237,42454.398,2149
3335,8,5,1,2,57600,0,0.126779,46642.301,2208
3336,8,5,1,2,28800,0,0.127204,49339.809,2334
3337,8,5,1,2,14400,0,0.128018,51670.234,2412
3339,8,5,1,3,460800,0,0.125204,45464.453,2298
3340,8,5,1,3,230400,0,0.129011,44659.008,2303
3341,8,5,1,3,115200,0,0.125036,46264.848,2331
3342,8,5,1,3,57600,0,0.125423,47463.445,2391
3343,8,5,1,3,28800,0,0.125591,50236.227,2484
3346,8,5,1,4,460800,0,0.123707,49892.555,2509
3347,8,5,1,4,230400,0,0.127914,50524.84,2512
3348,8,5,1,4,115200,0,0.127579,51070.672,2535
3353,8,5,1,5,460800,0,0.128805,49233.406,2650
3354,8,5,1,5,230400,0,0.123604,48928.57,2655
3367,8,5,2,2,460800,0,0.127799,42933.73,2023
3368,8,5,2,2,230400,0,0.126365,45275.859,2044
3369,8,5,2,2,115200,0,0.130771,46421.258,2090
3370,8,5,2,2,57600,0,0.131521,48182.707,2191
3371,8,5,2,2,28800,0,0.130508,55054.816,2476
3374,8,5,2,3,460800,0,0.131481,48479.031,2240
3375,8,5,2,3,230400,0,0.125497,46672.094,2251
3376,8,5,2,3,115200,0,0.128982,47790.094,2300
3377,8,5,2,3,57600,0,0.125984,51083.438,2449
3381,8,5,2,4,460800,0,0.12743,52648.848,2508
3382,8,5,2,4,230400,0,0.125944,51318.848,2529
3395,8,5,3,1,460800,0,0.130867,38172.062,1611
3396,8,5,3,1,230400,0,0.12533,34966.496,1661
3397,8,5,3,1,115200,0,0.130631,37529.406,1729
3398,8,5,3,1,57600,0,0.130815,39833.5,1881
3399,8,5,3,1,28800,0,0.130553,47688.215,2129
3402,8,5,3,2,460800,0,0.130723,47348.797,2239
3403,8,5,3,2,230400,0,0.125958,50428.016,2265
3404,8,5,3,2,115200,0,0.128209,52548.035,2346
3405,8,5,3,2,57600,0,0.129623,56111.637,2544
3409,8,5,3,3,460800,0,0.125369,51535.371,2373
3410,8,5,3,3,230400,0,0.130527,53102.91,2415
3411,8,5,3,3,115200,0,0.127607,56986.242,2511
3430,8,5,4,1,460800,0,0.13821,34666.449,1488
3431,8,5,4,1,230400,0,0.135776,37365.02,1533
3432,8,5,4,1,115200,0,0.131642,39881.379,1664
3433,8,5,4,1,57600,0,0.136523,45368.43,1863
3437,8,5,4,2,460800,0,0.134241,44560.32,1775
3438,8,5,4,2,230400,0,0.133273,45276.926,1824
3439,8,5,4,2,115200,0,0.137007,47746.734,1916
3440,8,5,4,2,57600,0,0.138113,53415.195,2115
3444,8,5,4,3,460800,0,0.138279,43062.207,1981
3445,8,5,4,3,230400,0,0.138224,47324.594,2060
3446,8,5,4,3,115200,0,0.136786,51136.637,2200
3452,8,5,4,4,230400,0,0.137601,51255.008,2125
3466,8,5,5,1,230400,0,0.125185,40664.75,1547
3467,8,5,5,1,115200,0,0.121619,41433.488,1649
3468,8,5,5,1,57600,0,0.121657,45278.52,1890
3469,8,5,5,1,28800,0,0.125991,48975.121,2097
3472,8,5,5,2,460800,0,0.125663,49324.379,1909
3473,8,5,5,2,230400,0,0.125336,49252.559,2332
3500,16,1,1,1,460800,0,0.150326,23441.25,458
3501,16,1,1,1,230400,0,0.147028,25452.742,461
3502,16,1,1,1,115200,0,0.147706,22039.963,474
3503,16,1,1,1,57600,0,0.146652,22110.186,521
3504,16,1,1,1,28800,0,0.150235,25908.4,597
3505,16,1,1,1,14400,0,0.149272,32598.033,792
3506,16,1,1,1,7200,0,0.145432,39737.473,855
3507,16,1,1,2,460800,0,0.142295,23695.279,569
3508,16,1,1,2,230400,0,0.145667,24500.463,578
3509,16,1,1,2,115200,0,0.143244,26513.018,644
3510,16,1,1,2,57600,0,0.145375,31310.859,981
3511,16,1,1,2,28800,0,0.145754,37530.207,1565
3512,16,1,1,2,14400,0,0.142178,53515.742,2724
3514,16,1,1,3,460800,0,0.143324,25954.418,627
3515,16,1,1,3,230400,0,0.150491,26658.785,654
3516,16,1,1,3,115200,0,0.150506,28193.074,749
3517,16,1,1,3,57600,0,0.150296,31606.119,1088
3518,16,1,1,3,28800,0,0.143595,38440.191,1714
3521,16,1,1,4,460800,0,0.150506,26776.357,712
3522,16,1,1,4,230400,0,0.148429,28979.637,675
3523,16,1,1,4,115200,0,0.148971,29556.855,771
3524,16,1,1,4,57600,0,0.148564,34228.348,1078
3525,16,1,1,4,28800,0,0.140479,44295.383,1666
3528,16,1,1,5,460800,0,0.150491,26624.473,705
3529,16,1,1,5,230400,0,0.150552,27725.18,726
3530,16,1,1,5,115200,0,0.148594,28895.58,814
3532,16,1,1,5,28800,0,0.150491,42984.535,1778
3535,16,1,2,1,460800,0,0.150326,23441.25,458
3536,16,1,2,1,230400,0,0.147028,25452.742,461
3537,16,1,2,1,115200,0,0.147706,22039.963,474
3538,16,1,2,1,57600,0,0.146652,22110.186,521
3539,16,1,2,1,28800,0,0.150235,25908.4,597
3540,16,1,2,1,14400,0,0.149272,32598.033,792
3541,16,1,2,1,7200,0,0.145432,39737.473,855
3542,16,1,2,2,460800,0,0.142295,23695.279,569
3543,16,1,2,2,230400,0,0.145667,24500.463,578
3544,16,1,2,2,115200,0,0.143244,26513.018,644
3545,16,1,2,2,57600,0,0.145375,31310.859,981
3546,16,1,2,2,28800,0,0.145754,37530.207,1565
3547,16,1,2,2,14400,0,0.142178,53515.742,2724
3549,16,1,2,3,460800,0,0.143324,25954.418,627
3550,16,1,2,3,230400,0,0.150491,26658.785,654
3551,16,1,2,3,115200,0,0.150506,28193.074,749
3552,16,1,2,3,57600,0,0.150296,31606.119,1088
3553,16,1,2,3,28800,0,0.143595,38440.191,1714
3556,16,1,2,4,460800,0,0.150506,26776.357,712
3557,16,1,2,4,230400,0,0.148429,28979.637,675
3558,16,1,2,4,115200,0,0.148971,29556.855,771
3559,16,1,2,4,57600,0,0.148564,34228.348,1078
3563,16,1,2,5,460800,0,0.150491,26624.473,705
3564,16,1,2,5,230400,0,0.150552,27725.18,726
3565,16,1,2,5,115200,0,0.148594,28895.58,814
3567,16,1,2,5,28800,0,0.150491,42984.535,1778
3570,16,1,3,1,460800,0,0.150326,23441.25,458
3571,16,1,3,1,230400,0,0.147028,25452.742,461
3572,16,1,3,1,115200,0,0.147706,22039.963,474
3573,16,1,3,1,57600,0,0.146652,22110.186,521
3574,16,1,3,1,28800,0,0.150235,25908.4,597
3575,16,1,3,1,14400,0,0.149272,32598.033,792
3576,16,1,3,1,7200,0,0.145432,39737.473,855
3577,16,1,3,2,460800,0,0.142295,23695.279,569
3578,16,1,3,2,230400,0,0.145667,24500.463,578
3579,16,1,3,2,115200,0,0.143244,26513.018,644
3580,16,1,3,2,57600,0,0.145375,31310.859,981
3581,16,1,3,2,28800,0,0.145754,37530.207,1565
3582,16,1,3,2,14400,0,0.142178,53515.742,2724
3584,16,1,3,3,460800,0,0.143324,25954.418,627
3585,16,1,3,3,230400,0,0.150491,26658.785,654
3586,16,1,3,3,115200,0,0.150506,28193.074,749
3587,16,1,3,3,57600,0,0.150296,31606.119,1088
3588,16,1,3,3,28800,0,0.143595,38440.191,1714
3591,16,1,3,4,460800,0,0.150506,26776.357,712
3592,16,1,3,4,230400,0,0.148429,28979.637,675
3593,16,1,3,4,115200,0,0.148971,29556.855,771
3594,16,1,3,4,57600,0,0.148564,34228.348,1078
3598,16,1,3,5,460800,0,0.150491,26624.473,705
3599,16,1,3,5,230400,0,0.150552,27725.18,726
3600,16,1,3,5,115200,0,0.148594,28895.58,814
3602,16,1,3,5,28800,0,0.150491,42984.535,1778
3605,16,1,4,1,460800,0,0.150326,23441.25,458
3606,16,1,4,1,230400,0,0.147028,25452.742,461
3607,16,1,4,1,115200,0,0.147706,22039.963,474
3608,16,1,4,1,57600,0,0.146652,22110.186,521
