Parameter,Throughput_Value,Tool,Parameter2,Area_Value,Parameter3,FF_Value,Flow
Throughput,8.225442940102324,catapult,Area,41549.996,FF,1845,catapult_asic_latency
Throughput,7.570997024598169,catapult,Area,35856.004,FF,1442,catapult_asic_latency
Throughput,7.682556754888027,catapult,Area,35367.891,FF,1452,catapult_asic_latency
Throughput,7.798243835488249,catapult,Area,36855.363,FF,1483,catapult_asic_latency
Throughput,7.900766374338311,catapult,Area,39537.973,FF,1548,catapult_asic_latency
Throughput,7.527003123706296,catapult,Area,41397.848,FF,1629,catapult_asic_latency
Throughput,7.545290606867723,catapult,Area,41380.555,FF,1699,catapult_asic_latency
Throughput,7.516592878779907,catapult,Area,38834.938,FF,1709,catapult_asic_latency
Throughput,7.8546574191166645,catapult,Area,40570.852,FF,1740,catapult_asic_latency
Throughput,7.528646499932242,catapult,Area,41590.430,FF,1810,catapult_asic_latency
Throughput,7.552870090634442,catapult,Area,45969.590,FF,1884,catapult_asic_latency
Throughput,7.640470041716966,catapult,Area,36584.574,FF,1761,catapult_asic_latency
Throughput,7.8366221024089775,catapult,Area,38001.559,FF,1771,catapult_asic_latency
Throughput,7.857126020444242,catapult,Area,39117.430,FF,1802,catapult_asic_latency
Throughput,7.626543421724972,catapult,Area,40231.703,FF,1867,catapult_asic_latency
Throughput,7.874387766351166,catapult,Area,43700.344,FF,1951,catapult_asic_latency
Throughput,7.4050487622461,catapult,Area,30277.184,FF,986,catapult_asic_latency
Throughput,7.373326254940129,catapult,Area,32391.617,FF,1003,catapult_asic_latency
Throughput,7.456954728827841,catapult,Area,32936.652,FF,1064,catapult_asic_latency
Throughput,7.524454477050415,catapult,Area,35401.141,FF,1196,catapult_asic_latency
Throughput,7.489402495468911,catapult,Area,38667.090,FF,1350,catapult_asic_latency
Throughput,7.4309111040104625,catapult,Area,47060.188,FF,1647,catapult_asic_latency
Throughput,8.186119615579823,catapult,Area,33718.426,FF,1291,catapult_asic_latency
Throughput,7.895962794223313,catapult,Area,36937.559,FF,1317,catapult_asic_latency
Throughput,7.927887931376202,catapult,Area,37550.422,FF,1366,catapult_asic_latency
Throughput,7.864293747100042,catapult,Area,43052.367,FF,1499,catapult_asic_latency
Throughput,8.212675443279156,catapult,Area,52108.336,FF,1695,catapult_asic_latency
Throughput,7.340257643043271,catapult,Area,37686.613,FF,1341,catapult_asic_latency
Throughput,7.2548407925188085,catapult,Area,38937.613,FF,1364,catapult_asic_latency
Throughput,7.561322324048029,catapult,Area,36851.375,FF,1426,catapult_asic_latency
Throughput,7.395082270290256,catapult,Area,41782.480,FF,1535,catapult_asic_latency
Throughput,7.265752150662636,catapult,Area,50556.758,FF,1743,catapult_asic_latency
Throughput,7.434723130910604,catapult,Area,41666.238,FF,1546,catapult_asic_latency
Throughput,7.233953283129698,catapult,Area,39445.406,FF,1566,catapult_asic_latency
Throughput,7.4948472924864165,catapult,Area,44884.309,FF,1609,catapult_asic_latency
Throughput,7.233220736197206,catapult,Area,47803.656,FF,1718,catapult_asic_latency
Throughput,7.571742257893542,catapult,Area,38000.492,FF,1598,catapult_asic_latency
Throughput,7.3478625067967736,catapult,Area,40599.848,FF,1621,catapult_asic_latency
Throughput,7.318876113384029,catapult,Area,39352.305,FF,1683,catapult_asic_latency
Throughput,7.704100892905293,catapult,Area,28700.602,FF,995,catapult_asic_latency
Throughput,7.921670521879655,catapult,Area,31535.363,FF,1025,catapult_asic_latency
Throughput,7.698703538324145,catapult,Area,31792.586,FF,1075,catapult_asic_latency
Throughput,7.701015763979269,catapult,Area,36368.316,FF,1220,catapult_asic_latency
Throughput,7.689468503937008,catapult,Area,40067.312,FF,1413,catapult_asic_latency
Throughput,8.516944461005169,catapult,Area,37228.031,FF,1266,catapult_asic_latency
Throughput,8.654112434228745,catapult,Area,38578.777,FF,1495,catapult_asic_latency
Throughput,8.728974083675945,catapult,Area,42742.211,FF,1846,catapult_asic_latency
Throughput,7.738859911157888,catapult,Area,41669.164,FF,1381,catapult_asic_latency
Throughput,7.961720049999602,catapult,Area,40326.664,FF,1527,catapult_asic_latency
Throughput,7.756206904575387,catapult,Area,40134.078,FF,1488,catapult_asic_latency
Throughput,7.722723341159027,catapult,Area,43441.523,FF,1682,catapult_asic_latency
Throughput,7.704100892905293,catapult,Area,28700.602,FF,995,catapult_asic_latency
Throughput,7.921670521879655,catapult,Area,31535.363,FF,1025,catapult_asic_latency
Throughput,7.698703538324145,catapult,Area,31792.586,FF,1075,catapult_asic_latency
Throughput,7.701015763979269,catapult,Area,36368.316,FF,1220,catapult_asic_latency
Throughput,7.689468503937008,catapult,Area,40067.312,FF,1413,catapult_asic_latency
Throughput,8.516944461005169,catapult,Area,37228.031,FF,1266,catapult_asic_latency
Throughput,8.654112434228745,catapult,Area,38578.777,FF,1495,catapult_asic_latency
Throughput,8.728974083675945,catapult,Area,42742.211,FF,1846,catapult_asic_latency
Throughput,8.541241384022754,catapult,Area,80029.023,FF,5370,catapult_asic_latency
