n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,tmpsize,size,knob_I_B,obj1,obj2
2594,5,400,3,1,4,1,1,25,160000,0,1.946813,208
2595,5,400,3,1,4,1,2,25,160000,0,2.108377,180
2596,5,400,3,1,4,1,3,25,160000,0,2.019759,201
2597,5,400,3,1,4,1,4,25,160000,0,2.457707,204
2598,5,400,3,1,4,2,1,25,160000,0,2.245699,215
2599,5,400,3,1,4,2,2,25,160000,0,2.312539,200
2600,5,400,3,1,4,2,3,25,160000,0,1.996756,189
2601,5,400,3,1,4,2,4,25,160000,0,2.692967,246
2602,5,400,3,1,4,3,1,25,160000,0,2.150961,216
2603,5,400,3,1,4,3,2,25,160000,0,2.21694,207
2604,5,400,3,1,4,3,3,25,160000,0,2.130925,226
2605,5,400,3,1,4,3,4,25,160000,0,2.724898,212
2606,5,400,3,1,4,4,1,25,160000,0,2.152715,237
2607,5,400,3,1,4,4,2,25,160000,0,2.420092,207
2608,5,400,3,1,4,4,3,25,160000,0,2.107465,247
2609,5,400,3,1,4,4,4,25,160000,0,2.642086,215
2610,5,400,3,2,1,1,1,25,160000,0,1.988149,221
2611,5,400,3,2,1,1,2,25,160000,0,2.281138,188
2612,5,400,3,2,1,1,3,25,160000,0,1.794602,208
2613,5,400,3,2,1,1,4,25,160000,0,2.71512,214
2614,5,400,3,2,1,2,1,25,160000,0,2.2375,224
2615,5,400,3,2,1,2,2,25,160000,0,2.149184,205
2616,5,400,3,2,1,2,3,25,160000,0,2.15605,207
2617,5,400,3,2,1,2,4,25,160000,0,2.583201,183
2618,5,400,3,2,1,3,1,25,160000,0,2.155787,227
2619,5,400,3,2,1,3,2,25,160000,0,2.443,222
2620,5,400,3,2,1,3,3,25,160000,0,2.10994,207
2621,5,400,3,2,1,3,4,25,160000,0,2.82524,221
2622,5,400,3,2,1,4,1,25,160000,0,2.177241,257
2623,5,400,3,2,1,4,2,25,160000,0,2.366935,254
2624,5,400,3,2,1,4,3,25,160000,0,2.201209,238
2625,5,400,3,2,1,4,4,25,160000,0,2.721382,235
2626,5,400,3,2,2,1,1,25,160000,0,1.991475,178
2627,5,400,3,2,2,1,2,25,160000,0,2.353318,213
2628,5,400,3,2,2,1,3,25,160000,0,2.005991,214
2629,5,400,3,2,2,1,4,25,160000,0,2.651222,199
2630,5,400,3,2,2,2,1,25,160000,0,1.954138,188
2631,5,400,3,2,2,2,2,25,160000,0,2.402009,217
2632,5,400,3,2,2,2,3,25,160000,0,2.079674,194
2633,5,400,3,2,2,2,4,25,160000,0,2.822223,238
2634,5,400,3,2,2,3,1,25,160000,0,2.078146,213
2635,5,400,3,2,2,3,2,25,160000,0,2.236153,218
2636,5,400,3,2,2,3,3,25,160000,0,2.323776,212
2637,5,400,3,2,2,3,4,25,160000,0,2.844037,267
2638,5,400,3,2,2,4,1,25,160000,0,2.147526,211
2639,5,400,3,2,2,4,2,25,160000,0,2.298089,236
2640,5,400,3,2,2,4,4,25,160000,0,2.726285,254
2641,5,400,3,2,3,1,1,25,160000,0,2.085231,221
2642,5,400,3,2,3,1,2,25,160000,0,2.396253,207
2643,5,400,3,2,3,1,3,25,160000,0,2.047158,205
2644,5,400,3,2,3,1,4,25,160000,0,2.501936,175
2645,5,400,3,2,3,2,1,25,160000,0,2.157659,214
2646,5,400,3,2,3,2,2,25,160000,0,2.227522,184
2647,5,400,3,2,3,2,3,25,160000,0,2.355712,215
2648,5,400,3,2,3,2,4,25,160000,0,2.644557,216
2649,5,400,3,2,3,3,1,25,160000,0,2.047712,225
2650,5,400,3,2,3,3,2,25,160000,0,2.078329,191
2651,5,400,3,2,3,3,3,25,160000,0,2.137337,231
2652,5,400,3,2,3,3,4,25,160000,0,2.746879,233
2653,5,400,3,2,3,4,1,25,160000,0,1.979313,254
2654,5,400,3,2,3,4,2,25,160000,0,2.379129,218
2655,5,400,3,2,3,4,3,25,160000,0,2.246348,253
2656,5,400,3,2,3,4,4,25,160000,0,3.052257,248
2657,5,400,3,2,4,1,1,25,160000,0,2.104512,189
2658,5,400,3,2,4,1,2,25,160000,0,2.457287,206
2659,5,400,3,2,4,1,3,25,160000,0,2.263415,189
2660,5,400,3,2,4,1,4,25,160000,0,2.710298,202
2661,5,400,3,2,4,2,1,25,160000,0,1.982952,212
2662,5,400,3,2,4,2,2,25,160000,0,2.300851,212
2663,5,400,3,2,4,2,3,25,160000,0,2.206132,211
2664,5,400,3,2,4,2,4,25,160000,0,2.58508,209
2665,5,400,3,2,4,3,1,25,160000,0,2.096857,204
2666,5,400,3,2,4,3,2,25,160000,0,2.378764,238
2667,5,400,3,2,4,3,3,25,160000,0,2.098055,227
2668,5,400,3,2,4,3,4,25,160000,0,2.910552,255
2669,5,400,3,2,4,4,1,25,160000,0,2.116669,230
2670,5,400,3,2,4,4,2,25,160000,0,2.345263,215
2671,5,400,3,2,4,4,3,25,160000,0,2.157572,244
2672,5,400,3,2,4,4,4,25,160000,0,2.970622,250
2673,5,400,3,3,1,1,1,25,160000,0,2.176211,197
2674,5,400,3,3,1,1,2,25,160000,0,2.247802,194
2675,5,400,3,3,1,1,3,25,160000,0,1.97093,206
2676,5,400,3,3,1,1,4,25,160000,0,2.863337,193
2677,5,400,3,3,1,2,1,25,160000,0,1.919712,204
2678,5,400,3,3,1,2,2,25,160000,0,2.135172,201
2679,5,400,3,3,1,2,3,25,160000,0,2.027126,198
2680,5,400,3,3,1,2,4,25,160000,0,2.736387,221
2681,5,400,3,3,1,3,1,25,160000,0,1.748036,213
2682,5,400,3,3,1,3,2,25,160000,0,2.463072,226
2683,5,400,3,3,1,3,3,25,160000,0,1.840528,201
2684,5,400,3,3,1,3,4,25,160000,0,2.708603,256
2685,5,400,3,3,1,4,1,25,160000,0,1.861381,195
2686,5,400,3,3,1,4,2,25,160000,0,2.33502,267
2687,5,400,3,3,1,4,3,25,160000,0,2.08236,223
2688,5,400,3,3,1,4,4,25,160000,0,2.556162,238
2689,5,400,3,3,2,1,1,25,160000,0,2.160697,245
2690,5,400,3,3,2,1,2,25,160000,0,1.857391,189
2691,5,400,3,3,2,1,3,25,160000,0,1.984666,219
2692,5,400,3,3,2,1,4,25,160000,0,2.69356,184
2693,5,400,3,3,2,2,1,25,160000,0,1.827467,210
2694,5,400,3,3,2,2,2,25,160000,0,2.324192,182
2695,5,400,3,3,2,2,3,25,160000,0,2.155085,249
2696,5,400,3,3,2,2,4,25,160000,0,2.689347,240
2697,5,400,3,3,2,3,1,25,160000,0,2.079148,194
2698,5,400,3,3,2,3,2,25,160000,0,2.478481,232
2699,5,400,3,3,2,3,3,25,160000,0,2.036916,267
2700,5,400,3,3,2,3,4,25,160000,0,2.527279,282
2701,5,400,3,3,2,4,1,25,160000,0,2.112461,226
2702,5,400,3,3,2,4,2,25,160000,0,2.324123,222
2703,5,400,3,3,2,4,3,25,160000,0,2.063146,238
2704,5,400,3,3,2,4,4,25,160000,0,2.440957,264
2705,5,400,3,3,3,1,1,25,160000,0,1.901982,205
2706,5,400,3,3,3,1,2,25,160000,0,2.275389,214
2707,5,400,3,3,3,1,3,25,160000,0,2.066403,201
2708,5,400,3,3,3,1,4,25,160000,0,2.768878,218
2709,5,400,3,3,3,2,1,25,160000,0,2.005479,219
2710,5,400,3,3,3,2,2,25,160000,0,2.189223,228
2711,5,400,3,3,3,2,3,25,160000,0,2.095669,210
2712,5,400,3,3,3,2,4,25,160000,0,2.709398,237
2713,5,400,3,3,3,3,1,25,160000,0,2.126629,218
2714,5,400,3,3,3,3,2,25,160000,0,2.301072,250
2715,5,400,3,3,3,3,3,25,160000,0,2.120664,282
2716,5,400,3,3,3,3,4,25,160000,0,2.46831,361
2717,5,400,3,3,3,4,1,25,160000,0,1.958798,260
2718,5,400,3,3,3,4,2,25,160000,0,2.269349,271
2719,5,400,3,3,3,4,3,25,160000,0,1.940691,282
2720,5,400,3,3,3,4,4,25,160000,0,2.709109,326
2721,5,400,3,3,4,1,1,25,160000,0,2.003891,210
2722,5,400,3,3,4,1,2,25,160000,0,2.398253,216
2723,5,400,3,3,4,1,3,25,160000,0,1.980444,196
2724,5,400,3,3,4,1,4,25,160000,0,2.896231,221
2725,5,400,3,3,4,2,1,25,160000,0,2.112235,184
2726,5,400,3,3,4,2,2,25,160000,0,2.278937,209
2727,5,400,3,3,4,2,3,25,160000,0,2.351003,254
2728,5,400,3,3,4,2,4,25,160000,0,2.546476,213
2729,5,400,3,3,4,3,1,25,160000,0,2.113513,237
2730,5,400,3,3,4,3,2,25,160000,0,2.27361,269
2731,5,400,3,3,4,3,3,25,160000,0,1.986383,309
2732,5,400,3,3,4,3,4,25,160000,0,2.657257,288
2733,5,400,3,3,4,4,1,25,160000,0,2.095319,264
2734,5,400,3,3,4,4,2,25,160000,0,2.307432,269
2735,5,400,3,3,4,4,3,25,160000,0,2.15343,309
2736,5,400,3,3,4,4,4,25,160000,0,2.727005,323
2737,5,400,3,4,1,1,1,25,160000,0,2.0566,268
2738,5,400,3,4,1,1,2,25,160000,0,2.156102,234
2739,5,400,3,4,1,1,3,25,160000,0,2.090295,232
2740,5,400,3,4,1,1,4,25,160000,0,2.464545,205
2741,5,400,3,4,1,2,1,25,160000,0,1.970963,255
2742,5,400,3,4,1,2,2,25,160000,0,2.204164,203
2743,5,400,3,4,1,2,3,25,160000,0,2.149399,250
2744,5,400,3,4,1,2,4,25,160000,0,2.783328,253
2745,5,400,3,4,1,3,1,25,160000,0,1.96965,256
2746,5,400,3,4,1,3,2,25,160000,0,2.198812,222
2747,5,400,3,4,1,3,3,25,160000,0,2.200618,283
2748,5,400,3,4,1,3,4,25,160000,0,2.410261,348
2749,5,400,3,4,1,4,1,25,160000,0,2.147981,244
2750,5,400,3,4,1,4,2,25,160000,0,2.40213,270
2751,5,400,3,4,1,4,3,25,160000,0,2.364328,285
2752,5,400,3,4,1,4,4,25,160000,0,2.833274,360
2753,5,400,3,4,2,1,1,25,160000,0,2.345841,223
2754,5,400,3,4,2,1,2,25,160000,0,2.267205,222
2755,5,400,3,4,2,1,3,25,160000,0,2.245164,233
2756,5,400,3,4,2,1,4,25,160000,0,2.664529,253
2757,5,400,3,4,2,2,1,25,160000,0,2.1367,236
2758,5,400,3,4,2,2,2,25,160000,0,2.386363,250
2759,5,400,3,4,2,2,3,25,160000,0,2.16527,242
2760,5,400,3,4,2,2,4,25,160000,0,2.951275,275
2761,5,400,3,4,2,3,1,25,160000,0,2.190937,271
2762,5,400,3,4,2,3,2,25,160000,0,2.463434,253
2763,5,400,3,4,2,3,3,25,160000,0,1.911716,324
2764,5,400,3,4,2,3,4,25,160000,0,2.753227,364
2765,5,400,3,4,2,4,1,25,160000,0,2.355105,306
2766,5,400,3,4,2,4,2,25,160000,0,2.359761,264
2767,5,400,3,4,2,4,3,25,160000,0,2.164242,322
2768,5,400,3,4,2,4,4,25,160000,0,2.87792,401
2769,5,400,3,4,3,1,1,25,160000,0,2.157703,263
2770,5,400,3,4,3,1,2,25,160000,0,2.290448,201
2771,5,400,3,4,3,1,3,25,160000,0,2.195907,245
2772,5,400,3,4,3,1,4,25,160000,0,2.989989,265
2773,5,400,3,4,3,2,1,25,160000,0,2.154226,232
2774,5,400,3,4,3,2,2,25,160000,0,2.478735,247
2775,5,400,3,4,3,2,3,25,160000,0,2.208244,262
2776,5,400,3,4,3,2,4,25,160000,0,2.903875,228
2777,5,400,3,4,3,3,1,25,160000,0,2.215374,290
2778,5,400,3,4,3,3,2,25,160000,0,2.640723,277
2779,5,400,3,4,3,3,3,25,160000,0,2.302238,305
2780,5,400,3,4,3,3,4,25,160000,0,2.508524,272
2781,5,400,3,4,3,4,1,25,160000,0,2.400284,304
2782,5,400,3,4,3,4,2,25,160000,0,2.419485,326
2783,5,400,3,4,3,4,3,25,160000,0,2.094661,376
2784,5,400,3,4,3,4,4,25,160000,0,2.745681,333
2785,5,400,3,4,4,1,1,25,160000,0,2.169474,239
2786,5,400,3,4,4,1,2,25,160000,0,2.452138,266
2787,5,400,3,4,4,1,3,25,160000,0,2.211749,263
2788,5,400,3,4,4,1,4,25,160000,0,2.848839,286
2789,5,400,3,4,4,2,1,25,160000,0,2.105988,190
2790,5,400,3,4,4,2,2,25,160000,0,2.496717,282
2791,5,400,3,4,4,2,3,25,160000,0,2.077668,224
2792,5,400,3,4,4,2,4,25,160000,0,2.882866,269
2793,5,400,3,4,4,3,1,25,160000,0,2.082818,238
2794,5,400,3,4,4,3,2,25,160000,0,2.530185,324
2795,5,400,3,4,4,3,3,25,160000,0,1.934063,270
2796,5,400,3,4,4,3,4,25,160000,0,2.77103,328
2797,5,400,3,4,4,4,1,25,160000,0,2.177533,254
2798,5,400,3,4,4,4,2,25,160000,0,2.405488,308
2799,5,400,3,4,4,4,3,25,160000,0,1.98142,342
2800,5,400,3,4,4,4,4,25,160000,0,2.6629,373
2801,5,400,4,1,1,1,1,25,160000,0,0.4404,163
2802,5,400,4,1,1,1,2,25,160000,0,0.670187,173
2803,5,400,4,1,1,1,3,25,160000,0,0.62595,188
2804,5,400,4,1,1,1,4,25,160000,0,0.787945,213
2805,5,400,4,1,1,2,1,25,160000,0,0.57783,176
2806,5,400,4,1,1,2,2,25,160000,0,0.720056,187
2807,5,400,4,1,1,2,3,25,160000,0,0.644477,199
2808,5,400,4,1,1,2,4,25,160000,0,0.80962,186
2809,5,400,4,1,1,3,1,25,160000,0,0.646489,195
2810,5,400,4,1,1,3,2,25,160000,0,0.767147,218
2811,5,400,4,1,1,3,3,25,160000,0,0.611906,246
2812,5,400,4,1,1,3,4,25,160000,0,0.780899,253
2813,5,400,4,1,1,4,1,25,160000,0,0.676119,214
2814,5,400,4,1,1,4,2,25,160000,0,0.687038,229
2815,5,400,4,1,1,4,3,25,160000,0,0.686651,254
2816,5,400,4,1,1,4,4,25,160000,0,0.860971,264
2817,5,400,4,1,2,1,1,25,160000,0,0.638501,191
2818,5,400,4,1,2,1,2,25,160000,0,0.680974,199
2819,5,400,4,1,2,1,3,25,160000,0,0.612093,186
2820,5,400,4,1,2,1,4,25,160000,0,0.739024,204
2821,5,400,4,1,2,2,1,25,160000,0,0.656431,180
2822,5,400,4,1,2,2,2,25,160000,0,0.690292,190
2823,5,400,4,1,2,2,3,25,160000,0,0.635525,175
2824,5,400,4,1,2,2,4,25,160000,0,0.826074,168
2825,5,400,4,1,2,3,1,25,160000,0,0.682019,206
2826,5,400,4,1,2,3,2,25,160000,0,0.743367,213
2827,5,400,4,1,2,3,3,25,160000,0,0.653643,224
2828,5,400,4,1,2,3,4,25,160000,0,0.758565,221
2829,5,400,4,1,2,4,1,25,160000,0,0.669235,231
2830,5,400,4,1,2,4,2,25,160000,0,0.731025,229
2831,5,400,4,1,2,4,3,25,160000,0,0.659897,223
2832,5,400,4,1,2,4,4,25,160000,0,0.749378,218
2833,5,400,4,1,3,1,1,25,160000,0,0.576509,182
2834,5,400,4,1,3,1,2,25,160000,0,0.657128,201
2835,5,400,4,1,3,1,3,25,160000,0,0.605081,189
2836,5,400,4,1,3,1,4,25,160000,0,0.820645,213
2837,5,400,4,1,3,2,1,25,160000,0,0.668856,186
2838,5,400,4,1,3,2,2,25,160000,0,0.665381,180
2839,5,400,4,1,3,2,3,25,160000,0,0.622802,182
2840,5,400,4,1,3,2,4,25,160000,0,0.89145,180
2841,5,400,4,1,3,3,1,25,160000,0,0.70353,270
2842,5,400,4,1,3,3,2,25,160000,0,0.691227,252
2843,5,400,4,1,3,3,3,25,160000,0,0.626945,262
2844,5,400,4,1,3,3,4,25,160000,0,0.867578,258
2845,5,400,4,1,3,4,1,25,160000,0,0.703854,254
2846,5,400,4,1,3,4,2,25,160000,0,0.710145,259
2847,5,400,4,1,3,4,3,25,160000,0,0.70021,244
2848,5,400,4,1,3,4,4,25,160000,0,0.850935,280
2849,5,400,4,1,4,1,1,25,160000,0,0.685957,182
2850,5,400,4,1,4,1,2,25,160000,0,0.642472,189
2851,5,400,4,1,4,1,3,25,160000,0,0.664271,197
2852,5,400,4,1,4,1,4,25,160000,0,0.75808,207
2853,5,400,4,1,4,2,1,25,160000,0,0.736734,194
2854,5,400,4,1,4,2,2,25,160000,0,0.649465,197
2855,5,400,4,1,4,2,3,25,160000,0,0.668285,207
2856,5,400,4,1,4,2,4,25,160000,0,0.759392,205
2857,5,400,4,1,4,3,1,25,160000,0,0.617525,221
2858,5,400,4,1,4,3,2,25,160000,0,0.718736,225
2859,5,400,4,1,4,3,3,25,160000,0,0.63467,203
2860,5,400,4,1,4,3,4,25,160000,0,0.85112,237
2861,5,400,4,1,4,4,1,25,160000,0,0.669895,245
2862,5,400,4,1,4,4,2,25,160000,0,0.770147,249
2863,5,400,4,1,4,4,3,25,160000,0,0.734283,244
2864,5,400,4,1,4,4,4,25,160000,0,0.818699,253
2865,5,400,4,2,1,1,1,25,160000,0,0.702914,154
2866,5,400,4,2,1,1,2,25,160000,0,0.66994,157
2867,5,400,4,2,1,1,3,25,160000,0,0.648697,185
2868,5,400,4,2,1,1,4,25,160000,0,0.840933,173
2869,5,400,4,2,1,2,1,25,160000,0,0.615517,199
2870,5,400,4,2,1,2,2,25,160000,0,0.720167,193
2871,5,400,4,2,1,2,3,25,160000,0,0.619613,213
2872,5,400,4,2,1,2,4,25,160000,0,0.916606,207
2873,5,400,4,2,1,3,1,25,160000,0,0.65549,220
2874,5,400,4,2,1,3,2,25,160000,0,0.682076,215
2875,5,400,4,2,1,3,3,25,160000,0,0.653003,220
2876,5,400,4,2,1,3,4,25,160000,0,0.834729,199
2877,5,400,4,2,1,4,1,25,160000,0,0.683708,219
2878,5,400,4,2,1,4,2,25,160000,0,0.723967,224
2879,5,400,4,2,1,4,3,25,160000,0,0.663749,217
2880,5,400,4,2,1,4,4,25,160000,0,0.820438,228
2881,5,400,4,2,2,1,1,25,160000,0,0.692182,199
2882,5,400,4,2,2,1,2,25,160000,0,0.69564,210
2883,5,400,4,2,2,1,3,25,160000,0,0.628644,185
2884,5,400,4,2,2,1,4,25,160000,0,0.797114,205
2885,5,400,4,2,2,2,1,25,160000,0,0.683411,231
2886,5,400,4,2,2,2,3,25,160000,0,0.661307,206
2887,5,400,4,2,2,2,4,25,160000,0,0.887297,244
2888,5,400,4,2,2,3,1,25,160000,0,0.685906,257
2889,5,400,4,2,2,3,2,25,160000,0,0.748021,250
2890,5,400,4,2,2,3,3,25,160000,0,0.685519,213
2891,5,400,4,2,2,3,4,25,160000,0,0.905065,211
2892,5,400,4,2,2,4,1,25,160000,0,0.707801,284
2893,5,400,4,2,2,4,2,25,160000,0,0.76759,276
2894,5,400,4,2,2,4,3,25,160000,0,0.741356,253
2895,5,400,4,2,2,4,4,25,160000,0,0.885037,254
2896,5,400,4,2,3,1,1,25,160000,0,0.585,201
2897,5,400,4,2,3,1,2,25,160000,0,0.674587,204
2898,5,400,4,2,3,1,3,25,160000,0,0.641427,208
2899,5,400,4,2,3,1,4,25,160000,0,0.743774,192
2900,5,400,4,2,3,2,1,25,160000,0,0.700762,232
2901,5,400,4,2,3,2,2,25,160000,0,0.669841,189
2902,5,400,4,2,3,2,3,25,160000,0,0.669681,229
2903,5,400,4,2,3,2,4,25,160000,0,0.792609,191
2904,5,400,4,2,3,3,1,25,160000,0,0.702839,213
2905,5,400,4,2,3,3,2,25,160000,0,0.724869,213
2906,5,400,4,2,3,3,3,25,160000,0,0.66588,204
2907,5,400,4,2,3,3,4,25,160000,0,0.775988,218
2908,5,400,4,2,3,4,1,25,160000,0,0.670629,215
2909,5,400,4,2,3,4,2,25,160000,0,0.72613,213
2910,5,400,4,2,3,4,3,25,160000,0,0.704954,225
2911,5,400,4,2,3,4,4,25,160000,0,0.854954,226
2912,5,400,4,2,4,1,1,25,160000,0,0.645811,233
2913,5,400,4,2,4,1,2,25,160000,0,0.677187,210
2914,5,400,4,2,4,1,3,25,160000,0,0.643393,221
2915,5,400,4,2,4,1,4,25,160000,0,0.838508,234
2916,5,400,4,2,4,2,1,25,160000,0,0.663545,243
2917,5,400,4,2,4,2,2,25,160000,0,0.746843,243
2918,5,400,4,2,4,2,3,25,160000,0,0.699567,253
2919,5,400,4,2,4,2,4,25,160000,0,0.910235,280
2920,5,400,4,2,4,3,1,25,160000,0,0.695855,268
2921,5,400,4,2,4,3,2,25,160000,0,0.69655,236
2922,5,400,4,2,4,3,3,25,160000,0,0.644336,241
2923,5,400,4,2,4,3,4,25,160000,0,0.84891,288
2924,5,400,4,2,4,4,1,25,160000,0,0.759498,262
2925,5,400,4,2,4,4,2,25,160000,0,0.740175,304
2926,5,400,4,2,4,4,3,25,160000,0,0.735203,269
2927,5,400,4,2,4,4,4,25,160000,0,0.923168,289
2928,5,400,4,3,1,1,1,25,160000,0,0.647625,193
2929,5,400,4,3,1,1,2,25,160000,0,0.617077,204
2930,5,400,4,3,1,1,3,25,160000,0,0.69405,233
2931,5,400,4,3,1,1,4,25,160000,0,0.831255,244
2932,5,400,4,3,1,2,1,25,160000,0,0.643355,216
2933,5,400,4,3,1,2,2,25,160000,0,0.730313,223
2934,5,400,4,3,1,2,3,25,160000,0,0.709852,244
2935,5,400,4,3,1,2,4,25,160000,0,0.912005,227
2936,5,400,4,3,1,3,1,25,160000,0,0.607152,249
2937,5,400,4,3,1,3,2,25,160000,0,0.72624,266
2938,5,400,4,3,1,3,3,25,160000,0,0.686133,299
2939,5,400,4,3,1,3,4,25,160000,0,0.858866,305
2940,5,400,4,3,1,4,1,25,160000,0,0.648033,267
2941,5,400,4,3,1,4,2,25,160000,0,0.755413,253
2942,5,400,4,3,1,4,3,25,160000,0,0.697183,256
2943,5,400,4,3,1,4,4,25,160000,0,0.905179,312
2944,5,400,4,3,2,1,1,25,160000,0,0.688856,210
2945,5,400,4,3,2,1,2,25,160000,0,0.715614,206
2946,5,400,4,3,2,1,3,25,160000,0,0.648423,238
2947,5,400,4,3,2,1,4,25,160000,0,0.8274,244
2948,5,400,4,3,2,2,1,25,160000,0,0.654199,179
2949,5,400,4,3,2,2,2,25,160000,0,0.709579,213
2950,5,400,4,3,2,2,3,25,160000,0,0.681355,219
2951,5,400,4,3,2,2,4,25,160000,0,0.791816,190
2952,5,400,4,3,2,3,1,25,160000,0,0.675231,237
2953,5,400,4,3,2,3,2,25,160000,0,0.711129,274
2954,5,400,4,3,2,3,3,25,160000,0,0.622521,253
2955,5,400,4,3,2,3,4,25,160000,0,0.773452,249
2956,5,400,4,3,2,4,1,25,160000,0,0.672499,234
2957,5,400,4,3,2,4,2,25,160000,0,0.791206,270
2958,5,400,4,3,2,4,3,25,160000,0,0.648129,290
2959,5,400,4,3,2,4,4,25,160000,0,0.75867,285
2960,5,400,4,3,3,1,1,25,160000,0,0.65096,250
2961,5,400,4,3,3,1,2,25,160000,0,0.774907,284
2962,5,400,4,3,3,1,3,25,160000,0,0.664238,265
2963,5,400,4,3,3,1,4,25,160000,0,0.872467,291
2964,5,400,4,3,3,2,1,25,160000,0,0.720564,245
2965,5,400,4,3,3,2,2,25,160000,0,0.68539,241
2966,5,400,4,3,3,2,3,25,160000,0,0.687679,224
2967,5,400,4,3,3,2,4,25,160000,0,0.814346,267
2968,5,400,4,3,3,3,1,25,160000,0,0.752731,285
2969,5,400,4,3,3,3,2,25,160000,0,0.7923,270
2970,5,400,4,3,3,3,3,25,160000,0,0.67996,370
2971,5,400,4,3,3,3,4,25,160000,0,0.820656,371
2972,5,400,4,3,3,4,1,25,160000,0,0.744927,281
2973,5,400,4,3,3,4,2,25,160000,0,0.705069,258
2974,5,400,4,3,3,4,3,25,160000,0,0.635223,338
2975,5,400,4,3,3,4,4,25,160000,0,0.8209,390
2976,5,400,4,3,4,1,1,25,160000,0,0.677834,179
2977,5,400,4,3,4,1,2,25,160000,0,0.700498,197
2978,5,400,4,3,4,1,3,25,160000,0,0.634538,200
2979,5,400,4,3,4,1,4,25,160000,0,0.886229,196
2980,5,400,4,3,4,2,1,25,160000,0,0.701878,276
2981,5,400,4,3,4,2,2,25,160000,0,0.735606,259
2982,5,400,4,3,4,2,3,25,160000,0,0.710796,234
2983,5,400,4,3,4,2,4,25,160000,0,0.845102,269
2984,5,400,4,3,4,3,1,25,160000,0,0.647624,261
2985,5,400,4,3,4,3,2,25,160000,0,0.678149,269
2986,5,400,4,3,4,3,3,25,160000,0,0.607619,289
2987,5,400,4,3,4,3,4,25,160000,0,0.760181,297
2988,5,400,4,3,4,4,1,25,160000,0,0.618475,276
2989,5,400,4,3,4,4,2,25,160000,0,0.668142,280
2990,5,400,4,3,4,4,3,25,160000,0,0.670653,315
2991,5,400,4,3,4,4,4,25,160000,0,0.856024,321
2992,5,400,4,4,1,1,1,25,160000,0,0.630798,208
2993,5,400,4,4,1,1,2,25,160000,0,0.787549,244
2994,5,400,4,4,1,1,3,25,160000,0,0.679773,230
2995,5,400,4,4,1,1,4,25,160000,0,0.848114,268
2996,5,400,4,4,1,2,1,25,160000,0,0.604333,207
2997,5,400,4,4,1,2,2,25,160000,0,0.709889,209
2998,5,400,4,4,1,2,3,25,160000,0,0.659827,221
2999,5,400,4,4,1,2,4,25,160000,0,0.796573,218
3000,5,400,4,4,1,3,1,25,160000,0,0.6805,225
3001,5,400,4,4,1,3,2,25,160000,0,0.724894,263
3002,5,400,4,4,1,3,3,25,160000,0,0.657048,307
3003,5,400,4,4,1,3,4,25,160000,0,0.808237,253
3004,5,400,4,4,1,4,1,25,160000,0,0.766442,253
3005,5,400,4,4,1,4,2,25,160000,0,0.795767,291
3006,5,400,4,4,1,4,3,25,160000,0,0.701662,321
3007,5,400,4,4,1,4,4,25,160000,0,0.848025,338
3008,5,400,4,4,2,1,1,25,160000,0,0.703589,271
3009,5,400,4,4,2,1,2,25,160000,0,0.75956,271
3010,5,400,4,4,2,1,3,25,160000,0,0.697664,276
3011,5,400,4,4,2,1,4,25,160000,0,0.89983,308
3012,5,400,4,4,2,2,1,25,160000,0,0.689187,244
3013,5,400,4,4,2,2,2,25,160000,0,0.769471,281
3014,5,400,4,4,2,2,3,25,160000,0,0.716636,248
3015,5,400,4,4,2,2,4,25,160000,0,0.902451,272
3016,5,400,4,4,2,3,1,25,160000,0,0.695576,257
3017,5,400,4,4,2,3,2,25,160000,0,0.81885,260
3018,5,400,4,4,2,3,3,25,160000,0,0.70792,337
3019,5,400,4,4,2,3,4,25,160000,0,0.797033,366
3020,5,400,4,4,2,4,1,25,160000,0,0.761167,274
3021,5,400,4,4,2,4,2,25,160000,0,0.811314,279
3022,5,400,4,4,2,4,3,25,160000,0,0.720497,390
3023,5,400,4,4,2,4,4,25,160000,0,0.882758,354
3024,5,400,4,4,3,1,1,25,160000,0,0.733292,210
3025,5,400,4,4,3,1,2,25,160000,0,0.784988,220
3026,5,400,4,4,3,1,3,25,160000,0,0.717778,219
3027,5,400,4,4,3,1,4,25,160000,0,0.898775,211
3028,5,400,4,4,3,2,1,25,160000,0,0.683122,275
3029,5,400,4,4,3,2,2,25,160000,0,0.741759,263
3030,5,400,4,4,3,2,3,25,160000,0,0.742297,282
3031,5,400,4,4,3,2,4,25,160000,0,0.787802,278
3032,5,400,4,4,3,3,1,25,160000,0,0.714052,313
3033,5,400,4,4,3,3,2,25,160000,0,0.739926,319
3034,5,400,4,4,3,3,3,25,160000,0,0.684506,308
3035,5,400,4,4,3,3,4,25,160000,0,0.928083,319
3036,5,400,4,4,3,4,1,25,160000,0,0.638204,328
3037,5,400,4,4,3,4,2,25,160000,0,0.718573,339
3038,5,400,4,4,3,4,3,25,160000,0,0.685772,331
3039,5,400,4,4,3,4,4,25,160000,0,0.798954,363
3040,5,400,4,4,4,1,1,25,160000,0,0.705982,296
