n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,tmpsize,size,knob_I_B,obj1,obj2
126,5,100,1,3,1,1,2,25,10000,0,1.616306,178
127,5,100,1,3,1,1,3,25,10000,0,1.613099,180
128,5,100,1,3,1,1,4,25,10000,0,2.003407,170
129,5,100,1,3,1,2,1,25,10000,0,1.481776,175
130,5,100,1,3,1,2,2,25,10000,0,1.830654,175
131,5,100,1,3,1,2,3,25,10000,0,1.515927,185
132,5,100,1,3,1,2,4,25,10000,0,2.178504,188
133,5,100,1,3,1,3,1,25,10000,0,1.698379,191
134,5,100,1,3,1,3,2,25,10000,0,1.806248,215
135,5,100,1,3,1,3,3,25,10000,0,2.092317,222
136,5,100,1,3,1,3,4,25,10000,0,2.199221,195
137,5,100,1,3,1,4,1,25,10000,0,2.011356,191
138,5,100,1,3,1,4,2,25,10000,0,1.89907,193
139,5,100,1,3,1,4,3,25,10000,0,1.634481,212
140,5,100,1,3,1,4,4,25,10000,0,2.480416,193
141,5,100,1,3,2,1,1,25,10000,0,1.440954,181
142,5,100,1,3,2,1,2,25,10000,0,1.772658,178
143,5,100,1,3,2,1,3,25,10000,0,1.625309,197
144,5,100,1,3,2,1,4,25,10000,0,2.410794,199
145,5,100,1,3,2,2,1,25,10000,0,1.628199,202
146,5,100,1,3,2,2,2,25,10000,0,2.25862,190
147,5,100,1,3,2,2,3,25,10000,0,1.932198,196
148,5,100,1,3,2,2,4,25,10000,0,2.465383,187
149,5,100,1,3,2,3,1,25,10000,0,1.722742,209
150,5,100,1,3,2,3,2,25,10000,0,2.117689,195
151,5,100,1,3,2,3,3,25,10000,0,1.928688,226
152,5,100,1,3,2,3,4,25,10000,0,2.659197,193
153,5,100,1,3,2,4,1,25,10000,0,1.862635,247
154,5,100,1,3,2,4,2,25,10000,0,2.082806,205
155,5,100,1,3,2,4,3,25,10000,0,1.856439,225
156,5,100,1,3,2,4,4,25,10000,0,2.159119,227
157,5,100,1,3,3,1,1,25,10000,0,1.683838,190
158,5,100,1,3,3,1,2,25,10000,0,1.754923,180
159,5,100,1,3,3,1,3,25,10000,0,1.605167,186
160,5,100,1,3,3,1,4,25,10000,0,2.253039,198
161,5,100,1,3,3,2,1,25,10000,0,1.636012,182
162,5,100,1,3,3,2,2,25,10000,0,1.789801,187
163,5,100,1,3,3,2,3,25,10000,0,1.850279,199
164,5,100,1,3,3,2,4,25,10000,0,2.144523,205
165,5,100,1,3,3,3,1,25,10000,0,1.636354,195
166,5,100,1,3,3,3,2,25,10000,0,1.951276,199
167,5,100,1,3,3,3,3,25,10000,0,1.669048,196
168,5,100,1,3,3,3,4,25,10000,0,1.930067,218
169,5,100,1,3,3,4,1,25,10000,0,1.78162,207
170,5,100,1,3,3,4,2,25,10000,0,1.901156,195
171,5,100,1,3,3,4,3,25,10000,0,1.705847,211
172,5,100,1,3,3,4,4,25,10000,0,2.189813,216
173,5,100,1,3,4,1,1,25,10000,0,1.702693,205
174,5,100,1,3,4,1,2,25,10000,0,1.92646,215
175,5,100,1,3,4,1,3,25,10000,0,2.093309,189
176,5,100,1,3,4,1,4,25,10000,0,2.308627,212
177,5,100,1,3,4,2,1,25,10000,0,1.920185,204
178,5,100,1,3,4,2,2,25,10000,0,1.975263,190
179,5,100,1,3,4,2,3,25,10000,0,1.78291,196
180,5,100,1,3,4,2,4,25,10000,0,2.253154,211
181,5,100,1,3,4,3,1,25,10000,0,1.961917,218
182,5,100,1,3,4,3,2,25,10000,0,1.926541,224
183,5,100,1,3,4,3,3,25,10000,0,2.038495,225
184,5,100,1,3,4,3,4,25,10000,0,2.275266,235
185,5,100,1,3,4,4,1,25,10000,0,1.901789,227
186,5,100,1,3,4,4,2,25,10000,0,2.059372,218
187,5,100,1,3,4,4,3,25,10000,0,1.854149,225
188,5,100,1,3,4,4,4,25,10000,0,2.443725,238
189,5,100,1,4,1,1,1,25,10000,0,1.537238,192
190,5,100,1,4,1,1,2,25,10000,0,1.611435,185
191,5,100,1,4,1,1,3,25,10000,0,1.598622,185
192,5,100,1,4,1,1,4,25,10000,0,2.248294,194
193,5,100,1,4,1,2,1,25,10000,0,1.810635,180
194,5,100,1,4,1,2,2,25,10000,0,1.640883,187
195,5,100,1,4,1,2,3,25,10000,0,2.064143,212
196,5,100,1,4,1,2,4,25,10000,0,2.273398,176
197,5,100,1,4,1,3,1,25,10000,0,1.717889,221
198,5,100,1,4,1,3,2,25,10000,0,2.237747,183
199,5,100,1,4,1,3,3,25,10000,0,1.87254,216
200,5,100,1,4,1,3,4,25,10000,0,2.506683,198
201,5,100,1,4,1,4,1,25,10000,0,1.806345,228
202,5,100,1,4,1,4,2,25,10000,0,1.882165,228
203,5,100,1,4,1,4,3,25,10000,0,2.03483,236
204,5,100,1,4,1,4,4,25,10000,0,2.436029,206
205,5,100,1,4,2,1,1,25,10000,0,1.979756,198
206,5,100,1,4,2,1,2,25,10000,0,2.066524,180
207,5,100,1,4,2,1,3,25,10000,0,1.8322,208
208,5,100,1,4,2,1,4,25,10000,0,2.037882,195
209,5,100,1,4,2,2,1,25,10000,0,1.699809,186
210,5,100,1,4,2,2,2,25,10000,0,2.017446,201
211,5,100,1,4,2,2,3,25,10000,0,1.664032,193
212,5,100,1,4,2,2,4,25,10000,0,2.33411,213
213,5,100,1,4,2,3,1,25,10000,0,1.649472,194
214,5,100,1,4,2,3,2,25,10000,0,1.811434,200
215,5,100,1,4,2,3,3,25,10000,0,1.858802,204
216,5,100,1,4,2,3,4,25,10000,0,2.272877,209
217,5,100,1,4,2,4,1,25,10000,0,1.826073,207
218,5,100,1,4,2,4,2,25,10000,0,2.025347,230
219,5,100,1,4,2,4,3,25,10000,0,1.80046,232
220,5,100,1,4,2,4,4,25,10000,0,2.464264,240
221,5,100,1,4,3,1,1,25,10000,0,1.843495,194
222,5,100,1,4,3,1,2,25,10000,0,1.906443,188
223,5,100,1,4,3,1,3,25,10000,0,1.881946,190
224,5,100,1,4,3,1,4,25,10000,0,2.639573,218
225,5,100,1,4,3,2,1,25,10000,0,1.86021,188
226,5,100,1,4,3,2,2,25,10000,0,1.909487,204
227,5,100,1,4,3,2,3,25,10000,0,1.758639,208
228,5,100,1,4,3,2,4,25,10000,0,2.566772,212
229,5,100,1,4,3,3,1,25,10000,0,1.714328,211
230,5,100,1,4,3,3,2,25,10000,0,1.922289,201
231,5,100,1,4,3,3,3,25,10000,0,1.874532,213
232,5,100,1,4,3,3,4,25,10000,0,2.304253,220
233,5,100,1,4,3,4,1,25,10000,0,1.901707,209
234,5,100,1,4,3,4,2,25,10000,0,2.108177,211
235,5,100,1,4,3,4,3,25,10000,0,1.815925,234
236,5,100,1,4,3,4,4,25,10000,0,2.470532,221
237,5,100,1,4,4,1,1,25,10000,0,1.797235,196
238,5,100,1,4,4,1,2,25,10000,0,1.863613,202
239,5,100,1,4,4,1,3,25,10000,0,1.704983,224
240,5,100,1,4,4,1,4,25,10000,0,2.330952,188
241,5,100,1,4,4,2,1,25,10000,0,1.673559,206
242,5,100,1,4,4,2,2,25,10000,0,2.222133,192
243,5,100,1,4,4,2,3,25,10000,0,1.806781,200
244,5,100,1,4,4,2,4,25,10000,0,2.295472,202
245,5,100,1,4,4,3,1,25,10000,0,1.745453,213
246,5,100,1,4,4,3,2,25,10000,0,1.901779,221
247,5,100,1,4,4,3,3,25,10000,0,1.827222,221
248,5,100,1,4,4,3,4,25,10000,0,2.287982,212
249,5,100,1,4,4,4,1,25,10000,0,1.891415,220
250,5,100,1,4,4,4,2,25,10000,0,1.987581,223
251,5,100,1,4,4,4,3,25,10000,0,1.624249,220
252,5,100,1,4,4,4,4,25,10000,0,2.475855,220
253,5,100,2,1,1,1,1,25,10000,0,0.803772,177
254,5,100,2,1,1,1,2,25,10000,0,0.959213,181
255,5,100,2,1,1,1,3,25,10000,0,0.740632,184
256,5,100,2,1,1,1,4,25,10000,0,0.93357,195
257,5,100,2,1,1,2,1,25,10000,0,0.842105,189
258,5,100,2,1,1,2,2,25,10000,0,0.914333,181
259,5,100,2,1,1,2,3,25,10000,0,0.831018,195
260,5,100,2,1,1,2,4,25,10000,0,1.056368,187
261,5,100,2,1,1,3,1,25,10000,0,0.824825,204
262,5,100,2,1,1,3,2,25,10000,0,0.885863,202
263,5,100,2,1,1,3,3,25,10000,0,0.873613,208
264,5,100,2,1,1,3,4,25,10000,0,1.12309,202
265,5,100,2,1,1,4,1,25,10000,0,0.908645,216
266,5,100,2,1,1,4,2,25,10000,0,0.980718,203
267,5,100,2,1,1,4,3,25,10000,0,0.92208,216
268,5,100,2,1,1,4,4,25,10000,0,1.177712,217
269,5,100,2,1,2,1,2,25,10000,0,0.983074,207
270,5,100,2,1,2,1,3,25,10000,0,0.973509,210
271,5,100,2,1,2,1,4,25,10000,0,1.329639,210
272,5,100,2,1,2,2,1,25,10000,0,0.924059,190
273,5,100,2,1,2,2,2,25,10000,0,1.006674,204
274,5,100,2,1,2,2,3,25,10000,0,0.943851,194
275,5,100,2,1,2,2,4,25,10000,0,1.134689,195
276,5,100,2,1,2,3,1,25,10000,0,0.991562,204
277,5,100,2,1,2,3,2,25,10000,0,0.923514,232
278,5,100,2,1,2,3,3,25,10000,0,0.989606,212
279,5,100,2,1,2,3,4,25,10000,0,1.483883,215
280,5,100,2,1,2,4,1,25,10000,0,1.005729,225
281,5,100,2,1,2,4,2,25,10000,0,1.057886,221
282,5,100,2,1,2,4,3,25,10000,0,1.112102,217
283,5,100,2,1,2,4,4,25,10000,0,1.300149,235
284,5,100,2,1,3,1,1,25,10000,0,1.017017,190
285,5,100,2,1,3,1,2,25,10000,0,1.063801,191
286,5,100,2,1,3,1,3,25,10000,0,1.175857,206
287,5,100,2,1,3,1,4,25,10000,0,1.231208,198
288,5,100,2,1,3,2,1,25,10000,0,0.883832,205
289,5,100,2,1,3,2,2,25,10000,0,1.029706,198
290,5,100,2,1,3,2,3,25,10000,0,1.020449,215
291,5,100,2,1,3,2,4,25,10000,0,1.190914,213
292,5,100,2,1,3,3,1,25,10000,0,0.941618,221
293,5,100,2,1,3,3,2,25,10000,0,1.04349,205
294,5,100,2,1,3,3,3,25,10000,0,1.070975,258
295,5,100,2,1,3,3,4,25,10000,0,1.181752,217
296,5,100,2,1,3,4,1,25,10000,0,1.021464,261
297,5,100,2,1,3,4,2,25,10000,0,1.057176,231
298,5,100,2,1,3,4,3,25,10000,0,1.056315,241
299,5,100,2,1,3,4,4,25,10000,0,1.17322,221
300,5,100,2,1,4,1,1,25,10000,0,0.971618,209
301,5,100,2,1,4,1,2,25,10000,0,1.002052,203
302,5,100,2,1,4,1,3,25,10000,0,1.028477,204
303,5,100,2,1,4,1,4,25,10000,0,1.2135,228
304,5,100,2,1,4,2,1,25,10000,0,1.021355,218
305,5,100,2,1,4,2,2,25,10000,0,1.092703,207
306,5,100,2,1,4,2,3,25,10000,0,1.044859,208
307,5,100,2,1,4,2,4,25,10000,0,1.14531,197
308,5,100,2,1,4,3,1,25,10000,0,1.117364,232
309,5,100,2,1,4,3,2,25,10000,0,1.086998,227
310,5,100,2,1,4,3,3,25,10000,0,1.179917,232
311,5,100,2,1,4,3,4,25,10000,0,1.204784,218
312,5,100,2,1,4,4,1,25,10000,0,0.957935,229
313,5,100,2,1,4,4,2,25,10000,0,1.131493,238
314,5,100,2,1,4,4,3,25,10000,0,1.029933,228
315,5,100,2,1,4,4,4,25,10000,0,1.25259,230
316,5,100,2,2,1,1,1,25,10000,0,0.915545,187
317,5,100,2,2,1,1,2,25,10000,0,0.98021,190
318,5,100,2,2,1,1,3,25,10000,0,0.852158,204
319,5,100,2,2,1,1,4,25,10000,0,1.177722,220
320,5,100,2,2,1,2,1,25,10000,0,0.983537,190
321,5,100,2,2,1,2,2,25,10000,0,1.038136,202
322,5,100,2,2,1,2,3,25,10000,0,0.873331,200
323,5,100,2,2,1,2,4,25,10000,0,1.317433,217
324,5,100,2,2,1,3,1,25,10000,0,0.994733,218
325,5,100,2,2,1,3,2,25,10000,0,0.944072,205
326,5,100,2,2,1,3,3,25,10000,0,0.900995,213
327,5,100,2,2,1,3,4,25,10000,0,1.19534,218
328,5,100,2,2,1,4,1,25,10000,0,0.946525,212
329,5,100,2,2,1,4,2,25,10000,0,1.118233,209
330,5,100,2,2,1,4,3,25,10000,0,0.94521,220
331,5,100,2,2,1,4,4,25,10000,0,1.353942,222
332,5,100,2,2,2,1,1,25,10000,0,1.071039,186
333,5,100,2,2,2,1,2,25,10000,0,1.017262,195
334,5,100,2,2,2,1,3,25,10000,0,1.033798,227
335,5,100,2,2,2,1,4,25,10000,0,1.367524,208
336,5,100,2,2,2,2,1,25,10000,0,0.933609,187
337,5,100,2,2,2,2,2,25,10000,0,1.018515,202
338,5,100,2,2,2,2,3,25,10000,0,0.971311,196
339,5,100,2,2,2,2,4,25,10000,0,1.314255,214
340,5,100,2,2,2,3,1,25,10000,0,0.955437,204
341,5,100,2,2,2,3,2,25,10000,0,1.02101,215
342,5,100,2,2,2,3,3,25,10000,0,0.986063,235
343,5,100,2,2,2,3,4,25,10000,0,1.545869,236
344,5,100,2,2,2,4,1,25,10000,0,0.996339,221
345,5,100,2,2,2,4,2,25,10000,0,1.084798,219
346,5,100,2,2,2,4,3,25,10000,0,1.01705,223
347,5,100,2,2,2,4,4,25,10000,0,1.606656,268
348,5,100,2,2,3,1,1,25,10000,0,0.980467,198
349,5,100,2,2,3,1,2,25,10000,0,1.195212,205
350,5,100,2,2,3,1,3,25,10000,0,1.151101,201
351,5,100,2,2,3,1,4,25,10000,0,1.219442,194
352,5,100,2,2,3,2,1,25,10000,0,0.978048,202
353,5,100,2,2,3,2,2,25,10000,0,1.053885,213
354,5,100,2,2,3,2,3,25,10000,0,0.949286,222
355,5,100,2,2,3,2,4,25,10000,0,1.133926,197
356,5,100,2,2,3,3,1,25,10000,0,1.095027,217
357,5,100,2,2,3,3,2,25,10000,0,1.151037,231
358,5,100,2,2,3,3,3,25,10000,0,1.217529,216
359,5,100,2,2,3,3,4,25,10000,0,1.517592,221
360,5,100,2,2,3,4,1,25,10000,0,1.003286,225
361,5,100,2,2,3,4,2,25,10000,0,1.046331,238
362,5,100,2,2,3,4,3,25,10000,0,1.137119,223
363,5,100,2,2,3,4,4,25,10000,0,1.504143,226
364,5,100,2,2,4,1,1,25,10000,0,1.127697,196
365,5,100,2,2,4,1,2,25,10000,0,1.049398,201
366,5,100,2,2,4,1,3,25,10000,0,0.907371,218
367,5,100,2,2,4,1,4,25,10000,0,1.382426,195
368,5,100,2,2,4,2,1,25,10000,0,1.055909,216
369,5,100,2,2,4,2,2,25,10000,0,1.034341,201
370,5,100,2,2,4,2,3,25,10000,0,1.05319,210
371,5,100,2,2,4,2,4,25,10000,0,1.276083,245
372,5,100,2,2,4,3,1,25,10000,0,1.111962,207
373,5,100,2,2,4,3,2,25,10000,0,1.068726,245
374,5,100,2,2,4,3,3,25,10000,0,1.118399,255
375,5,100,2,2,4,3,4,25,10000,0,1.448131,253
376,5,100,2,2,4,4,1,25,10000,0,0.922502,231
377,5,100,2,2,4,4,2,25,10000,0,1.038457,228
378,5,100,2,2,4,4,3,25,10000,0,1.114679,276
379,5,100,2,2,4,4,4,25,10000,0,1.401625,268
380,5,100,2,3,1,1,1,25,10000,0,0.833986,191
381,5,100,2,3,1,1,2,25,10000,0,0.98869,195
382,5,100,2,3,1,1,3,25,10000,0,0.8305,213
383,5,100,2,3,1,1,4,25,10000,0,1.124805,211
384,5,100,2,3,1,2,1,25,10000,0,0.820576,208
385,5,100,2,3,1,2,2,25,10000,0,0.895179,196
386,5,100,2,3,1,2,3,25,10000,0,0.833855,204
387,5,100,2,3,1,2,4,25,10000,0,1.271267,217
388,5,100,2,3,1,3,1,25,10000,0,0.844314,198
389,5,100,2,3,1,3,2,25,10000,0,1.058697,239
390,5,100,2,3,1,3,3,25,10000,0,1.015793,237
391,5,100,2,3,1,3,4,25,10000,0,1.467284,211
392,5,100,2,3,1,4,1,25,10000,0,0.916211,211
393,5,100,2,3,1,4,2,25,10000,0,1.24323,277
394,5,100,2,3,1,4,3,25,10000,0,1.154655,263
395,5,100,2,3,1,4,4,25,10000,0,1.450477,254
396,5,100,2,3,2,1,1,25,10000,0,1.007363,191
397,5,100,2,3,2,1,2,25,10000,0,1.119213,199
398,5,100,2,3,2,1,3,25,10000,0,0.917516,200
399,5,100,2,3,2,1,4,25,10000,0,1.32898,205
400,5,100,2,3,2,2,1,25,10000,0,1.021477,189
401,5,100,2,3,2,2,2,25,10000,0,1.000635,209
402,5,100,2,3,2,2,3,25,10000,0,1.141515,203
403,5,100,2,3,2,2,4,25,10000,0,1.536811,204
404,5,100,2,3,2,3,1,25,10000,0,1.033811,223
405,5,100,2,3,2,3,2,25,10000,0,1.157204,221
406,5,100,2,3,2,3,3,25,10000,0,1.181033,221
407,5,100,2,3,2,3,4,25,10000,0,1.335228,217
408,5,100,2,3,2,4,1,25,10000,0,1.084664,240
409,5,100,2,3,2,4,2,25,10000,0,1.144482,213
410,5,100,2,3,2,4,3,25,10000,0,1.034988,234
411,5,100,2,3,2,4,4,25,10000,0,1.59698,259
412,5,100,2,3,3,1,1,25,10000,0,0.908506,194
413,5,100,2,3,3,1,2,25,10000,0,1.032298,205
414,5,100,2,3,3,1,3,25,10000,0,0.991144,205
415,5,100,2,3,3,1,4,25,10000,0,1.364369,228
416,5,100,2,3,3,2,1,25,10000,0,0.892828,208
417,5,100,2,3,3,2,2,25,10000,0,1.011449,216
418,5,100,2,3,3,2,3,25,10000,0,1.062346,233
419,5,100,2,3,3,2,4,25,10000,0,1.359424,217
420,5,100,2,3,3,3,1,25,10000,0,1.064586,223
421,5,100,2,3,3,3,2,25,10000,0,1.246866,252
422,5,100,2,3,3,3,3,25,10000,0,1.10201,243
423,5,100,2,3,3,3,4,25,10000,0,1.262897,247
424,5,100,2,3,3,4,1,25,10000,0,1.110021,243
425,5,100,2,3,3,4,2,25,10000,0,1.219152,261
426,5,100,2,3,3,4,3,25,10000,0,1.161907,244
427,5,100,2,3,3,4,4,25,10000,0,1.431558,259
428,5,100,2,3,4,1,1,25,10000,0,0.953351,210
429,5,100,2,3,4,1,2,25,10000,0,1.084139,220
430,5,100,2,3,4,1,3,25,10000,0,1.235073,224
431,5,100,2,3,4,1,4,25,10000,0,1.397926,213
432,5,100,2,3,4,2,1,25,10000,0,0.996951,230
433,5,100,2,3,4,2,2,25,10000,0,1.207798,203
434,5,100,2,3,4,2,3,25,10000,0,1.094052,225
435,5,100,2,3,4,2,4,25,10000,0,1.371908,233
436,5,100,2,3,4,3,1,25,10000,0,1.170795,213
437,5,100,2,3,4,3,2,25,10000,0,1.194532,235
438,5,100,2,3,4,3,3,25,10000,0,1.073446,230
439,5,100,2,3,4,3,4,25,10000,0,1.503279,251
440,5,100,2,3,4,4,1,25,10000,0,1.089975,233
441,5,100,2,3,4,4,2,25,10000,0,1.163558,245
442,5,100,2,3,4,4,3,25,10000,0,1.082697,210
443,5,100,2,3,4,4,4,25,10000,0,1.429541,234
444,5,100,2,4,1,1,1,25,10000,0,0.927757,202
445,5,100,2,4,1,1,2,25,10000,0,0.887338,189
446,5,100,2,4,1,1,3,25,10000,0,0.86112,191
447,5,100,2,4,1,1,4,25,10000,0,1.070601,210
448,5,100,2,4,1,2,1,25,10000,0,0.88535,187
449,5,100,2,4,1,2,2,25,10000,0,1.101976,190
450,5,100,2,4,1,2,3,25,10000,0,1.105993,222
451,5,100,2,4,1,2,4,25,10000,0,1.366804,232
452,5,100,2,4,1,3,1,25,10000,0,1.070328,212
453,5,100,2,4,1,3,2,25,10000,0,1.116489,220
454,5,100,2,4,1,3,3,25,10000,0,1.028336,225
455,5,100,2,4,1,3,4,25,10000,0,1.325462,224
456,5,100,2,4,1,4,1,25,10000,0,1.080435,269
457,5,100,2,4,1,4,2,25,10000,0,1.144631,230
458,5,100,2,4,1,4,3,25,10000,0,1.095822,223
459,5,100,2,4,1,4,4,25,10000,0,1.451952,266
460,5,100,2,4,2,1,1,25,10000,0,1.021903,193
461,5,100,2,4,2,1,2,25,10000,0,1.188,196
462,5,100,2,4,2,1,3,25,10000,0,0.922843,209
463,5,100,2,4,2,1,4,25,10000,0,1.375592,188
464,5,100,2,4,2,2,1,25,10000,0,1.065459,242
465,5,100,2,4,2,2,2,25,10000,0,1.049884,222
466,5,100,2,4,2,2,3,25,10000,0,1.170039,226
467,5,100,2,4,2,2,4,25,10000,0,1.427302,216
468,5,100,2,4,2,3,1,25,10000,0,1.214273,256
469,5,100,2,4,2,3,2,25,10000,0,1.236823,238
470,5,100,2,4,2,3,3,25,10000,0,1.182706,250
471,5,100,2,4,2,3,4,25,10000,0,1.443467,259
472,5,100,2,4,2,4,1,25,10000,0,1.192596,272
473,5,100,2,4,2,4,2,25,10000,0,1.349006,278
474,5,100,2,4,2,4,3,25,10000,0,1.325062,274
475,5,100,2,4,2,4,4,25,10000,0,1.509978,261
476,5,100,2,4,3,1,1,25,10000,0,1.004336,208
477,5,100,2,4,3,1,2,25,10000,0,1.224,214
478,5,100,2,4,3,1,3,25,10000,0,1.252118,198
479,5,100,2,4,3,1,4,25,10000,0,1.317142,206
480,5,100,2,4,3,2,1,25,10000,0,1.036049,198
481,5,100,2,4,3,2,2,25,10000,0,1.359341,234
482,5,100,2,4,3,2,3,25,10000,0,1.147092,224
483,5,100,2,4,3,2,4,25,10000,0,1.542218,268
484,5,100,2,4,3,3,1,25,10000,0,1.151139,224
485,5,100,2,4,3,3,2,25,10000,0,1.285043,207
486,5,100,2,4,3,3,3,25,10000,0,1.208388,225
487,5,100,2,4,3,3,4,25,10000,0,1.361361,250
488,5,100,2,4,3,4,1,25,10000,0,1.271169,247
489,5,100,2,4,3,4,2,25,10000,0,1.273584,279
490,5,100,2,4,3,4,3,25,10000,0,1.133233,282
491,5,100,2,4,3,4,4,25,10000,0,1.523012,261
492,5,100,2,4,4,1,1,25,10000,0,1.029204,205
493,5,100,2,4,4,1,2,25,10000,0,1.099261,233
494,5,100,2,4,4,1,3,25,10000,0,1.070124,218
495,5,100,2,4,4,1,4,25,10000,0,1.412374,206
496,5,100,2,4,4,2,1,25,10000,0,0.957263,214
497,5,100,2,4,4,2,2,25,10000,0,1.24404,258
498,5,100,2,4,4,2,3,25,10000,0,1.181982,260
499,5,100,2,4,4,2,4,25,10000,0,1.365418,225
500,5,100,2,4,4,3,1,25,10000,0,1.200179,227
501,5,100,2,4,4,3,2,25,10000,0,1.260605,241
502,5,100,2,4,4,3,3,25,10000,0,1.205526,218
503,5,100,2,4,4,3,4,25,10000,0,1.415826,234
504,5,100,2,4,4,4,1,25,10000,0,1.16615,246
505,5,100,2,4,4,4,2,25,10000,0,1.241947,255
506,5,100,2,4,4,4,3,25,10000,0,1.106956,253
507,5,100,2,4,4,4,4,25,10000,0,1.430586,273
508,5,100,3,1,1,1,1,25,10000,0,1.568676,199
509,5,100,3,1,1,1,2,25,10000,0,1.94799,234
510,5,100,3,1,1,1,3,25,10000,0,1.747376,256
511,5,100,3,1,1,1,4,25,10000,0,2.259081,216
512,5,100,3,1,1,2,1,25,10000,0,1.886752,208
513,5,100,3,1,1,2,2,25,10000,0,2.295141,249
514,5,100,3,1,1,2,4,25,10000,0,2.703336,240
515,5,100,3,1,1,3,1,25,10000,0,1.878051,230
516,5,100,3,1,1,3,2,25,10000,0,2.022027,266
517,5,100,3,1,1,3,3,25,10000,0,1.996116,227
518,5,100,3,1,1,3,4,25,10000,0,2.748381,255
519,5,100,3,1,1,4,1,25,10000,0,1.977598,236
520,5,100,3,1,1,4,2,25,10000,0,2.342895,297
521,5,100,3,1,1,4,3,25,10000,0,2.149179,235
522,5,100,3,1,1,4,4,25,10000,0,2.810381,266
523,5,100,3,1,2,1,1,25,10000,0,1.681174,195
524,5,100,3,1,2,1,2,25,10000,0,2.065738,226
525,5,100,3,1,2,1,3,25,10000,0,2.118762,243
526,5,100,3,1,2,1,4,25,10000,0,2.615772,221
527,5,100,3,1,2,2,1,25,10000,0,1.93115,227
528,5,100,3,1,2,2,2,25,10000,0,2.003444,217
529,5,100,3,1,2,2,3,25,10000,0,2.043828,221
530,5,100,3,1,2,2,4,25,10000,0,2.813048,223
531,5,100,3,1,2,3,1,25,10000,0,2.137128,255
532,5,100,3,1,2,3,2,25,10000,0,2.084297,254
533,5,100,3,1,2,3,3,25,10000,0,2.21682,230
534,5,100,3,1,2,3,4,25,10000,0,2.731187,261
535,5,100,3,1,2,4,1,25,10000,0,2.084111,265
536,5,100,3,1,2,4,2,25,10000,0,2.271445,282
537,5,100,3,1,2,4,3,25,10000,0,2.127232,269
538,5,100,3,1,2,4,4,25,10000,0,2.761809,268
539,5,100,3,1,3,1,1,25,10000,0,2.012149,210
540,5,100,3,1,3,1,2,25,10000,0,1.998723,277
541,5,100,3,1,3,1,3,25,10000,0,2.116156,199
542,5,100,3,1,3,1,4,25,10000,0,2.64911,225
543,5,100,3,1,3,2,1,25,10000,0,2.033412,189
544,5,100,3,1,3,2,2,25,10000,0,2.317678,226
545,5,100,3,1,3,2,3,25,10000,0,1.926652,225
546,5,100,3,1,3,2,4,25,10000,0,2.968523,225
547,5,100,3,1,3,3,1,25,10000,0,1.980607,259
548,5,100,3,1,3,3,2,25,10000,0,2.249109,274
549,5,100,3,1,3,3,3,25,10000,0,2.150012,243
550,5,100,3,1,3,3,4,25,10000,0,2.580972,272
551,5,100,3,1,3,4,1,25,10000,0,1.821096,247
552,5,100,3,1,3,4,2,25,10000,0,2.251003,285
553,5,100,3,1,3,4,3,25,10000,0,2.159156,250
554,5,100,3,1,3,4,4,25,10000,0,2.776069,285
555,5,100,3,1,4,1,1,25,10000,0,1.915787,232
556,5,100,3,1,4,1,2,25,10000,0,2.327088,200
557,5,100,3,1,4,1,3,25,10000,0,1.975707,247
558,5,100,3,1,4,1,4,25,10000,0,2.69101,235
559,5,100,3,1,4,2,1,25,10000,0,2.053786,259
560,5,100,3,1,4,2,2,25,10000,0,2.172922,249
561,5,100,3,1,4,2,3,25,10000,0,2.001725,220
562,5,100,3,1,4,2,4,25,10000,0,2.729667,218
563,5,100,3,1,4,3,1,25,10000,0,2.299558,271
564,5,100,3,1,4,3,2,25,10000,0,2.317686,260
565,5,100,3,1,4,3,3,25,10000,0,2.207967,283
566,5,100,3,1,4,3,4,25,10000,0,2.824499,248
567,5,100,3,1,4,4,1,25,10000,0,2.310138,313
568,5,100,3,1,4,4,2,25,10000,0,2.295118,295
569,5,100,3,1,4,4,3,25,10000,0,2.107942,288
570,5,100,3,1,4,4,4,25,10000,0,2.999117,247
571,5,100,3,2,1,1,1,25,10000,0,2.184556,251
572,5,100,3,2,1,1,2,25,10000,0,2.169179,218
573,5,100,3,2,1,1,3,25,10000,0,1.920693,239
574,5,100,3,2,1,1,4,25,10000,0,2.610608,218
575,5,100,3,2,1,2,1,25,10000,0,2.046735,252
576,5,100,3,2,1,2,2,25,10000,0,2.2063,246
577,5,100,3,2,1,2,3,25,10000,0,2.071503,238
578,5,100,3,2,1,2,4,25,10000,0,2.514399,207
579,5,100,3,2,1,3,1,25,10000,0,2.071294,261
580,5,100,3,2,1,3,2,25,10000,0,2.38178,243
581,5,100,3,2,1,3,3,25,10000,0,2.094577,270
582,5,100,3,2,1,3,4,25,10000,0,2.806532,257
583,5,100,3,2,1,4,1,25,10000,0,2.119478,301
584,5,100,3,2,1,4,2,25,10000,0,2.361928,306
585,5,100,3,2,1,4,3,25,10000,0,2.346694,277
586,5,100,3,2,1,4,4,25,10000,0,2.929737,309
587,5,100,3,2,2,1,1,25,10000,0,2.254657,234
