Parameter,Throughput_Value,Tool,Resource_Type,Resource_Value,Flow
Throughput,2.58729534493822,catapult,LUT,991,catapult_fpga_area
Throughput,2.58729534493822,catapult,FF,250,catapult_fpga_area
Throughput,2.58729534493822,catapult,DSP,1,catapult_fpga_area
Throughput,2.58729534493822,catapult,BRAM,0,catapult_fpga_area
Throughput,2.4103936172777,catapult,CLB,160,catapult_fpga_area
Throughput,2.4103936172777,catapult,LUT,976,catapult_fpga_area
Throughput,2.4103936172777,catapult,FF,251,catapult_fpga_area
Throughput,2.4103936172777,catapult,DSP,1,catapult_fpga_area
Throughput,2.4103936172777,catapult,BRAM,0,catapult_fpga_area
Throughput,2.80343701377889,catapult,CLB,168,catapult_fpga_area
Throughput,2.80343701377889,catapult,LUT,995,catapult_fpga_area
Throughput,2.80343701377889,catapult,FF,252,catapult_fpga_area
Throughput,2.80343701377889,catapult,DSP,1,catapult_fpga_area
Throughput,2.80343701377889,catapult,BRAM,0,catapult_fpga_area
Throughput,1.77212587764534,catapult,CLB,232,catapult_fpga_area
Throughput,1.77212587764534,catapult,LUT,1443,catapult_fpga_area
Throughput,1.77212587764534,catapult,FF,463,catapult_fpga_area
Throughput,1.77212587764534,catapult,DSP,1,catapult_fpga_area
Throughput,1.77212587764534,catapult,BRAM,0,catapult_fpga_area
Throughput,1.94232461294326,catapult,CLB,248,catapult_fpga_area
Throughput,1.94232461294326,catapult,LUT,1512,catapult_fpga_area
Throughput,1.94232461294326,catapult,FF,305,catapult_fpga_area
Throughput,1.94232461294326,catapult,DSP,1,catapult_fpga_area
Throughput,1.94232461294326,catapult,BRAM,0,catapult_fpga_area
Throughput,1.94978142950175,catapult,CLB,244,catapult_fpga_area
Throughput,1.94978142950175,catapult,LUT,1505,catapult_fpga_area
Throughput,1.94978142950175,catapult,FF,251,catapult_fpga_area
Throughput,1.94978142950175,catapult,DSP,1,catapult_fpga_area
Throughput,1.94978142950175,catapult,BRAM,0,catapult_fpga_area
Throughput,2.25538133987695,catapult,CLB,238,catapult_fpga_area
Throughput,2.25538133987695,catapult,LUT,1488,catapult_fpga_area
Throughput,2.25538133987695,catapult,FF,257,catapult_fpga_area
Throughput,2.25538133987695,catapult,DSP,1,catapult_fpga_area
Throughput,2.25538133987695,catapult,BRAM,0,catapult_fpga_area
Throughput,2.20815870478243,catapult,CLB,238,catapult_fpga_area
Throughput,2.20815870478243,catapult,LUT,1483,catapult_fpga_area
Throughput,2.20815870478243,catapult,FF,258,catapult_fpga_area
Throughput,2.20815870478243,catapult,DSP,1,catapult_fpga_area
Throughput,2.20815870478243,catapult,BRAM,0,catapult_fpga_area
Throughput,2.13874006822581,catapult,CLB,239,catapult_fpga_area
Throughput,2.13874006822581,catapult,LUT,1464,catapult_fpga_area
Throughput,2.13874006822581,catapult,FF,257,catapult_fpga_area
Throughput,2.13874006822581,catapult,DSP,1,catapult_fpga_area
Throughput,2.13874006822581,catapult,BRAM,0,catapult_fpga_area
Throughput,1.57708806459753,catapult,CLB,145,catapult_fpga_area
Throughput,1.57708806459753,catapult,LUT,912,catapult_fpga_area
Throughput,1.57708806459753,catapult,FF,253,catapult_fpga_area
Throughput,1.57708806459753,catapult,DSP,1,catapult_fpga_area
Throughput,1.57708806459753,catapult,BRAM,0,catapult_fpga_area
Throughput,1.835532607319,catapult,CLB,154,catapult_fpga_area
Throughput,1.835532607319,catapult,LUT,931,catapult_fpga_area
Throughput,1.835532607319,catapult,FF,273,catapult_fpga_area
Throughput,1.835532607319,catapult,DSP,1,catapult_fpga_area
Throughput,1.835532607319,catapult,BRAM,0,catapult_fpga_area
Throughput,2.02918372026485,catapult,CLB,128,catapult_fpga_area
Throughput,2.02918372026485,catapult,LUT,807,catapult_fpga_area
Throughput,2.02918372026485,catapult,FF,240,catapult_fpga_area
Throughput,2.02918372026485,catapult,DSP,1,catapult_fpga_area
Throughput,2.02918372026485,catapult,BRAM,0,catapult_fpga_area
Throughput,2.75542060117767,catapult,CLB,130,catapult_fpga_area
Throughput,2.75542060117767,catapult,LUT,769,catapult_fpga_area
Throughput,2.75542060117767,catapult,FF,242,catapult_fpga_area
Throughput,2.75542060117767,catapult,DSP,1,catapult_fpga_area
Throughput,2.75542060117767,catapult,BRAM,0,catapult_fpga_area
Throughput,2.12547079178038,catapult,CLB,141,catapult_fpga_area
Throughput,2.12547079178038,catapult,LUT,854,catapult_fpga_area
Throughput,2.12547079178038,catapult,FF,244,catapult_fpga_area
Throughput,2.12547079178038,catapult,DSP,1,catapult_fpga_area
Throughput,2.12547079178038,catapult,BRAM,0,catapult_fpga_area
Throughput,2.36930330636276,catapult,CLB,119,catapult_fpga_area
Throughput,2.36930330636276,catapult,LUT,679,catapult_fpga_area
Throughput,2.36930330636276,catapult,FF,243,catapult_fpga_area
Throughput,2.36930330636276,catapult,DSP,1,catapult_fpga_area
Throughput,2.36930330636276,catapult,BRAM,0,catapult_fpga_area
Throughput,2.00244298043613,catapult,CLB,182,catapult_fpga_area
Throughput,2.00244298043613,catapult,LUT,1140,catapult_fpga_area
Throughput,2.00244298043613,catapult,FF,351,catapult_fpga_area
Throughput,2.00244298043613,catapult,DSP,1,catapult_fpga_area
Throughput,2.00244298043613,catapult,BRAM,0,catapult_fpga_area
Throughput,1.68944888487926,catapult,CLB,164,catapult_fpga_area
Throughput,1.68944888487926,catapult,LUT,1044,catapult_fpga_area
Throughput,1.68944888487926,catapult,FF,288,catapult_fpga_area
Throughput,1.68944888487926,catapult,DSP,1,catapult_fpga_area
Throughput,1.68944888487926,catapult,BRAM,0,catapult_fpga_area
Throughput,2.08632808343643,catapult,CLB,140,catapult_fpga_area
Throughput,2.08632808343643,catapult,LUT,876,catapult_fpga_area
Throughput,2.08632808343643,catapult,FF,249,catapult_fpga_area
Throughput,2.08632808343643,catapult,DSP,1,catapult_fpga_area
Throughput,2.08632808343643,catapult,BRAM,0,catapult_fpga_area
Throughput,2.25120270504517,catapult,CLB,144,catapult_fpga_area
Throughput,2.25120270504517,catapult,LUT,876,catapult_fpga_area
Throughput,2.25120270504517,catapult,FF,252,catapult_fpga_area
Throughput,2.25120270504517,catapult,DSP,1,catapult_fpga_area
Throughput,2.25120270504517,catapult,BRAM,0,catapult_fpga_area
Throughput,2.26007087582267,catapult,CLB,151,catapult_fpga_area
Throughput,2.26007087582267,catapult,LUT,893,catapult_fpga_area
Throughput,2.26007087582267,catapult,FF,253,catapult_fpga_area
Throughput,2.26007087582267,catapult,DSP,1,catapult_fpga_area
Throughput,2.26007087582267,catapult,BRAM,0,catapult_fpga_area
Throughput,2.54212297774117,catapult,CLB,148,catapult_fpga_area
Throughput,2.54212297774117,catapult,LUT,889,catapult_fpga_area
Throughput,2.54212297774117,catapult,FF,254,catapult_fpga_area
Throughput,2.54212297774117,catapult,DSP,1,catapult_fpga_area
Throughput,2.54212297774117,catapult,BRAM,0,catapult_fpga_area
Throughput,1.63103401032118,catapult,CLB,155,catapult_fpga_area
Throughput,1.63103401032118,catapult,LUT,927,catapult_fpga_area
Throughput,1.63103401032118,catapult,FF,362,catapult_fpga_area
Throughput,1.63103401032118,catapult,DSP,1,catapult_fpga_area
Throughput,1.63103401032118,catapult,BRAM,0,catapult_fpga_area
Throughput,1.82033312096114,catapult,CLB,156,catapult_fpga_area
Throughput,1.82033312096114,catapult,LUT,1024,catapult_fpga_area
Throughput,1.82033312096114,catapult,FF,306,catapult_fpga_area
Throughput,1.82033312096114,catapult,DSP,1,catapult_fpga_area
Throughput,1.82033312096114,catapult,BRAM,0,catapult_fpga_area
Throughput,2.24379254791619,catapult,CLB,138,catapult_fpga_area
Throughput,2.24379254791619,catapult,LUT,865,catapult_fpga_area
Throughput,2.24379254791619,catapult,FF,275,catapult_fpga_area
Throughput,2.24379254791619,catapult,DSP,1,catapult_fpga_area
Throughput,2.24379254791619,catapult,BRAM,0,catapult_fpga_area
Throughput,2.77536475231257,catapult,CLB,137,catapult_fpga_area
Throughput,2.77536475231257,catapult,LUT,847,catapult_fpga_area
Throughput,2.77536475231257,catapult,FF,274,catapult_fpga_area
Throughput,2.77536475231257,catapult,DSP,1,catapult_fpga_area
Throughput,2.77536475231257,catapult,BRAM,0,catapult_fpga_area
Throughput,2.15762298990448,catapult,CLB,152,catapult_fpga_area
Throughput,2.15762298990448,catapult,LUT,941,catapult_fpga_area
Throughput,2.15762298990448,catapult,FF,279,catapult_fpga_area
Throughput,2.15762298990448,catapult,DSP,1,catapult_fpga_area
Throughput,2.15762298990448,catapult,BRAM,0,catapult_fpga_area
Throughput,2.39648387885295,catapult,CLB,137,catapult_fpga_area
Throughput,2.39648387885295,catapult,LUT,831,catapult_fpga_area
Throughput,2.39648387885295,catapult,FF,274,catapult_fpga_area
Throughput,2.39648387885295,catapult,DSP,1,catapult_fpga_area
Throughput,2.39648387885295,catapult,BRAM,0,catapult_fpga_area
Throughput,1.76208659245933,catapult,CLB,231,catapult_fpga_area
Throughput,1.76208659245933,catapult,LUT,1471,catapult_fpga_area
Throughput,1.76208659245933,catapult,FF,378,catapult_fpga_area
Throughput,1.76208659245933,catapult,DSP,1,catapult_fpga_area
Throughput,1.76208659245933,catapult,BRAM,0,catapult_fpga_area
Throughput,1.64514271613062,catapult,CLB,242,catapult_fpga_area
Throughput,1.64514271613062,catapult,LUT,1482,catapult_fpga_area
Throughput,1.64514271613062,catapult,FF,261,catapult_fpga_area
Throughput,1.64514271613062,catapult,DSP,1,catapult_fpga_area
Throughput,1.64514271613062,catapult,BRAM,0,catapult_fpga_area
