Parameter,Throughput_Value,Tool,Resource_Type,Resource_Value,Paramter3,FF_Value,Flow
Throughput,3.04502063001477,catapult,BRAM,0,FF,238,catapult_fpga_latency
Throughput,3.16075605284784,catapult,CLB,375,FF,241,catapult_fpga_latency
Throughput,3.16075605284784,catapult,LUT,2372,FF,241,catapult_fpga_latency
Throughput,3.16075605284784,catapult,FF,241,FF,241,catapult_fpga_latency
Throughput,3.16075605284784,catapult,DSP,1,FF,241,catapult_fpga_latency
Throughput,3.16075605284784,catapult,BRAM,0,FF,241,catapult_fpga_latency
Throughput,3.17446208739929,catapult,CLB,357,FF,242,catapult_fpga_latency
Throughput,3.17446208739929,catapult,LUT,2225,FF,242,catapult_fpga_latency
Throughput,3.17446208739929,catapult,FF,242,FF,242,catapult_fpga_latency
Throughput,3.17446208739929,catapult,DSP,1,FF,242,catapult_fpga_latency
Throughput,3.17446208739929,catapult,BRAM,0,FF,242,catapult_fpga_latency
Throughput,2.10505929952047,catapult,CLB,238,FF,310,catapult_fpga_latency
Throughput,2.10505929952047,catapult,LUT,1479,FF,310,catapult_fpga_latency
Throughput,2.10505929952047,catapult,FF,310,FF,310,catapult_fpga_latency
Throughput,2.10505929952047,catapult,DSP,1,FF,310,catapult_fpga_latency
Throughput,2.10505929952047,catapult,BRAM,0,FF,310,catapult_fpga_latency
Throughput,2.43135080988295,catapult,CLB,287,FF,287,catapult_fpga_latency
Throughput,2.43135080988295,catapult,LUT,1565,FF,287,catapult_fpga_latency
Throughput,2.43135080988295,catapult,FF,287,FF,287,catapult_fpga_latency
Throughput,2.43135080988295,catapult,DSP,1,FF,287,catapult_fpga_latency
Throughput,2.43135080988295,catapult,BRAM,0,FF,287,catapult_fpga_latency
Throughput,3.2591868328852,catapult,CLB,235,FF,241,catapult_fpga_latency
Throughput,3.2591868328852,catapult,LUT,1140,FF,241,catapult_fpga_latency
Throughput,3.2591868328852,catapult,FF,241,FF,241,catapult_fpga_latency
Throughput,3.2591868328852,catapult,DSP,1,FF,241,catapult_fpga_latency
Throughput,3.2591868328852,catapult,BRAM,0,FF,241,catapult_fpga_latency
Throughput,3.58835793152695,catapult,CLB,211,FF,244,catapult_fpga_latency
Throughput,3.58835793152695,catapult,LUT,1154,FF,244,catapult_fpga_latency
Throughput,3.58835793152695,catapult,FF,244,FF,244,catapult_fpga_latency
Throughput,3.58835793152695,catapult,DSP,1,FF,244,catapult_fpga_latency
Throughput,3.58835793152695,catapult,BRAM,0,FF,244,catapult_fpga_latency
Throughput,3.64448753038591,catapult,CLB,188,FF,248,catapult_fpga_latency
Throughput,3.64448753038591,catapult,LUT,1128,FF,248,catapult_fpga_latency
Throughput,3.64448753038591,catapult,FF,248,FF,248,catapult_fpga_latency
Throughput,3.64448753038591,catapult,DSP,1,FF,248,catapult_fpga_latency
Throughput,3.64448753038591,catapult,BRAM,0,FF,248,catapult_fpga_latency
Throughput,3.31583676798759,catapult,CLB,197,FF,249,catapult_fpga_latency
Throughput,3.31583676798759,catapult,LUT,1131,FF,249,catapult_fpga_latency
Throughput,3.31583676798759,catapult,FF,249,FF,249,catapult_fpga_latency
Throughput,3.31583676798759,catapult,DSP,1,FF,249,catapult_fpga_latency
Throughput,3.31583676798759,catapult,BRAM,0,FF,249,catapult_fpga_latency
Throughput,2.30226427691635,catapult,CLB,374,FF,346,catapult_fpga_latency
Throughput,2.30226427691635,catapult,LUT,2323,FF,346,catapult_fpga_latency
Throughput,2.30226427691635,catapult,FF,346,FF,346,catapult_fpga_latency
Throughput,2.30226427691635,catapult,DSP,1,FF,346,catapult_fpga_latency
Throughput,2.30226427691635,catapult,BRAM,0,FF,346,catapult_fpga_latency
Throughput,2.50220819873538,catapult,CLB,297,FF,316,catapult_fpga_latency
Throughput,2.50220819873538,catapult,LUT,1801,FF,316,catapult_fpga_latency
Throughput,2.50220819873538,catapult,FF,316,FF,316,catapult_fpga_latency
Throughput,2.50220819873538,catapult,DSP,1,FF,316,catapult_fpga_latency
Throughput,2.50220819873538,catapult,BRAM,0,FF,316,catapult_fpga_latency
Throughput,3.00141666866761,catapult,CLB,221,FF,287,catapult_fpga_latency
Throughput,3.00141666866761,catapult,LUT,1295,FF,287,catapult_fpga_latency
Throughput,3.00141666866761,catapult,FF,287,FF,287,catapult_fpga_latency
Throughput,3.00141666866761,catapult,DSP,1,FF,287,catapult_fpga_latency
Throughput,3.00141666866761,catapult,BRAM,0,FF,287,catapult_fpga_latency
Throughput,3.33009204374409,catapult,CLB,232,FF,287,catapult_fpga_latency
Throughput,3.33009204374409,catapult,LUT,1307,FF,287,catapult_fpga_latency
Throughput,3.33009204374409,catapult,FF,287,FF,287,catapult_fpga_latency
Throughput,3.33009204374409,catapult,DSP,1,FF,287,catapult_fpga_latency
Throughput,3.33009204374409,catapult,BRAM,0,FF,287,catapult_fpga_latency
Throughput,3.52769771863789,catapult,CLB,232,FF,294,catapult_fpga_latency
Throughput,3.52769771863789,catapult,LUT,1282,FF,294,catapult_fpga_latency
Throughput,3.52769771863789,catapult,FF,294,FF,294,catapult_fpga_latency
Throughput,3.52769771863789,catapult,DSP,1,FF,294,catapult_fpga_latency
Throughput,3.52769771863789,catapult,BRAM,0,FF,294,catapult_fpga_latency
Throughput,3.31955717107338,catapult,CLB,213,FF,293,catapult_fpga_latency
Throughput,3.31955717107338,catapult,LUT,1250,FF,293,catapult_fpga_latency
Throughput,3.31955717107338,catapult,FF,293,FF,293,catapult_fpga_latency
Throughput,3.31955717107338,catapult,DSP,1,FF,293,catapult_fpga_latency
Throughput,3.31955717107338,catapult,BRAM,0,FF,293,catapult_fpga_latency
Throughput,2.01587298387503,catapult,CLB,356,FF,360,catapult_fpga_latency
Throughput,2.01587298387503,catapult,LUT,2293,FF,360,catapult_fpga_latency
Throughput,2.01587298387503,catapult,FF,360,FF,360,catapult_fpga_latency
Throughput,2.01587298387503,catapult,DSP,1,FF,360,catapult_fpga_latency
Throughput,2.01587298387503,catapult,BRAM,0,FF,360,catapult_fpga_latency
Throughput,2.40090273943003,catapult,CLB,271,FF,336,catapult_fpga_latency
Throughput,2.40090273943003,catapult,LUT,1689,FF,336,catapult_fpga_latency
Throughput,2.40090273943003,catapult,FF,336,FF,336,catapult_fpga_latency
Throughput,2.40090273943003,catapult,DSP,1,FF,336,catapult_fpga_latency
Throughput,2.40090273943003,catapult,BRAM,0,FF,336,catapult_fpga_latency
Throughput,3.00917497449724,catapult,CLB,219,FF,296,catapult_fpga_latency
Throughput,3.00917497449724,catapult,LUT,1289,FF,296,catapult_fpga_latency
Throughput,3.00917497449724,catapult,FF,296,FF,296,catapult_fpga_latency
Throughput,3.00917497449724,catapult,DSP,1,FF,296,catapult_fpga_latency
Throughput,3.00917497449724,catapult,BRAM,0,FF,296,catapult_fpga_latency
Throughput,3.48677466370058,catapult,CLB,236,FF,300,catapult_fpga_latency
Throughput,3.48677466370058,catapult,LUT,1339,FF,300,catapult_fpga_latency
Throughput,3.48677466370058,catapult,FF,300,FF,300,catapult_fpga_latency
Throughput,3.48677466370058,catapult,DSP,1,FF,300,catapult_fpga_latency
Throughput,3.48677466370058,catapult,BRAM,0,FF,300,catapult_fpga_latency
Throughput,3.51773289150608,catapult,CLB,245,FF,303,catapult_fpga_latency
Throughput,3.51773289150608,catapult,LUT,1336,FF,303,catapult_fpga_latency
Throughput,3.51773289150608,catapult,FF,303,FF,303,catapult_fpga_latency
Throughput,3.51773289150608,catapult,DSP,1,FF,303,catapult_fpga_latency
Throughput,3.51773289150608,catapult,BRAM,0,FF,303,catapult_fpga_latency
Throughput,3.43652059163139,catapult,CLB,218,FF,304,catapult_fpga_latency
Throughput,3.43652059163139,catapult,LUT,1302,FF,304,catapult_fpga_latency
Throughput,3.43652059163139,catapult,FF,304,FF,304,catapult_fpga_latency
Throughput,3.43652059163139,catapult,DSP,1,FF,304,catapult_fpga_latency
Throughput,3.43652059163139,catapult,BRAM,0,FF,304,catapult_fpga_latency
Throughput,2.30540109368228,catapult,CLB,387,FF,379,catapult_fpga_latency
Throughput,2.30540109368228,catapult,LUT,2505,FF,379,catapult_fpga_latency
Throughput,2.30540109368228,catapult,FF,379,FF,379,catapult_fpga_latency
Throughput,2.30540109368228,catapult,DSP,1,FF,379,catapult_fpga_latency
Throughput,2.30540109368228,catapult,BRAM,0,FF,379,catapult_fpga_latency
Throughput,2.40736460981434,catapult,CLB,369,FF,361,catapult_fpga_latency
Throughput,2.40736460981434,catapult,LUT,2379,FF,361,catapult_fpga_latency
Throughput,2.40736460981434,catapult,FF,361,FF,361,catapult_fpga_latency
Throughput,2.40736460981434,catapult,DSP,1,FF,361,catapult_fpga_latency
Throughput,2.40736460981434,catapult,BRAM,0,FF,361,catapult_fpga_latency
Throughput,2.76082173098001,catapult,CLB,382,FF,319,catapult_fpga_latency
Throughput,2.76082173098001,catapult,LUT,2106,FF,319,catapult_fpga_latency
Throughput,2.76082173098001,catapult,FF,319,FF,319,catapult_fpga_latency
Throughput,2.76082173098001,catapult,DSP,1,FF,319,catapult_fpga_latency
Throughput,2.76082173098001,catapult,BRAM,0,FF,319,catapult_fpga_latency
Throughput,2.97196250572103,catapult,CLB,362,FF,322,catapult_fpga_latency
Throughput,2.97196250572103,catapult,LUT,2082,FF,322,catapult_fpga_latency
Throughput,2.97196250572103,catapult,FF,322,FF,322,catapult_fpga_latency
Throughput,2.97196250572103,catapult,DSP,1,FF,322,catapult_fpga_latency
Throughput,2.97196250572103,catapult,BRAM,0,FF,322,catapult_fpga_latency
Throughput,3.16454694763624,catapult,CLB,359,FF,326,catapult_fpga_latency
Throughput,3.16454694763624,catapult,LUT,1996,FF,326,catapult_fpga_latency
Throughput,3.16454694763624,catapult,FF,326,FF,326,catapult_fpga_latency
Throughput,3.16454694763624,catapult,DSP,1,FF,326,catapult_fpga_latency
Throughput,3.16454694763624,catapult,BRAM,0,FF,326,catapult_fpga_latency
Throughput,3.0896810831186,catapult,CLB,360,FF,327,catapult_fpga_latency
Throughput,3.0896810831186,catapult,LUT,2058,FF,327,catapult_fpga_latency
Throughput,3.0896810831186,catapult,FF,327,FF,327,catapult_fpga_latency
Throughput,3.0896810831186,catapult,DSP,1,FF,327,catapult_fpga_latency
Throughput,3.0896810831186,catapult,BRAM,0,FF,327,catapult_fpga_latency
Throughput,1.97412709035382,catapult,CLB,369,FF,390,catapult_fpga_latency
Throughput,1.97412709035382,catapult,LUT,2359,FF,390,catapult_fpga_latency
Throughput,1.97412709035382,catapult,FF,390,FF,390,catapult_fpga_latency
Throughput,1.97412709035382,catapult,DSP,1,FF,390,catapult_fpga_latency
Throughput,1.97412709035382,catapult,BRAM,0,FF,390,catapult_fpga_latency
Throughput,2.3381475791989,catapult,CLB,341,FF,372,catapult_fpga_latency
Throughput,2.3381475791989,catapult,LUT,1994,FF,372,catapult_fpga_latency
Throughput,2.3381475791989,catapult,FF,372,FF,372,catapult_fpga_latency
Throughput,2.3381475791989,catapult,DSP,1,FF,372,catapult_fpga_latency
Throughput,2.3381475791989,catapult,BRAM,0,FF,372,catapult_fpga_latency
Throughput,3.09872859165884,catapult,CLB,288,FF,333,catapult_fpga_latency
Throughput,3.09872859165884,catapult,LUT,1676,FF,333,catapult_fpga_latency
Throughput,3.09872859165884,catapult,FF,333,FF,333,catapult_fpga_latency
Throughput,3.09872859165884,catapult,DSP,1,FF,333,catapult_fpga_latency
Throughput,3.09872859165884,catapult,BRAM,0,FF,333,catapult_fpga_latency
Throughput,3.08935654881801,catapult,CLB,261,FF,336,catapult_fpga_latency
Throughput,3.08935654881801,catapult,LUT,1543,FF,336,catapult_fpga_latency
Throughput,3.08935654881801,catapult,FF,336,FF,336,catapult_fpga_latency
Throughput,3.08935654881801,catapult,DSP,1,FF,336,catapult_fpga_latency
Throughput,3.08935654881801,catapult,BRAM,0,FF,336,catapult_fpga_latency
Throughput,3.1703961092899,catapult,CLB,289,FF,340,catapult_fpga_latency
Throughput,3.1703961092899,catapult,LUT,1571,FF,340,catapult_fpga_latency
Throughput,3.1703961092899,catapult,FF,340,FF,340,catapult_fpga_latency
Throughput,3.1703961092899,catapult,DSP,1,FF,340,catapult_fpga_latency
Throughput,3.1703961092899,catapult,BRAM,0,FF,340,catapult_fpga_latency
Throughput,3.32236951393734,catapult,CLB,266,FF,341,catapult_fpga_latency
Throughput,3.32236951393734,catapult,LUT,1532,FF,341,catapult_fpga_latency
Throughput,3.32236951393734,catapult,FF,341,FF,341,catapult_fpga_latency
Throughput,3.32236951393734,catapult,DSP,1,FF,341,catapult_fpga_latency
Throughput,3.32236951393734,catapult,BRAM,0,FF,341,catapult_fpga_latency
Throughput,2.10095509418582,catapult,CLB,400,FF,320,catapult_fpga_latency
Throughput,2.10095509418582,catapult,LUT,2533,FF,320,catapult_fpga_latency
Throughput,2.10095509418582,catapult,FF,320,FF,320,catapult_fpga_latency
Throughput,2.10095509418582,catapult,DSP,1,FF,320,catapult_fpga_latency
Throughput,2.10095509418582,catapult,BRAM,0,FF,320,catapult_fpga_latency
Throughput,2.33039936053842,catapult,CLB,379,FF,387,catapult_fpga_latency
Throughput,2.33039936053842,catapult,LUT,2480,FF,387,catapult_fpga_latency
Throughput,2.33039936053842,catapult,FF,387,FF,387,catapult_fpga_latency
Throughput,2.33039936053842,catapult,DSP,1,FF,387,catapult_fpga_latency
Throughput,2.33039936053842,catapult,BRAM,0,FF,387,catapult_fpga_latency
Throughput,2.82076307282646,catapult,CLB,292,FF,360,catapult_fpga_latency
Throughput,2.82076307282646,catapult,LUT,1869,FF,360,catapult_fpga_latency
Throughput,2.82076307282646,catapult,FF,360,FF,360,catapult_fpga_latency
Throughput,2.82076307282646,catapult,DSP,1,FF,360,catapult_fpga_latency
Throughput,2.82076307282646,catapult,BRAM,0,FF,360,catapult_fpga_latency
Throughput,2.95801103338115,catapult,CLB,303,FF,363,catapult_fpga_latency
Throughput,2.95801103338115,catapult,LUT,1814,FF,363,catapult_fpga_latency
Throughput,2.95801103338115,catapult,FF,363,FF,363,catapult_fpga_latency
Throughput,2.95801103338115,catapult,DSP,1,FF,363,catapult_fpga_latency
Throughput,2.95801103338115,catapult,BRAM,0,FF,363,catapult_fpga_latency
Throughput,3.31214663535584,catapult,CLB,321,FF,367,catapult_fpga_latency
Throughput,3.31214663535584,catapult,LUT,1795,FF,367,catapult_fpga_latency
Throughput,3.31214663535584,catapult,FF,367,FF,367,catapult_fpga_latency
Throughput,3.31214663535584,catapult,DSP,1,FF,367,catapult_fpga_latency
Throughput,3.31214663535584,catapult,BRAM,0,FF,367,catapult_fpga_latency
Throughput,3.40207798923583,catapult,CLB,310,FF,368,catapult_fpga_latency
Throughput,3.40207798923583,catapult,LUT,1760,FF,368,catapult_fpga_latency
Throughput,3.40207798923583,catapult,FF,368,FF,368,catapult_fpga_latency
Throughput,3.40207798923583,catapult,DSP,1,FF,368,catapult_fpga_latency
Throughput,3.40207798923583,catapult,BRAM,0,FF,368,catapult_fpga_latency
Throughput,1.96890314374765,catapult,CLB,394,FF,420,catapult_fpga_latency
Throughput,1.96890314374765,catapult,LUT,2485,FF,420,catapult_fpga_latency
Throughput,1.96890314374765,catapult,FF,420,FF,420,catapult_fpga_latency
Throughput,1.96890314374765,catapult,DSP,1,FF,420,catapult_fpga_latency
Throughput,1.96890314374765,catapult,BRAM,0,FF,420,catapult_fpga_latency
Throughput,2.27981022859657,catapult,CLB,315,FF,408,catapult_fpga_latency
Throughput,2.27981022859657,catapult,LUT,2029,FF,408,catapult_fpga_latency
Throughput,2.27981022859657,catapult,FF,408,FF,408,catapult_fpga_latency
Throughput,2.27981022859657,catapult,DSP,1,FF,408,catapult_fpga_latency
Throughput,2.27981022859657,catapult,BRAM,0,FF,408,catapult_fpga_latency
Throughput,2.74790952782671,catapult,CLB,244,FF,369,catapult_fpga_latency
Throughput,2.74790952782671,catapult,LUT,1564,FF,369,catapult_fpga_latency
Throughput,2.74790952782671,catapult,FF,369,FF,369,catapult_fpga_latency
Throughput,2.74790952782671,catapult,DSP,1,FF,369,catapult_fpga_latency
Throughput,2.74790952782671,catapult,BRAM,0,FF,369,catapult_fpga_latency
Throughput,3.14693016961954,catapult,CLB,280,FF,372,catapult_fpga_latency
Throughput,3.14693016961954,catapult,LUT,1589,FF,372,catapult_fpga_latency
Throughput,3.14693016961954,catapult,FF,372,FF,372,catapult_fpga_latency
Throughput,3.14693016961954,catapult,DSP,1,FF,372,catapult_fpga_latency
Throughput,3.14693016961954,catapult,BRAM,0,FF,372,catapult_fpga_latency
Throughput,3.10641007719429,catapult,CLB,301,FF,376,catapult_fpga_latency
Throughput,3.10641007719429,catapult,LUT,1574,FF,376,catapult_fpga_latency
Throughput,3.10641007719429,catapult,FF,376,FF,376,catapult_fpga_latency
Throughput,3.10641007719429,catapult,DSP,1,FF,376,catapult_fpga_latency
Throughput,3.10641007719429,catapult,BRAM,0,FF,376,catapult_fpga_latency
Throughput,3.31137889128412,catapult,CLB,265,FF,377,catapult_fpga_latency
Throughput,3.31137889128412,catapult,LUT,1610,FF,377,catapult_fpga_latency
Throughput,3.31137889128412,catapult,FF,377,FF,377,catapult_fpga_latency
Throughput,3.31137889128412,catapult,DSP,1,FF,377,catapult_fpga_latency
Throughput,3.31137889128412,catapult,BRAM,0,FF,377,catapult_fpga_latency
Throughput,2.12966689880036,catapult,CLB,537,FF,328,catapult_fpga_latency
Throughput,2.12966689880036,catapult,LUT,3369,FF,328,catapult_fpga_latency
Throughput,2.12966689880036,catapult,FF,328,FF,328,catapult_fpga_latency
Throughput,2.12966689880036,catapult,DSP,1,FF,328,catapult_fpga_latency
Throughput,2.12966689880036,catapult,BRAM,0,FF,328,catapult_fpga_latency
Throughput,2.34796900680911,catapult,CLB,583,FF,314,catapult_fpga_latency
Throughput,2.34796900680911,catapult,LUT,3706,FF,314,catapult_fpga_latency
Throughput,2.34796900680911,catapult,FF,314,FF,314,catapult_fpga_latency
Throughput,2.34796900680911,catapult,DSP,1,FF,314,catapult_fpga_latency
Throughput,2.34796900680911,catapult,BRAM,0,FF,314,catapult_fpga_latency
Throughput,2.76440114777936,catapult,CLB,404,FF,265,catapult_fpga_latency
Throughput,2.76440114777936,catapult,LUT,2624,FF,265,catapult_fpga_latency
Throughput,2.76440114777936,catapult,FF,265,FF,265,catapult_fpga_latency
Throughput,2.76440114777936,catapult,DSP,1,FF,265,catapult_fpga_latency
Throughput,2.76440114777936,catapult,BRAM,0,FF,265,catapult_fpga_latency
Throughput,2.94486621472787,catapult,CLB,445,FF,278,catapult_fpga_latency
Throughput,2.94486621472787,catapult,LUT,2857,FF,278,catapult_fpga_latency
Throughput,2.94486621472787,catapult,FF,278,FF,278,catapult_fpga_latency
Throughput,2.94486621472787,catapult,DSP,1,FF,278,catapult_fpga_latency
Throughput,2.94486621472787,catapult,BRAM,0,FF,278,catapult_fpga_latency
Throughput,3.07401931098931,catapult,CLB,464,FF,266,catapult_fpga_latency
Throughput,3.07401931098931,catapult,LUT,2692,FF,266,catapult_fpga_latency
Throughput,3.07401931098931,catapult,FF,266,FF,266,catapult_fpga_latency
Throughput,3.07401931098931,catapult,DSP,1,FF,266,catapult_fpga_latency
Throughput,3.07401931098931,catapult,BRAM,0,FF,266,catapult_fpga_latency
Throughput,3.12305784840053,catapult,CLB,462,FF,269,catapult_fpga_latency
Throughput,3.12305784840053,catapult,LUT,2865,FF,269,catapult_fpga_latency
Throughput,3.12305784840053,catapult,FF,269,FF,269,catapult_fpga_latency
Throughput,3.12305784840053,catapult,DSP,1,FF,269,catapult_fpga_latency
Throughput,3.12305784840053,catapult,BRAM,0,FF,269,catapult_fpga_latency
Throughput,2.05085715574825,catapult,CLB,429,FF,378,catapult_fpga_latency
Throughput,2.05085715574825,catapult,LUT,2326,FF,378,catapult_fpga_latency
Throughput,2.05085715574825,catapult,FF,378,FF,378,catapult_fpga_latency
Throughput,2.05085715574825,catapult,DSP,1,FF,378,catapult_fpga_latency
Throughput,2.05085715574825,catapult,BRAM,0,FF,378,catapult_fpga_latency
Throughput,2.36241306319927,catapult,CLB,450,FF,358,catapult_fpga_latency
Throughput,2.36241306319927,catapult,LUT,2434,FF,358,catapult_fpga_latency
Throughput,2.36241306319927,catapult,FF,358,FF,358,catapult_fpga_latency
Throughput,2.36241306319927,catapult,DSP,1,FF,358,catapult_fpga_latency
Throughput,2.36241306319927,catapult,BRAM,0,FF,358,catapult_fpga_latency
Throughput,3.11686692536662,catapult,CLB,419,FF,292,catapult_fpga_latency
Throughput,3.11686692536662,catapult,LUT,1808,FF,292,catapult_fpga_latency
Throughput,3.11686692536662,catapult,FF,292,FF,292,catapult_fpga_latency
Throughput,3.11686692536662,catapult,DSP,1,FF,292,catapult_fpga_latency
Throughput,3.11686692536662,catapult,BRAM,0,FF,292,catapult_fpga_latency
Throughput,3.34049312359491,catapult,CLB,361,FF,285,catapult_fpga_latency
Throughput,3.34049312359491,catapult,LUT,1743,FF,285,catapult_fpga_latency
Throughput,3.34049312359491,catapult,FF,285,FF,285,catapult_fpga_latency
Throughput,3.34049312359491,catapult,DSP,1,FF,285,catapult_fpga_latency
Throughput,3.34049312359491,catapult,BRAM,0,FF,285,catapult_fpga_latency
Throughput,3.55935219789998,catapult,CLB,383,FF,286,catapult_fpga_latency
Throughput,3.55935219789998,catapult,LUT,1767,FF,286,catapult_fpga_latency
Throughput,3.55935219789998,catapult,FF,286,FF,286,catapult_fpga_latency
Throughput,3.55935219789998,catapult,DSP,1,FF,286,catapult_fpga_latency
Throughput,3.55935219789998,catapult,BRAM,0,FF,286,catapult_fpga_latency
Throughput,3.50910437129132,catapult,CLB,356,FF,295,catapult_fpga_latency
Throughput,3.50910437129132,catapult,LUT,1783,FF,295,catapult_fpga_latency
Throughput,3.50910437129132,catapult,FF,295,FF,295,catapult_fpga_latency
Throughput,3.50910437129132,catapult,DSP,1,FF,295,catapult_fpga_latency
Throughput,3.50910437129132,catapult,BRAM,0,FF,295,catapult_fpga_latency
Throughput,2.09129331852698,catapult,CLB,577,FF,464,catapult_fpga_latency
Throughput,2.09129331852698,catapult,LUT,3501,FF,464,catapult_fpga_latency
Throughput,2.09129331852698,catapult,FF,464,FF,464,catapult_fpga_latency
Throughput,2.09129331852698,catapult,DSP,1,FF,464,catapult_fpga_latency
Throughput,2.09129331852698,catapult,BRAM,0,FF,464,catapult_fpga_latency
Throughput,2.38646967155018,catapult,CLB,455,FF,403,catapult_fpga_latency
Throughput,2.38646967155018,catapult,LUT,2739,FF,403,catapult_fpga_latency
Throughput,2.38646967155018,catapult,FF,403,FF,403,catapult_fpga_latency
Throughput,2.38646967155018,catapult,DSP,1,FF,403,catapult_fpga_latency
Throughput,2.38646967155018,catapult,BRAM,0,FF,403,catapult_fpga_latency
Throughput,3.19731936744234,catapult,CLB,342,FF,326,catapult_fpga_latency
Throughput,3.19731936744234,catapult,LUT,2010,FF,326,catapult_fpga_latency
Throughput,3.19731936744234,catapult,FF,326,FF,326,catapult_fpga_latency
Throughput,3.19731936744234,catapult,DSP,1,FF,326,catapult_fpga_latency
Throughput,3.19731936744234,catapult,BRAM,0,FF,326,catapult_fpga_latency
Throughput,3.40220530948161,catapult,CLB,399,FF,326,catapult_fpga_latency
Throughput,3.40220530948161,catapult,LUT,2034,FF,326,catapult_fpga_latency
Throughput,3.40220530948161,catapult,FF,326,FF,326,catapult_fpga_latency
Throughput,3.40220530948161,catapult,DSP,1,FF,326,catapult_fpga_latency
Throughput,3.40220530948161,catapult,BRAM,0,FF,326,catapult_fpga_latency
Throughput,3.38300715506013,catapult,CLB,380,FF,327,catapult_fpga_latency
Throughput,3.38300715506013,catapult,LUT,1965,FF,327,catapult_fpga_latency
Throughput,3.38300715506013,catapult,FF,327,FF,327,catapult_fpga_latency
Throughput,3.38300715506013,catapult,DSP,1,FF,327,catapult_fpga_latency
Throughput,3.38300715506013,catapult,BRAM,0,FF,327,catapult_fpga_latency
Throughput,3.39388015530396,catapult,CLB,368,FF,331,catapult_fpga_latency
Throughput,3.39388015530396,catapult,LUT,1942,FF,331,catapult_fpga_latency
Throughput,3.39388015530396,catapult,FF,331,FF,331,catapult_fpga_latency
Throughput,3.39388015530396,catapult,DSP,1,FF,331,catapult_fpga_latency
Throughput,3.39388015530396,catapult,BRAM,0,FF,331,catapult_fpga_latency
Throughput,1.82080046029836,catapult,CLB,585,FF,476,catapult_fpga_latency
Throughput,1.82080046029836,catapult,LUT,3518,FF,476,catapult_fpga_latency
Throughput,1.82080046029836,catapult,FF,476,FF,476,catapult_fpga_latency
Throughput,1.82080046029836,catapult,DSP,1,FF,476,catapult_fpga_latency
Throughput,1.82080046029836,catapult,BRAM,0,FF,476,catapult_fpga_latency
Throughput,2.44695012136873,catapult,CLB,471,FF,427,catapult_fpga_latency
Throughput,2.44695012136873,catapult,LUT,2736,FF,427,catapult_fpga_latency
Throughput,2.44695012136873,catapult,FF,427,FF,427,catapult_fpga_latency
Throughput,2.44695012136873,catapult,DSP,1,FF,427,catapult_fpga_latency
Throughput,2.44695012136873,catapult,BRAM,0,FF,427,catapult_fpga_latency
Throughput,3.07391536896206,catapult,CLB,410,FF,339,catapult_fpga_latency
Throughput,3.07391536896206,catapult,LUT,2135,FF,339,catapult_fpga_latency
Throughput,3.07391536896206,catapult,FF,339,FF,339,catapult_fpga_latency
Throughput,3.07391536896206,catapult,DSP,1,FF,339,catapult_fpga_latency
Throughput,3.07391536896206,catapult,BRAM,0,FF,339,catapult_fpga_latency
Throughput,3.23519896473633,catapult,CLB,381,FF,342,catapult_fpga_latency
Throughput,3.23519896473633,catapult,LUT,2180,FF,342,catapult_fpga_latency
Throughput,3.23519896473633,catapult,FF,342,FF,342,catapult_fpga_latency
Throughput,3.23519896473633,catapult,DSP,1,FF,342,catapult_fpga_latency
Throughput,3.23519896473633,catapult,BRAM,0,FF,342,catapult_fpga_latency
Throughput,3.41666581250021,catapult,CLB,410,FF,339,catapult_fpga_latency
Throughput,3.41666581250021,catapult,LUT,2054,FF,339,catapult_fpga_latency
Throughput,3.41666581250021,catapult,FF,339,FF,339,catapult_fpga_latency
Throughput,3.41666581250021,catapult,DSP,1,FF,339,catapult_fpga_latency
Throughput,3.41666581250021,catapult,BRAM,0,FF,339,catapult_fpga_latency
Throughput,3.66260117935758,catapult,CLB,384,FF,344,catapult_fpga_latency
Throughput,3.66260117935758,catapult,LUT,2043,FF,344,catapult_fpga_latency
Throughput,3.66260117935758,catapult,FF,344,FF,344,catapult_fpga_latency
Throughput,3.66260117935758,catapult,DSP,1,FF,344,catapult_fpga_latency
Throughput,3.66260117935758,catapult,BRAM,0,FF,344,catapult_fpga_latency
Throughput,2.06472926237547,catapult,CLB,644,FF,498,catapult_fpga_latency
Throughput,2.06472926237547,catapult,LUT,3824,FF,498,catapult_fpga_latency
Throughput,2.06472926237547,catapult,FF,498,FF,498,catapult_fpga_latency
Throughput,2.06472926237547,catapult,DSP,1,FF,498,catapult_fpga_latency
Throughput,2.06472926237547,catapult,BRAM,0,FF,498,catapult_fpga_latency
Throughput,2.20261891388861,catapult,CLB,671,FF,445,catapult_fpga_latency
Throughput,2.20261891388861,catapult,LUT,4122,FF,445,catapult_fpga_latency
Throughput,2.20261891388861,catapult,FF,445,FF,445,catapult_fpga_latency
Throughput,2.20261891388861,catapult,DSP,1,FF,445,catapult_fpga_latency
Throughput,2.20261891388861,catapult,BRAM,0,FF,445,catapult_fpga_latency
Throughput,2.61832196981598,catapult,CLB,517,FF,363,catapult_fpga_latency
Throughput,2.61832196981598,catapult,LUT,3122,FF,363,catapult_fpga_latency
Throughput,2.61832196981598,catapult,FF,363,FF,363,catapult_fpga_latency
Throughput,2.61832196981598,catapult,DSP,1,FF,363,catapult_fpga_latency
