n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,obj1,obj2,lut,ff,dsp,bram
4220,2048,1,4,4,4,16,0.000277,3753,23050,4276,12,0
4224,2048,2,1,1,1,4,0.000333,492,2585,1642,6,0
4225,2048,2,1,1,1,8,0.000481,607,3338,1656,6,0
4226,2048,2,1,1,1,16,0.000480,853,4928,1663,6,0
4227,2048,2,1,1,1,32,0.000519,1797,9794,1692,6,0
4228,2048,2,1,1,1,64,0.000482,2509,14954,1787,6,0
4230,2048,2,1,1,2,4,0.000382,635,3267,2031,6,0
4231,2048,2,1,1,2,8,0.000582,837,4458,2049,6,0
4232,2048,2,1,1,2,16,0.000640,1147,6634,2051,6,0
4233,2048,2,1,1,2,32,0.000649,2156,11710,2115,6,0
4234,2048,2,1,1,2,64,0.000681,3631,21188,2163,6,0
4236,2048,2,1,1,3,4,0.000458,783,4131,2212,6,0
4237,2048,2,1,1,3,8,0.000640,1027,5875,2233,6,0
4238,2048,2,1,1,3,16,0.000682,1538,9150,2253,6,0
4239,2048,2,1,1,3,32,0.000698,2941,16596,2314,6,0
4242,2048,2,1,1,4,4,0.000404,891,4830,2351,6,0
4243,2048,2,1,1,4,8,0.000645,1270,7050,2407,6,0
4244,2048,2,1,1,4,16,0.000659,1946,11362,2411,6,0
4245,2048,2,1,1,4,32,0.000714,3692,20343,2470,6,0
4248,2048,2,1,2,1,4,0.000165,495,2586,1612,6,0
4249,2048,2,1,2,1,8,0.000243,610,3274,1622,6,0
4250,2048,2,1,2,1,16,0.000238,878,4794,1640,6,0
4251,2048,2,1,2,1,32,0.000248,1354,7952,1676,6,0
4252,2048,2,1,2,1,64,0.000256,2329,14363,1706,6,0
4254,2048,2,1,2,2,4,0.000184,630,3311,2000,6,0
4255,2048,2,1,2,2,8,0.000296,779,4432,2017,6,0
4256,2048,2,1,2,2,16,0.000298,1203,6676,2030,6,0
4257,2048,2,1,2,2,32,0.000334,2366,13219,2051,6,0
4258,2048,2,1,2,2,64,0.000355,3404,20747,2173,6,0
4260,2048,2,1,2,3,4,0.000186,780,4135,2185,6,0
4261,2048,2,1,2,3,8,0.000293,1061,5899,2200,6,0
4262,2048,2,1,2,3,16,0.000319,1536,8775,2210,6,0
4263,2048,2,1,2,3,32,0.000317,2858,15841,2284,6,0
4266,2048,2,1,2,4,4,0.000198,917,5118,2323,6,0
4267,2048,2,1,2,4,8,0.000331,1229,6926,2357,6,0
4268,2048,2,1,2,4,16,0.000325,1867,11003,2382,6,0
4269,2048,2,1,2,4,32,0.000339,3591,19972,2429,6,0
4272,2048,2,1,3,1,4,0.000212,544,2838,1784,6,0
4273,2048,2,1,3,1,8,0.000242,711,3827,1793,6,0
4274,2048,2,1,3,1,16,0.000237,1050,5719,1798,6,0
4275,2048,2,1,3,1,32,0.000242,1760,9739,1828,6,0
4276,2048,2,1,3,1,64,0.000243,2872,17082,1931,6,0
4278,2048,2,1,3,2,4,0.000311,704,3703,2172,6,0
4279,2048,2,1,3,2,8,0.000345,899,4966,2212,6,0
4280,2048,2,1,3,2,16,0.000338,1460,8003,2219,6,0
4281,2048,2,1,3,2,32,0.000387,2399,13249,2244,6,0
4282,2048,2,1,3,2,64,0.000381,4261,25523,2345,6,0
4284,2048,2,1,3,3,4,0.000278,873,4567,2357,6,0
4285,2048,2,1,3,3,8,0.000380,1185,6435,2408,6,0
4286,2048,2,1,3,3,16,0.000441,1681,9411,2403,6,0
4287,2048,2,1,3,3,32,0.000452,3330,18566,2488,6,0
4290,2048,2,1,3,4,4,0.000261,962,5183,2517,6,0
4291,2048,2,1,3,4,8,0.000411,1362,7489,2543,6,0
4292,2048,2,1,3,4,16,0.000460,2089,12105,2572,6,0
4293,2048,2,1,3,4,32,0.000491,3957,22020,2610,6,0
4296,2048,2,1,4,1,4,0.000166,488,2626,1760,6,0
4297,2048,2,1,4,1,8,0.000184,630,3375,1781,6,0
4298,2048,2,1,4,1,16,0.000178,838,4819,1777,6,0
4299,2048,2,1,4,1,32,0.000182,1512,8544,1790,6,0
4300,2048,2,1,4,1,64,0.000180,2606,15315,1818,6,0
4302,2048,2,1,4,2,4,0.000180,658,3419,2148,6,0
4303,2048,2,1,4,2,8,0.000245,824,4502,2173,6,0
4304,2048,2,1,4,2,16,0.000238,1151,6876,2171,6,0
4305,2048,2,1,4,2,32,0.000284,2192,11933,2210,6,0
4306,2048,2,1,4,2,64,0.000259,3397,20639,2270,6,0
4308,2048,2,1,4,3,4,0.000211,803,4337,2330,6,0
4309,2048,2,1,4,3,8,0.000282,1043,5862,2395,6,0
4310,2048,2,1,4,3,16,0.000266,1523,8668,2390,6,0
4311,2048,2,1,4,3,32,0.000290,3083,17177,2442,6,0
4314,2048,2,1,4,4,4,0.000215,929,5107,2495,6,0
4315,2048,2,1,4,4,8,0.000253,1199,6913,2528,6,0
4316,2048,2,1,4,4,16,0.000265,1949,11365,2527,6,0
4317,2048,2,1,4,4,32,0.000309,3661,20058,2583,6,0
4320,2048,2,2,1,1,4,0.000291,869,4800,2797,12,0
4321,2048,2,2,1,1,8,0.000431,1281,7166,2860,12,0
4322,2048,2,2,1,1,16,0.000458,1939,10966,2882,12,0
4323,2048,2,2,1,1,32,0.000506,3065,17337,2976,12,0
4324,2048,2,2,1,1,64,0.000545,5309,31127,3128,12,0
4326,2048,2,2,1,2,4,0.000437,1268,6651,3601,12,0
4327,2048,2,2,1,2,8,0.000684,1675,9440,3651,12,0
4328,2048,2,2,1,2,16,0.000715,2488,14547,3680,12,0
4329,2048,2,2,1,2,32,0.000725,4825,26489,3791,12,0
4332,2048,2,2,1,3,4,0.000424,1532,8423,3964,12,0
4333,2048,2,2,1,3,8,0.000683,2078,11792,4043,12,0
4334,2048,2,2,1,3,16,0.000699,3060,18781,4071,12,0
4335,2048,2,2,1,3,32,0.000723,6646,34189,4169,12,0
4338,2048,2,2,1,4,4,0.000439,1807,9883,4322,12,0
4339,2048,2,2,1,4,8,0.000717,2416,14384,4414,12,0
4340,2048,2,2,1,4,16,0.000692,3889,23061,4455,12,0
4344,2048,2,2,2,1,4,0.000141,991,4909,2765,12,0
4345,2048,2,2,2,1,8,0.000220,1108,6246,2816,12,0
4346,2048,2,2,2,1,16,0.000220,1734,9793,2835,12,0
4347,2048,2,2,2,1,32,0.000249,2874,16067,2880,12,0
4348,2048,2,2,2,1,64,0.000267,4886,29378,3059,12,0
4350,2048,2,2,2,2,4,0.000223,1224,6724,3569,12,0
4351,2048,2,2,2,2,8,0.000316,1749,9399,3625,12,0
4352,2048,2,2,2,2,16,0.000325,2302,13168,3623,12,0
4353,2048,2,2,2,2,32,0.000345,4439,24929,3730,12,0
4356,2048,2,2,2,3,4,0.000205,1504,8168,3930,12,0
4357,2048,2,2,2,3,8,0.000345,2086,11796,3992,12,0
4358,2048,2,2,2,3,16,0.000322,3058,18634,4051,12,0
4359,2048,2,2,2,3,32,0.000371,5888,33349,4148,12,0
4362,2048,2,2,2,4,4,0.000205,1838,10057,4293,12,0
4363,2048,2,2,2,4,8,0.000352,2528,14475,4376,12,0
4364,2048,2,2,2,4,16,0.000328,3794,22954,4424,12,0
4368,2048,2,2,3,1,4,0.000184,990,5278,2967,12,0
4369,2048,2,2,3,1,8,0.000259,1319,7398,2998,12,0
4370,2048,2,2,3,1,16,0.000249,1874,10913,3014,12,0
4371,2048,2,2,3,1,32,0.000296,3431,19262,3092,12,0
4372,2048,2,2,3,1,64,0.000307,5860,34809,3249,12,0
4374,2048,2,2,3,2,4,0.000265,1300,6913,3743,12,0
4375,2048,2,2,3,2,8,0.000399,1673,9225,3770,12,0
4376,2048,2,2,3,2,16,0.000412,2475,14447,3798,12,0
4377,2048,2,2,3,2,32,0.000431,4774,26059,3896,12,0
4380,2048,2,2,3,3,4,0.000278,1608,8621,4104,12,0
4381,2048,2,2,3,3,8,0.000458,2119,12171,4166,12,0
4382,2048,2,2,3,3,16,0.000489,3352,19251,4207,12,0
4383,2048,2,2,3,3,32,0.000486,6574,34484,4287,12,0
4386,2048,2,2,3,4,4,0.000278,1887,10178,4465,12,0
4387,2048,2,2,3,4,8,0.000443,2558,14724,4552,12,0
4388,2048,2,2,3,4,16,0.000475,4075,23947,4589,12,0
4392,2048,2,2,4,1,4,0.000147,891,5063,2939,12,0
4393,2048,2,2,4,1,8,0.000191,1206,6644,2983,12,0
4394,2048,2,2,4,1,16,0.000189,1689,9837,2993,12,0
4395,2048,2,2,4,1,32,0.000208,2909,16354,3033,12,0
4396,2048,2,2,4,1,64,0.000225,5150,30567,3150,12,0
4398,2048,2,2,4,2,4,0.000198,1290,7046,3726,12,0
4399,2048,2,2,4,2,8,0.000262,1583,8752,3755,12,0
4400,2048,2,2,4,2,16,0.000270,2398,13992,3810,12,0
4401,2048,2,2,4,2,32,0.000282,4821,27173,3877,12,0
4404,2048,2,2,4,3,4,0.000211,1585,8534,4094,12,0
4405,2048,2,2,4,3,8,0.000290,2011,11553,4177,12,0
4406,2048,2,2,4,3,16,0.000289,3114,18862,4207,12,0
4407,2048,2,2,4,3,32,0.000306,5958,34099,4279,12,0
4410,2048,2,2,4,4,4,0.000219,1828,9983,4432,12,0
4411,2048,2,2,4,4,8,0.000292,2486,14385,4533,12,0
4412,2048,2,2,4,4,16,0.000302,4010,23949,4559,12,0
4416,2048,2,3,1,1,4,0.000293,1387,7605,4345,18,0
4417,2048,2,3,1,1,8,0.000484,1844,10388,4484,18,0
4418,2048,2,3,1,1,16,0.000460,2618,15462,4556,18,0
4419,2048,2,3,1,1,32,0.000572,4913,26929,4649,18,0
4422,2048,2,3,1,2,4,0.000432,1894,10251,5610,18,0
4423,2048,2,3,1,2,8,0.000677,2528,14396,5620,18,0
4424,2048,2,3,1,2,16,0.000719,3595,21710,5650,18,0
4425,2048,2,3,1,2,32,0.000711,7505,38661,5775,18,0
4428,2048,2,3,1,3,4,0.000481,2454,13201,6175,18,0
4429,2048,2,3,1,3,8,0.000675,3168,18154,6287,18,0
4430,2048,2,3,1,3,16,0.000674,4766,28302,6308,18,0
4434,2048,2,3,1,4,4,0.000475,2823,15495,6735,18,0
4435,2048,2,3,1,4,8,0.000707,3859,21905,6714,18,0
4436,2048,2,3,1,4,16,0.000711,6451,35271,6763,18,0
4440,2048,2,3,2,1,4,0.000164,1421,7953,4315,18,0
4441,2048,2,3,2,1,8,0.000228,1908,10637,4439,18,0
4442,2048,2,3,2,1,16,0.000219,2639,15427,4531,18,0
4443,2048,2,3,2,1,32,0.000253,4647,25428,4641,18,0
4446,2048,2,3,2,2,4,0.000234,1913,10061,5569,18,0
4447,2048,2,3,2,2,8,0.000329,2351,13237,5514,18,0
4448,2048,2,3,2,2,16,0.000344,3582,20776,5608,18,0
4449,2048,2,3,2,2,32,0.000376,6712,37080,5706,18,0
4452,2048,2,3,2,3,4,0.000224,2263,12421,6112,18,0
4453,2048,2,3,2,3,8,0.000346,3204,18401,6243,18,0
4454,2048,2,3,2,3,16,0.000373,4747,28743,6323,18,0
4458,2048,2,3,2,4,4,0.000228,2743,15097,6672,18,0
4459,2048,2,3,2,4,8,0.000336,3817,21854,6681,18,0
4460,2048,2,3,2,4,16,0.000360,5823,35099,6740,18,0
4464,2048,2,3,3,1,4,0.000197,1433,8007,4579,18,0
4465,2048,2,3,3,1,8,0.000239,1861,10737,4526,18,0
4466,2048,2,3,3,1,16,0.000265,2885,16502,4606,18,0
4467,2048,2,3,3,1,32,0.000334,5217,28077,4719,18,0
4470,2048,2,3,3,2,4,0.000306,2011,10629,5672,18,0
4471,2048,2,3,3,2,8,0.000423,2674,15163,5867,18,0
4472,2048,2,3,3,2,16,0.000427,4031,23087,5883,18,0
4476,2048,2,3,3,3,4,0.000306,2357,13039,6291,18,0
4477,2048,2,3,3,3,8,0.000477,3177,18592,6425,18,0
4478,2048,2,3,3,3,16,0.000486,4823,29182,6469,18,0
4482,2048,2,3,3,4,4,0.000295,2867,15801,6789,18,0
4483,2048,2,3,3,4,8,0.000494,3955,22605,6954,18,0
4484,2048,2,3,3,4,16,0.000466,6143,35972,7009,18,0
4488,2048,2,3,4,1,4,0.000157,1380,7635,4554,18,0
4489,2048,2,3,4,1,8,0.000177,1860,10700,4514,18,0
4490,2048,2,3,4,1,16,0.000190,2662,15312,4594,18,0
4491,2048,2,3,4,1,32,0.000210,4517,24746,4645,18,0
4494,2048,2,3,4,2,4,0.000226,1912,10219,5623,18,0
4495,2048,2,3,4,2,8,0.000279,2519,13732,5771,18,0
4496,2048,2,3,4,2,16,0.000283,3631,21168,5839,18,0
4497,2048,2,3,4,2,32,0.000311,6919,38072,5927,18,0
4500,2048,2,3,4,3,4,0.000219,2364,13085,6282,18,0
4501,2048,2,3,4,3,8,0.000308,3126,17976,6385,18,0
4502,2048,2,3,4,3,16,0.000293,4743,29006,6441,18,0
4506,2048,2,3,4,4,4,0.000230,2789,15639,6773,18,0
4507,2048,2,3,4,4,8,0.000305,3855,22280,6964,18,0
4508,2048,2,3,4,4,16,0.000300,5762,34971,6988,18,0
4512,2048,2,4,1,1,4,0.000308,1716,9898,5107,24,0
4513,2048,2,4,1,1,8,0.000464,2334,13755,5154,24,0
4514,2048,2,4,1,1,16,0.000467,3278,20092,5252,24,0
4515,2048,2,4,1,1,32,0.000615,6775,34871,5388,24,0
4518,2048,2,4,1,2,4,0.000438,2396,13108,6672,24,0
4519,2048,2,4,1,2,8,0.000665,3356,19004,6787,24,0
4520,2048,2,4,1,2,16,0.000698,4918,29430,6857,24,0
4524,2048,2,4,1,3,4,0.000449,2927,16822,7464,24,0
4525,2048,2,4,1,3,8,0.000686,4116,23915,7533,24,0
4526,2048,2,4,1,3,16,0.000733,6234,37829,7602,24,0
4530,2048,2,4,1,4,4,0.000486,3653,20813,8174,24,0
4531,2048,2,4,1,4,8,0.000724,4975,29084,8276,24,0
4532,2048,2,4,1,4,16,0.000703,7642,46319,8355,24,0
4536,2048,2,4,2,1,4,0.000152,1734,9826,5110,24,0
4537,2048,2,4,2,1,8,0.000221,2481,14492,5144,24,0
4538,2048,2,4,2,1,16,0.000248,3574,21283,5250,24,0
4539,2048,2,4,2,1,32,0.000283,6208,36103,5375,24,0
4542,2048,2,4,2,2,4,0.000216,2362,12991,6630,24,0
4543,2048,2,4,2,2,8,0.000375,3337,18995,6770,24,0
4544,2048,2,4,2,2,16,0.000374,4651,27999,6810,24,0
4548,2048,2,4,2,3,4,0.000239,2935,16829,7446,24,0
4549,2048,2,4,2,3,8,0.000362,4044,23606,7515,24,0
4550,2048,2,4,2,3,16,0.000370,6226,38102,7574,24,0
4554,2048,2,4,2,4,4,0.000217,3522,20375,8157,24,0
4555,2048,2,4,2,4,8,0.000350,4896,28805,8311,24,0
4556,2048,2,4,2,4,16,0.000360,7539,45997,8320,24,0
4560,2048,2,4,3,1,4,0.000193,1797,10262,5251,24,0
4561,2048,2,4,3,1,8,0.000264,2380,13943,5399,24,0
4562,2048,2,4,3,1,16,0.000267,3535,21256,5417,24,0
4563,2048,2,4,3,1,32,0.000334,6807,37148,5569,24,0
4566,2048,2,4,3,2,4,0.000296,2508,13753,6891,24,0
4567,2048,2,4,3,2,8,0.000423,3263,18794,6904,24,0
4568,2048,2,4,3,2,16,0.000433,5058,29752,7016,24,0
4572,2048,2,4,3,3,4,0.000308,3055,17321,7624,24,0
4573,2048,2,4,3,3,8,0.000479,4139,24290,7698,24,0
4574,2048,2,4,3,3,16,0.000494,6511,38536,7746,24,0
4578,2048,2,4,3,4,4,0.000318,3558,20360,8337,24,0
4579,2048,2,4,3,4,8,0.000489,5077,29365,8397,24,0
4580,2048,2,4,3,4,16,0.000483,8733,47415,8501,24,0
4584,2048,2,4,4,1,4,0.000145,1751,9911,5232,24,0
4585,2048,2,4,4,1,8,0.000177,2335,14016,5376,24,0
4586,2048,2,4,4,1,16,0.000188,3820,22370,5356,24,0
4587,2048,2,4,4,1,32,0.000223,6447,36934,5537,24,0
4590,2048,2,4,4,2,4,0.000214,2401,13309,6788,24,0
4591,2048,2,4,4,2,8,0.000291,3180,18294,6921,24,0
4592,2048,2,4,4,2,16,0.000297,4968,29506,7027,24,0
4596,2048,2,4,4,3,4,0.000224,2915,16295,7536,24,0
4597,2048,2,4,4,3,8,0.000281,4066,23777,7680,24,0
4598,2048,2,4,4,3,16,0.000290,6186,37381,7732,24,0
4602,2048,2,4,4,4,4,0.000237,3537,20096,8223,24,0
4603,2048,2,4,4,4,8,0.000303,4984,29113,8409,24,0
4604,2048,2,4,4,4,16,0.000300,7584,46137,8447,24,0
4608,2048,3,1,1,1,4,0.000338,716,3736,2379,9,0
4609,2048,3,1,1,1,8,0.000492,952,5222,2408,9,0
4610,2048,3,1,1,1,16,0.000492,1286,7190,2415,9,0
4611,2048,3,1,1,1,32,0.000506,2211,12232,2450,9,0
4612,2048,3,1,1,1,64,0.000521,3790,22207,2582,9,0
4614,2048,3,1,1,2,4,0.000356,938,4805,2959,9,0
4615,2048,3,1,1,2,8,0.000621,1184,6484,2982,9,0
4616,2048,3,1,1,2,16,0.000584,1829,10650,3006,9,0
4617,2048,3,1,1,2,32,0.000681,3397,18790,3078,9,0
4620,2048,3,1,1,3,4,0.000423,1184,6163,3233,9,0
4621,2048,3,1,1,3,8,0.000617,1577,8768,3267,9,0
4622,2048,3,1,1,3,16,0.000669,2417,14263,3344,9,0
4623,2048,3,1,1,3,32,0.000719,4750,26344,3406,9,0
4626,2048,3,1,1,4,4,0.000445,1276,7173,3410,9,0
4627,2048,3,1,1,4,8,0.000643,1794,10539,3456,9,0
4628,2048,3,1,1,4,16,0.000724,2830,16940,3503,9,0
4629,2048,3,1,1,4,32,0.000683,5950,31932,3555,9,0
4632,2048,3,1,2,1,4,0.000181,742,3910,2333,9,0
4633,2048,3,1,2,1,8,0.000253,888,4964,2348,9,0
4634,2048,3,1,2,1,16,0.000233,1422,8011,2370,9,0
4635,2048,3,1,2,1,32,0.000248,2308,12927,2403,9,0
4636,2048,3,1,2,1,64,0.000251,4014,24690,2530,9,0
4638,2048,3,1,2,2,4,0.000184,927,4982,2914,9,0
4639,2048,3,1,2,2,8,0.000284,1210,6743,2940,9,0
4640,2048,3,1,2,2,16,0.000326,1954,11207,2975,9,0
4641,2048,3,1,2,2,32,0.000340,3622,20036,3061,9,0
4644,2048,3,1,2,3,4,0.000207,1153,6358,3190,9,0
4645,2048,3,1,2,3,8,0.000322,1621,9204,3236,9,0
4646,2048,3,1,2,3,16,0.000328,2363,13714,3281,9,0
4647,2048,3,1,2,3,32,0.000338,4442,24511,3344,9,0
4650,2048,3,1,2,4,4,0.000211,1302,7394,3368,9,0
4651,2048,3,1,2,4,8,0.000358,1880,10657,3398,9,0
4652,2048,3,1,2,4,16,0.000335,2810,17237,3475,9,0
4653,2048,3,1,2,4,32,0.000351,5636,31909,3551,9,0
4656,2048,3,1,3,1,4,0.000223,849,4306,2592,9,0
4657,2048,3,1,3,1,8,0.000253,1062,5776,2607,9,0
4658,2048,3,1,3,1,16,0.000263,1643,8681,2628,9,0
4659,2048,3,1,3,1,32,0.000250,2583,14466,2671,9,0
4660,2048,3,1,3,1,64,0.000297,4704,26658,2804,9,0
4662,2048,3,1,3,2,4,0.000254,1049,5492,3178,9,0
4663,2048,3,1,3,2,8,0.000339,1297,7209,3193,9,0
4664,2048,3,1,3,2,16,0.000358,2142,12452,3218,9,0
4665,2048,3,1,3,2,32,0.000394,3956,21396,3311,9,0
4668,2048,3,1,3,3,4,0.000259,1287,6707,3450,9,0
4669,2048,3,1,3,3,8,0.000399,1740,9502,3484,9,0
4670,2048,3,1,3,3,16,0.000408,2656,15544,3541,9,0
4671,2048,3,1,3,3,32,0.000423,5186,28176,3620,9,0
4674,2048,3,1,3,4,4,0.000291,1426,7668,3627,9,0
4675,2048,3,1,3,4,8,0.000402,1946,11272,3662,9,0
4676,2048,3,1,3,4,16,0.000426,3117,18305,3713,9,0
4677,2048,3,1,3,4,32,0.000447,5861,32870,3772,9,0
4680,2048,3,1,4,1,4,0.000163,757,3959,2554,9,0
4681,2048,3,1,4,1,8,0.000184,1003,5459,2594,9,0
4682,2048,3,1,4,1,16,0.000183,1352,7793,2606,9,0
4683,2048,3,1,4,1,32,0.000193,2349,12946,2648,9,0
4684,2048,3,1,4,1,64,0.000207,4106,25017,2711,9,0
4686,2048,3,1,4,2,4,0.000183,1005,5262,3139,9,0
4687,2048,3,1,4,2,8,0.000247,1296,6963,3179,9,0
4688,2048,3,1,4,2,16,0.000261,1799,10563,3192,9,0
4689,2048,3,1,4,2,32,0.000276,3595,19563,3252,9,0
4692,2048,3,1,4,3,4,0.000193,1222,6363,3414,9,0
4693,2048,3,1,4,3,8,0.000263,1548,8635,3454,9,0
4694,2048,3,1,4,3,16,0.000291,2502,14643,3540,9,0
4695,2048,3,1,4,3,32,0.000289,4550,24749,3564,9,0
4698,2048,3,1,4,4,4,0.000199,1369,7469,3588,9,0
4699,2048,3,1,4,4,8,0.000250,1914,10980,3598,9,0
4700,2048,3,1,4,4,16,0.000298,2893,17653,3654,9,0
4701,2048,3,1,4,4,32,0.000296,5927,32850,3698,9,0
4704,2048,3,2,1,1,4,0.000286,1344,7315,4123,18,0
4705,2048,3,2,1,1,8,0.000409,1787,9986,4171,18,0
4706,2048,3,2,1,1,16,0.000493,2654,15614,4267,18,0
4707,2048,3,2,1,1,32,0.000569,5118,26225,4352,18,0
4710,2048,3,2,1,2,4,0.000445,1816,9705,5295,18,0
4711,2048,3,2,1,2,8,0.000696,2482,13849,5348,18,0
4712,2048,3,2,1,2,16,0.000693,3902,22585,5439,18,0
4713,2048,3,2,1,2,32,0.000715,7033,38174,5549,18,0
4716,2048,3,2,1,3,4,0.000430,2237,12165,5833,18,0
4717,2048,3,2,1,3,8,0.000714,3090,17667,5965,18,0
4718,2048,3,2,1,3,16,0.000692,4878,27953,6022,18,0
4722,2048,3,2,1,4,4,0.000469,2735,15162,6408,18,0
4723,2048,3,2,1,4,8,0.000691,3720,21666,6502,18,0
4724,2048,3,2,1,4,16,0.000734,5948,35096,6578,18,0
4728,2048,3,2,2,1,4,0.000135,1316,7266,4077,18,0
4729,2048,3,2,2,1,8,0.000214,1659,9603,4120,18,0
4730,2048,3,2,2,1,16,0.000209,2409,14071,4152,18,0
4731,2048,3,2,2,1,32,0.000245,4461,24333,4301,18,0
4734,2048,3,2,2,2,4,0.000215,1833,9974,5245,18,0
4735,2048,3,2,2,2,8,0.000323,2388,13749,5296,18,0
4736,2048,3,2,2,2,16,0.000356,3811,22222,5427,18,0
4737,2048,3,2,2,2,32,0.000346,7318,39506,5570,18,0
4740,2048,3,2,2,3,4,0.000230,2280,12550,5788,18,0
4741,2048,3,2,2,3,8,0.000356,3216,18460,5950,18,0
4742,2048,3,2,2,3,16,0.000343,4876,28758,5974,18,0
4746,2048,3,2,2,4,4,0.000217,2690,14801,6277,18,0
4747,2048,3,2,2,4,8,0.000326,3770,21656,6477,18,0
4748,2048,3,2,2,4,16,0.000360,5816,34921,6514,18,0
4752,2048,3,2,3,1,4,0.000183,1461,7827,4333,18,0
4753,2048,3,2,3,1,8,0.000248,1963,10916,4383,18,0
4754,2048,3,2,3,1,16,0.000271,2868,16974,4491,18,0
4755,2048,3,2,3,1,32,0.000310,5399,28304,4579,18,0
4758,2048,3,2,3,2,4,0.000297,2034,10548,5463,18,0
4759,2048,3,2,3,2,8,0.000393,2644,14979,5650,18,0
4760,2048,3,2,3,2,16,0.000423,4021,23439,5680,18,0
4764,2048,3,2,3,3,4,0.000312,2355,12625,6049,18,0
4765,2048,3,2,3,3,8,0.000433,3275,19077,6182,18,0
4766,2048,3,2,3,3,16,0.000441,4959,29651,6256,18,0
4770,2048,3,2,3,4,4,0.000295,2867,15727,6662,18,0
4771,2048,3,2,3,4,8,0.000445,3975,22567,6710,18,0
4772,2048,3,2,3,4,16,0.000448,5837,35663,6715,18,0
4776,2048,3,2,4,1,4,0.000153,1378,7313,4299,18,0
4777,2048,3,2,4,1,8,0.000168,1793,9969,4354,18,0
4778,2048,3,2,4,1,16,0.000200,2492,14410,4431,18,0
4779,2048,3,2,4,1,32,0.000211,4430,23893,4458,18,0
4782,2048,3,2,4,2,4,0.000212,1913,10237,5423,18,0
4783,2048,3,2,4,2,8,0.000271,2721,14888,5636,18,0
4784,2048,3,2,4,2,16,0.000294,3720,22085,5646,18,0
4785,2048,3,2,4,2,32,0.000296,7196,39362,5707,18,0
4788,2048,3,2,4,3,4,0.000236,2370,12602,6011,18,0
4789,2048,3,2,4,3,8,0.000300,3237,18706,6168,18,0
4790,2048,3,2,4,3,16,0.000300,4842,28748,6206,18,0
4794,2048,3,2,4,4,4,0.000222,2702,15174,6610,18,0
4795,2048,3,2,4,4,8,0.000300,3861,22205,6646,18,0
4796,2048,3,2,4,4,16,0.000301,5810,34727,6700,18,0
4800,2048,3,3,1,1,4,0.000286,2019,11236,6528,27,0
4801,2048,3,3,1,1,8,0.000436,2751,16011,6592,27,0
4802,2048,3,3,1,1,16,0.000531,3863,23030,6644,27,0
4803,2048,3,3,1,1,32,0.000672,7670,39401,6587,27,0
4806,2048,3,3,1,2,4,0.000450,2864,15596,8357,27,0
4807,2048,3,3,1,2,8,0.000738,3887,21670,8457,27,0
4808,2048,3,3,1,2,16,0.000706,5580,32993,8553,27,0
4812,2048,3,3,1,3,4,0.000464,3490,19368,9179,27,0
4813,2048,3,3,1,3,8,0.000731,4864,27444,9303,27,0
4814,2048,3,3,1,3,16,0.000706,7789,42928,9041,27,0
4818,2048,3,3,1,4,4,0.000471,4219,23020,10021,27,0
4819,2048,3,3,1,4,8,0.000745,5772,32951,9965,27,0
4824,2048,3,3,2,1,4,0.000165,1987,11144,6550,27,0
4825,2048,3,3,2,1,8,0.000248,2689,15641,6488,27,0
4826,2048,3,3,2,1,16,0.000242,3817,22604,6556,27,0
4827,2048,3,3,2,1,32,0.000283,6977,38911,6491,27,0
4830,2048,3,3,2,2,4,0.000244,2891,15779,8354,27,0
4831,2048,3,3,2,2,8,0.000359,3976,22187,8443,27,0
4832,2048,3,3,2,2,16,0.000372,5814,33701,8444,27,0
4836,2048,3,3,2,3,4,0.000225,3476,19343,9140,27,0
4837,2048,3,3,2,3,8,0.000359,4836,27767,9224,27,0
4838,2048,3,3,2,3,16,0.000339,7166,42735,9031,27,0
4842,2048,3,3,2,4,4,0.000219,4082,23242,9989,27,0
4843,2048,3,3,2,4,8,0.000353,5714,33324,9897,27,0
4844,2048,3,3,2,4,16,0.000359,9182,53210,9718,27,0
4848,2048,3,3,3,1,4,0.000206,2214,12482,6835,27,0
4849,2048,3,3,3,1,8,0.000260,2975,16756,6920,27,0
4850,2048,3,3,3,1,16,0.000279,4234,24912,6955,27,0
4851,2048,3,3,3,1,32,0.000366,7692,42094,6680,27,0
4854,2048,3,3,3,2,4,0.000321,3098,16316,8597,27,0
4855,2048,3,3,3,2,8,0.000421,3914,22152,8555,27,0
4856,2048,3,3,3,2,16,0.000437,5813,34429,8461,27,0
4860,2048,3,3,3,3,4,0.000317,3632,20025,9409,27,0
4861,2048,3,3,3,3,8,0.000427,4943,28149,9491,27,0
4862,2048,3,3,3,3,16,0.000453,7929,45220,9169,27,0
4866,2048,3,3,3,4,4,0.000311,4275,23545,10230,27,0
4867,2048,3,3,3,4,8,0.000469,5896,33835,10356,27,0
4872,2048,3,3,4,1,4,0.000172,2125,11748,6801,27,0
4873,2048,3,3,4,1,8,0.000183,2741,15850,6878,27,0
4874,2048,3,3,4,1,16,0.000191,4005,23422,6908,27,0
4875,2048,3,3,4,1,32,0.000250,6910,38003,6602,27,0
4878,2048,3,3,4,2,4,0.000223,2942,15900,8565,27,0
4879,2048,3,3,4,2,8,0.000284,3961,22347,8658,27,0
