n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,obj1,obj2,lut,ff,dsp,bram
2463,1024,1,2,3,3,32,0.000237,3291,18238,2228,6,0
2466,1024,1,2,3,4,4,0.000120,911,5063,2295,6,0
2467,1024,1,2,3,4,8,0.000213,1269,7267,2326,6,0
2468,1024,1,2,3,4,16,0.000240,1942,11298,2350,6,0
2469,1024,1,2,3,4,32,0.000236,3860,21503,2402,6,0
2472,1024,1,2,4,1,4,0.000051,461,2669,1516,6,0
2473,1024,1,2,4,1,8,0.000064,720,3966,1543,6,0
2474,1024,1,2,4,1,16,0.000067,843,4975,1541,6,0
2475,1024,1,2,4,1,32,0.000076,1460,7866,1563,6,0
2476,1024,1,2,4,1,64,0.000084,2381,14365,1605,6,0
2478,1024,1,2,4,2,4,0.000084,619,3413,1908,6,0
2479,1024,1,2,4,2,8,0.000107,813,4525,1925,6,0
2480,1024,1,2,4,2,16,0.000110,1210,6948,1933,6,0
2481,1024,1,2,4,2,32,0.000119,2260,12299,1968,6,0
2482,1024,1,2,4,2,64,0.000125,3628,21039,2029,6,0
2484,1024,1,2,4,3,4,0.000099,753,4145,2096,6,0
2485,1024,1,2,4,3,8,0.000110,1045,5938,2121,6,0
2486,1024,1,2,4,3,16,0.000118,1516,8955,2124,6,0
2487,1024,1,2,4,3,32,0.000128,3213,18368,2207,6,0
2490,1024,1,2,4,4,4,0.000089,946,5257,2277,6,0
2491,1024,1,2,4,4,8,0.000115,1235,7086,2299,6,0
2492,1024,1,2,4,4,16,0.000116,1914,11281,2322,6,0
2493,1024,1,2,4,4,32,0.000131,3758,20803,2383,6,0
2496,1024,1,3,1,1,4,0.000118,691,3892,2282,9,0
2497,1024,1,3,1,1,8,0.000169,853,4970,2300,9,0
2498,1024,1,3,1,1,16,0.000199,1302,7391,2321,9,0
2499,1024,1,3,1,1,32,0.000201,2290,12660,2368,9,0
2500,1024,1,3,1,1,64,0.000205,3726,22097,2494,9,0
2502,1024,1,3,1,2,4,0.000174,955,5275,2866,9,0
2503,1024,1,3,1,2,8,0.000253,1137,6500,2886,9,0
2504,1024,1,3,1,2,16,0.000282,1846,10789,2916,9,0
2505,1024,1,3,1,2,32,0.000291,3392,18651,2972,9,0
2508,1024,1,3,1,3,4,0.000188,1165,6516,3143,9,0
2509,1024,1,3,1,3,8,0.000281,1549,8857,3182,9,0
2510,1024,1,3,1,3,16,0.000291,2353,14355,3241,9,0
2511,1024,1,3,1,3,32,0.000310,4558,25146,3321,9,0
2514,1024,1,3,1,4,4,0.000172,1352,7529,3423,9,0
2515,1024,1,3,1,4,8,0.000287,1846,10764,3460,9,0
2516,1024,1,3,1,4,16,0.000302,3026,17227,3511,9,0
2517,1024,1,3,1,4,32,0.000310,5456,30466,3563,9,0
2520,1024,1,3,2,1,4,0.000060,683,3935,2266,9,0
2521,1024,1,3,2,1,8,0.000081,884,5053,2283,9,0
2522,1024,1,3,2,1,16,0.000087,1305,7508,2307,9,0
2523,1024,1,3,2,1,32,0.000104,2355,13001,2351,9,0
2524,1024,1,3,2,1,64,0.000116,3625,21111,2458,9,0
2526,1024,1,3,2,2,4,0.000088,953,5214,2851,9,0
2527,1024,1,3,2,2,8,0.000139,1231,6786,2869,9,0
2528,1024,1,3,2,2,16,0.000153,1779,10690,2902,9,0
2529,1024,1,3,2,2,32,0.000159,3323,18201,2968,9,0
2532,1024,1,3,2,3,4,0.000093,1138,6404,3127,9,0
2533,1024,1,3,2,3,8,0.000149,1478,8487,3187,9,0
2534,1024,1,3,2,3,16,0.000151,2361,14303,3213,9,0
2535,1024,1,3,2,3,32,0.000158,4723,25837,3328,9,0
2538,1024,1,3,2,4,4,0.000097,1347,7577,3405,9,0
2539,1024,1,3,2,4,8,0.000146,1838,10675,3460,9,0
2540,1024,1,3,2,4,16,0.000159,2853,17307,3496,9,0
2541,1024,1,3,2,4,32,0.000161,5576,30753,3595,9,0
2544,1024,1,3,3,1,4,0.000071,719,4049,2354,9,0
2545,1024,1,3,3,1,8,0.000090,897,5128,2374,9,0
2546,1024,1,3,3,1,16,0.000096,1327,7398,2381,9,0
2547,1024,1,3,3,1,32,0.000115,2383,13028,2432,9,0
2548,1024,1,3,3,1,64,0.000138,3912,22656,2572,9,0
2550,1024,1,3,3,2,4,0.000118,986,5266,2941,9,0
2551,1024,1,3,3,2,8,0.000169,1216,6744,2959,9,0
2552,1024,1,3,3,2,16,0.000196,1954,11302,2990,9,0
2553,1024,1,3,3,2,32,0.000209,3559,19361,3060,9,0
2556,1024,1,3,3,3,4,0.000121,1154,6540,3216,9,0
2557,1024,1,3,3,3,8,0.000227,1598,9385,3271,9,0
2558,1024,1,3,3,3,16,0.000243,2553,15271,3354,9,0
2559,1024,1,3,3,3,32,0.000240,4785,26293,3396,9,0
2562,1024,1,3,3,4,4,0.000118,1395,7646,3496,9,0
2563,1024,1,3,3,4,8,0.000230,1845,10788,3551,9,0
2564,1024,1,3,3,4,16,0.000231,2952,17630,3587,9,0
2565,1024,1,3,3,4,32,0.000247,5682,31167,3656,9,0
2568,1024,1,3,4,1,4,0.000051,704,3949,2335,9,0
2569,1024,1,3,4,1,8,0.000075,960,5291,2360,9,0
2570,1024,1,3,4,1,16,0.000072,1301,7567,2381,9,0
2571,1024,1,3,4,1,32,0.000089,2410,13123,2415,9,0
2572,1024,1,3,4,1,64,0.000101,3629,21367,2512,9,0
2574,1024,1,3,4,2,4,0.000082,979,5337,2925,9,0
2575,1024,1,3,4,2,8,0.000130,1265,6863,2942,9,0
2576,1024,1,3,4,2,16,0.000121,1826,10770,2976,9,0
2577,1024,1,3,4,2,32,0.000131,3479,19319,3034,9,0
2580,1024,1,3,4,3,4,0.000098,1130,6496,3200,9,0
2581,1024,1,3,4,3,8,0.000118,1519,8965,3229,9,0
2582,1024,1,3,4,3,16,0.000135,2364,14052,3263,9,0
2583,1024,1,3,4,3,32,0.000135,4849,26439,3377,9,0
2586,1024,1,3,4,4,4,0.000095,1366,7616,3479,9,0
2587,1024,1,3,4,4,8,0.000126,1878,10838,3519,9,0
2588,1024,1,3,4,4,16,0.000130,2893,17577,3605,9,0
2589,1024,1,3,4,4,32,0.000131,5560,30995,3644,9,0
2592,1024,1,4,1,1,4,0.000110,836,4924,2583,12,0
2593,1024,1,4,1,1,8,0.000171,1229,7386,2626,12,0
2594,1024,1,4,1,1,16,0.000187,1713,10302,2640,12,0
2595,1024,1,4,1,1,32,0.000240,3251,18500,2740,12,0
2596,1024,1,4,1,1,64,0.000235,5341,31824,2885,12,0
2598,1024,1,4,1,2,4,0.000174,1207,6568,3367,12,0
2599,1024,1,4,1,2,8,0.000278,1641,9485,3418,12,0
2600,1024,1,4,1,2,16,0.000297,2383,14452,3480,12,0
2601,1024,1,4,1,2,32,0.000305,4483,24575,3532,12,0
2604,1024,1,4,1,3,4,0.000177,1425,8157,3734,12,0
2605,1024,1,4,1,3,8,0.000289,1967,11494,3780,12,0
2606,1024,1,4,1,3,16,0.000307,3111,18782,3841,12,0
2607,1024,1,4,1,3,32,0.000306,6374,33414,3932,12,0
2610,1024,1,4,1,4,4,0.000187,1784,9978,4122,12,0
2611,1024,1,4,1,4,8,0.000276,2507,14415,4189,12,0
2612,1024,1,4,1,4,16,0.000293,3782,22970,4229,12,0
2616,1024,1,4,2,1,4,0.000055,858,4962,2567,12,0
2617,1024,1,4,2,1,8,0.000079,1224,7292,2614,12,0
2618,1024,1,4,2,1,16,0.000106,1747,10349,2635,12,0
2619,1024,1,4,2,1,32,0.000112,3043,17297,2707,12,0
2620,1024,1,4,2,1,64,0.000126,5198,31149,2866,12,0
2622,1024,1,4,2,2,4,0.000096,1211,6575,3352,12,0
2623,1024,1,4,2,2,8,0.000137,1676,9631,3398,12,0
2624,1024,1,4,2,2,16,0.000154,2387,14938,3450,12,0
2625,1024,1,4,2,2,32,0.000151,4432,24757,3503,12,0
2628,1024,1,4,2,3,4,0.000093,1436,8246,3718,12,0
2629,1024,1,4,2,3,8,0.000143,1997,11594,3763,12,0
2630,1024,1,4,2,3,16,0.000151,3404,18824,3830,12,0
2631,1024,1,4,2,3,32,0.000146,6117,33108,3910,12,0
2634,1024,1,4,2,4,4,0.000106,1837,10102,4085,12,0
2635,1024,1,4,2,4,8,0.000155,2433,14444,4142,12,0
2636,1024,1,4,2,4,16,0.000155,3861,23284,4259,12,0
2640,1024,1,4,3,1,4,0.000071,851,5063,2656,12,0
2641,1024,1,4,3,1,8,0.000104,1226,7058,2690,12,0
2642,1024,1,4,3,1,16,0.000107,1854,10943,2721,12,0
2643,1024,1,4,3,1,32,0.000123,3097,18042,2812,12,0
2644,1024,1,4,3,1,64,0.000122,5343,32063,2950,12,0
2646,1024,1,4,3,2,4,0.000110,1243,6803,3434,12,0
2647,1024,1,4,3,2,8,0.000188,1558,9174,3472,12,0
2648,1024,1,4,3,2,16,0.000199,2477,14995,3536,12,0
2649,1024,1,4,3,2,32,0.000199,4779,25720,3594,12,0
2652,1024,1,4,3,3,4,0.000129,1487,8392,3807,12,0
2653,1024,1,4,3,3,8,0.000225,2034,11742,3853,12,0
2654,1024,1,4,3,3,16,0.000224,3076,18714,3904,12,0
2655,1024,1,4,3,3,32,0.000238,6361,33988,4021,12,0
2658,1024,1,4,3,4,4,0.000127,1792,10080,4180,12,0
2659,1024,1,4,3,4,8,0.000223,2547,14956,4275,12,0
2660,1024,1,4,3,4,16,0.000238,3830,23134,4297,12,0
2664,1024,1,4,4,1,4,0.000061,852,5014,2640,12,0
2665,1024,1,4,4,1,8,0.000078,1201,7222,2671,12,0
2666,1024,1,4,4,1,16,0.000076,1707,10220,2703,12,0
2667,1024,1,4,4,1,32,0.000091,3172,17869,2789,12,0
2668,1024,1,4,4,1,64,0.000099,5039,30558,2900,12,0
2670,1024,1,4,4,2,4,0.000090,1221,6791,3419,12,0
2671,1024,1,4,4,2,8,0.000118,1597,9222,3445,12,0
2672,1024,1,4,4,2,16,0.000119,2401,14480,3498,12,0
2673,1024,1,4,4,2,32,0.000130,4746,25665,3597,12,0
2676,1024,1,4,4,3,4,0.000091,1427,8291,3793,12,0
2677,1024,1,4,4,3,8,0.000114,1994,11734,3834,12,0
2678,1024,1,4,4,3,16,0.000122,2958,18422,3886,12,0
2679,1024,1,4,4,3,32,0.000130,6006,33527,3994,12,0
2682,1024,1,4,4,4,4,0.000096,1783,10216,4163,12,0
2683,1024,1,4,4,4,8,0.000127,2606,14665,4238,12,0
2684,1024,1,4,4,4,16,0.000127,3925,23160,4285,12,0
2688,1024,2,1,1,1,4,0.000134,462,2511,1644,6,0
2689,1024,2,1,1,1,8,0.000199,610,3298,1659,6,0
2690,1024,2,1,1,1,16,0.000200,868,4793,1664,6,0
2691,1024,2,1,1,1,32,0.000209,1512,8379,1704,6,0
2692,1024,2,1,1,1,64,0.000203,2485,14872,1794,6,0
2694,1024,2,1,1,2,4,0.000150,622,3257,2034,6,0
2695,1024,2,1,1,2,8,0.000264,788,4391,2047,6,0
2696,1024,2,1,1,2,16,0.000239,1243,6987,2061,6,0
2697,1024,2,1,1,2,32,0.000273,2223,11804,2093,6,0
2698,1024,2,1,1,2,64,0.000306,3902,22509,2175,6,0
2700,1024,2,1,1,3,4,0.000180,770,4115,2216,6,0
2701,1024,2,1,1,3,8,0.000264,1043,5766,2239,6,0
2702,1024,2,1,1,3,16,0.000262,1555,9182,2257,6,0
2703,1024,2,1,1,3,32,0.000275,2886,16380,2322,6,0
2706,1024,2,1,1,4,4,0.000161,882,4918,2352,6,0
2707,1024,2,1,1,4,8,0.000272,1225,6956,2384,6,0
2708,1024,2,1,1,4,16,0.000295,1867,11223,2389,6,0
2709,1024,2,1,1,4,32,0.000306,3662,20592,2445,6,0
2712,1024,2,1,2,1,4,0.000069,486,2577,1613,6,0
2713,1024,2,1,2,1,8,0.000097,598,3229,1621,6,0
2714,1024,2,1,2,1,16,0.000098,849,4739,1630,6,0
2715,1024,2,1,2,1,32,0.000101,1339,7908,1657,6,0
2716,1024,2,1,2,1,64,0.000099,2334,14328,1728,6,0
2718,1024,2,1,2,2,4,0.000076,620,3250,2000,6,0
2719,1024,2,1,2,2,8,0.000123,763,4387,2017,6,0
2720,1024,2,1,2,2,16,0.000127,1140,6495,2028,6,0
2721,1024,2,1,2,2,32,0.000138,2049,11415,2077,6,0
2722,1024,2,1,2,2,64,0.000138,3512,21191,2161,6,0
2724,1024,2,1,2,3,4,0.000083,771,4109,2184,6,0
2725,1024,2,1,2,3,8,0.000130,993,5671,2202,6,0
2726,1024,2,1,2,3,16,0.000141,1618,9372,2217,6,0
2727,1024,2,1,2,3,32,0.000143,2956,16415,2252,6,0
2730,1024,2,1,2,4,4,0.000087,876,4872,2320,6,0
2731,1024,2,1,2,4,8,0.000125,1251,6954,2345,6,0
2732,1024,2,1,2,4,16,0.000136,1895,11194,2365,6,0
2733,1024,2,1,2,4,32,0.000153,3676,20135,2427,6,0
2736,1024,2,1,3,1,4,0.000089,565,2940,1789,6,0
2737,1024,2,1,3,1,8,0.000110,691,3734,1801,6,0
2738,1024,2,1,3,1,16,0.000111,1020,5670,1807,6,0
2739,1024,2,1,3,1,32,0.000116,1779,9648,1851,6,0
2740,1024,2,1,3,1,64,0.000118,2897,17055,1938,6,0
2742,1024,2,1,3,2,4,0.000116,688,3573,2178,6,0
2743,1024,2,1,3,2,8,0.000157,923,4900,2192,6,0
2744,1024,2,1,3,2,16,0.000170,1291,7192,2194,6,0
2745,1024,2,1,3,2,32,0.000171,2388,13026,2232,6,0
2746,1024,2,1,3,2,64,0.000177,4296,24434,2352,6,0
2748,1024,2,1,3,3,4,0.000113,868,4500,2367,6,0
2749,1024,2,1,3,3,8,0.000178,1085,6041,2386,6,0
2750,1024,2,1,3,3,16,0.000183,1720,9961,2405,6,0
2751,1024,2,1,3,3,32,0.000193,3287,18196,2473,6,0
2754,1024,2,1,3,4,4,0.000116,986,5187,2498,6,0
2755,1024,2,1,3,4,8,0.000180,1316,7491,2522,6,0
2756,1024,2,1,3,4,16,0.000193,2047,11901,2534,6,0
2757,1024,2,1,3,4,32,0.000212,3935,21588,2596,6,0
2760,1024,2,1,4,1,4,0.000066,497,2639,1757,6,0
2761,1024,2,1,4,1,8,0.000076,622,3323,1766,6,0
2762,1024,2,1,4,1,16,0.000075,837,4748,1775,6,0
2763,1024,2,1,4,1,32,0.000078,1392,7944,1789,6,0
2764,1024,2,1,4,1,64,0.000077,2177,13652,1816,6,0
2766,1024,2,1,4,2,4,0.000078,644,3342,2146,6,0
2767,1024,2,1,4,2,8,0.000103,822,4486,2160,6,0
2768,1024,2,1,4,2,16,0.000103,1132,6326,2169,6,0
2769,1024,2,1,4,2,32,0.000114,2101,11762,2226,6,0
2770,1024,2,1,4,2,64,0.000114,3528,21019,2284,6,0
2772,1024,2,1,4,3,4,0.000079,773,4167,2330,6,0
2773,1024,2,1,4,3,8,0.000115,1032,5692,2348,6,0
2774,1024,2,1,4,3,16,0.000112,1543,8875,2363,6,0
2775,1024,2,1,4,3,32,0.000116,2930,16198,2395,6,0
2778,1024,2,1,4,4,4,0.000084,900,4930,2466,6,0
2779,1024,2,1,4,4,8,0.000110,1284,7170,2495,6,0
2780,1024,2,1,4,4,16,0.000122,1887,10920,2514,6,0
2781,1024,2,1,4,4,32,0.000122,3757,20301,2555,6,0
2784,1024,2,2,1,1,4,0.000124,881,4780,2795,12,0
2785,1024,2,2,1,1,8,0.000175,1274,7090,2838,12,0
2786,1024,2,2,1,1,16,0.000173,1789,10272,2860,12,0
2787,1024,2,2,1,1,32,0.000214,3073,17509,2952,12,0
2788,1024,2,2,1,1,64,0.000251,5235,30697,3070,12,0
2790,1024,2,2,1,2,4,0.000166,1238,6409,3572,12,0
2791,1024,2,2,1,2,8,0.000258,1727,9344,3616,12,0
2792,1024,2,2,1,2,16,0.000279,2385,14363,3646,12,0
2793,1024,2,2,1,2,32,0.000299,4624,25438,3743,12,0
2796,1024,2,2,1,3,4,0.000182,1458,7912,3939,12,0
2797,1024,2,2,1,3,8,0.000288,2070,11767,4013,12,0
2798,1024,2,2,1,3,16,0.000294,3180,18899,4049,12,0
2799,1024,2,2,1,3,32,0.000310,6555,33163,4116,12,0
2802,1024,2,2,1,4,4,0.000174,1814,9826,4304,12,0
2803,1024,2,2,1,4,8,0.000284,2448,14103,4396,12,0
2804,1024,2,2,1,4,16,0.000303,3816,22760,4431,12,0
2808,1024,2,2,2,1,4,0.000063,872,4838,2761,12,0
2809,1024,2,2,2,1,8,0.000091,1160,6462,2785,12,0
2810,1024,2,2,2,1,16,0.000097,1639,9528,2802,12,0
2811,1024,2,2,2,1,32,0.000102,3065,17341,2915,12,0
2812,1024,2,2,2,1,64,0.000103,4889,29255,3032,12,0
2814,1024,2,2,2,2,4,0.000093,1225,6468,3539,12,0
2815,1024,2,2,2,2,8,0.000132,1518,8639,3565,12,0
2816,1024,2,2,2,2,16,0.000142,2527,14515,3641,12,0
2817,1024,2,2,2,2,32,0.000147,4531,25093,3715,12,0
2820,1024,2,2,2,3,4,0.000093,1476,8008,3904,12,0
2821,1024,2,2,2,3,8,0.000136,2024,11467,3985,12,0
2822,1024,2,2,2,3,16,0.000143,3605,21101,4043,12,0
2823,1024,2,2,2,3,32,0.000156,6259,35469,4135,12,0
2826,1024,2,2,2,4,4,0.000095,1809,9734,4267,12,0
2827,1024,2,2,2,4,8,0.000147,2469,13859,4311,12,0
2828,1024,2,2,2,4,16,0.000142,3851,22718,4382,12,0
2829,1024,2,2,2,4,32,0.000154,7319,40609,4481,12,0
2832,1024,2,2,3,1,4,0.000082,986,5294,2942,12,0
2833,1024,2,2,3,1,8,0.000118,1225,6848,2943,12,0
2834,1024,2,2,3,1,16,0.000121,1867,10684,2963,12,0
2835,1024,2,2,3,1,32,0.000133,3243,18502,3084,12,0
2836,1024,2,2,3,1,64,0.000154,5603,33404,3221,12,0
2838,1024,2,2,3,2,4,0.000112,1262,6698,3717,12,0
2839,1024,2,2,3,2,8,0.000196,1798,9891,3764,12,0
2840,1024,2,2,3,2,16,0.000197,2562,15055,3830,12,0
2841,1024,2,2,3,2,32,0.000190,5027,26595,3897,12,0
2844,1024,2,2,3,3,4,0.000127,1532,8266,4082,12,0
2845,1024,2,2,3,3,8,0.000220,2157,12001,4135,12,0
2846,1024,2,2,3,3,16,0.000222,3304,19590,4189,12,0
2847,1024,2,2,3,3,32,0.000218,6248,34439,4269,12,0
2850,1024,2,2,3,4,4,0.000116,1854,10022,4452,12,0
2851,1024,2,2,3,4,8,0.000221,2521,14399,4515,12,0
2852,1024,2,2,3,4,16,0.000202,4071,23721,4563,12,0
2856,1024,2,2,4,1,4,0.000068,916,5043,2906,12,0
2857,1024,2,2,4,1,8,0.000077,1200,6521,2932,12,0
2858,1024,2,2,4,1,16,0.000078,1630,9403,2952,12,0
2859,1024,2,2,4,1,32,0.000083,3004,16967,3050,12,0
2860,1024,2,2,4,1,64,0.000086,4924,29198,3118,12,0
2862,1024,2,2,4,2,4,0.000088,1212,6467,3684,12,0
2863,1024,2,2,4,2,8,0.000110,1519,8462,3711,12,0
2864,1024,2,2,4,2,16,0.000111,2259,13166,3740,12,0
2865,1024,2,2,4,2,32,0.000121,4637,25105,3843,12,0
2868,1024,2,2,4,3,4,0.000086,1442,8010,4054,12,0
2869,1024,2,2,4,3,8,0.000117,2045,11591,4099,12,0
2870,1024,2,2,4,3,16,0.000118,3069,18532,4166,12,0
2871,1024,2,2,4,3,32,0.000128,6059,33887,4244,12,0
2874,1024,2,2,4,4,4,0.000094,1809,9958,4416,12,0
2875,1024,2,2,4,4,8,0.000127,2445,14247,4505,12,0
2876,1024,2,2,4,4,16,0.000128,3909,23591,4534,12,0
2880,1024,2,3,1,1,4,0.000138,1359,7430,4395,18,0
2881,1024,2,3,1,1,8,0.000187,1783,10082,4351,18,0
2882,1024,2,3,1,1,16,0.000201,2648,15504,4386,18,0
2883,1024,2,3,1,1,32,0.000251,4759,25694,4534,18,0
2886,1024,2,3,1,2,4,0.000184,1867,9785,5563,18,0
2887,1024,2,3,1,2,8,0.000299,2595,14361,5689,18,0
2888,1024,2,3,1,2,16,0.000297,3834,22194,5724,18,0
2889,1024,2,3,1,2,32,0.000308,7560,38245,5821,18,0
2892,1024,2,3,1,3,4,0.000198,2210,12248,6120,18,0
2893,1024,2,3,1,3,8,0.000289,3043,17745,6243,18,0
2894,1024,2,3,1,3,16,0.000312,4659,27891,6307,18,0
2898,1024,2,3,1,4,4,0.000195,2700,15054,6691,18,0
2899,1024,2,3,1,4,8,0.000310,3736,21856,6700,18,0
2900,1024,2,3,1,4,16,0.000313,5780,34725,6742,18,0
2904,1024,2,3,2,1,4,0.000068,1315,7343,4367,18,0
2905,1024,2,3,2,1,8,0.000096,1829,10466,4315,18,0
2906,1024,2,3,2,1,16,0.000099,2574,15183,4407,18,0
2907,1024,2,3,2,1,32,0.000108,4705,25750,4515,18,0
2910,1024,2,3,2,2,4,0.000093,1895,10096,5554,18,0
2911,1024,2,3,2,2,8,0.000144,2310,13229,5627,18,0
2912,1024,2,3,2,2,16,0.000146,3932,22432,5705,18,0
2913,1024,2,3,2,2,32,0.000157,7031,37640,5808,18,0
2916,1024,2,3,2,3,4,0.000102,2251,12366,6100,18,0
2917,1024,2,3,2,3,8,0.000154,3143,17958,6236,18,0
2918,1024,2,3,2,3,16,0.000158,4708,28627,6274,18,0
2922,1024,2,3,2,4,4,0.000098,2691,15468,6697,18,0
2923,1024,2,3,2,4,8,0.000146,3704,21583,6667,18,0
2924,1024,2,3,2,4,16,0.000148,5683,34519,6742,18,0
2928,1024,2,3,3,1,4,0.000084,1443,7860,4454,18,0
2929,1024,2,3,3,1,8,0.000113,1895,10497,4585,18,0
2930,1024,2,3,3,1,16,0.000129,2750,16183,4671,18,0
2931,1024,2,3,3,1,32,0.000155,4984,27315,4777,18,0
2934,1024,2,3,3,2,4,0.000128,1941,10303,5710,18,0
2935,1024,2,3,3,2,8,0.000194,2562,14502,5865,18,0
2936,1024,2,3,3,2,16,0.000195,3836,22803,5863,18,0
2937,1024,2,3,3,2,32,0.000209,7676,40163,5975,18,0
2940,1024,2,3,3,3,4,0.000136,2330,12635,6277,18,0
2941,1024,2,3,3,3,8,0.000217,3274,18537,6406,18,0
2942,1024,2,3,3,3,16,0.000216,4990,29220,6428,18,0
2946,1024,2,3,3,4,4,0.000135,2748,15021,6830,18,0
2947,1024,2,3,3,4,8,0.000212,3930,22377,6967,18,0
2948,1024,2,3,3,4,16,0.000215,6053,35633,6990,18,0
2952,1024,2,3,4,1,4,0.000068,1419,7795,4427,18,0
2953,1024,2,3,4,1,8,0.000082,1875,10498,4464,18,0
2954,1024,2,3,4,1,16,0.000083,2606,15195,4496,18,0
2955,1024,2,3,4,1,32,0.000093,4715,25847,4633,18,0
2958,1024,2,3,4,2,4,0.000099,1907,10070,5694,18,0
2959,1024,2,3,4,2,8,0.000125,2399,13412,5687,18,0
2960,1024,2,3,4,2,16,0.000124,3629,21091,5724,18,0
2961,1024,2,3,4,2,32,0.000132,7398,40215,5837,18,0
2964,1024,2,3,4,3,4,0.000096,2260,12386,6248,18,0
2965,1024,2,3,4,3,8,0.000131,3161,18060,6346,18,0
2966,1024,2,3,4,3,16,0.000123,4833,28751,6414,18,0
2970,1024,2,3,4,4,4,0.000109,2671,15297,6842,18,0
2971,1024,2,3,4,4,8,0.000133,3789,22096,6911,18,0
2972,1024,2,3,4,4,16,0.000134,5686,34506,6992,18,0
2976,1024,2,4,1,1,4,0.000136,1695,9783,5071,24,0
2977,1024,2,4,1,1,8,0.000182,2167,13040,5130,24,0
2978,1024,2,4,1,1,16,0.000211,3373,20379,5250,24,0
2979,1024,2,4,1,1,32,0.000263,6588,34762,5377,24,0
2982,1024,2,4,1,2,4,0.000187,2358,13056,6648,24,0
2983,1024,2,4,1,2,8,0.000278,3161,18798,6782,24,0
2984,1024,2,4,1,2,16,0.000307,4749,28827,6835,24,0
2988,1024,2,4,1,3,4,0.000196,2937,16128,7378,24,0
2989,1024,2,4,1,3,8,0.000300,4065,23925,7571,24,0
2990,1024,2,4,1,3,16,0.000310,6192,37156,7576,24,0
2994,1024,2,4,1,4,4,0.000202,3502,20108,8132,24,0
2995,1024,2,4,1,4,8,0.000314,4979,28793,8289,24,0
2996,1024,2,4,1,4,16,0.000286,8545,46015,8330,24,0
3000,1024,2,4,2,1,4,0.000065,1709,9646,5033,24,0
3001,1024,2,4,2,1,8,0.000095,2279,13601,5178,24,0
3002,1024,2,4,2,1,16,0.000095,3285,20111,5222,24,0
3003,1024,2,4,2,1,32,0.000109,6051,34631,5339,24,0
3006,1024,2,4,2,2,4,0.000088,2317,12560,6590,24,0
3007,1024,2,4,2,2,8,0.000147,3336,18807,6721,24,0
3008,1024,2,4,2,2,16,0.000151,4665,28937,6821,24,0
3012,1024,2,4,2,3,4,0.000108,2944,16654,7430,24,0
3013,1024,2,4,2,3,8,0.000146,3986,23402,7492,24,0
3014,1024,2,4,2,3,16,0.000157,6073,36782,7556,24,0
3018,1024,2,4,2,4,4,0.000098,3447,19399,8063,24,0
3019,1024,2,4,2,4,8,0.000155,4988,28374,8215,24,0
3020,1024,2,4,2,4,16,0.000154,7561,45963,8290,24,0
3024,1024,2,4,3,1,4,0.000081,1793,9977,5208,24,0
3025,1024,2,4,3,1,8,0.000118,2308,13502,5276,24,0
3026,1024,2,4,3,1,16,0.000128,3565,21244,5408,24,0
3027,1024,2,4,3,1,32,0.000157,6700,37137,5538,24,0
3030,1024,2,4,3,2,4,0.000122,2477,13523,6782,24,0
3031,1024,2,4,3,2,8,0.000190,3259,18685,6852,24,0
3032,1024,2,4,3,2,16,0.000210,4965,29102,6961,24,0
3036,1024,2,4,3,3,4,0.000127,2907,16584,7556,24,0
3037,1024,2,4,3,3,8,0.000211,4150,24354,7676,24,0
3038,1024,2,4,3,3,16,0.000226,6468,38112,7727,24,0
3042,1024,2,4,3,4,4,0.000130,3601,20149,8328,24,0
3043,1024,2,4,3,4,8,0.000212,5128,29556,8417,24,0
3048,1024,2,4,4,1,4,0.000066,1706,9795,5183,24,0
3049,1024,2,4,4,1,8,0.000083,2469,14369,5339,24,0
3050,1024,2,4,4,1,16,0.000077,3364,20458,5380,24,0
3051,1024,2,4,4,1,32,0.000092,6051,35110,5497,24,0
3054,1024,2,4,4,2,4,0.000091,2396,12849,6737,24,0
3055,1024,2,4,4,2,8,0.000133,3191,18071,6873,24,0
3056,1024,2,4,4,2,16,0.000129,4783,28599,6938,24,0
3060,1024,2,4,4,3,4,0.000097,2858,16140,7448,24,0
3061,1024,2,4,4,3,8,0.000122,4209,24513,7604,24,0
3062,1024,2,4,4,3,16,0.000134,6231,37047,7688,24,0
3066,1024,2,4,4,4,4,0.000100,3491,20352,8260,24,0
3067,1024,2,4,4,4,8,0.000127,4850,28422,8369,24,0
3072,1024,3,1,1,1,4,0.000173,690,3733,2346,9,0
3073,1024,3,1,1,1,8,0.000253,905,5107,2371,9,0
3074,1024,3,1,1,1,16,0.000243,1451,7763,2384,9,0
3075,1024,3,1,1,1,32,0.000266,2415,13024,2427,9,0
3076,1024,3,1,1,1,64,0.000267,3860,21997,2497,9,0
3078,1024,3,1,1,2,4,0.000185,920,4817,2927,9,0
3079,1024,3,1,1,2,8,0.000288,1167,6465,2949,9,0
3080,1024,3,1,1,2,16,0.000328,1807,10481,2973,9,0
3081,1024,3,1,1,2,32,0.000364,3389,18697,3050,9,0
3084,1024,3,1,1,3,4,0.000191,1105,5888,3206,9,0
3085,1024,3,1,1,3,8,0.000315,1588,8684,3240,9,0
3086,1024,3,1,1,3,16,0.000339,2358,13966,3309,9,0
3087,1024,3,1,1,3,32,0.000365,4560,25193,3366,9,0
