Parameter,Throughput_Value,Tool,Parameter2,Area_Value,Parameter3,FF_Value,Flow
Throughput,14925.373134328358,catapult,Area,13576.640,FF,1420,catapult_asic_area
Throughput,14925.373134328358,catapult,Area,15120.770,FF,1565,catapult_asic_area
Throughput,15625.0,catapult,Area,19266.646,FF,1837,catapult_asic_area
Throughput,16393.44262295082,catapult,Area,9088.156,FF,869,catapult_asic_area
Throughput,14705.882352941177,catapult,Area,12168.436,FF,1377,catapult_asic_area
Throughput,15151.51515151515,catapult,Area,13512.268,FF,1412,catapult_asic_area
Throughput,14492.753623188406,catapult,Area,14997.878,FF,1559,catapult_asic_area
Throughput,16129.032258064515,catapult,Area,18835.193,FF,1832,catapult_asic_area
Throughput,11904.761904761905,catapult,Area,9323.832,FF,890,catapult_asic_area
Throughput,12820.51282051282,catapult,Area,13565.468,FF,1318,catapult_asic_area
Throughput,13513.513513513513,catapult,Area,13601.644,FF,1421,catapult_asic_area
Throughput,12820.51282051282,catapult,Area,15077.146,FF,1565,catapult_asic_area
Throughput,12820.51282051282,catapult,Area,20778.324,FF,1961,catapult_asic_area
Throughput,16393.44262295082,catapult,Area,9137.366,FF,861,catapult_asic_area
Throughput,14925.373134328358,catapult,Area,12218.178,FF,1373,catapult_asic_area
Throughput,13698.630136986301,catapult,Area,12603.612,FF,1415,catapult_asic_area
Throughput,14492.753623188406,catapult,Area,15056.664,FF,1559,catapult_asic_area
Throughput,15625.0,catapult,Area,19244.303,FF,1830,catapult_asic_area
Throughput,10989.010989010989,catapult,Area,11646.278,FF,1092,catapult_asic_area
Throughput,9803.921568627451,catapult,Area,14897.862,FF,1482,catapult_asic_area
Throughput,10309.278350515464,catapult,Area,18226.852,FF,1910,catapult_asic_area
Throughput,11363.636363636364,catapult,Area,17911.643,FF,1921,catapult_asic_area
Throughput,12987.012987012988,catapult,Area,19691.447,FF,1928,catapult_asic_area
Throughput,11627.906976744185,catapult,Area,11197.004,FF,1071,catapult_asic_area
Throughput,10416.666666666666,catapult,Area,14388.206,FF,1477,catapult_asic_area
Throughput,10309.278350515464,catapult,Area,18305.588,FF,1902,catapult_asic_area
Throughput,11494.252873563219,catapult,Area,17865.357,FF,1915,catapult_asic_area
Throughput,12987.012987012988,catapult,Area,19586.645,FF,1923,catapult_asic_area
Throughput,9523.809523809523,catapult,Area,11506.096,FF,1093,catapult_asic_area
Throughput,8849.557522123894,catapult,Area,15514.450,FF,1418,catapult_asic_area
Throughput,9345.794392523365,catapult,Area,18517.324,FF,1911,catapult_asic_area
Throughput,9009.009009009009,catapult,Area,18083.744,FF,1923,catapult_asic_area
Throughput,13157.894736842105,catapult,Area,21337.723,FF,2088,catapult_asic_area
Throughput,11627.906976744185,catapult,Area,11313.512,FF,1063,catapult_asic_area
Throughput,10416.666666666666,catapult,Area,14359.744,FF,1473,catapult_asic_area
Throughput,10526.315789473683,catapult,Area,15113.854,FF,1521,catapult_asic_area
Throughput,10752.688172043012,catapult,Area,17203.018,FF,1915,catapult_asic_area
Throughput,13157.894736842105,catapult,Area,19359.215,FF,1923,catapult_asic_area
Throughput,33333.333333333336,catapult,Area,7823.858,FF,804,catapult_asic_area
Throughput,28571.428571428572,catapult,Area,11783.002,FF,1293,catapult_asic_area
Throughput,27777.777777777777,catapult,Area,12385.492,FF,1339,catapult_asic_area
Throughput,27777.777777777777,catapult,Area,13939.464,FF,1486,catapult_asic_area
Throughput,38461.53846153846,catapult,Area,11016.922,FF,1193,catapult_asic_area
Throughput,32258.06451612903,catapult,Area,7756.294,FF,787,catapult_asic_area
Throughput,27027.027027027027,catapult,Area,10809.176,FF,1292,catapult_asic_area
Throughput,27027.027027027027,catapult,Area,12463.696,FF,1335,catapult_asic_area
Throughput,26315.78947368421,catapult,Area,13843.438,FF,1484,catapult_asic_area
Throughput,40000.0,catapult,Area,10560.200,FF,1192,catapult_asic_area
Throughput,37037.03703703704,catapult,Area,8018.304,FF,804,catapult_asic_area
Throughput,28571.428571428572,catapult,Area,12054.854,FF,1229,catapult_asic_area
Throughput,28571.428571428572,catapult,Area,12605.740,FF,1342,catapult_asic_area
Throughput,27777.777777777777,catapult,Area,14096.404,FF,1486,catapult_asic_area
Throughput,40000.0,catapult,Area,13075.762,FF,1417,catapult_asic_area
