n,knob_KNOB_MAT_SIZE,knob_KNOB_UNROLL_LMM,knob_KNOB_UNROLL_L1,knob_KNOB_UNROLL_L2,knob_KNOB_UNROLL_L3,knob_I_B,knob_KNOB_DATA_BLOCK_INTERLEAVE,obj1,obj2
1127,32,6,3,3,3,0,1024,0.0004,88
1128,32,6,3,3,3,0,512,0.0004,83
1129,32,6,3,3,3,0,256,0.0004,71
1130,32,6,3,3,3,0,128,0.0005,76
1131,32,6,3,3,3,0,64,0.0004,76
1132,32,6,3,3,3,0,32,0.0004,82
1133,32,6,3,3,3,0,16,0.0004,97
1134,32,7,1,1,1,0,1024,0.0004,60
1135,32,7,1,1,1,0,512,0.0003,54
1136,32,7,1,1,1,0,256,0.0003,50
1137,32,7,1,1,1,0,128,0.0003,55
1138,32,7,1,1,1,0,64,0.0003,59
1139,32,7,1,1,1,0,32,0.0003,57
1140,32,7,1,1,1,0,16,0.0003,64
1141,32,7,1,1,2,0,1024,0.0002,58
1142,32,7,1,1,2,0,512,0.0002,59
1143,32,7,1,1,2,0,256,0.0002,55
1144,32,7,1,1,2,0,128,0.0002,59
1145,32,7,1,1,2,0,64,0.0002,59
1146,32,7,1,1,2,0,32,0.0002,58
1147,32,7,1,1,2,0,16,0.0002,59
1148,32,7,1,1,3,0,1024,0.0003,69
1149,32,7,1,1,3,0,512,0.0003,70
1150,32,7,1,1,3,0,256,0.0003,68
1151,32,7,1,1,3,0,128,0.0003,68
1152,32,7,1,1,3,0,64,0.0003,75
1153,32,7,1,1,3,0,32,0.0003,73
1154,32,7,1,1,3,0,16,0.0003,73
1155,32,7,1,2,1,0,1024,0.0003,60
1156,32,7,1,2,1,0,512,0.0003,60
1157,32,7,1,2,1,0,256,0.0003,63
1158,32,7,1,2,1,0,128,0.0003,62
1159,32,7,1,2,1,0,64,0.0003,58
1160,32,7,1,2,1,0,32,0.0004,63
1161,32,7,1,2,1,0,16,0.0003,63
1162,32,7,1,2,2,0,1024,0.0002,62
1163,32,7,1,2,2,0,512,0.0002,58
1164,32,7,1,2,2,0,256,0.0002,57
1165,32,7,1,2,2,0,128,0.0003,54
1166,32,7,1,2,2,0,64,0.0002,54
1167,32,7,1,2,2,0,32,0.0002,56
1168,32,7,1,2,2,0,16,0.0002,57
1169,32,7,1,2,3,0,1024,0.0003,75
1170,32,7,1,2,3,0,512,0.0003,67
1171,32,7,1,2,3,0,256,0.0003,66
1172,32,7,1,2,3,0,128,0.0003,69
1173,32,7,1,2,3,0,64,0.0003,67
1174,32,7,1,2,3,0,32,0.0003,68
1175,32,7,1,2,3,0,16,0.0003,70
1176,32,7,1,3,1,0,1024,0.0004,62
1177,32,7,1,3,1,0,512,0.0003,59
1178,32,7,1,3,1,0,256,0.0004,61
1179,32,7,1,3,1,0,128,0.0003,58
1180,32,7,1,3,1,0,64,0.0003,56
1181,32,7,1,3,1,0,32,0.0003,64
1182,32,7,1,3,1,0,16,0.0004,68
1183,32,7,1,3,2,0,1024,0.0002,58
1184,32,7,1,3,2,0,512,0.0002,59
1185,32,7,1,3,2,0,256,0.0003,60
1186,32,7,1,3,2,0,128,0.0003,56
1187,32,7,1,3,2,0,64,0.0002,60
1188,32,7,1,3,2,0,32,0.0003,55
1189,32,7,1,3,2,0,16,0.0003,65
1190,32,7,1,3,3,0,1024,0.0004,75
1191,32,7,1,3,3,0,512,0.0003,68
1192,32,7,1,3,3,0,256,0.0003,77
1193,32,7,1,3,3,0,128,0.0003,74
1194,32,7,1,3,3,0,64,0.0003,66
1195,32,7,1,3,3,0,32,0.0003,68
1196,32,7,1,3,3,0,16,0.0003,74
1198,32,7,2,1,1,0,512,0.0004,60
1199,32,7,2,1,1,0,256,0.0004,59
1200,32,7,2,1,1,0,128,0.0003,60
1201,32,7,2,1,1,0,64,0.0004,60
1202,32,7,2,1,1,0,32,0.0003,58
1203,32,7,2,1,1,0,16,0.0004,60
1204,32,7,2,1,2,0,1024,0.0002,69
1205,32,7,2,1,2,0,512,0.0002,54
1206,32,7,2,1,2,0,256,0.0002,70
1207,32,7,2,1,2,0,128,0.0002,56
1208,32,7,2,1,2,0,64,0.0002,57
1209,32,7,2,1,2,0,32,0.0003,64
1210,32,7,2,1,2,0,16,0.0002,62
1211,32,7,2,1,3,0,1024,0.0004,72
1212,32,7,2,1,3,0,512,0.0003,63
1213,32,7,2,1,3,0,256,0.0003,68
1214,32,7,2,1,3,0,128,0.0003,69
1215,32,7,2,1,3,0,64,0.0003,65
1216,32,7,2,1,3,0,32,0.0003,63
1217,32,7,2,1,3,0,16,0.0003,69
1218,32,7,2,2,1,0,1024,0.0003,60
1219,32,7,2,2,1,0,512,0.0003,62
1220,32,7,2,2,1,0,256,0.0003,60
1221,32,7,2,2,1,0,128,0.0004,60
1222,32,7,2,2,1,0,64,0.0003,57
1223,32,7,2,2,1,0,32,0.0004,56
1224,32,7,2,2,1,0,16,0.0003,66
1225,32,7,2,2,2,0,1024,0.0002,58
1226,32,7,2,2,2,0,512,0.0002,56
1227,32,7,2,2,2,0,256,0.0003,57
1228,32,7,2,2,2,0,128,0.0002,57
1229,32,7,2,2,2,0,64,0.0002,60
1230,32,7,2,2,2,0,32,0.0002,51
1231,32,7,2,2,2,0,16,0.0002,57
1232,32,7,2,2,3,0,1024,0.0003,64
1233,32,7,2,2,3,0,512,0.0003,67
1234,32,7,2,2,3,0,256,0.0003,66
1235,32,7,2,2,3,0,128,0.0003,66
1236,32,7,2,2,3,0,64,0.0003,70
1237,32,7,2,2,3,0,32,0.0003,66
1238,32,7,2,2,3,0,16,0.0003,68
1239,32,7,2,3,1,0,1024,0.0003,64
1240,32,7,2,3,1,0,512,0.0003,63
1241,32,7,2,3,1,0,256,0.0004,62
1242,32,7,2,3,1,0,128,0.0003,59
1243,32,7,2,3,1,0,64,0.0003,59
1244,32,7,2,3,1,0,32,0.0004,54
1245,32,7,2,3,1,0,16,0.0004,68
1246,32,7,2,3,2,0,1024,0.0002,65
1247,32,7,2,3,2,0,512,0.0002,66
1248,32,7,2,3,2,0,256,0.0002,64
1249,32,7,2,3,2,0,128,0.0002,62
1250,32,7,2,3,2,0,64,0.0002,61
1251,32,7,2,3,2,0,32,0.0002,61
1252,32,7,2,3,2,0,16,0.0002,62
1253,32,7,2,3,3,0,1024,0.0003,73
1254,32,7,2,3,3,0,512,0.0003,70
1255,32,7,2,3,3,0,256,0.0003,83
1256,32,7,2,3,3,0,128,0.0003,81
1257,32,7,2,3,3,0,64,0.0004,82
1258,32,7,2,3,3,0,32,0.0004,82
1259,32,7,2,3,3,0,16,0.0004,77
1260,32,7,3,1,1,0,1024,0.0003,79
1261,32,7,3,1,1,0,512,0.0003,69
1262,32,7,3,1,1,0,256,0.0004,74
1263,32,7,3,1,1,0,128,0.0003,78
1264,32,7,3,1,1,0,64,0.0004,78
1265,32,7,3,1,1,0,32,0.0003,65
1266,32,7,3,1,1,0,16,0.0004,59
1267,32,7,3,1,2,0,1024,0.0002,61
1268,32,7,3,1,2,0,512,0.0002,59
1269,32,7,3,1,2,0,256,0.0002,58
1270,32,7,3,1,2,0,128,0.0003,62
1271,32,7,3,1,2,0,64,0.0002,65
1272,32,7,3,1,2,0,32,0.0003,54
1273,32,7,3,1,2,0,16,0.0002,60
1274,32,7,3,1,3,0,1024,0.0004,73
1275,32,7,3,1,3,0,512,0.0003,67
1276,32,7,3,1,3,0,256,0.0003,72
1277,32,7,3,1,3,0,128,0.0003,77
1278,32,7,3,1,3,0,64,0.0003,74
1279,32,7,3,1,3,0,32,0.0003,65
1280,32,7,3,1,3,0,16,0.0003,75
1281,32,7,3,2,1,0,1024,0.0003,56
1282,32,7,3,2,1,0,512,0.0004,58
1283,32,7,3,2,1,0,256,0.0003,64
1284,32,7,3,2,1,0,128,0.0003,58
1285,32,7,3,2,1,0,64,0.0003,62
1286,32,7,3,2,1,0,32,0.0003,56
1287,32,7,3,2,1,0,16,0.0003,65
1288,32,7,3,2,2,0,1024,0.0002,67
1289,32,7,3,2,2,0,512,0.0003,62
1290,32,7,3,2,2,0,256,0.0002,63
1291,32,7,3,2,2,0,128,0.0002,59
1292,32,7,3,2,2,0,64,0.0003,55
1293,32,7,3,2,2,0,32,0.0002,57
1294,32,7,3,2,2,0,16,0.0002,67
1295,32,7,3,2,3,0,1024,0.0004,86
1296,32,7,3,2,3,0,512,0.0004,87
1297,32,7,3,2,3,0,256,0.0004,101
1298,32,7,3,2,3,0,128,0.0004,82
1299,32,7,3,2,3,0,64,0.0004,90
1300,32,7,3,2,3,0,32,0.0004,94
1301,32,7,3,2,3,0,16,0.0004,95
1302,32,7,3,3,1,0,1024,0.0004,67
1303,32,7,3,3,1,0,512,0.0004,60
1304,32,7,3,3,1,0,256,0.0004,63
1305,32,7,3,3,1,0,128,0.0004,81
1306,32,7,3,3,1,0,64,0.0004,68
1307,32,7,3,3,1,0,32,0.0004,63
1308,32,7,3,3,1,0,16,0.0004,69
1309,32,7,3,3,2,0,1024,0.0003,81
1310,32,7,3,3,2,0,512,0.0003,75
1311,32,7,3,3,2,0,256,0.0003,79
1312,32,7,3,3,2,0,128,0.0003,80
1313,32,7,3,3,2,0,64,0.0004,76
1314,32,7,3,3,2,0,32,0.0003,79
1315,32,7,3,3,2,0,16,0.0003,84
1316,32,7,3,3,3,0,1024,0.0005,89
1317,32,7,3,3,3,0,512,0.0004,95
1318,32,7,3,3,3,0,256,0.0004,93
1319,32,7,3,3,3,0,128,0.0004,94
1320,32,7,3,3,3,0,64,0.0004,91
1321,32,7,3,3,3,0,32,0.0004,94
1322,32,7,3,3,3,0,16,0.0004,105
1323,32,8,1,1,1,0,1024,0.0002,40
1324,32,8,1,1,1,0,512,0.0002,39
1325,32,8,1,1,1,0,256,0.0002,44
1326,32,8,1,1,1,0,128,0.0003,41
1327,32,8,1,1,1,0,64,0.0003,43
1328,32,8,1,1,1,0,32,0.0003,36
1329,32,8,1,1,1,0,16,0.0004,45
1330,32,8,1,1,2,0,1024,0.0002,53
1331,32,8,1,1,2,0,512,0.0002,38
1332,32,8,1,1,2,0,256,0.0002,43
1333,32,8,1,1,2,0,128,0.0002,40
1334,32,8,1,1,2,0,64,0.0002,53
1335,32,8,1,1,2,0,32,0.0002,38
1336,32,8,1,1,2,0,16,0.0002,63
1337,32,8,1,1,3,0,1024,0.0003,51
1338,32,8,1,1,3,0,512,0.0003,63
1339,32,8,1,1,3,0,256,0.0003,67
1340,32,8,1,1,3,0,128,0.0003,62
1341,32,8,1,1,3,0,64,0.0003,61
1342,32,8,1,1,3,0,32,0.0003,66
1343,32,8,1,1,3,0,16,0.0003,71
1344,32,8,1,2,1,0,1024,0.0003,44
1345,32,8,1,2,1,0,512,0.0003,43
1346,32,8,1,2,1,0,256,0.0003,42
1347,32,8,1,2,1,0,128,0.0003,39
1348,32,8,1,2,1,0,64,0.0003,39
1349,32,8,1,2,1,0,32,0.0003,43
1350,32,8,1,2,1,0,16,0.0004,48
1351,32,8,1,2,2,0,1024,0.0002,43
1352,32,8,1,2,2,0,512,0.0002,40
1353,32,8,1,2,2,0,256,0.0002,40
1354,32,8,1,2,2,0,128,0.0002,39
1355,32,8,1,2,2,0,64,0.0002,40
1356,32,8,1,2,2,0,32,0.0002,43
1357,32,8,1,2,2,0,16,0.0002,53
1358,32,8,1,2,3,0,1024,0.0003,46
1359,32,8,1,2,3,0,512,0.0003,45
1360,32,8,1,2,3,0,256,0.0003,46
1361,32,8,1,2,3,0,128,0.0003,45
1362,32,8,1,2,3,0,64,0.0003,43
1363,32,8,1,2,3,0,32,0.0003,44
1364,32,8,1,2,3,0,16,0.0003,53
1365,32,8,1,3,1,0,1024,0.0003,62
1366,32,8,1,3,1,0,512,0.0003,39
1367,32,8,1,3,1,0,256,0.0003,44
1368,32,8,1,3,1,0,128,0.0004,41
1369,32,8,1,3,1,0,64,0.0003,47
1370,32,8,1,3,1,0,32,0.0003,46
1371,32,8,1,3,1,0,16,0.0003,50
1372,32,8,1,3,2,0,1024,0.0002,54
1373,32,8,1,3,2,0,512,0.0003,42
1374,32,8,1,3,2,0,256,0.0002,40
1375,32,8,1,3,2,0,128,0.0002,41
1376,32,8,1,3,2,0,64,0.0002,47
1377,32,8,1,3,2,0,32,0.0002,41
1378,32,8,1,3,2,0,16,0.0002,48
1379,32,8,1,3,3,0,1024,0.0003,52
1380,32,8,1,3,3,0,512,0.0003,44
1381,32,8,1,3,3,0,256,0.0003,50
1382,32,8,1,3,3,0,128,0.0003,49
1383,32,8,1,3,3,0,64,0.0003,53
1384,32,8,1,3,3,0,32,0.0003,54
1385,32,8,1,3,3,0,16,0.0003,57
1386,32,8,2,1,1,0,1024,0.0003,46
1387,32,8,2,1,1,0,512,0.0003,40
1388,32,8,2,1,1,0,256,0.0003,41
1389,32,8,2,1,1,0,128,0.0003,39
1390,32,8,2,1,1,0,64,0.0003,38
1391,32,8,2,1,1,0,32,0.0003,45
1392,32,8,2,1,1,0,16,0.0003,65
1393,32,8,2,1,2,0,1024,0.0002,45
1394,32,8,2,1,2,0,512,0.0002,43
1395,32,8,2,1,2,0,256,0.0002,47
1396,32,8,2,1,2,0,128,0.0002,39
1397,32,8,2,1,2,0,64,0.0002,43
1398,32,8,2,1,2,0,32,0.0002,46
1399,32,8,2,1,2,0,16,0.0002,44
1400,32,8,2,1,3,0,1024,0.0003,49
1401,32,8,2,1,3,0,512,0.0003,50
1402,32,8,2,1,3,0,256,0.0003,49
1403,32,8,2,1,3,0,128,0.0003,46
1404,32,8,2,1,3,0,64,0.0003,65
1405,32,8,2,1,3,0,32,0.0003,45
1406,32,8,2,1,3,0,16,0.0003,68
1407,32,8,2,2,1,0,1024,0.0003,47
1408,32,8,2,2,1,0,512,0.0003,43
1409,32,8,2,2,1,0,256,0.0003,46
1410,32,8,2,2,1,0,128,0.0003,42
1411,32,8,2,2,1,0,64,0.0003,46
1412,32,8,2,2,1,0,32,0.0004,40
1413,32,8,2,2,1,0,16,0.0003,47
1414,32,8,2,2,2,0,1024,0.0002,43
1415,32,8,2,2,2,0,512,0.0002,41
1416,32,8,2,2,2,0,256,0.0003,45
1417,32,8,2,2,2,0,128,0.0002,44
1418,32,8,2,2,2,0,64,0.0002,37
1419,32,8,2,2,2,0,32,0.0002,39
1420,32,8,2,2,2,0,16,0.0002,43
1421,32,8,2,2,3,0,1024,0.0003,49
1422,32,8,2,2,3,0,512,0.0003,53
1423,32,8,2,2,3,0,256,0.0003,47
1424,32,8,2,2,3,0,128,0.0003,49
1425,32,8,2,2,3,0,64,0.0003,48
1426,32,8,2,2,3,0,32,0.0003,48
1427,32,8,2,2,3,0,16,0.0003,57
1428,32,8,2,3,1,0,1024,0.0004,54
1429,32,8,2,3,1,0,512,0.0003,46
1430,32,8,2,3,1,0,256,0.0003,46
1431,32,8,2,3,1,0,128,0.0004,42
1432,32,8,2,3,1,0,64,0.0003,46
1433,32,8,2,3,1,0,32,0.0004,40
1434,32,8,2,3,1,0,16,0.0004,53
1435,32,8,2,3,2,0,1024,0.0002,45
1436,32,8,2,3,2,0,512,0.0003,43
1437,32,8,2,3,2,0,256,0.0003,46
1438,32,8,2,3,2,0,128,0.0002,40
1439,32,8,2,3,2,0,64,0.0002,41
1440,32,8,2,3,2,0,32,0.0003,43
1441,32,8,2,3,2,0,16,0.0003,52
1442,32,8,2,3,3,0,1024,0.0004,54
1443,32,8,2,3,3,0,512,0.0003,57
1444,32,8,2,3,3,0,256,0.0003,57
1445,32,8,2,3,3,0,128,0.0003,53
1446,32,8,2,3,3,0,64,0.0003,54
1447,32,8,2,3,3,0,32,0.0003,56
1448,32,8,2,3,3,0,16,0.0003,63
1449,32,8,3,1,1,0,1024,0.0002,54
1450,32,8,3,1,1,0,512,0.0003,49
1451,32,8,3,1,1,0,256,0.0003,59
1452,32,8,3,1,1,0,128,0.0004,47
1453,32,8,3,1,1,0,64,0.0003,55
1454,32,8,3,1,1,0,32,0.0002,50
1455,32,8,3,1,1,0,16,0.0004,62
1456,32,8,3,1,2,0,1024,0.0002,44
1457,32,8,3,1,2,0,512,0.0002,40
1458,32,8,3,1,2,0,256,0.0002,39
1459,32,8,3,1,2,0,128,0.0002,39
1460,32,8,3,1,2,0,64,0.0003,43
1461,32,8,3,1,2,0,32,0.0002,40
1462,32,8,3,1,2,0,16,0.0002,59
1463,32,8,3,1,3,0,1024,0.0003,54
1464,32,8,3,1,3,0,512,0.0003,50
1465,32,8,3,1,3,0,256,0.0003,57
1466,32,8,3,1,3,0,128,0.0003,54
1467,32,8,3,1,3,0,64,0.0003,59
1468,32,8,3,1,3,0,32,0.0003,52
1469,32,8,3,1,3,0,16,0.0003,68
1470,32,8,3,2,1,0,1024,0.0004,50
1471,32,8,3,2,1,0,512,0.0003,46
1472,32,8,3,2,1,0,256,0.0003,42
1473,32,8,3,2,1,0,128,0.0003,45
1474,32,8,3,2,1,0,64,0.0003,41
1475,32,8,3,2,1,0,32,0.0003,43
1476,32,8,3,2,1,0,16,0.0004,47
1477,32,8,3,2,2,0,1024,0.0002,44
1478,32,8,3,2,2,0,512,0.0002,46
1479,32,8,3,2,2,0,256,0.0002,46
1480,32,8,3,2,2,0,128,0.0002,49
1481,32,8,3,2,2,0,64,0.0002,45
1482,32,8,3,2,2,0,32,0.0002,45
1483,32,8,3,2,2,0,16,0.0002,52
1484,32,8,3,2,3,0,1024,0.0003,60
1485,32,8,3,2,3,0,512,0.0003,60
1486,32,8,3,2,3,0,256,0.0003,59
1487,32,8,3,2,3,0,128,0.0003,57
1488,32,8,3,2,3,0,64,0.0004,57
1489,32,8,3,2,3,0,32,0.0003,64
1490,32,8,3,2,3,0,16,0.0003,71
1491,32,8,3,3,1,0,1024,0.0004,47
1492,32,8,3,3,1,0,512,0.0004,54
1493,32,8,3,3,1,0,256,0.0004,50
1494,32,8,3,3,1,0,128,0.0004,51
1495,32,8,3,3,1,0,64,0.0004,52
1496,32,8,3,3,1,0,32,0.0004,47
1497,32,8,3,3,1,0,16,0.0004,50
1498,32,8,3,3,2,0,1024,0.0003,69
1499,32,8,3,3,2,0,512,0.0003,56
1500,32,8,3,3,2,0,256,0.0004,60
1501,32,8,3,3,2,0,128,0.0003,61
1502,32,8,3,3,2,0,64,0.0003,57
1503,32,8,3,3,2,0,32,0.0003,58
1504,32,8,3,3,2,0,16,0.0003,62
1505,32,8,3,3,3,0,1024,0.0004,74
1506,32,8,3,3,3,0,512,0.0004,75
1507,32,8,3,3,3,0,256,0.0004,78
1508,32,8,3,3,3,0,128,0.0004,70
1509,32,8,3,3,3,0,64,0.0004,70
1510,32,8,3,3,3,0,32,0.0004,70
1511,32,8,3,3,3,0,16,0.0004,79
1512,32,9,1,1,1,0,1024,0.0003,53
1513,32,9,1,1,1,0,512,0.0003,62
1514,32,9,1,1,1,0,256,0.0003,52
1515,32,9,1,1,1,0,128,0.0003,53
1516,32,9,1,1,1,0,64,0.0003,55
1517,32,9,1,1,1,0,32,0.0004,53
1518,32,9,1,1,1,0,16,0.0004,61
1519,32,9,1,1,2,0,1024,0.0002,63
1520,32,9,1,1,2,0,512,0.0002,60
1521,32,9,1,1,2,0,256,0.0002,58
1522,32,9,1,1,2,0,128,0.0002,63
1523,32,9,1,1,2,0,64,0.0002,60
1524,32,9,1,1,2,0,32,0.0002,57
1525,32,9,1,1,2,0,16,0.0002,65
1526,32,9,1,1,3,0,1024,0.0004,79
1527,32,9,1,1,3,0,512,0.0003,66
1528,32,9,1,1,3,0,256,0.0003,67
1529,32,9,1,1,3,0,128,0.0004,84
1530,32,9,1,1,3,0,64,0.0003,73
1531,32,9,1,1,3,0,32,0.0003,70
1532,32,9,1,1,3,0,16,0.0003,78
1533,32,9,1,2,1,0,1024,0.0004,68
1534,32,9,1,2,1,0,512,0.0004,71
1535,32,9,1,2,1,0,256,0.0004,62
1536,32,9,1,2,1,0,128,0.0003,63
1537,32,9,1,2,1,0,64,0.0003,71
1538,32,9,1,2,1,0,32,0.0003,63
1539,32,9,1,2,1,0,16,0.0003,69
1540,32,9,1,2,2,0,1024,0.0002,71
1541,32,9,1,2,2,0,512,0.0002,68
1542,32,9,1,2,2,0,256,0.0003,70
1543,32,9,1,2,2,0,128,0.0002,65
1544,32,9,1,2,2,0,64,0.0002,63
1545,32,9,1,2,2,0,32,0.0002,61
1546,32,9,1,2,2,0,16,0.0002,68
1547,32,9,1,2,3,0,1024,0.0003,75
1548,32,9,1,2,3,0,512,0.0003,67
1549,32,9,1,2,3,0,256,0.0003,71
1550,32,9,1,2,3,0,128,0.0003,72
1551,32,9,1,2,3,0,64,0.0003,65
1552,32,9,1,2,3,0,32,0.0003,67
1553,32,9,1,2,3,0,16,0.0003,74
1554,32,9,1,3,1,0,1024,0.0004,68
1555,32,9,1,3,1,0,512,0.0003,69
1556,32,9,1,3,1,0,256,0.0004,67
1557,32,9,1,3,1,0,128,0.0004,63
1558,32,9,1,3,1,0,64,0.0004,73
1559,32,9,1,3,1,0,32,0.0003,70
1560,32,9,1,3,1,0,16,0.0003,72
1561,32,9,1,3,2,0,1024,0.0003,66
1562,32,9,1,3,2,0,512,0.0002,64
1563,32,9,1,3,2,0,256,0.0002,56
1564,32,9,1,3,2,0,128,0.0002,60
1565,32,9,1,3,2,0,64,0.0002,61
1566,32,9,1,3,2,0,32,0.0002,62
1567,32,9,1,3,2,0,16,0.0003,69
1568,32,9,1,3,3,0,1024,0.0003,79
1569,32,9,1,3,3,0,512,0.0003,67
1570,32,9,1,3,3,0,256,0.0003,73
1571,32,9,1,3,3,0,128,0.0004,79
1572,32,9,1,3,3,0,64,0.0003,81
1573,32,9,1,3,3,0,32,0.0003,75
1574,32,9,1,3,3,0,16,0.0003,72
1575,32,9,2,1,1,0,1024,0.0003,72
1576,32,9,2,1,1,0,512,0.0003,60
1577,32,9,2,1,1,0,256,0.0004,61
1578,32,9,2,1,1,0,128,0.0003,59
1579,32,9,2,1,1,0,64,0.0003,67
1580,32,9,2,1,1,0,32,0.0004,63
1581,32,9,2,1,1,0,16,0.0003,64
1582,32,9,2,1,2,0,1024,0.0002,66
1583,32,9,2,1,2,0,512,0.0003,59
1584,32,9,2,1,2,0,256,0.0003,63
1585,32,9,2,1,2,0,128,0.0002,63
1586,32,9,2,1,2,0,64,0.0002,61
1587,32,9,2,1,2,0,32,0.0002,64
1588,32,9,2,1,2,0,16,0.0003,63
1589,32,9,2,1,3,0,1024,0.0003,75
1590,32,9,2,1,3,0,512,0.0003,70
1591,32,9,2,1,3,0,256,0.0003,81
1592,32,9,2,1,3,0,128,0.0003,79
1593,32,9,2,1,3,0,64,0.0003,74
1594,32,9,2,1,3,0,32,0.0004,74
1595,32,9,2,1,3,0,16,0.0003,84
1596,32,9,2,2,1,0,1024,0.0003,67
1597,32,9,2,2,1,0,512,0.0003,60
1599,32,9,2,2,1,0,128,0.0003,60
1600,32,9,2,2,1,0,64,0.0003,65
1601,32,9,2,2,1,0,32,0.0003,59
1602,32,9,2,2,1,0,16,0.0003,68
1603,32,9,2,2,2,0,1024,0.0002,56
1604,32,9,2,2,2,0,512,0.0002,60
1605,32,9,2,2,2,0,256,0.0002,56
1606,32,9,2,2,2,0,128,0.0002,58
1607,32,9,2,2,2,0,64,0.0002,60
1608,32,9,2,2,2,0,32,0.0002,57
1609,32,9,2,2,2,0,16,0.0003,65
1610,32,9,2,2,3,0,1024,0.0003,69
1611,32,9,2,2,3,0,512,0.0003,72
1612,32,9,2,2,3,0,256,0.0003,72
1613,32,9,2,2,3,0,128,0.0003,69
1614,32,9,2,2,3,0,64,0.0004,65
1615,32,9,2,2,3,0,32,0.0003,67
1616,32,9,2,2,3,0,16,0.0004,74
1617,32,9,2,3,1,0,1024,0.0003,73
1618,32,9,2,3,1,0,512,0.0003,62
1619,32,9,2,3,1,0,256,0.0003,70
1620,32,9,2,3,1,0,128,0.0004,58
1621,32,9,2,3,1,0,64,0.0003,57
1622,32,9,2,3,1,0,32,0.0004,61
1623,32,9,2,3,1,0,16,0.0005,68
1624,32,9,2,3,2,0,1024,0.0002,66
1625,32,9,2,3,2,0,512,0.0002,64
1626,32,9,2,3,2,0,256,0.0002,64
1627,32,9,2,3,2,0,128,0.0003,66
1628,32,9,2,3,2,0,64,0.0002,69
1629,32,9,2,3,2,0,32,0.0002,64
1630,32,9,2,3,2,0,16,0.0003,71
1631,32,9,2,3,3,0,1024,0.0004,86
1632,32,9,2,3,3,0,512,0.0005,82
1633,32,9,2,3,3,0,256,0.0004,88
1634,32,9,2,3,3,0,128,0.0004,85
1635,32,9,2,3,3,0,64,0.0004,83
1636,32,9,2,3,3,0,32,0.0005,89
1637,32,9,2,3,3,0,16,0.0004,96
1638,32,9,3,1,1,0,1024,0.0004,64
1639,32,9,3,1,1,0,512,0.0003,57
1640,32,9,3,1,1,0,256,0.0003,66
1641,32,9,3,1,1,0,128,0.0003,62
1642,32,9,3,1,1,0,64,0.0004,68
1643,32,9,3,1,1,0,32,0.0003,68
1644,32,9,3,1,1,0,16,0.0003,70
1645,32,9,3,1,2,0,1024,0.0002,62
1646,32,9,3,1,2,0,512,0.0002,60
1647,32,9,3,1,2,0,256,0.0002,63
1648,32,9,3,1,2,0,128,0.0002,58
1649,32,9,3,1,2,0,64,0.0002,64
1650,32,9,3,1,2,0,32,0.0003,58
1651,32,9,3,1,2,0,16,0.0002,64
1652,32,9,3,1,3,0,1024,0.0003,79
1653,32,9,3,1,3,0,512,0.0003,75
1654,32,9,3,1,3,0,256,0.0003,83
1655,32,9,3,1,3,0,128,0.0003,78
1656,32,9,3,1,3,0,64,0.0003,76
1657,32,9,3,1,3,0,32,0.0003,73
1658,32,9,3,1,3,0,16,0.0003,79
1659,32,9,3,2,1,0,1024,0.0003,72
1660,32,9,3,2,1,0,512,0.0003,66
1661,32,9,3,2,1,0,256,0.0004,71
1662,32,9,3,2,1,0,128,0.0003,62
1663,32,9,3,2,1,0,64,0.0004,64
1664,32,9,3,2,1,0,32,0.0004,72
1665,32,9,3,2,1,0,16,0.0004,73
1666,32,9,3,2,2,0,1024,0.0002,72
1667,32,9,3,2,2,0,512,0.0003,63
1668,32,9,3,2,2,0,256,0.0002,64
1669,32,9,3,2,2,0,128,0.0002,63
1670,32,9,3,2,2,0,64,0.0003,68
1671,32,9,3,2,2,0,32,0.0002,62
1672,32,9,3,2,2,0,16,0.0003,71
1673,32,9,3,2,3,0,1024,0.0004,83
1674,32,9,3,2,3,0,512,0.0004,88
1675,32,9,3,2,3,0,256,0.0004,89
1676,32,9,3,2,3,0,128,0.0004,91
1677,32,9,3,2,3,0,64,0.0004,88
1678,32,9,3,2,3,0,32,0.0004,96
1679,32,9,3,2,3,0,16,0.0004,93
1680,32,9,3,3,1,0,1024,0.0005,83
1681,32,9,3,3,1,0,512,0.0005,83
1682,32,9,3,3,1,0,256,0.0005,79
1683,32,9,3,3,1,0,128,0.0005,78
1684,32,9,3,3,1,0,64,0.0005,75
1685,32,9,3,3,1,0,32,0.0005,83
1686,32,9,3,3,1,0,16,0.0005,82
1687,32,9,3,3,2,0,1024,0.0003,90
1688,32,9,3,3,2,0,512,0.0003,76
1689,32,9,3,3,2,0,256,0.0004,81
1690,32,9,3,3,2,0,128,0.0003,84
1691,32,9,3,3,2,0,64,0.0003,79
1692,32,9,3,3,2,0,32,0.0003,79
1693,32,9,3,3,2,0,16,0.0003,84
1694,32,9,3,3,3,0,1024,0.0004,93
1695,32,9,3,3,3,0,512,0.0004,83
1696,32,9,3,3,3,0,256,0.0004,89
1697,32,9,3,3,3,0,128,0.0004,93
1698,32,9,3,3,3,0,64,0.0004,86
1699,32,9,3,3,3,0,32,0.0004,98
1700,32,9,3,3,3,0,16,0.0004,101
1701,32,10,1,1,1,0,1024,0.0003,49
1702,32,10,1,1,1,0,512,0.0003,52
