n,knob_KNOB_MAT_SIZE,knob_KNOB_UNROLL_LMM,knob_KNOB_UNROLL_L1,knob_KNOB_UNROLL_L2,knob_KNOB_UNROLL_L3,knob_I_B,knob_KNOB_DATA_BLOCK_INTERLEAVE,obj1,obj2
2864,32,1,2,2,3,1,2,0.0003,55
2865,32,1,2,3,1,1,1,0.0004,47
2866,32,1,2,3,1,1,2,0.0003,52
2867,32,1,2,3,2,1,1,0.0002,46
2868,32,1,2,3,2,1,2,0.0002,52
2869,32,1,2,3,3,1,1,0.0003,53
2870,32,1,2,3,3,1,2,0.0003,65
2871,32,1,3,1,1,1,1,0.0003,43
2872,32,1,3,1,1,1,2,0.0003,56
2873,32,1,3,1,2,1,1,0.0002,58
2874,32,1,3,1,2,1,2,0.0002,61
2875,32,1,3,1,3,1,1,0.0003,55
2876,32,1,3,1,3,1,2,0.0003,56
2877,32,1,3,2,1,1,1,0.0003,46
2879,32,1,3,2,2,1,1,0.0002,47
2880,32,1,3,2,2,1,2,0.0002,49
2881,32,1,3,2,3,1,1,0.0003,52
2882,32,1,3,2,3,1,2,0.0003,57
2883,32,1,3,3,1,1,1,0.0004,46
2884,32,1,3,3,1,1,2,0.0004,53
2885,32,1,3,3,2,1,1,0.0004,54
2886,32,1,3,3,2,1,2,0.0003,65
2888,32,1,3,3,3,1,2,0.0004,77
2889,32,2,1,1,1,1,1,0.0003,42
2890,32,2,1,1,1,1,2,0.0003,49
2891,32,2,1,1,2,1,1,0.0002,44
2892,32,2,1,1,2,1,2,0.0002,53
2893,32,2,1,1,3,1,1,0.0003,53
2894,32,2,1,1,3,1,2,0.0003,57
2895,32,2,1,2,1,1,1,0.0003,43
2896,32,2,1,2,1,1,2,0.0003,56
2897,32,2,1,2,2,1,1,0.0002,52
2898,32,2,1,2,2,1,2,0.0002,63
2900,32,2,1,2,3,1,2,0.0003,50
2901,32,2,1,3,1,1,1,0.0003,55
2902,32,2,1,3,1,1,2,0.0004,52
2903,32,2,1,3,2,1,1,0.0002,51
2904,32,2,1,3,2,1,2,0.0003,52
2905,32,2,1,3,3,1,1,0.0003,50
2906,32,2,1,3,3,1,2,0.0003,59
2907,32,2,2,1,1,1,1,0.0003,47
2908,32,2,2,1,1,1,2,0.0003,49
2909,32,2,2,1,2,1,1,0.0002,45
2910,32,2,2,1,2,1,2,0.0002,51
2911,32,2,2,1,3,1,1,0.0003,48
2912,32,2,2,1,3,1,2,0.0003,60
2913,32,2,2,2,1,1,1,0.0003,57
2914,32,2,2,2,1,1,2,0.0003,61
2916,32,2,2,2,2,1,2,0.0002,49
2917,32,2,2,2,3,1,1,0.0003,61
2918,32,2,2,2,3,1,2,0.0003,61
2919,32,2,2,3,1,1,1,0.0003,55
2920,32,2,2,3,1,1,2,0.0003,59
2921,32,2,2,3,2,1,1,0.0002,41
2922,32,2,2,3,2,1,2,0.0002,50
2923,32,2,2,3,3,1,1,0.0003,58
2924,32,2,2,3,3,1,2,0.0003,60
2925,32,2,3,1,1,1,1,0.0003,51
2926,32,2,3,1,1,1,2,0.0003,52
2927,32,2,3,1,2,1,1,0.0002,44
2928,32,2,3,1,2,1,2,0.0002,55
2929,32,2,3,1,3,1,1,0.0003,56
2930,32,2,3,1,3,1,2,0.0003,62
2931,32,2,3,2,1,1,1,0.0003,53
2933,32,2,3,2,2,1,1,0.0002,48
2934,32,2,3,2,2,1,2,0.0002,51
2935,32,2,3,2,3,1,1,0.0003,62
2936,32,2,3,2,3,1,2,0.0003,64
2937,32,2,3,3,1,1,1,0.0004,48
2938,32,2,3,3,1,1,2,0.0004,57
2939,32,2,3,3,2,1,1,0.0003,55
2940,32,2,3,3,2,1,2,0.0003,65
2941,32,2,3,3,3,1,1,0.0004,74
2942,32,2,3,3,3,1,2,0.0003,87
2943,32,3,1,1,1,1,1,0.0003,49
2944,32,3,1,1,1,1,2,0.0003,56
2945,32,3,1,1,2,1,1,0.0002,44
2946,32,3,1,1,2,1,2,0.0003,59
2947,32,3,1,1,3,1,1,0.0003,56
2948,32,3,1,1,3,1,2,0.0003,59
2949,32,3,1,2,1,1,1,0.0003,52
2950,32,3,1,2,1,1,2,0.0003,58
2951,32,3,1,2,2,1,1,0.0002,50
2952,32,3,1,2,2,1,2,0.0002,59
2953,32,3,1,2,3,1,1,0.0003,70
2954,32,3,1,2,3,1,2,0.0003,66
2955,32,3,1,3,1,1,1,0.0003,61
2956,32,3,1,3,1,1,2,0.0003,62
2957,32,3,1,3,2,1,1,0.0002,47
2958,32,3,1,3,2,1,2,0.0002,55
2959,32,3,1,3,3,1,1,0.0003,54
2960,32,3,1,3,3,1,2,0.0003,66
2961,32,3,2,1,1,1,1,0.0003,45
2962,32,3,2,1,1,1,2,0.0004,57
2963,32,3,2,1,2,1,1,0.0002,50
2964,32,3,2,1,2,1,2,0.0002,55
2965,32,3,2,1,3,1,1,0.0003,65
2966,32,3,2,1,3,1,2,0.0003,60
2967,32,3,2,2,1,1,1,0.0004,49
2968,32,3,2,2,1,1,2,0.0004,57
2969,32,3,2,2,2,1,1,0.0002,51
2970,32,3,2,2,2,1,2,0.0003,57
2971,32,3,2,2,3,1,1,0.0003,59
2972,32,3,2,2,3,1,2,0.0003,68
2973,32,3,2,3,1,1,1,0.0003,54
2974,32,3,2,3,1,1,2,0.0004,57
2975,32,3,2,3,2,1,1,0.0002,54
2976,32,3,2,3,2,1,2,0.0003,59
2977,32,3,2,3,3,1,1,0.0003,67
2978,32,3,2,3,3,1,2,0.0003,75
2979,32,3,3,1,1,1,1,0.0004,49
2980,32,3,3,1,1,1,2,0.0004,58
2981,32,3,3,1,2,1,1,0.0002,56
2982,32,3,3,1,2,1,2,0.0002,57
2983,32,3,3,1,3,1,1,0.0003,58
2984,32,3,3,1,3,1,2,0.0003,64
2985,32,3,3,2,1,1,1,0.0004,50
2986,32,3,3,2,1,1,2,0.0005,61
2987,32,3,3,2,2,1,1,0.0002,53
2988,32,3,3,2,2,1,2,0.0002,59
2989,32,3,3,2,3,1,1,0.0003,63
2990,32,3,3,2,3,1,2,0.0003,74
2991,32,3,3,3,1,1,1,0.0004,51
2992,32,3,3,3,1,1,2,0.0004,65
2993,32,3,3,3,2,1,1,0.0003,75
2994,32,3,3,3,2,1,2,0.0003,76
2995,32,3,3,3,3,1,1,0.0004,87
2996,32,3,3,3,3,1,2,0.0004,78
2997,32,4,1,1,1,1,1,0.0003,43
2998,32,4,1,1,1,1,2,0.0003,55
2999,32,4,1,1,2,1,1,0.0002,46
3000,32,4,1,1,2,1,2,0.0002,48
3001,32,4,1,1,3,1,1,0.0003,47
3002,32,4,1,1,3,1,2,0.0003,57
3003,32,4,1,2,1,1,1,0.0003,43
3004,32,4,1,2,1,1,2,0.0004,73
3005,32,4,1,2,2,1,1,0.0002,45
3006,32,4,1,2,2,1,2,0.0002,47
3007,32,4,1,2,3,1,1,0.0003,51
3008,32,4,1,2,3,1,2,0.0003,47
3009,32,4,1,3,1,1,1,0.0003,54
3010,32,4,1,3,1,1,2,0.0003,71
3011,32,4,1,3,2,1,1,0.0002,40
3012,32,4,1,3,2,1,2,0.0002,54
3013,32,4,1,3,3,1,1,0.0003,51
3014,32,4,1,3,3,1,2,0.0003,62
3015,32,4,2,1,1,1,1,0.0003,48
3016,32,4,2,1,1,1,2,0.0003,51
3017,32,4,2,1,2,1,1,0.0002,45
3018,32,4,2,1,2,1,2,0.0002,49
3019,32,4,2,1,3,1,1,0.0003,48
3020,32,4,2,1,3,1,2,0.0003,53
3021,32,4,2,2,1,1,1,0.0003,46
3022,32,4,2,2,1,1,2,0.0003,57
3023,32,4,2,2,2,1,1,0.0002,44
3024,32,4,2,2,2,1,2,0.0002,47
3025,32,4,2,2,3,1,1,0.0003,53
3026,32,4,2,2,3,1,2,0.0003,62
3027,32,4,2,3,1,1,1,0.0003,57
3028,32,4,2,3,1,1,2,0.0003,59
3029,32,4,2,3,2,1,1,0.0002,53
3030,32,4,2,3,2,1,2,0.0002,51
3031,32,4,2,3,3,1,1,0.0003,51
3032,32,4,2,3,3,1,2,0.0003,67
3033,32,4,3,1,1,1,1,0.0003,51
3034,32,4,3,1,1,1,2,0.0003,52
3047,32,4,3,3,2,1,1,0.0003,55
3049,32,4,3,3,3,1,1,0.0004,69
3051,32,5,1,1,1,1,1,0.0004,51
3052,32,5,1,1,1,1,2,0.0004,59
3053,32,5,1,1,2,1,1,0.0002,51
3056,32,5,1,1,3,1,2,0.0003,69
3059,32,5,1,2,2,1,1,0.0002,49
3062,32,5,1,2,3,1,2,0.0003,65
3064,32,5,1,3,1,1,2,0.0004,60
3065,32,5,1,3,2,1,1,0.0003,66
3066,32,5,1,3,2,1,2,0.0003,55
3067,32,5,1,3,3,1,1,0.0003,63
3068,32,5,1,3,3,1,2,0.0003,67
3069,32,5,2,1,1,1,1,0.0003,58
3071,32,5,2,1,2,1,1,0.0002,54
3074,32,5,2,1,3,1,2,0.0003,73
3075,32,5,2,2,1,1,1,0.0003,59
3077,32,5,2,2,2,1,1,0.0002,50
3078,32,5,2,2,2,1,2,0.0002,56
3079,32,5,2,2,3,1,1,0.0003,60
3080,32,5,2,2,3,1,2,0.0003,71
3081,32,5,2,3,1,1,1,0.0003,63
3082,32,5,2,3,1,1,2,0.0003,62
3083,32,5,2,3,2,1,1,0.0003,58
3084,32,5,2,3,2,1,2,0.0003,61
3085,32,5,2,3,3,1,1,0.0004,75
3086,32,5,2,3,3,1,2,0.0003,74
3087,32,5,3,1,1,1,1,0.0003,60
3088,32,5,3,1,1,1,2,0.0003,60
3089,32,5,3,1,2,1,1,0.0002,57
3090,32,5,3,1,2,1,2,0.0003,57
3091,32,5,3,1,3,1,1,0.0003,67
3092,32,5,3,1,3,1,2,0.0003,66
3093,32,5,3,2,1,1,1,0.0003,53
3094,32,5,3,2,1,1,2,0.0003,71
3095,32,5,3,2,2,1,1,0.0002,57
3096,32,5,3,2,2,1,2,0.0002,55
3097,32,5,3,2,3,1,1,0.0003,72
3098,32,5,3,2,3,1,2,0.0003,82
3099,32,5,3,3,1,1,1,0.0004,62
3100,32,5,3,3,1,1,2,0.0005,66
3101,32,5,3,3,2,1,1,0.0003,76
3102,32,5,3,3,2,1,2,0.0004,73
3103,32,5,3,3,3,1,1,0.0004,91
3105,32,6,1,1,1,1,1,0.0003,49
3106,32,6,1,1,1,1,2,0.0003,53
3107,32,6,1,1,2,1,1,0.0002,44
3108,32,6,1,1,2,1,2,0.0002,56
3109,32,6,1,1,3,1,1,0.0003,56
3110,32,6,1,1,3,1,2,0.0003,60
3111,32,6,1,2,1,1,1,0.0004,47
3112,32,6,1,2,1,1,2,0.0003,53
3113,32,6,1,2,2,1,1,0.0003,48
3114,32,6,1,2,2,1,2,0.0002,58
3115,32,6,1,2,3,1,1,0.0003,52
3116,32,6,1,2,3,1,2,0.0003,60
3117,32,6,1,3,1,1,1,0.0003,54
3118,32,6,1,3,1,1,2,0.0004,66
3119,32,6,1,3,2,1,1,0.0003,52
3120,32,6,1,3,2,1,2,0.0003,54
3121,32,6,1,3,3,1,1,0.0003,60
3122,32,6,1,3,3,1,2,0.0003,70
3123,32,6,2,1,1,1,1,0.0003,51
3124,32,6,2,1,1,1,2,0.0003,65
3125,32,6,2,1,2,1,1,0.0002,57
3126,32,6,2,1,2,1,2,0.0002,52
3127,32,6,2,1,3,1,1,0.0003,50
3128,32,6,2,1,3,1,2,0.0003,62
3129,32,6,2,2,1,1,1,0.0004,53
3130,32,6,2,2,1,1,2,0.0003,63
3131,32,6,2,2,2,1,1,0.0002,51
3132,32,6,2,2,2,1,2,0.0002,56
3133,32,6,2,2,3,1,1,0.0003,59
3134,32,6,2,2,3,1,2,0.0003,61
3135,32,6,2,3,1,1,1,0.0004,56
3136,32,6,2,3,1,1,2,0.0004,65
3137,32,6,2,3,2,1,1,0.0002,50
3138,32,6,2,3,2,1,2,0.0003,59
3139,32,6,2,3,3,1,1,0.0004,64
3140,32,6,2,3,3,1,2,0.0003,70
3141,32,6,3,1,1,1,1,0.0004,57
3142,32,6,3,1,1,1,2,0.0003,54
3143,32,6,3,1,2,1,1,0.0003,49
3144,32,6,3,1,2,1,2,0.0002,59
3145,32,6,3,1,3,1,1,0.0003,54
3146,32,6,3,1,3,1,2,0.0003,64
3147,32,6,3,2,1,1,1,0.0003,59
3148,32,6,3,2,1,1,2,0.0004,56
3149,32,6,3,2,2,1,1,0.0003,52
3150,32,6,3,2,2,1,2,0.0002,60
3151,32,6,3,2,3,1,1,0.0004,68
3152,32,6,3,2,3,1,2,0.0003,93
3153,32,6,3,3,1,1,1,0.0004,72
3154,32,6,3,3,1,1,2,0.0003,67
3155,32,6,3,3,2,1,1,0.0003,64
3156,32,6,3,3,2,1,2,0.0004,82
3157,32,6,3,3,3,1,1,0.0004,88
3158,32,6,3,3,3,1,2,0.0004,99
3159,32,7,1,1,1,1,1,0.0004,60
3160,32,7,1,1,1,1,2,0.0004,67
3161,32,7,1,1,2,1,1,0.0002,58
3162,32,7,1,1,2,1,2,0.0002,65
3163,32,7,1,1,3,1,1,0.0003,69
3164,32,7,1,1,3,1,2,0.0003,78
3165,32,7,1,2,1,1,1,0.0003,60
3166,32,7,1,2,1,1,2,0.0003,66
3167,32,7,1,2,2,1,1,0.0002,62
3168,32,7,1,2,2,1,2,0.0002,68
3169,32,7,1,2,3,1,1,0.0003,75
3170,32,7,1,2,3,1,2,0.0003,78
3171,32,7,1,3,1,1,1,0.0004,62
3172,32,7,1,3,1,1,2,0.0004,72
3173,32,7,1,3,2,1,1,0.0002,58
3174,32,7,1,3,2,1,2,0.0002,66
3175,32,7,1,3,3,1,1,0.0004,75
3176,32,7,1,3,3,1,2,0.0004,71
3177,32,7,2,1,1,1,1,0.0003,64
3178,32,7,2,1,1,1,2,0.0003,63
3179,32,7,2,1,2,1,1,0.0002,69
3180,32,7,2,1,2,1,2,0.0002,60
3181,32,7,2,1,3,1,1,0.0004,72
3182,32,7,2,1,3,1,2,0.0003,79
3183,32,7,2,2,1,1,1,0.0003,60
3184,32,7,2,2,1,1,2,0.0004,63
3185,32,7,2,2,2,1,1,0.0002,58
3186,32,7,2,2,2,1,2,0.0002,68
3187,32,7,2,2,3,1,1,0.0003,64
3188,32,7,2,2,3,1,2,0.0003,70
3189,32,7,2,3,1,1,1,0.0003,64
3190,32,7,2,3,1,1,2,0.0003,65
3191,32,7,2,3,2,1,1,0.0002,65
3192,32,7,2,3,2,1,2,0.0002,66
3193,32,7,2,3,3,1,1,0.0003,73
3194,32,7,2,3,3,1,2,0.0003,83
3196,32,7,3,1,1,1,2,0.0004,99
3197,32,7,3,1,2,1,1,0.0002,61
3198,32,7,3,1,2,1,2,0.0002,69
3199,32,7,3,1,3,1,1,0.0004,73
3200,32,7,3,1,3,1,2,0.0003,74
3201,32,7,3,2,1,1,1,0.0003,56
3202,32,7,3,2,1,1,2,0.0004,63
3203,32,7,3,2,2,1,1,0.0002,67
3204,32,7,3,2,2,1,2,0.0002,70
3205,32,7,3,2,3,1,1,0.0004,86
3206,32,7,3,2,3,1,2,0.0004,102
3207,32,7,3,3,1,1,1,0.0004,67
3208,32,7,3,3,1,1,2,0.0004,65
3209,32,7,3,3,2,1,1,0.0003,81
3211,32,7,3,3,3,1,1,0.0005,89
3212,32,7,3,3,3,1,2,0.0004,99
3213,32,8,1,1,1,1,1,0.0003,38
3214,32,8,1,1,1,1,2,0.0003,49
3215,32,8,1,1,2,1,1,0.0002,53
3216,32,8,1,1,2,1,2,0.0002,71
3217,32,8,1,1,3,1,1,0.0003,51
3218,32,8,1,1,3,1,2,0.0003,52
3219,32,8,1,2,1,1,1,0.0003,44
3220,32,8,1,2,1,1,2,0.0003,72
3221,32,8,1,2,2,1,1,0.0002,43
3222,32,8,1,2,2,1,2,0.0002,49
3223,32,8,1,2,3,1,1,0.0003,46
3224,32,8,1,2,3,1,2,0.0003,54
3226,32,8,1,3,1,1,2,0.0004,60
3227,32,8,1,3,2,1,1,0.0002,54
3228,32,8,1,3,2,1,2,0.0002,56
3229,32,8,1,3,3,1,1,0.0003,52
3230,32,8,1,3,3,1,2,0.0003,58
3231,32,8,2,1,1,1,1,0.0003,46
3232,32,8,2,1,1,1,2,0.0004,48
3233,32,8,2,1,2,1,1,0.0002,45
3234,32,8,2,1,2,1,2,0.0002,49
3235,32,8,2,1,3,1,1,0.0003,49
3236,32,8,2,1,3,1,2,0.0003,58
3237,32,8,2,2,1,1,1,0.0003,47
3238,32,8,2,2,1,1,2,0.0003,50
3239,32,8,2,2,2,1,1,0.0002,43
3241,32,8,2,2,3,1,1,0.0003,49
3242,32,8,2,2,3,1,2,0.0003,61
3243,32,8,2,3,1,1,1,0.0004,54
3244,32,8,2,3,1,1,2,0.0003,62
3245,32,8,2,3,2,1,1,0.0002,45
3246,32,8,2,3,2,1,2,0.0003,57
3247,32,8,2,3,3,1,1,0.0004,54
3248,32,8,2,3,3,1,2,0.0003,66
3249,32,8,3,1,1,1,1,0.0002,54
3250,32,8,3,1,1,1,2,0.0003,55
3251,32,8,3,1,2,1,1,0.0002,44
3252,32,8,3,1,2,1,2,0.0002,51
3253,32,8,3,1,3,1,1,0.0003,54
3254,32,8,3,1,3,1,2,0.0003,69
3255,32,8,3,2,1,1,1,0.0004,50
3256,32,8,3,2,1,1,2,0.0004,56
3258,32,8,3,2,2,1,2,0.0002,56
3259,32,8,3,2,3,1,1,0.0003,60
3260,32,8,3,2,3,1,2,0.0003,76
3261,32,8,3,3,1,1,1,0.0004,47
3262,32,8,3,3,1,1,2,0.0004,61
3263,32,8,3,3,2,1,1,0.0003,69
3264,32,8,3,3,2,1,2,0.0003,70
3265,32,8,3,3,3,1,1,0.0004,74
3266,32,8,3,3,3,1,2,0.0004,83
3267,32,9,1,1,1,1,1,0.0003,53
3268,32,9,1,1,1,1,2,0.0003,66
3269,32,9,1,1,2,1,1,0.0002,63
3271,32,9,1,1,3,1,1,0.0004,79
3272,32,9,1,1,3,1,2,0.0003,76
3273,32,9,1,2,1,1,1,0.0004,68
3274,32,9,1,2,1,1,2,0.0004,70
3275,32,9,1,2,2,1,1,0.0002,71
3276,32,9,1,2,2,1,2,0.0002,70
3277,32,9,1,2,3,1,1,0.0003,75
3278,32,9,1,2,3,1,2,0.0003,71
3279,32,9,1,3,1,1,1,0.0004,68
3280,32,9,1,3,1,1,2,0.0003,86
3281,32,9,1,3,2,1,1,0.0003,66
3282,32,9,1,3,2,1,2,0.0002,72
3283,32,9,1,3,3,1,1,0.0003,79
3284,32,9,1,3,3,1,2,0.0003,80
3285,32,9,2,1,1,1,1,0.0003,72
3287,32,9,2,1,2,1,1,0.0002,66
3288,32,9,2,1,2,1,2,0.0003,74
3289,32,9,2,1,3,1,1,0.0003,75
3290,32,9,2,1,3,1,2,0.0003,83
3291,32,9,2,2,1,1,1,0.0003,67
3292,32,9,2,2,1,1,2,0.0003,73
3293,32,9,2,2,2,1,1,0.0002,56
3294,32,9,2,2,2,1,2,0.0003,61
3295,32,9,2,2,3,1,1,0.0003,69
3296,32,9,2,2,3,1,2,0.0003,79
3297,32,9,2,3,1,1,1,0.0003,73
3298,32,9,2,3,1,1,2,0.0004,72
3299,32,9,2,3,2,1,1,0.0002,66
3301,32,9,2,3,3,1,1,0.0004,86
3302,32,9,2,3,3,1,2,0.0004,92
3303,32,9,3,1,1,1,1,0.0004,64
3304,32,9,3,1,1,1,2,0.0003,78
3305,32,9,3,1,2,1,1,0.0002,62
3306,32,9,3,1,2,1,2,0.0002,75
3307,32,9,3,1,3,1,1,0.0003,79
3308,32,9,3,1,3,1,2,0.0003,78
3309,32,9,3,2,1,1,1,0.0003,72
3310,32,9,3,2,1,1,2,0.0003,75
3311,32,9,3,2,2,1,1,0.0002,72
3312,32,9,3,2,2,1,2,0.0002,80
3313,32,9,3,2,3,1,1,0.0004,83
3314,32,9,3,2,3,1,2,0.0004,101
3315,32,9,3,3,1,1,1,0.0005,83
3316,32,9,3,3,1,1,2,0.0004,86
3317,32,9,3,3,2,1,1,0.0003,90
3319,32,9,3,3,3,1,1,0.0004,93
3320,32,9,3,3,3,1,2,0.0004,98
3321,32,10,1,1,1,1,1,0.0003,49
3322,32,10,1,1,1,1,2,0.0003,64
3323,32,10,1,1,2,1,1,0.0002,54
3324,32,10,1,1,2,1,2,0.0002,62
3325,32,10,1,1,3,1,1,0.0003,61
3326,32,10,1,1,3,1,2,0.0003,64
3327,32,10,1,2,1,1,1,0.0003,57
3328,32,10,1,2,1,1,2,0.0004,62
3329,32,10,1,2,2,1,1,0.0002,56
3330,32,10,1,2,2,1,2,0.0002,62
3331,32,10,1,2,3,1,1,0.0003,66
3333,32,10,1,3,1,1,1,0.0004,62
3334,32,10,1,3,1,1,2,0.0003,66
3335,32,10,1,3,2,1,1,0.0002,53
3336,32,10,1,3,2,1,2,0.0002,69
3337,32,10,1,3,3,1,1,0.0004,64
3338,32,10,1,3,3,1,2,0.0003,73
3339,32,10,2,1,1,1,1,0.0003,51
3340,32,10,2,1,1,1,2,0.0003,59
3341,32,10,2,1,2,1,1,0.0002,54
3342,32,10,2,1,2,1,2,0.0003,60
3343,32,10,2,1,3,1,1,0.0003,63
3344,32,10,2,1,3,1,2,0.0003,74
3345,32,10,2,2,1,1,1,0.0003,58
3346,32,10,2,2,1,1,2,0.0004,65
3348,32,10,2,2,2,1,2,0.0002,56
3349,32,10,2,2,3,1,1,0.0003,65
3350,32,10,2,2,3,1,2,0.0003,77
3351,32,10,2,3,1,1,1,0.0003,49
3352,32,10,2,3,1,1,2,0.0003,79
3353,32,10,2,3,2,1,1,0.0002,57
3354,32,10,2,3,2,1,2,0.0003,62
3355,32,10,2,3,3,1,1,0.0004,76
3356,32,10,2,3,3,1,2,0.0004,90
3357,32,10,3,1,1,1,1,0.0003,58
3358,32,10,3,1,1,1,2,0.0003,65
3359,32,10,3,1,2,1,1,0.0003,56
3360,32,10,3,1,2,1,2,0.0003,65
3361,32,10,3,1,3,1,1,0.0003,62
3362,32,10,3,1,3,1,2,0.0003,74
3363,32,10,3,2,1,1,1,0.0004,50
3365,32,10,3,2,2,1,1,0.0002,55
3366,32,10,3,2,2,1,2,0.0002,63
3367,32,10,3,2,3,1,1,0.0004,84
3368,32,10,3,2,3,1,2,0.0004,100
3369,32,10,3,3,1,1,1,0.0005,81
3370,32,10,3,3,1,1,2,0.0005,92
3371,32,10,3,3,2,1,1,0.0004,78
3372,32,10,3,3,2,1,2,0.0004,86
3373,32,10,3,3,3,1,1,0.0004,85
3374,32,10,3,3,3,1,2,0.0004,87
3375,32,11,1,1,1,1,1,0.0003,66
3377,32,11,1,1,2,1,1,0.0002,65
3378,32,11,1,1,2,1,2,0.0003,75
3379,32,11,1,1,3,1,1,0.0003,80
3380,32,11,1,1,3,1,2,0.0003,97
3381,32,11,1,2,1,1,1,0.0004,78
3382,32,11,1,2,1,1,2,0.0004,84
3383,32,11,1,2,2,1,1,0.0002,73
3384,32,11,1,2,2,1,2,0.0002,80
3385,32,11,1,2,3,1,1,0.0003,78
3386,32,11,1,2,3,1,2,0.0003,81
3387,32,11,1,3,1,1,1,0.0003,83
3388,32,11,1,3,1,1,2,0.0004,88
3389,32,11,1,3,2,1,1,0.0002,70
3391,32,11,1,3,3,1,1,0.0003,76
3392,32,11,1,3,3,1,2,0.0003,87
3393,32,11,2,1,1,1,1,0.0003,67
3394,32,11,2,1,1,1,2,0.0003,80
3395,32,11,2,1,2,1,1,0.0002,74
3396,32,11,2,1,2,1,2,0.0002,75
3397,32,11,2,1,3,1,1,0.0004,84
3398,32,11,2,1,3,1,2,0.0003,87
3399,32,11,2,2,1,1,1,0.0003,68
3400,32,11,2,2,1,1,2,0.0004,68
3401,32,11,2,2,2,1,1,0.0002,67
3402,32,11,2,2,2,1,2,0.0002,77
3403,32,11,2,2,3,1,1,0.0003,77
3404,32,11,2,2,3,1,2,0.0003,91
3405,32,11,2,3,1,1,1,0.0003,76
3406,32,11,2,3,1,1,2,0.0004,76
3407,32,11,2,3,2,1,1,0.0002,72
3409,32,11,2,3,3,1,1,0.0004,100
3410,32,11,2,3,3,1,2,0.0004,111
3411,32,11,3,1,1,1,1,0.0003,72
3412,32,11,3,1,1,1,2,0.0003,77
3413,32,11,3,1,2,1,1,0.0002,74
3414,32,11,3,1,2,1,2,0.0002,80
3415,32,11,3,1,3,1,1,0.0004,81
3416,32,11,3,1,3,1,2,0.0003,85
3417,32,11,3,2,1,1,1,0.0003,76
3418,32,11,3,2,1,1,2,0.0003,80
3419,32,11,3,2,2,1,1,0.0003,70
3420,32,11,3,2,2,1,2,0.0002,83
3421,32,11,3,2,3,1,1,0.0004,97
3422,32,11,3,2,3,1,2,0.0004,109
3423,32,11,3,3,1,1,1,0.0005,90
3424,32,11,3,3,1,1,2,0.0005,119
3425,32,11,3,3,2,1,1,0.0004,91
3426,32,11,3,3,2,1,2,0.0004,101
3427,32,11,3,3,3,1,1,0.0004,101
3428,32,11,3,3,3,1,2,0.0004,115
3429,32,12,1,1,1,1,1,0.0003,42
3430,32,12,1,1,1,1,2,0.0003,50
3431,32,12,1,1,2,1,1,0.0002,41
3432,32,12,1,1,2,1,2,0.0002,57
3433,32,12,1,1,3,1,1,0.0003,53
3434,32,12,1,1,3,1,2,0.0003,59
3435,32,12,1,2,1,1,1,0.0003,47
3436,32,12,1,2,1,1,2,0.0003,54
3438,32,12,1,2,2,1,2,0.0002,56
3439,32,12,1,2,3,1,1,0.0003,60
3440,32,12,1,2,3,1,2,0.0003,60
3441,32,12,1,3,1,1,1,0.0003,51
3442,32,12,1,3,1,1,2,0.0004,65
3443,32,12,1,3,2,1,1,0.0002,52
3444,32,12,1,3,2,1,2,0.0002,59
3445,32,12,1,3,3,1,1,0.0003,66
3446,32,12,1,3,3,1,2,0.0003,65
3447,32,12,2,1,1,1,1,0.0003,50
3448,32,12,2,1,1,1,2,0.0003,53
3449,32,12,2,1,2,1,1,0.0002,49
3450,32,12,2,1,2,1,2,0.0002,60
3451,32,12,2,1,3,1,1,0.0003,57
3452,32,12,2,1,3,1,2,0.0003,65
3454,32,12,2,2,1,1,2,0.0004,54
3455,32,12,2,2,2,1,1,0.0002,50
3456,32,12,2,2,2,1,2,0.0002,64
3457,32,12,2,2,3,1,1,0.0003,61
3458,32,12,2,2,3,1,2,0.0003,66
3459,32,12,2,3,1,1,1,0.0003,47
3460,32,12,2,3,1,1,2,0.0004,49
3461,32,12,2,3,2,1,1,0.0003,48
3462,32,12,2,3,2,1,2,0.0002,58
3463,32,12,2,3,3,1,1,0.0004,80
3464,32,12,2,3,3,1,2,0.0004,82
3465,32,12,3,1,1,1,1,0.0003,54
3466,32,12,3,1,1,1,2,0.0004,55
3467,32,12,3,1,2,1,1,0.0002,47
3469,32,12,3,1,3,1,1,0.0003,57
3470,32,12,3,1,3,1,2,0.0003,68
3471,32,12,3,2,1,1,1,0.0004,45
3472,32,12,3,2,1,1,2,0.0003,65
3473,32,12,3,2,2,1,1,0.0002,52
3474,32,12,3,2,2,1,2,0.0003,59
3475,32,12,3,2,3,1,1,0.0004,75
3476,32,12,3,2,3,1,2,0.0004,79
3477,32,12,3,3,1,1,1,0.0005,67
3478,32,12,3,3,1,1,2,0.0005,78
3479,32,12,3,3,2,1,1,0.0003,70
3480,32,12,3,3,2,1,2,0.0003,78
3481,32,12,3,3,3,1,1,0.0004,87
3482,32,12,3,3,3,1,2,0.0004,92
3483,32,13,1,1,1,1,1,0.0004,82
3484,32,13,1,1,1,1,2,0.0003,82
3485,32,13,1,1,2,1,1,0.0002,73
3486,32,13,1,1,2,1,2,0.0002,97
3487,32,13,1,1,3,1,1,0.0003,82
3488,32,13,1,1,3,1,2,0.0003,86
3489,32,13,1,2,1,1,1,0.0003,66
