n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,knob_I_B,obj1,obj2,lut,ff,dsp,bram
0397,16,2,1,4,4,4,0,0.000064,490,2959,1530,0,0
0398,16,2,1,4,4,8,0,0.000057,503,3015,1900,0,0
0399,16,2,1,4,4,16,0,0.000059,697,4696,1420,0,0
0400,16,2,2,1,1,1,0,0.000035,314,1689,896,0,0
0401,16,2,2,1,1,2,0,0.000045,524,2682,1394,0,0
0402,16,2,2,1,1,4,0,0.000049,506,3093,1433,0,0
0403,16,2,2,1,1,8,0,0.000048,569,3469,1590,0,0
0404,16,2,2,1,1,16,0,0.000024,354,2124,1283,0,0
0405,16,2,2,1,2,1,0,0.000034,308,1680,880,0,0
0406,16,2,2,1,2,2,0,0.000045,516,2286,1381,0,0
0407,16,2,2,1,2,4,0,0.000044,496,3118,1420,0,0
0408,16,2,2,1,2,8,0,0.000046,524,3216,1574,0,0
0409,16,2,2,1,2,16,0,0.000024,380,2195,1270,0,0
0410,16,2,2,1,3,1,0,0.000040,363,1947,895,0,0
0411,16,2,2,1,3,2,0,0.000045,666,3066,1326,0,0
0412,16,2,2,1,3,4,0,0.000045,538,3272,1439,0,0
0413,16,2,2,1,3,8,0,0.000048,581,3462,1580,0,0
0414,16,2,2,1,3,16,0,0.000024,429,2669,1489,0,0
0415,16,2,2,1,4,1,0,0.000037,291,1637,872,0,0
0416,16,2,2,1,4,2,0,0.000044,475,2125,1377,0,0
0417,16,2,2,1,4,4,0,0.000048,409,2311,1430,0,0
0418,16,2,2,1,4,8,0,0.000046,486,2932,1572,0,0
0419,16,2,2,1,4,16,0,0.000023,316,2014,1261,0,0
0420,16,2,2,2,1,1,0,0.000064,360,1952,933,0,0
0421,16,2,2,2,1,2,0,0.000081,514,2896,1337,0,0
0422,16,2,2,2,1,4,0,0.000062,597,3471,1824,0,0
0423,16,2,2,2,1,8,0,0.000071,589,3442,1852,0,0
0424,16,2,2,2,1,16,0,0.000051,537,3222,1309,0,0
0425,16,2,2,2,2,1,0,0.000064,338,1888,914,0,0
0426,16,2,2,2,2,2,0,0.000082,492,2283,1326,0,0
0427,16,2,2,2,2,4,0,0.000059,519,3191,1813,0,0
0428,16,2,2,2,2,8,0,0.000065,514,3046,1833,0,0
0429,16,2,2,2,2,16,0,0.000050,549,3074,1297,0,0
0430,16,2,2,2,3,1,0,0.000065,331,1842,869,0,0
0431,16,2,2,2,3,2,0,0.000087,604,3071,1342,0,0
0432,16,2,2,2,3,4,0,0.000062,533,3264,1757,0,0
0433,16,2,2,2,3,8,0,0.000068,562,3355,1774,0,0
0434,16,2,2,2,3,16,0,0.000048,611,3722,1513,0,0
0435,16,2,2,2,4,1,0,0.000066,346,1796,906,0,0
0436,16,2,2,2,4,2,0,0.000078,524,2447,1322,0,0
0437,16,2,2,2,4,4,0,0.000064,512,2982,1434,0,0
0438,16,2,2,2,4,8,0,0.000068,506,2919,1834,0,0
0439,16,2,2,2,4,16,0,0.000051,491,2948,1288,0,0
0440,16,2,2,3,1,1,0,0.000099,535,2795,987,0,0
0441,16,2,2,3,1,2,0,0.000121,685,3518,1416,0,0
0442,16,2,2,3,1,4,0,0.000117,665,3938,1453,0,0
0443,16,2,2,3,1,8,0,0.000117,653,4014,1609,0,0
0444,16,2,2,3,1,16,0,0.000086,936,5081,1456,0,0
0445,16,2,2,3,2,1,0,0.000096,529,2836,968,0,0
0446,16,2,2,3,2,2,0,0.000124,614,2796,1401,0,0
0447,16,2,2,3,2,4,0,0.000121,592,3691,1440,0,0
0448,16,2,2,3,2,8,0,0.000128,595,3678,1590,0,0
0449,16,2,2,3,2,16,0,0.000087,760,4879,1441,0,0
0450,16,2,2,3,3,1,0,0.000100,532,2925,991,0,0
0451,16,2,2,3,3,2,0,0.000126,709,3670,1439,0,0
0452,16,2,2,3,3,4,0,0.000123,627,3838,1545,0,0
0453,16,2,2,3,3,8,0,0.000125,640,3903,1687,0,0
0454,16,2,2,3,3,16,0,0.000088,910,5419,1567,0,0
0455,16,2,2,3,4,1,0,0.000095,497,2689,964,0,0
0456,16,2,2,3,4,2,0,0.000121,670,2817,1401,0,0
0457,16,2,2,3,4,4,0,0.000126,501,2962,1440,0,0
0458,16,2,2,3,4,8,0,0.000120,625,3595,1591,0,0
0459,16,2,2,3,4,16,0,0.000081,860,4622,1431,0,0
0460,16,2,2,4,1,1,0,0.000135,541,2859,1046,0,0
0461,16,2,2,4,1,2,0,0.000180,736,3717,1587,0,0
0462,16,2,2,4,1,4,0,0.000162,736,4318,1997,0,0
0463,16,2,2,4,1,8,0,0.000126,693,4169,1906,0,0
0464,16,2,2,4,1,16,0,0.000134,905,5814,1525,0,0
0465,16,2,2,4,2,1,0,0.000134,545,2884,1031,0,0
0466,16,2,2,4,2,2,0,0.000167,653,3243,1576,0,0
0467,16,2,2,4,2,4,0,0.000157,668,4007,1993,0,0
0468,16,2,2,4,2,8,0,0.000126,652,3849,1882,0,0
0469,16,2,2,4,2,16,0,0.000135,883,5906,1504,0,0
0470,16,2,2,4,3,1,0,0.000128,515,2812,1138,0,0
0471,16,2,2,4,3,2,0,0.000169,724,3844,1520,0,0
0472,16,2,2,4,3,4,0,0.000163,675,4052,2002,0,0
0473,16,2,2,4,3,8,0,0.000129,658,3951,1986,0,0
0474,16,2,2,4,3,16,0,0.000127,890,5934,1558,0,0
0475,16,2,2,4,4,1,0,0.000133,541,2898,1023,0,0
0476,16,2,2,4,4,2,0,0.000164,623,3216,1572,0,0
0477,16,2,2,4,4,4,0,0.000162,647,3650,1609,0,0
0478,16,2,2,4,4,8,0,0.000126,612,3583,1883,0,0
0479,16,2,2,4,4,16,0,0.000124,773,5140,1501,0,0
0480,16,2,3,1,1,1,0,0.000065,419,2292,901,0,0
0481,16,2,3,1,1,2,0,0.000067,523,2856,1319,0,0
0482,16,2,3,1,1,4,0,0.000064,567,3489,1359,0,0
0483,16,2,3,1,1,8,0,0.000066,576,3612,1519,0,0
0484,16,2,3,1,1,16,0,0.000045,399,2381,1287,0,0
0485,16,2,3,1,2,1,0,0.000059,400,2219,884,0,0
0486,16,2,3,1,2,2,0,0.000066,461,2236,1305,0,0
0487,16,2,3,1,2,4,0,0.000062,452,2836,1354,0,0
0488,16,2,3,1,2,8,0,0.000076,531,3269,1503,0,0
0489,16,2,3,1,2,16,0,0.000044,347,2181,1271,0,0
0490,16,2,3,1,3,1,0,0.000061,396,2138,905,0,0
0491,16,2,3,1,3,2,0,0.000075,618,3009,1335,0,0
0492,16,2,3,1,3,4,0,0.000069,474,2974,1452,0,0
0493,16,2,3,1,3,8,0,0.000072,580,3510,1594,0,0
0494,16,2,3,1,3,16,0,0.000048,558,3122,1509,0,0
0495,16,2,3,1,4,1,0,0.000063,419,2260,876,0,0
0496,16,2,3,1,4,2,0,0.000066,499,2340,1302,0,0
0497,16,2,3,1,4,4,0,0.000070,428,2438,1354,0,0
0498,16,2,3,1,4,8,0,0.000070,489,3043,1501,0,0
0499,16,2,3,1,4,16,0,0.000044,297,1896,1268,0,0
0500,16,2,3,2,1,1,0,0.000106,316,1755,946,0,0
0501,16,2,3,2,1,2,0,0.000128,616,3042,1421,0,0
0502,16,2,3,2,1,4,0,0.000092,578,3497,1843,0,0
0503,16,2,3,2,1,8,0,0.000102,592,3439,1864,0,0
0504,16,2,3,2,1,16,0,0.000079,575,3277,1233,0,0
0505,16,2,3,2,2,1,0,0.000105,339,1811,932,0,0
0506,16,2,3,2,2,2,0,0.000135,572,2442,1411,0,0
0507,16,2,3,2,2,4,0,0.000095,520,3149,1829,0,0
0508,16,2,3,2,2,8,0,0.000107,536,3130,1851,0,0
0509,16,2,3,2,2,16,0,0.000077,527,3106,1214,0,0
0510,16,2,3,2,3,1,0,0.000107,331,1824,950,0,0
0511,16,2,3,2,3,2,0,0.000130,622,3337,1355,0,0
0512,16,2,3,2,3,4,0,0.000117,545,3285,1842,0,0
0513,16,2,3,2,3,8,0,0.000103,566,3315,1857,0,0
0514,16,2,3,2,3,16,0,0.000077,668,3825,1519,0,0
0515,16,2,3,2,4,1,0,0.000106,314,1774,925,0,0
0516,16,2,3,2,4,2,0,0.000125,549,2519,1407,0,0
0517,16,2,3,2,4,4,0,0.000095,464,2622,1440,0,0
0518,16,2,3,2,4,8,0,0.000101,474,2821,1848,0,0
0519,16,2,3,2,4,16,0,0.000077,471,2888,1214,0,0
0520,16,2,3,3,1,1,0,0.000157,510,2833,1005,0,0
0521,16,2,3,3,1,2,0,0.000199,737,3773,1405,0,0
0522,16,2,3,3,1,4,0,0.000178,654,3865,1437,0,0
0523,16,2,3,3,1,8,0,0.000182,701,4211,1597,0,0
0525,16,2,3,3,2,1,0,0.000157,501,2846,989,0,0
0526,16,2,3,3,2,2,0,0.000182,738,3170,1392,0,0
0527,16,2,3,3,2,4,0,0.000181,634,3895,1432,0,0
0528,16,2,3,3,2,8,0,0.000180,652,3864,1584,0,0
0529,16,2,3,3,2,16,0,0.000126,803,5067,1353,0,0
0530,16,2,3,3,3,1,0,0.000154,520,2891,1009,0,0
0531,16,2,3,3,3,2,0,0.000191,810,4034,1334,0,0
0532,16,2,3,3,3,4,0,0.000184,693,4097,1441,0,0
0533,16,2,3,3,3,8,0,0.000195,692,4137,1580,0,0
0534,16,2,3,3,3,16,0,0.000131,887,5695,1609,0,0
0535,16,2,3,3,4,1,0,0.000153,514,2894,983,0,0
0536,16,2,3,3,4,2,0,0.000198,734,3224,1393,0,0
0537,16,2,3,3,4,4,0,0.000195,564,3213,1435,0,0
0538,16,2,3,3,4,8,0,0.000178,609,3655,1583,0,0
0539,16,2,3,3,4,16,0,0.000134,704,4502,1344,0,0
0540,16,2,3,4,1,1,0,0.000196,595,3255,1037,0,0
0541,16,2,3,4,1,2,0,0.000246,801,4156,1475,0,0
0542,16,2,3,4,1,4,0,0.000225,799,4633,1894,0,0
0543,16,2,3,4,1,8,0,0.000200,765,4598,1891,0,0
0544,16,2,3,4,1,16,0,0.000191,880,5563,1587,0,0
0545,16,2,3,4,2,1,0,0.000188,598,3319,1023,0,0
0546,16,2,3,4,2,2,0,0.000247,757,3607,1463,0,0
0548,16,2,3,4,2,8,0,0.000184,698,4217,1871,0,0
0549,16,2,3,4,2,16,0,0.000184,808,5487,1572,0,0
0550,16,2,3,4,3,1,0,0.000195,609,3436,1043,0,0
0551,16,2,3,4,3,2,0,0.000256,861,4453,1404,0,0
0552,16,2,3,4,3,4,0,0.000222,704,4465,1896,0,0
0553,16,2,3,4,3,8,0,0.000207,761,4508,1880,0,0
0554,16,2,3,4,3,16,0,0.000183,996,6333,1607,0,0
0555,16,2,3,4,4,1,0,0.000192,590,3272,1013,0,0
0556,16,2,3,4,4,2,0,0.000239,771,3621,1461,0,0
0557,16,2,3,4,4,4,0,0.000211,667,3931,1498,0,0
0558,16,2,3,4,4,8,0,0.000194,722,4224,1873,0,0
0559,16,2,3,4,4,16,0,0.000182,806,5384,1560,0,0
0560,16,2,4,1,1,1,0,0.000088,478,2713,981,0,0
0561,16,2,4,1,1,2,0,0.000101,710,3616,1491,0,0
0562,16,2,4,1,1,4,0,0.000093,663,4093,1522,0,0
0563,16,2,4,1,1,8,0,0.000101,748,4528,1682,0,0
0564,16,2,4,1,1,16,0,0.000068,435,2711,1358,0,0
0565,16,2,4,1,2,1,0,0.000084,492,2775,961,0,0
0566,16,2,4,1,2,2,0,0.000092,642,3174,1475,0,0
0567,16,2,4,1,2,4,0,0.000092,589,3652,1518,0,0
0568,16,2,4,1,2,8,0,0.000095,647,3950,1661,0,0
0569,16,2,4,1,2,16,0,0.000058,489,2757,1343,0,0
0570,16,2,4,1,3,1,0,0.000087,494,2793,985,0,0
0571,16,2,4,1,3,2,0,0.000095,708,3975,1419,0,0
0572,16,2,4,1,3,4,0,0.000100,549,3445,1529,0,0
0573,16,2,4,1,3,8,0,0.000103,667,4071,1674,0,0
0574,16,2,4,1,3,16,0,0.000061,555,3285,1569,0,0
0575,16,2,4,1,4,1,0,0.000084,475,2633,952,0,0
0576,16,2,4,1,4,2,0,0.000097,634,2966,1470,0,0
0577,16,2,4,1,4,4,0,0.000095,613,3447,1511,0,0
0578,16,2,4,1,4,8,0,0.000091,608,3718,1664,0,0
0579,16,2,4,1,4,16,0,0.000059,421,2590,1336,0,0
0580,16,2,4,2,1,1,0,0.000141,571,3037,930,0,0
0581,16,2,4,2,1,2,0,0.000180,751,4081,1393,0,0
0582,16,2,4,2,1,4,0,0.000136,745,4485,1816,0,0
0583,16,2,4,2,1,8,0,0.000136,770,4581,1842,0,0
0584,16,2,4,2,1,16,0,0.000105,660,3920,1384,0,0
0585,16,2,4,2,2,1,0,0.000138,539,3004,916,0,0
0586,16,2,4,2,2,2,0,0.000194,675,3278,1380,0,0
0587,16,2,4,2,2,4,0,0.000138,717,4374,1807,0,0
0588,16,2,4,2,2,8,0,0.000132,720,4309,1823,0,0
0589,16,2,4,2,2,16,0,0.000106,671,4067,1377,0,0
0590,16,2,4,2,3,1,0,0.000147,556,3160,931,0,0
0591,16,2,4,2,3,2,0,0.000185,784,4205,1319,0,0
0592,16,2,4,2,3,4,0,0.000142,729,4610,1810,0,0
0593,16,2,4,2,3,8,0,0.000140,753,4481,1825,0,0
0594,16,2,4,2,3,16,0,0.000102,718,4489,1600,0,0
0595,16,2,4,2,4,1,0,0.000145,530,3028,900,0,0
0596,16,2,4,2,4,2,0,0.000177,708,3585,1370,0,0
0597,16,2,4,2,4,4,0,0.000135,628,3857,1423,0,0
0598,16,2,4,2,4,8,0,0.000140,659,3908,1819,0,0
0599,16,2,4,2,4,16,0,0.000105,592,3827,1361,0,0
0600,16,2,4,3,1,1,0,0.000201,751,4202,968,0,0
0601,16,2,4,3,1,2,0,0.000268,935,4663,1470,0,0
0602,16,2,4,3,1,4,0,0.000270,833,4897,1496,0,0
0603,16,2,4,3,1,8,0,0.000259,809,4992,1652,0,0
0605,16,2,4,3,2,1,0,0.000213,732,4130,946,0,0
0606,16,2,4,3,2,2,0,0.000260,873,4063,1457,0,0
0607,16,2,4,3,2,4,0,0.000260,777,4690,1492,0,0
0608,16,2,4,3,2,8,0,0.000264,771,4667,1637,0,0
0609,16,2,4,3,2,16,0,0.000179,997,6081,1562,0,0
0610,16,2,4,3,3,1,0,0.000199,746,4214,965,0,0
0611,16,2,4,3,3,2,0,0.000254,926,4997,1401,0,0
0612,16,2,4,3,3,4,0,0.000256,783,4793,1498,0,0
0613,16,2,4,3,3,8,0,0.000255,784,4792,1638,0,0
0614,16,2,4,3,3,16,0,0.000168,1124,6962,1677,0,0
0615,16,2,4,3,4,1,0,0.000211,761,4151,938,0,0
0616,16,2,4,3,4,2,0,0.000264,889,4152,1452,0,0
0617,16,2,4,3,4,4,0,0.000252,762,4352,1488,0,0
0618,16,2,4,3,4,8,0,0.000262,776,4510,1635,0,0
0619,16,2,4,3,4,16,0,0.000182,947,5884,1544,0,0
0620,16,2,4,4,1,1,0,0.000273,950,5222,1180,0,0
0621,16,2,4,4,1,2,0,0.000327,950,5074,1573,0,0
0622,16,2,4,4,1,4,0,0.000325,904,5520,1959,0,0
0623,16,2,4,4,1,8,0,0.000263,995,5865,1985,0,0
0624,16,2,4,4,1,16,0,0.000258,1097,6967,1521,0,0
0625,16,2,4,4,2,1,0,0.000259,901,5065,1165,0,0
0626,16,2,4,4,2,2,0,0.000353,965,4673,1561,0,0
0627,16,2,4,4,2,4,0,0.000323,892,5297,1951,0,0
0628,16,2,4,4,2,8,0,0.000263,950,5712,1980,0,0
0629,16,2,4,4,2,16,0,0.000237,1094,6698,1514,0,0
0630,16,2,4,4,3,1,0,0.000266,913,5170,1180,0,0
0631,16,2,4,4,3,2,0,0.000338,1029,5509,1503,0,0
0632,16,2,4,4,3,4,0,0.000307,916,5442,1954,0,0
0633,16,2,4,4,3,8,0,0.000253,967,5661,1973,0,0
0635,16,2,4,4,4,1,0,0.000250,856,4954,1151,0,0
0636,16,2,4,4,4,2,0,0.000355,936,4564,1557,0,0
0637,16,2,4,4,4,4,0,0.000319,811,4789,1567,0,0
0638,16,2,4,4,4,8,0,0.000260,938,5580,1971,0,0
0639,16,2,4,4,4,16,0,0.000241,1316,7274,1500,0,0
0640,16,3,1,1,1,1,0,0.000026,308,1672,837,0,0
0641,16,3,1,1,1,2,0,0.000029,492,2547,1338,0,0
0642,16,3,1,1,1,4,0,0.000028,578,3571,1376,0,0
0643,16,3,1,1,1,8,0,0.000033,550,3401,1536,0,0
0644,16,3,1,1,1,16,0,0.000017,353,2071,1228,0,0
0645,16,3,1,1,2,1,0,0.000026,300,1682,820,0,0
0646,16,3,1,1,2,2,0,0.000031,422,1950,1328,0,0
0647,16,3,1,1,2,4,0,0.000030,531,3412,1371,0,0
0648,16,3,1,1,2,8,0,0.000027,541,3459,1520,0,0
0649,16,3,1,1,2,16,0,0.000020,355,2173,1227,0,0
0650,16,3,1,1,3,1,0,0.000026,320,1720,844,0,0
0651,16,3,1,1,3,2,0,0.000031,561,2775,1278,0,0
0652,16,3,1,1,3,4,0,0.000029,537,3238,1390,0,0
0653,16,3,1,1,3,8,0,0.000030,560,3506,1534,0,0
0654,16,3,1,1,3,16,0,0.000020,508,3238,1441,0,0
0655,16,3,1,1,4,1,0,0.000026,277,1577,812,0,0
0656,16,3,1,1,4,2,0,0.000030,406,1851,1324,0,0
0657,16,3,1,1,4,4,0,0.000029,409,2378,1371,0,0
0658,16,3,1,1,4,8,0,0.000026,505,3194,1517,0,0
0659,16,3,1,1,4,16,0,0.000019,302,1925,1215,0,0
0660,16,3,1,2,1,1,0,0.000047,304,1679,877,0,0
0661,16,3,1,2,1,2,0,0.000056,521,2652,1349,0,0
0662,16,3,1,2,1,4,0,0.000045,585,3337,1763,0,0
0663,16,3,1,2,1,8,0,0.000044,571,3339,1794,0,0
0664,16,3,1,2,1,16,0,0.000040,529,3108,1245,0,0
0665,16,3,1,2,2,1,0,0.000049,304,1626,859,0,0
0666,16,3,1,2,2,2,0,0.000058,447,2154,1338,0,0
0667,16,3,1,2,2,4,0,0.000046,509,3108,1759,0,0
0668,16,3,1,2,2,8,0,0.000047,510,3050,1780,0,0
0669,16,3,1,2,2,16,0,0.000040,523,2979,1234,0,0
0670,16,3,1,2,3,1,0,0.000047,315,1665,883,0,0
0671,16,3,1,2,3,2,0,0.000071,617,3409,1293,0,0
0672,16,3,1,2,3,4,0,0.000057,581,3455,1775,0,0
0673,16,3,1,2,3,8,0,0.000055,610,3564,1795,0,0
0674,16,3,1,2,3,16,0,0.000040,577,3538,1454,0,0
0675,16,3,1,2,4,1,0,0.000047,323,1710,851,0,0
0676,16,3,1,2,4,2,0,0.000060,485,2199,1334,0,0
0677,16,3,1,2,4,4,0,0.000044,448,2626,1375,0,0
0678,16,3,1,2,4,8,0,0.000043,497,2840,1777,0,0
0679,16,3,1,2,4,16,0,0.000039,437,2759,1226,0,0
0680,16,3,1,3,1,1,0,0.000076,547,3067,929,0,0
0681,16,3,1,3,1,2,0,0.000100,628,3420,1445,0,0
0682,16,3,1,3,1,4,0,0.000100,634,3855,1475,0,0
0683,16,3,1,3,1,8,0,0.000097,632,3996,1633,0,0
0684,16,3,1,3,1,16,0,0.000059,797,5020,1356,0,0
0685,16,3,1,3,2,1,0,0.000074,661,3686,911,0,0
0686,16,3,1,3,2,2,0,0.000095,650,3016,1431,0,0
0687,16,3,1,3,2,4,0,0.000093,641,3888,1469,0,0
0688,16,3,1,3,2,8,0,0.000090,637,3822,1621,0,0
0689,16,3,1,3,2,16,0,0.000059,719,4823,1342,0,0
0690,16,3,1,3,3,1,0,0.000075,489,2753,935,0,0
0691,16,3,1,3,3,2,0,0.000104,712,3797,1381,0,0
0692,16,3,1,3,3,4,0,0.000100,639,3911,1485,0,0
0693,16,3,1,3,3,8,0,0.000094,637,3859,1630,0,0
0694,16,3,1,3,3,16,0,0.000059,943,6274,1505,0,0
0695,16,3,1,3,4,1,0,0.000078,555,3144,903,0,0
0696,16,3,1,3,4,2,0,0.000097,571,2768,1427,0,0
0697,16,3,1,3,4,4,0,0.000097,604,3274,1469,0,0
0698,16,3,1,3,4,8,0,0.000090,595,3610,1615,0,0
0699,16,3,1,3,4,16,0,0.000056,729,4642,1340,0,0
0700,16,3,1,4,1,1,0,0.000104,561,2975,1101,0,0
0701,16,3,1,4,1,2,0,0.000130,718,3905,1520,0,0
0702,16,3,1,4,1,4,0,0.000122,728,4471,1932,0,0
0703,16,3,1,4,1,8,0,0.000098,722,4347,1958,0,0
0704,16,3,1,4,1,16,0,0.000095,873,5794,1480,0,0
0705,16,3,1,4,2,1,0,0.000095,555,3018,1084,0,0
0706,16,3,1,4,2,2,0,0.000126,656,3201,1508,0,0
0707,16,3,1,4,2,4,0,0.000119,653,4187,1926,0,0
0708,16,3,1,4,2,8,0,0.000101,677,3987,1943,0,0
0709,16,3,1,4,2,16,0,0.000099,871,5727,1464,0,0
0710,16,3,1,4,3,1,0,0.000100,559,3069,1108,0,0
0711,16,3,1,4,3,2,0,0.000132,734,4181,1458,0,0
0712,16,3,1,4,3,4,0,0.000124,679,4301,1856,0,0
0713,16,3,1,4,3,8,0,0.000101,730,4359,1956,0,0
0714,16,3,1,4,3,16,0,0.000099,1026,6661,1505,0,0
0715,16,3,1,4,4,1,0,0.000102,503,2843,1076,0,0
0716,16,3,1,4,4,2,0,0.000128,622,3119,1504,0,0
0717,16,3,1,4,4,4,0,0.000117,639,3733,1542,0,0
0718,16,3,1,4,4,8,0,0.000101,633,3630,1940,0,0
0719,16,3,1,4,4,16,0,0.000094,890,5726,1469,0,0
0720,16,3,2,1,1,1,0,0.000046,459,2535,873,0,0
0721,16,3,2,1,1,2,0,0.000050,651,3390,1385,0,0
0722,16,3,2,1,1,4,0,0.000051,627,3826,1428,0,0
0723,16,3,2,1,1,8,0,0.000050,711,4446,1580,0,0
0724,16,3,2,1,1,16,0,0.000032,455,2586,1276,0,0
0725,16,3,2,1,2,1,0,0.000046,474,2584,867,0,0
0726,16,3,2,1,2,2,0,0.000055,568,2865,1388,0,0
0727,16,3,2,1,2,4,0,0.000050,552,3480,1432,0,0
0728,16,3,2,1,2,8,0,0.000050,641,4118,1573,0,0
0729,16,3,2,1,2,16,0,0.000035,412,2697,1270,0,0
0730,16,3,2,1,3,1,0,0.000047,472,2597,888,0,0
0731,16,3,2,1,3,2,0,0.000052,706,3480,1331,0,0
0732,16,3,2,1,3,4,0,0.000049,590,3546,1445,0,0
0733,16,3,2,1,3,8,0,0.000055,697,4323,1583,0,0
0734,16,3,2,1,3,16,0,0.000034,529,3007,1476,0,0
0735,16,3,2,1,4,1,0,0.000046,444,2403,855,0,0
0736,16,3,2,1,4,2,0,0.000053,609,2641,1373,0,0
0737,16,3,2,1,4,4,0,0.000053,539,2948,1428,0,0
0738,16,3,2,1,4,8,0,0.000052,610,3923,1562,0,0
0739,16,3,2,1,4,16,0,0.000036,350,2251,1248,0,0
0740,16,3,2,2,1,1,0,0.000081,536,3172,951,0,0
0741,16,3,2,2,1,2,0,0.000103,750,3804,1422,0,0
0742,16,3,2,2,1,4,0,0.000075,686,4185,1831,0,0
0743,16,3,2,2,1,8,0,0.000078,801,4814,1849,0,0
0744,16,3,2,2,1,16,0,0.000057,578,3513,1281,0,0
0745,16,3,2,2,2,1,0,0.000080,541,3047,921,0,0
0746,16,3,2,2,2,2,0,0.000099,633,3253,1398,0,0
0747,16,3,2,2,2,4,0,0.000075,642,4082,1822,0,0
0748,16,3,2,2,2,8,0,0.000074,742,4488,1834,0,0
0749,16,3,2,2,2,16,0,0.000056,560,3452,1272,0,0
0750,16,3,2,2,3,1,0,0.000078,519,3017,954,0,0
0751,16,3,2,2,3,2,0,0.000102,740,3843,1364,0,0
0752,16,3,2,2,3,4,0,0.000079,699,4235,1846,0,0
0753,16,3,2,2,3,8,0,0.000077,758,4727,1863,0,0
0754,16,3,2,2,3,16,0,0.000057,705,4226,1510,0,0
0755,16,3,2,2,4,1,0,0.000078,565,3211,915,0,0
0756,16,3,2,2,4,2,0,0.000099,632,3203,1397,0,0
0757,16,3,2,2,4,4,0,0.000074,606,3667,1442,0,0
0758,16,3,2,2,4,8,0,0.000074,677,4198,1831,0,0
0759,16,3,2,2,4,16,0,0.000056,558,3426,1268,0,0
0760,16,3,2,3,1,1,0,0.000113,694,4077,987,0,0
0761,16,3,2,3,1,2,0,0.000147,863,4368,1395,0,0
0762,16,3,2,3,1,4,0,0.000136,761,4571,1449,0,0
0763,16,3,2,3,1,8,0,0.000137,868,5430,1590,0,0
0764,16,3,2,3,1,16,0,0.000095,1004,5319,1454,0,0
0765,16,3,2,3,2,1,0,0.000108,698,3798,979,0,0
0766,16,3,2,3,2,2,0,0.000137,799,4178,1397,0,0
0767,16,3,2,3,2,4,0,0.000137,718,4465,1437,0,0
0768,16,3,2,3,2,8,0,0.000130,804,5128,1584,0,0
0769,16,3,2,3,2,16,0,0.000088,868,5226,1456,0,0
0770,16,3,2,3,3,1,0,0.000109,681,3818,1000,0,0
0771,16,3,2,3,3,2,0,0.000140,913,4622,1327,0,0
0772,16,3,2,3,3,4,0,0.000145,726,4358,1438,0,0
0773,16,3,2,3,3,8,0,0.000143,864,5349,1581,0,0
0774,16,3,2,3,3,16,0,0.000089,983,6019,1481,0,0
0775,16,3,2,3,4,1,0,0.000109,692,3753,970,0,0
0776,16,3,2,3,4,2,0,0.000131,767,3974,1387,0,0
0777,16,3,2,3,4,4,0,0.000135,715,4010,1442,0,0
0778,16,3,2,3,4,8,0,0.000133,779,4854,1589,0,0
0779,16,3,2,3,4,16,0,0.000088,894,5281,1451,0,0
0780,16,3,2,4,1,1,0,0.000142,786,4535,1087,0,0
0781,16,3,2,4,1,2,0,0.000181,849,4776,1482,0,0
0782,16,3,2,4,1,4,0,0.000178,915,5276,1898,0,0
0783,16,3,2,4,1,8,0,0.000141,991,5974,1922,0,0
0784,16,3,2,4,1,16,0,0.000135,925,5942,1617,0,0
0785,16,3,2,4,2,1,0,0.000141,810,4566,1065,0,0
0786,16,3,2,4,2,2,0,0.000182,826,4152,1471,0,0
0787,16,3,2,4,2,4,0,0.000176,843,4980,1892,0,0
0788,16,3,2,4,2,8,0,0.000139,932,5654,1915,0,0
0789,16,3,2,4,2,16,0,0.000134,995,6090,1554,0,0
0790,16,3,2,4,3,1,0,0.000137,808,4585,1080,0,0
0791,16,3,2,4,3,2,0,0.000181,929,5171,1410,0,0
0792,16,3,2,4,3,4,0,0.000172,849,4996,1896,0,0
0793,16,3,2,4,3,8,0,0.000141,991,5930,1920,0,0
0794,16,3,2,4,3,16,0,0.000133,1018,6650,1581,0,0
0795,16,3,2,4,4,1,0,0.000135,815,4474,1056,0,0
0796,16,3,2,4,4,2,0,0.000178,885,4398,1465,0,0
0797,16,3,2,4,4,4,0,0.000171,790,4518,1509,0,0
0798,16,3,2,4,4,8,0,0.000134,908,5432,1912,0,0
0799,16,3,2,4,4,16,0,0.000134,855,5983,1563,0,0
0800,16,3,3,1,1,1,0,0.000072,498,2732,897,0,0
0801,16,3,3,1,1,2,0,0.000078,627,3473,1408,0,0
0802,16,3,3,1,1,4,0,0.000072,615,3712,1443,0,0
0803,16,3,3,1,1,8,0,0.000074,722,4600,1602,0,0
0804,16,3,3,1,1,16,0,0.000051,400,2417,1276,0,0
0805,16,3,3,1,2,1,0,0.000071,451,2569,880,0,0
0806,16,3,3,1,2,2,0,0.000076,561,2661,1396,0,0
0807,16,3,3,1,2,4,0,0.000078,579,3582,1439,0,0
0808,16,3,3,1,2,8,0,0.000073,678,4323,1585,0,0
0809,16,3,3,1,2,16,0,0.000048,360,2355,1268,0,0
0810,16,3,3,1,3,1,0,0.000070,477,2627,903,0,0
