n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,knob_I_B,obj1,obj2,lut,ff,dsp,bram
4665,1024,3,3,2,4,16,0,0.300920,526,3339,1282,0,0
4666,1024,3,3,2,4,32,0,0.300920,526,3339,1282,0,0
4667,1024,3,3,2,4,64,0,0.300920,526,3339,1282,0,0
4668,1024,3,3,2,4,128,0,0.300920,526,3339,1282,0,0
4669,1024,3,3,2,4,256,0,0.300920,526,3339,1282,0,0
4670,1024,3,3,2,4,512,0,0.300920,526,3339,1282,0,0
4671,1024,3,3,2,4,1024,0,0.300920,526,3339,1282,0,0
4672,1024,3,3,3,1,8,0,0.766953,972,5793,1586,0,0
4673,1024,3,3,3,1,16,0,0.497132,902,5811,1467,0,0
4674,1024,3,3,3,1,32,0,0.497132,902,5811,1467,0,0
4675,1024,3,3,3,1,64,0,0.497132,902,5811,1467,0,0
4676,1024,3,3,3,1,128,0,0.497132,902,5811,1467,0,0
4677,1024,3,3,3,1,256,0,0.497132,902,5811,1467,0,0
4678,1024,3,3,3,1,512,0,0.497132,902,5811,1467,0,0
4679,1024,3,3,3,1,1024,0,0.497132,902,5811,1467,0,0
4680,1024,3,3,3,2,8,0,0.753357,886,5384,1569,0,0
4681,1024,3,3,3,2,16,0,0.507717,1005,6199,1456,0,0
4682,1024,3,3,3,2,32,0,0.507717,1005,6199,1456,0,0
4683,1024,3,3,3,2,64,0,0.507717,1005,6199,1456,0,0
4684,1024,3,3,3,2,128,0,0.507717,1005,6199,1456,0,0
4685,1024,3,3,3,2,256,0,0.507717,1005,6199,1456,0,0
4686,1024,3,3,3,2,512,0,0.507717,1005,6199,1456,0,0
4687,1024,3,3,3,2,1024,0,0.507717,1005,6199,1456,0,0
4688,1024,3,3,3,3,8,0,0.750001,1025,6064,1584,0,0
4690,1024,3,3,3,3,32,0,0.520068,994,6587,1625,0,0
4691,1024,3,3,3,3,64,0,0.520068,994,6587,1625,0,0
4692,1024,3,3,3,3,128,0,0.520068,994,6587,1625,0,0
4693,1024,3,3,3,3,256,0,0.520068,994,6587,1625,0,0
4694,1024,3,3,3,3,512,0,0.520068,994,6587,1625,0,0
4695,1024,3,3,3,3,1024,0,0.520068,994,6587,1625,0,0
4696,1024,3,3,3,4,8,0,0.786524,842,5142,1568,0,0
4697,1024,3,3,3,4,16,0,0.502865,852,5657,1453,0,0
4698,1024,3,3,3,4,32,0,0.502865,852,5657,1453,0,0
4699,1024,3,3,3,4,64,0,0.502865,852,5657,1453,0,0
4700,1024,3,3,3,4,128,0,0.502865,852,5657,1453,0,0
4701,1024,3,3,3,4,256,0,0.502865,852,5657,1453,0,0
4702,1024,3,3,3,4,512,0,0.502865,852,5657,1453,0,0
4703,1024,3,3,3,4,1024,0,0.502865,852,5657,1453,0,0
4704,1024,3,3,4,1,8,0,0.792340,1096,6454,1911,0,0
4705,1024,3,3,4,1,16,0,0.709911,1027,6313,1440,0,0
4706,1024,3,3,4,1,32,0,0.709911,1027,6313,1440,0,0
4707,1024,3,3,4,1,64,0,0.709911,1027,6313,1440,0,0
4708,1024,3,3,4,1,128,0,0.709911,1027,6313,1440,0,0
4709,1024,3,3,4,1,256,0,0.709911,1027,6313,1440,0,0
4710,1024,3,3,4,1,512,0,0.709911,1027,6313,1440,0,0
4711,1024,3,3,4,1,1024,0,0.709911,1027,6313,1440,0,0
4712,1024,3,3,4,2,8,0,0.782594,1045,6279,1900,0,0
4713,1024,3,3,4,2,16,0,0.754705,984,6120,1428,0,0
4714,1024,3,3,4,2,32,0,0.754705,984,6120,1428,0,0
4715,1024,3,3,4,2,64,0,0.754705,984,6120,1428,0,0
4716,1024,3,3,4,2,128,0,0.754705,984,6120,1428,0,0
4717,1024,3,3,4,2,256,0,0.754705,984,6120,1428,0,0
4718,1024,3,3,4,2,512,0,0.754705,984,6120,1428,0,0
4719,1024,3,3,4,2,1024,0,0.754705,984,6120,1428,0,0
4720,1024,3,3,4,3,8,0,0.763513,1047,6444,1908,0,0
4721,1024,3,3,4,3,16,0,0.775685,1129,7308,1480,0,0
4722,1024,3,3,4,3,32,0,0.775685,1129,7308,1480,0,0
4723,1024,3,3,4,3,64,0,0.775685,1129,7308,1480,0,0
4724,1024,3,3,4,3,128,0,0.775685,1129,7308,1480,0,0
4725,1024,3,3,4,3,256,0,0.775685,1129,7308,1480,0,0
4726,1024,3,3,4,3,512,0,0.775685,1129,7308,1480,0,0
4727,1024,3,3,4,3,1024,0,0.775685,1129,7308,1480,0,0
4728,1024,3,3,4,4,8,0,0.754585,1051,6225,1899,0,0
4729,1024,3,3,4,4,16,0,0.742797,879,5851,1423,0,0
4730,1024,3,3,4,4,32,0,0.742797,879,5851,1423,0,0
4731,1024,3,3,4,4,64,0,0.742797,879,5851,1423,0,0
4732,1024,3,3,4,4,128,0,0.742797,879,5851,1423,0,0
4733,1024,3,3,4,4,256,0,0.742797,879,5851,1423,0,0
4734,1024,3,3,4,4,512,0,0.742797,879,5851,1423,0,0
4735,1024,3,3,4,4,1024,0,0.742797,879,5851,1423,0,0
4736,1024,3,4,1,1,8,0,0.189809,807,5127,1541,0,0
4737,1024,3,4,1,1,16,0,0.115505,442,2610,1340,0,0
4738,1024,3,4,1,1,32,0,0.115505,442,2610,1340,0,0
4739,1024,3,4,1,1,64,0,0.115505,442,2610,1340,0,0
4740,1024,3,4,1,1,128,0,0.115505,442,2610,1340,0,0
4741,1024,3,4,1,1,256,0,0.115505,442,2610,1340,0,0
4742,1024,3,4,1,1,512,0,0.115505,442,2610,1340,0,0
4743,1024,3,4,1,1,1024,0,0.115505,442,2610,1340,0,0
4744,1024,3,4,1,2,8,0,0.172298,827,5020,1537,0,0
4745,1024,3,4,1,2,16,0,0.125105,451,3080,1322,0,0
4746,1024,3,4,1,2,32,0,0.125105,451,3080,1322,0,0
4747,1024,3,4,1,2,64,0,0.125105,451,3080,1322,0,0
4748,1024,3,4,1,2,128,0,0.125105,451,3080,1322,0,0
4749,1024,3,4,1,2,256,0,0.125105,451,3080,1322,0,0
4750,1024,3,4,1,2,512,0,0.125105,451,3080,1322,0,0
4751,1024,3,4,1,2,1024,0,0.125105,451,3080,1322,0,0
4752,1024,3,4,1,3,8,0,0.181718,797,4867,1537,0,0
4753,1024,3,4,1,3,16,0,0.123714,599,3845,1561,0,0
4754,1024,3,4,1,3,32,0,0.123714,599,3845,1561,0,0
4755,1024,3,4,1,3,64,0,0.123714,599,3845,1561,0,0
4756,1024,3,4,1,3,128,0,0.123714,599,3845,1561,0,0
4757,1024,3,4,1,3,256,0,0.123714,599,3845,1561,0,0
4758,1024,3,4,1,3,512,0,0.123714,599,3845,1561,0,0
4759,1024,3,4,1,3,1024,0,0.123714,599,3845,1561,0,0
4760,1024,3,4,1,4,8,0,0.175627,830,5109,1528,0,0
4761,1024,3,4,1,4,16,0,0.115073,363,2485,1318,0,0
4762,1024,3,4,1,4,32,0,0.115073,363,2485,1318,0,0
4763,1024,3,4,1,4,64,0,0.115073,363,2485,1318,0,0
4764,1024,3,4,1,4,128,0,0.115073,363,2485,1318,0,0
4765,1024,3,4,1,4,256,0,0.115073,363,2485,1318,0,0
4766,1024,3,4,1,4,512,0,0.115073,363,2485,1318,0,0
4767,1024,3,4,1,4,1024,0,0.115073,363,2485,1318,0,0
4768,1024,3,4,2,1,8,0,0.271845,906,5328,1806,0,0
4769,1024,3,4,2,1,16,0,0.201509,626,3866,1366,0,0
4770,1024,3,4,2,1,32,0,0.201509,626,3866,1366,0,0
4771,1024,3,4,2,1,64,0,0.201509,626,3866,1366,0,0
4772,1024,3,4,2,1,128,0,0.201509,626,3866,1366,0,0
4773,1024,3,4,2,1,256,0,0.201509,626,3866,1366,0,0
4774,1024,3,4,2,1,512,0,0.201509,626,3866,1366,0,0
4775,1024,3,4,2,1,1024,0,0.201509,626,3866,1366,0,0
4776,1024,3,4,2,2,8,0,0.283048,865,5069,1790,0,0
4777,1024,3,4,2,2,16,0,0.203930,620,3833,1356,0,0
4778,1024,3,4,2,2,32,0,0.203930,620,3833,1356,0,0
4779,1024,3,4,2,2,64,0,0.203930,620,3833,1356,0,0
4780,1024,3,4,2,2,128,0,0.203930,620,3833,1356,0,0
4781,1024,3,4,2,2,256,0,0.203930,620,3833,1356,0,0
4782,1024,3,4,2,2,512,0,0.203930,620,3833,1356,0,0
4783,1024,3,4,2,2,1024,0,0.207953,620,3836,1356,0,0
4784,1024,3,4,2,3,8,0,0.273821,879,5242,1796,0,0
4785,1024,3,4,2,3,16,0,0.206374,748,4744,1584,0,0
4786,1024,3,4,2,3,32,0,0.206374,748,4744,1584,0,0
4787,1024,3,4,2,3,64,0,0.206374,748,4744,1584,0,0
4788,1024,3,4,2,3,128,0,0.206374,748,4744,1584,0,0
4789,1024,3,4,2,3,256,0,0.206374,748,4744,1584,0,0
4790,1024,3,4,2,3,512,0,0.206374,748,4744,1584,0,0
4791,1024,3,4,2,3,1024,0,0.206374,748,4744,1584,0,0
4792,1024,3,4,2,4,8,0,0.263264,810,4796,1779,0,0
4793,1024,3,4,2,4,16,0,0.193651,534,3650,1349,0,0
4794,1024,3,4,2,4,32,0,0.193651,534,3650,1349,0,0
4795,1024,3,4,2,4,64,0,0.193651,534,3650,1349,0,0
4796,1024,3,4,2,4,128,0,0.193651,534,3650,1349,0,0
4797,1024,3,4,2,4,256,0,0.193651,534,3650,1349,0,0
4798,1024,3,4,2,4,512,0,0.193651,534,3650,1349,0,0
4799,1024,3,4,2,4,1024,0,0.193651,534,3650,1349,0,0
4800,1024,3,4,3,1,8,0,0.509917,1027,6153,1632,0,0
4801,1024,3,4,3,1,16,0,0.346639,1019,6375,1370,0,0
4802,1024,3,4,3,1,32,0,0.346639,1019,6375,1370,0,0
4803,1024,3,4,3,1,64,0,0.346639,1019,6375,1370,0,0
4804,1024,3,4,3,1,128,0,0.346639,1019,6375,1370,0,0
4805,1024,3,4,3,1,256,0,0.346639,1019,6375,1370,0,0
4806,1024,3,4,3,1,512,0,0.346639,1019,6375,1370,0,0
4807,1024,3,4,3,1,1024,0,0.346639,1019,6375,1370,0,0
4808,1024,3,4,3,2,8,0,0.523105,960,5765,1616,0,0
4809,1024,3,4,3,2,16,0,0.356954,988,6227,1363,0,0
4810,1024,3,4,3,2,32,0,0.356954,988,6227,1363,0,0
4812,1024,3,4,3,2,128,0,0.349880,994,6236,1358,0,0
4813,1024,3,4,3,2,256,0,0.356954,988,6227,1363,0,0
4814,1024,3,4,3,2,512,0,0.356954,988,6227,1363,0,0
4815,1024,3,4,3,2,1024,0,0.356954,988,6227,1363,0,0
4816,1024,3,4,3,3,8,0,0.508549,999,6037,1835,0,0
4817,1024,3,4,3,3,16,0,0.333374,1118,7022,1519,0,0
4818,1024,3,4,3,3,32,0,0.333374,1118,7022,1519,0,0
4820,1024,3,4,3,3,128,0,0.333374,1118,7022,1519,0,0
4822,1024,3,4,3,3,512,0,0.333374,1118,7022,1519,0,0
4823,1024,3,4,3,3,1024,0,0.333374,1118,7022,1519,0,0
4824,1024,3,4,3,4,8,0,0.518945,951,5687,1612,0,0
4825,1024,3,4,3,4,16,0,0.366386,955,6069,1365,0,0
4826,1024,3,4,3,4,32,0,0.366386,955,6069,1365,0,0
4827,1024,3,4,3,4,64,0,0.366386,955,6069,1365,0,0
4828,1024,3,4,3,4,128,0,0.366386,955,6069,1365,0,0
4829,1024,3,4,3,4,256,0,0.366386,955,6069,1365,0,0
4830,1024,3,4,3,4,512,0,0.366386,955,6069,1365,0,0
4831,1024,3,4,3,4,1024,0,0.366386,955,6069,1365,0,0
4832,1024,3,4,4,1,8,0,0.518399,1174,6955,1975,0,0
4833,1024,3,4,4,1,16,0,0.485741,1109,6882,1502,0,0
4834,1024,3,4,4,1,32,0,0.485741,1109,6882,1502,0,0
4835,1024,3,4,4,1,64,0,0.485741,1109,6882,1502,0,0
4836,1024,3,4,4,1,128,0,0.485741,1109,6882,1502,0,0
4837,1024,3,4,4,1,256,0,0.485741,1109,6882,1502,0,0
4838,1024,3,4,4,1,512,0,0.485741,1109,6882,1502,0,0
4839,1024,3,4,4,1,1024,0,0.485741,1109,6882,1502,0,0
4840,1024,3,4,4,2,8,0,0.538044,1091,6644,1954,0,0
4841,1024,3,4,4,2,16,0,0.488392,1291,7206,1480,0,0
4842,1024,3,4,4,2,32,0,0.488392,1291,7206,1480,0,0
4843,1024,3,4,4,2,64,0,0.488392,1291,7206,1480,0,0
4844,1024,3,4,4,2,128,0,0.488392,1291,7206,1480,0,0
4845,1024,3,4,4,2,256,0,0.488392,1291,7206,1480,0,0
4846,1024,3,4,4,2,512,0,0.488392,1291,7206,1480,0,0
4847,1024,3,4,4,2,1024,0,0.488392,1291,7206,1480,0,0
4848,1024,3,4,4,3,8,0,0.525678,1142,6749,1958,0,0
4849,1024,3,4,4,3,16,0,0.470963,1286,8076,1525,0,0
4850,1024,3,4,4,3,32,0,0.470963,1286,8076,1525,0,0
4851,1024,3,4,4,3,64,0,0.470963,1286,8076,1525,0,0
4852,1024,3,4,4,3,128,0,0.470963,1286,8076,1525,0,0
4853,1024,3,4,4,3,256,0,0.470963,1286,8076,1525,0,0
4854,1024,3,4,4,3,512,0,0.470963,1286,8076,1525,0,0
4855,1024,3,4,4,3,1024,0,0.470963,1286,8076,1525,0,0
4856,1024,3,4,4,4,8,0,0.525895,1068,6335,1954,0,0
4857,1024,3,4,4,4,16,0,0.497863,1031,6893,1476,0,0
4858,1024,3,4,4,4,32,0,0.497863,1031,6893,1476,0,0
4859,1024,3,4,4,4,64,0,0.497863,1031,6893,1476,0,0
4860,1024,3,4,4,4,128,0,0.497863,1031,6893,1476,0,0
4861,1024,3,4,4,4,256,0,0.497863,1031,6893,1476,0,0
4862,1024,3,4,4,4,512,0,0.497863,1031,6893,1476,0,0
4863,1024,3,4,4,4,1024,0,0.497863,1031,6893,1476,0,0
4864,1024,4,1,1,1,8,0,0.050687,834,5167,1555,0,0
4865,1024,4,1,1,1,16,0,0.039636,372,2166,1214,0,0
4866,1024,4,1,1,1,32,0,0.039636,372,2166,1214,0,0
4867,1024,4,1,1,1,64,0,0.039636,372,2166,1214,0,0
4868,1024,4,1,1,1,128,0,0.039636,372,2166,1214,0,0
4869,1024,4,1,1,1,256,0,0.039636,372,2166,1214,0,0
4870,1024,4,1,1,1,512,0,0.039636,372,2166,1214,0,0
4871,1024,4,1,1,1,1024,0,0.039636,372,2166,1214,0,0
4872,1024,4,1,1,2,8,0,0.067390,542,3649,1545,0,0
4874,1024,4,1,1,2,32,0,0.035556,381,2087,1204,0,0
4875,1024,4,1,1,2,64,0,0.035556,381,2087,1204,0,0
4876,1024,4,1,1,2,128,0,0.035556,381,2087,1204,0,0
4877,1024,4,1,1,2,256,0,0.035556,381,2087,1204,0,0
4878,1024,4,1,1,2,512,0,0.035556,381,2087,1204,0,0
4879,1024,4,1,1,2,1024,0,0.036356,381,2088,1204,0,0
4880,1024,4,1,1,3,8,0,0.071624,665,4147,1560,0,0
4881,1024,4,1,1,3,16,0,0.037709,429,2604,1427,0,0
4882,1024,4,1,1,3,32,0,0.037709,429,2604,1427,0,0
4883,1024,4,1,1,3,64,0,0.037709,429,2604,1427,0,0
4884,1024,4,1,1,3,128,0,0.037709,429,2604,1427,0,0
4885,1024,4,1,1,3,256,0,0.037709,429,2604,1427,0,0
4886,1024,4,1,1,3,512,0,0.037709,429,2604,1427,0,0
4887,1024,4,1,1,3,1024,0,0.037709,429,2604,1427,0,0
4888,1024,4,1,1,4,8,0,0.064741,556,3440,1541,0,0
4889,1024,4,1,1,4,16,0,0.038622,310,1923,1197,0,0
4890,1024,4,1,1,4,32,0,0.038622,310,1923,1197,0,0
4891,1024,4,1,1,4,64,0,0.039658,315,1923,1197,0,0
4892,1024,4,1,1,4,128,0,0.039658,315,1923,1197,0,0
4893,1024,4,1,1,4,256,0,0.039658,315,1923,1197,0,0
4894,1024,4,1,1,4,512,0,0.039658,315,1923,1197,0,0
4895,1024,4,1,1,4,1024,0,0.039658,315,1923,1197,0,0
4896,1024,4,1,2,1,8,0,0.097423,734,4523,1791,0,0
4897,1024,4,1,2,1,16,0,0.072549,485,2918,1227,0,0
4898,1024,4,1,2,1,32,0,0.072549,485,2918,1227,0,0
4899,1024,4,1,2,1,64,0,0.072549,485,2918,1227,0,0
4900,1024,4,1,2,1,128,0,0.072549,485,2918,1227,0,0
4901,1024,4,1,2,1,256,0,0.072549,485,2918,1227,0,0
4902,1024,4,1,2,1,512,0,0.072549,485,2918,1227,0,0
4903,1024,4,1,2,1,1024,0,0.072549,485,2918,1227,0,0
4904,1024,4,1,2,2,8,0,0.096242,723,4250,1770,0,0
4905,1024,4,1,2,2,16,0,0.072194,485,2924,1216,0,0
4906,1024,4,1,2,2,32,0,0.072194,485,2924,1216,0,0
4907,1024,4,1,2,2,64,0,0.072194,485,2924,1216,0,0
4908,1024,4,1,2,2,128,0,0.072194,485,2924,1216,0,0
4909,1024,4,1,2,2,256,0,0.072194,485,2924,1216,0,0
4910,1024,4,1,2,2,512,0,0.072194,485,2924,1216,0,0
4911,1024,4,1,2,2,1024,0,0.072194,485,2924,1216,0,0
4912,1024,4,1,2,3,8,0,0.101129,739,4425,1787,0,0
4913,1024,4,1,2,3,16,0,0.074472,605,3719,1447,0,0
4914,1024,4,1,2,3,32,0,0.074472,605,3719,1447,0,0
4915,1024,4,1,2,3,64,0,0.074472,605,3719,1447,0,0
4916,1024,4,1,2,3,128,0,0.074472,605,3719,1447,0,0
4917,1024,4,1,2,3,256,0,0.074472,605,3719,1447,0,0
4918,1024,4,1,2,3,512,0,0.074472,605,3719,1447,0,0
4919,1024,4,1,2,3,1024,0,0.074472,605,3719,1447,0,0
4920,1024,4,1,2,4,8,0,0.100135,673,3991,1768,0,0
4921,1024,4,1,2,4,16,0,0.070602,470,2810,1210,0,0
4922,1024,4,1,2,4,32,0,0.070602,470,2810,1210,0,0
4923,1024,4,1,2,4,64,0,0.070602,470,2810,1210,0,0
4924,1024,4,1,2,4,128,0,0.070602,470,2810,1210,0,0
4925,1024,4,1,2,4,256,0,0.070602,470,2810,1210,0,0
4926,1024,4,1,2,4,512,0,0.070602,470,2810,1210,0,0
4927,1024,4,1,2,4,1024,0,0.070602,470,2810,1210,0,0
4928,1024,4,1,3,1,8,0,0.196980,789,4868,1628,0,0
4930,1024,4,1,3,1,32,0,0.109769,723,4422,1364,0,0
4931,1024,4,1,3,1,64,0,0.109769,723,4422,1364,0,0
4932,1024,4,1,3,1,128,0,0.109769,723,4422,1364,0,0
4933,1024,4,1,3,1,256,0,0.109769,723,4422,1364,0,0
4934,1024,4,1,3,1,512,0,0.109769,723,4422,1364,0,0
4935,1024,4,1,3,1,1024,0,0.109769,723,4422,1364,0,0
4936,1024,4,1,3,2,8,0,0.199785,712,4524,1613,0,0
4937,1024,4,1,3,2,16,0,0.108125,687,4332,1321,0,0
4938,1024,4,1,3,2,32,0,0.108125,687,4332,1321,0,0
4939,1024,4,1,3,2,64,0,0.108125,687,4332,1321,0,0
4940,1024,4,1,3,2,128,0,0.108125,687,4332,1321,0,0
4941,1024,4,1,3,2,256,0,0.108125,687,4332,1321,0,0
4942,1024,4,1,3,2,512,0,0.108125,687,4332,1321,0,0
4943,1024,4,1,3,2,1024,0,0.108125,687,4332,1321,0,0
4944,1024,4,1,3,3,8,0,0.198352,743,4576,1630,0,0
4945,1024,4,1,3,3,16,0,0.108312,831,5337,1493,0,0
4946,1024,4,1,3,3,32,0,0.108312,831,5337,1493,0,0
4947,1024,4,1,3,3,64,0,0.108312,831,5337,1493,0,0
4948,1024,4,1,3,3,128,0,0.108312,831,5337,1493,0,0
4949,1024,4,1,3,3,256,0,0.108312,831,5337,1493,0,0
4950,1024,4,1,3,3,512,0,0.108312,831,5337,1493,0,0
4951,1024,4,1,3,3,1024,0,0.108312,831,5337,1493,0,0
4952,1024,4,1,3,4,8,0,0.200091,695,4368,1610,0,0
4953,1024,4,1,3,4,16,0,0.109194,712,4496,1321,0,0
4954,1024,4,1,3,4,32,0,0.109194,712,4496,1321,0,0
4955,1024,4,1,3,4,64,0,0.109194,712,4496,1321,0,0
4956,1024,4,1,3,4,128,0,0.109194,712,4496,1321,0,0
4957,1024,4,1,3,4,256,0,0.109194,712,4496,1321,0,0
4958,1024,4,1,3,4,512,0,0.109194,712,4496,1321,0,0
4959,1024,4,1,3,4,1024,0,0.109194,712,4496,1321,0,0
4960,1024,4,1,4,1,8,0,0.191657,860,5215,1957,0,0
4961,1024,4,1,4,1,16,0,0.171805,822,5370,1423,0,0
4962,1024,4,1,4,1,32,0,0.171805,822,5370,1423,0,0
4963,1024,4,1,4,1,64,0,0.171805,822,5370,1423,0,0
4964,1024,4,1,4,1,128,0,0.171805,822,5370,1423,0,0
4965,1024,4,1,4,1,256,0,0.171805,822,5370,1423,0,0
4966,1024,4,1,4,1,512,0,0.171805,822,5370,1423,0,0
4967,1024,4,1,4,1,1024,0,0.171805,822,5370,1423,0,0
4968,1024,4,1,4,2,8,0,0.197389,822,5036,1939,0,0
4969,1024,4,1,4,2,16,0,0.178325,829,5348,1396,0,0
4970,1024,4,1,4,2,32,0,0.178325,829,5348,1396,0,0
4971,1024,4,1,4,2,64,0,0.178325,829,5348,1396,0,0
4972,1024,4,1,4,2,128,0,0.178325,829,5348,1396,0,0
4973,1024,4,1,4,2,256,0,0.178325,829,5348,1396,0,0
4974,1024,4,1,4,2,512,0,0.178325,829,5348,1396,0,0
4975,1024,4,1,4,2,1024,0,0.178325,829,5348,1396,0,0
4976,1024,4,1,4,3,8,0,0.188975,857,5122,1955,0,0
4977,1024,4,1,4,3,16,0,0.176199,911,5858,1431,0,0
4978,1024,4,1,4,3,32,0,0.176199,911,5858,1431,0,0
4979,1024,4,1,4,3,64,0,0.176199,911,5858,1431,0,0
4980,1024,4,1,4,3,128,0,0.176199,911,5858,1431,0,0
4981,1024,4,1,4,3,256,0,0.176199,911,5858,1431,0,0
4982,1024,4,1,4,3,512,0,0.176199,911,5858,1431,0,0
4983,1024,4,1,4,3,1024,0,0.176199,911,5858,1431,0,0
4984,1024,4,1,4,4,8,0,0.200296,782,4778,1938,0,0
4985,1024,4,1,4,4,16,0,0.181018,766,4952,1415,0,0
4986,1024,4,1,4,4,32,0,0.181018,766,4952,1415,0,0
4987,1024,4,1,4,4,64,0,0.181018,766,4952,1415,0,0
4988,1024,4,1,4,4,128,0,0.181018,766,4952,1415,0,0
4989,1024,4,1,4,4,256,0,0.181018,766,4952,1415,0,0
4990,1024,4,1,4,4,512,0,0.181018,766,4952,1415,0,0
4991,1024,4,1,4,4,1024,0,0.181018,766,4952,1415,0,0
4992,1024,4,2,1,1,8,0,0.092875,964,5692,1589,0,0
4993,1024,4,2,1,1,16,0,0.057397,399,2474,1236,0,0
4994,1024,4,2,1,1,32,0,0.057397,399,2474,1236,0,0
4995,1024,4,2,1,1,64,0,0.057397,399,2474,1236,0,0
4996,1024,4,2,1,1,128,0,0.057397,399,2474,1236,0,0
4997,1024,4,2,1,1,256,0,0.057397,399,2474,1236,0,0
4998,1024,4,2,1,1,512,0,0.057397,399,2474,1236,0,0
4999,1024,4,2,1,1,1024,0,0.057397,399,2474,1236,0,0
5000,1024,4,2,1,2,8,0,0.097040,678,4340,1572,0,0
5001,1024,4,2,1,2,16,0,0.058956,423,2467,1230,0,0
5002,1024,4,2,1,2,32,0,0.058956,423,2467,1230,0,0
5003,1024,4,2,1,2,64,0,0.058956,423,2467,1230,0,0
5004,1024,4,2,1,2,128,0,0.058956,423,2467,1230,0,0
5005,1024,4,2,1,2,256,0,0.058956,423,2467,1230,0,0
5006,1024,4,2,1,2,512,0,0.058956,423,2467,1230,0,0
5007,1024,4,2,1,2,1024,0,0.058956,423,2467,1230,0,0
5008,1024,4,2,1,3,8,0,0.099691,729,4612,1594,0,0
5009,1024,4,2,1,3,16,0,0.059007,507,3080,1448,0,0
5010,1024,4,2,1,3,32,0,0.059007,507,3080,1448,0,0
5011,1024,4,2,1,3,64,0,0.059007,507,3080,1448,0,0
5012,1024,4,2,1,3,128,0,0.059007,507,3080,1448,0,0
5013,1024,4,2,1,3,256,0,0.059007,507,3080,1448,0,0
5014,1024,4,2,1,3,512,0,0.059007,507,3080,1448,0,0
5015,1024,4,2,1,3,1024,0,0.059007,507,3080,1448,0,0
5016,1024,4,2,1,4,8,0,0.100563,745,4659,1569,0,0
5017,1024,4,2,1,4,16,0,0.060458,349,2223,1220,0,0
5018,1024,4,2,1,4,32,0,0.060458,349,2223,1220,0,0
5019,1024,4,2,1,4,64,0,0.060458,349,2223,1220,0,0
5020,1024,4,2,1,4,128,0,0.060458,349,2223,1220,0,0
5021,1024,4,2,1,4,256,0,0.060458,349,2223,1220,0,0
5022,1024,4,2,1,4,512,0,0.060458,349,2223,1220,0,0
5023,1024,4,2,1,4,1024,0,0.060458,349,2223,1220,0,0
5024,1024,4,2,2,1,8,0,0.131143,736,4457,1824,0,0
5025,1024,4,2,2,1,16,0,0.101923,598,3561,1258,0,0
5026,1024,4,2,2,1,32,0,0.101923,598,3561,1258,0,0
5027,1024,4,2,2,1,64,0,0.101923,598,3561,1258,0,0
5028,1024,4,2,2,1,128,0,0.101923,598,3561,1258,0,0
5029,1024,4,2,2,1,256,0,0.101923,598,3561,1258,0,0
5030,1024,4,2,2,1,512,0,0.101923,598,3561,1258,0,0
5031,1024,4,2,2,1,1024,0,0.101923,598,3561,1258,0,0
5032,1024,4,2,2,2,8,0,0.127801,724,4308,1807,0,0
5033,1024,4,2,2,2,16,0,0.100735,585,3483,1248,0,0
5034,1024,4,2,2,2,32,0,0.100735,585,3483,1248,0,0
5035,1024,4,2,2,2,64,0,0.100735,585,3483,1248,0,0
5036,1024,4,2,2,2,128,0,0.100735,585,3483,1248,0,0
5037,1024,4,2,2,2,256,0,0.100735,585,3483,1248,0,0
5038,1024,4,2,2,2,512,0,0.100735,585,3483,1248,0,0
5039,1024,4,2,2,2,1024,0,0.100735,585,3483,1248,0,0
5040,1024,4,2,2,3,8,0,0.145155,800,4836,1829,0,0
5041,1024,4,2,2,3,16,0,0.099031,758,4304,1480,0,0
5042,1024,4,2,2,3,32,0,0.099031,758,4304,1480,0,0
5043,1024,4,2,2,3,64,0,0.099031,758,4304,1480,0,0
5044,1024,4,2,2,3,128,0,0.099031,758,4304,1480,0,0
5045,1024,4,2,2,3,256,0,0.099031,758,4304,1480,0,0
5046,1024,4,2,2,3,512,0,0.099031,758,4304,1480,0,0
5047,1024,4,2,2,3,1024,0,0.099031,758,4304,1480,0,0
5048,1024,4,2,2,4,8,0,0.125343,665,3988,1805,0,0
5049,1024,4,2,2,4,16,0,0.097980,534,3149,1239,0,0
5050,1024,4,2,2,4,32,0,0.097980,534,3149,1239,0,0
5051,1024,4,2,2,4,64,0,0.097980,534,3149,1239,0,0
5052,1024,4,2,2,4,128,0,0.097980,534,3149,1239,0,0
5053,1024,4,2,2,4,256,0,0.097980,534,3149,1239,0,0
5054,1024,4,2,2,4,512,0,0.097980,534,3149,1239,0,0
5055,1024,4,2,2,4,1024,0,0.097980,534,3149,1239,0,0
5056,1024,4,2,3,1,8,0,0.257955,896,5527,1555,0,0
5057,1024,4,2,3,1,16,0,0.146395,830,4939,1375,0,0
5058,1024,4,2,3,1,32,0,0.146395,830,4939,1375,0,0
5059,1024,4,2,3,1,64,0,0.146395,830,4939,1375,0,0
5060,1024,4,2,3,1,128,0,0.146395,830,4939,1375,0,0
5061,1024,4,2,3,1,256,0,0.146395,830,4939,1375,0,0
5062,1024,4,2,3,1,512,0,0.146395,830,4939,1375,0,0
5063,1024,4,2,3,1,1024,0,0.146395,830,4939,1375,0,0
5064,1024,4,2,3,2,8,0,0.245169,807,5020,1541,0,0
