Parameter,Throughput_Value,Tool,Resource_Type,Resource_Value,Flow
Throughput,2.8400861114108977,catapult,LUT,2767,latency
Throughput,2.8400861114108977,catapult,FF,591,latency
Throughput,2.8400861114108977,catapult,DSP,11,latency
Throughput,2.8400861114108977,catapult,BRAM,1,latency
Throughput,2.7934131318351327,catapult,CLB,556,latency
Throughput,2.7934131318351327,catapult,LUT,3285,latency
Throughput,2.7934131318351327,catapult,FF,599,latency
Throughput,2.7934131318351327,catapult,DSP,10,latency
Throughput,2.7934131318351327,catapult,BRAM,1,latency
Throughput,2.8578614051532956,catapult,CLB,742,latency
Throughput,2.8578614051532956,catapult,LUT,4157,latency
Throughput,2.8578614051532956,catapult,FF,650,latency
Throughput,2.8578614051532956,catapult,DSP,10,latency
Throughput,2.8578614051532956,catapult,BRAM,1,latency
Throughput,2.693892944694378,catapult,CLB,1019,latency
Throughput,2.693892944694378,catapult,LUT,6258,latency
Throughput,2.693892944694378,catapult,FF,734,latency
Throughput,2.693892944694378,catapult,DSP,10,latency
Throughput,2.693892944694378,catapult,BRAM,1,latency
Throughput,2.612009497266532,catapult,CLB,652,latency
Throughput,2.612009497266532,catapult,LUT,3916,latency
Throughput,2.612009497266532,catapult,FF,716,latency
Throughput,2.612009497266532,catapult,DSP,13,latency
Throughput,2.612009497266532,catapult,BRAM,1,latency
Throughput,2.7225256325788307,catapult,CLB,755,latency
Throughput,2.7225256325788307,catapult,LUT,4616,latency
Throughput,2.7225256325788307,catapult,FF,668,latency
Throughput,2.7225256325788307,catapult,DSP,14,latency
Throughput,2.7225256325788307,catapult,BRAM,1,latency
Throughput,2.707964937269992,catapult,CLB,1046,latency
Throughput,2.707964937269992,catapult,LUT,6515,latency
Throughput,2.707964937269992,catapult,FF,797,latency
Throughput,2.707964937269992,catapult,DSP,14,latency
Throughput,2.707964937269992,catapult,BRAM,1,latency
Throughput,2.7060743250374113,catapult,CLB,1550,latency
Throughput,2.7060743250374113,catapult,LUT,9367,latency
Throughput,2.7060743250374113,catapult,FF,758,latency
Throughput,2.7060743250374113,catapult,DSP,14,latency
Throughput,2.7060743250374113,catapult,BRAM,1,latency
Throughput,2.6976355224645596,catapult,CLB,538,latency
Throughput,2.6976355224645596,catapult,LUT,3238,latency
Throughput,2.6976355224645596,catapult,FF,698,latency
Throughput,2.6976355224645596,catapult,DSP,17,latency
Throughput,2.6976355224645596,catapult,BRAM,1,latency
Throughput,2.598462230052255,catapult,CLB,651,latency
Throughput,2.598462230052255,catapult,LUT,3896,latency
Throughput,2.598462230052255,catapult,FF,717,latency
Throughput,2.598462230052255,catapult,DSP,17,latency
Throughput,2.598462230052255,catapult,BRAM,1,latency
Throughput,2.5693598696820676,catapult,CLB,869,latency
Throughput,2.5693598696820676,catapult,LUT,5118,latency
Throughput,2.5693598696820676,catapult,FF,719,latency
Throughput,2.5693598696820676,catapult,DSP,17,latency
Throughput,2.5693598696820676,catapult,BRAM,1,latency
Throughput,2.5780371856083653,catapult,CLB,1193,latency
Throughput,2.5780371856083653,catapult,LUT,6838,latency
Throughput,2.5780371856083653,catapult,FF,818,latency
Throughput,2.5780371856083653,catapult,DSP,17,latency
Throughput,2.5780371856083653,catapult,BRAM,1,latency
Throughput,2.5786753860277054,catapult,CLB,492,latency
Throughput,2.5786753860277054,catapult,LUT,2860,latency
Throughput,2.5786753860277054,catapult,FF,827,latency
Throughput,2.5786753860277054,catapult,DSP,9,latency
Throughput,2.5786753860277054,catapult,BRAM,1,latency
Throughput,2.369258398428708,catapult,CLB,633,latency
Throughput,2.369258398428708,catapult,LUT,3466,latency
Throughput,2.369258398428708,catapult,FF,841,latency
Throughput,2.369258398428708,catapult,DSP,9,latency
Throughput,2.369258398428708,catapult,BRAM,1,latency
Throughput,2.699747573601868,catapult,CLB,763,latency
Throughput,2.699747573601868,catapult,LUT,4582,latency
Throughput,2.699747573601868,catapult,FF,980,latency
Throughput,2.699747573601868,catapult,DSP,9,latency
Throughput,2.699747573601868,catapult,BRAM,1,latency
Throughput,2.640034003637967,catapult,CLB,1198,latency
Throughput,2.640034003637967,catapult,LUT,7319,latency
Throughput,2.640034003637967,catapult,FF,1261,latency
Throughput,2.640034003637967,catapult,DSP,9,latency
Throughput,2.640034003637967,catapult,BRAM,1,latency
Throughput,2.6195634235598297,catapult,CLB,715,latency
Throughput,2.6195634235598297,catapult,LUT,4311,latency
Throughput,2.6195634235598297,catapult,FF,894,latency
Throughput,2.6195634235598297,catapult,DSP,9,latency
Throughput,2.6195634235598297,catapult,BRAM,1,latency
Throughput,2.656649327602055,catapult,CLB,857,latency
Throughput,2.656649327602055,catapult,LUT,5293,latency
Throughput,2.656649327602055,catapult,FF,908,latency
Throughput,2.656649327602055,catapult,DSP,9,latency
Throughput,2.656649327602055,catapult,BRAM,1,latency
Throughput,2.735865833139543,catapult,CLB,1198,latency
Throughput,2.735865833139543,catapult,LUT,7254,latency
Throughput,2.735865833139543,catapult,FF,1024,latency
Throughput,2.735865833139543,catapult,DSP,9,latency
Throughput,2.735865833139543,catapult,BRAM,1,latency
Throughput,2.699426911666653,catapult,CLB,1819,latency
Throughput,2.699426911666653,catapult,LUT,10741,latency
Throughput,2.699426911666653,catapult,FF,1268,latency
Throughput,2.699426911666653,catapult,DSP,9,latency
Throughput,2.699426911666653,catapult,BRAM,1,latency
Throughput,2.569954152017928,catapult,CLB,667,latency
Throughput,2.569954152017928,catapult,LUT,4090,latency
Throughput,2.569954152017928,catapult,FF,882,latency
Throughput,2.569954152017928,catapult,DSP,11,latency
Throughput,2.569954152017928,catapult,BRAM,1,latency
Throughput,2.5113576148129915,catapult,CLB,736,latency
Throughput,2.5113576148129915,catapult,LUT,4376,latency
Throughput,2.5113576148129915,catapult,FF,896,latency
Throughput,2.5113576148129915,catapult,DSP,10,latency
Throughput,2.5113576148129915,catapult,BRAM,1,latency
Throughput,2.6572705579736717,catapult,CLB,1035,latency
Throughput,2.6572705579736717,catapult,LUT,6505,latency
Throughput,2.6572705579736717,catapult,FF,1103,latency
Throughput,2.6572705579736717,catapult,DSP,10,latency
Throughput,2.6572705579736717,catapult,BRAM,1,latency
Throughput,2.7497229654112347,catapult,CLB,1864,latency
Throughput,2.7497229654112347,catapult,LUT,11978,latency
Throughput,2.7497229654112347,catapult,FF,1324,latency
Throughput,2.7497229654112347,catapult,DSP,9,latency
Throughput,2.7497229654112347,catapult,BRAM,1,latency
Throughput,2.558120497707924,catapult,CLB,975,latency
Throughput,2.558120497707924,catapult,LUT,6150,latency
Throughput,2.558120497707924,catapult,FF,981,latency
Throughput,2.558120497707924,catapult,DSP,13,latency
Throughput,2.558120497707924,catapult,BRAM,1,latency
Throughput,2.6734250852822603,catapult,CLB,1117,latency
Throughput,2.6734250852822603,catapult,LUT,7049,latency
Throughput,2.6734250852822603,catapult,FF,994,latency
Throughput,2.6734250852822603,catapult,DSP,13,latency
Throughput,2.6734250852822603,catapult,BRAM,1,latency
Throughput,2.5335377053749006,catapult,CLB,1432,latency
Throughput,2.5335377053749006,catapult,LUT,9469,latency
Throughput,2.5335377053749006,catapult,FF,1112,latency
Throughput,2.5335377053749006,catapult,DSP,13,latency
Throughput,2.5335377053749006,catapult,BRAM,1,latency
Throughput,2.8287982981949438,catapult,CLB,2518,latency
Throughput,2.8287982981949438,catapult,LUT,15578,latency
Throughput,2.8287982981949438,catapult,FF,1449,latency
Throughput,2.8287982981949438,catapult,DSP,13,latency
Throughput,2.8287982981949438,catapult,BRAM,1,latency
