n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,knob_I_B,obj1,obj2,lut,ff,dsp,bram
3598,16,1,3,5,460800,0,0.383185,596,3627,967,17,1
3599,16,1,3,5,230400,0,0.382118,733,4276,796,17,1
3600,16,1,3,5,115200,0,0.395424,982,5769,956,17,1
3601,16,1,3,5,57600,0,0.364610,1370,8391,1154,17,1
3605,16,1,4,1,460800,0,0.345361,385,2203,518,9,1
3606,16,1,4,1,230400,0,0.392014,432,2583,525,9,1
3607,16,1,4,1,115200,0,0.349633,579,3264,575,9,1
3608,16,1,4,1,57600,0,0.357083,820,4665,664,9,1
3612,16,1,4,2,460800,0,0.349805,495,2911,676,9,1
3613,16,1,4,2,230400,0,0.366594,568,3403,664,9,1
3614,16,1,4,2,115200,0,0.357341,784,4572,714,9,1
3615,16,1,4,2,57600,0,0.358243,1105,6554,777,9,1
3619,16,1,4,3,460800,0,0.352102,495,2767,591,11,1
3620,16,1,4,3,230400,0,0.357985,556,3285,599,10,1
3621,16,1,4,3,115200,0,0.349912,742,4157,650,10,1
3622,16,1,4,3,57600,0,0.371210,1019,6258,734,10,1
3626,16,1,4,4,460800,0,0.382847,652,3916,716,13,1
3627,16,1,4,4,230400,0,0.367306,755,4616,668,14,1
3628,16,1,4,4,115200,0,0.369281,1046,6515,797,14,1
3629,16,1,4,4,57600,0,0.369539,1550,9367,758,14,1
3633,16,1,4,5,460800,0,0.370695,538,3238,698,17,1
3634,16,1,4,5,230400,0,0.384843,651,3896,717,17,1
3635,16,1,4,5,115200,0,0.389202,869,5118,719,17,1
3636,16,1,4,5,57600,0,0.387892,1193,6838,818,17,1
3640,16,1,5,1,460800,0,0.387796,492,2860,827,9,1
3641,16,1,5,1,230400,0,0.422073,633,3466,841,9,1
3642,16,1,5,1,115200,0,0.370405,763,4582,980,9,1
3643,16,1,5,1,57600,0,0.378783,1198,7319,1261,9,1
3647,16,1,5,2,460800,0,0.381743,715,4311,894,9,1
3648,16,1,5,2,230400,0,0.376414,857,5293,908,9,1
3649,16,1,5,2,115200,0,0.365515,1198,7254,1024,9,1
3650,16,1,5,2,57600,0,0.370449,1819,10741,1268,9,1
3654,16,1,5,3,460800,0,0.389112,667,4090,882,11,1
3655,16,1,5,3,230400,0,0.398191,736,4376,896,10,1
3656,16,1,5,3,115200,0,0.376326,1035,6505,1103,10,1
3657,16,1,5,3,57600,0,0.363673,1864,11978,1324,9,1
3661,16,1,5,4,460800,0,0.390912,975,6150,981,13,1
3662,16,1,5,4,230400,0,0.374052,1117,7049,994,13,1
3663,16,1,5,4,115200,0,0.394705,1432,9469,1112,13,1
3664,16,1,5,4,57600,0,0.353507,2518,15578,1449,13,1
3668,16,1,5,5,460800,0,0.401283,780,4660,934,17,1
3670,16,1,5,5,115200,0,0.381085,1223,7242,1184,17,1
3675,16,2,1,1,460800,0,0.329587,316,1779,605,10,1
3676,16,2,1,1,230400,0,0.339243,353,2027,608,10,1
3677,16,2,1,1,115200,0,0.327173,397,2395,649,10,1
3678,16,2,1,1,57600,0,0.320127,545,3045,734,10,1
3682,16,2,1,2,460800,0,0.320932,423,2350,713,14,1
3683,16,2,1,2,230400,0,0.340872,493,2582,751,14,1
3684,16,2,1,2,115200,0,0.339910,616,3130,752,14,1
3685,16,2,1,2,57600,0,0.328311,703,4032,815,14,1
3689,16,2,1,3,460800,0,0.366249,429,2509,700,18,1
3690,16,2,1,3,230400,0,0.345327,490,2652,704,18,1
3691,16,2,1,3,115200,0,0.343620,583,3035,748,18,1
3692,16,2,1,3,57600,0,0.384247,704,3988,833,18,1
3696,16,2,1,4,460800,0,0.334843,655,3324,887,29,1
3697,16,2,1,4,230400,0,0.316635,666,3686,789,29,1
3698,16,2,1,4,115200,0,0.323953,791,4299,852,29,1
3699,16,2,1,4,57600,0,0.327662,1028,5784,936,29,1
3703,16,2,1,5,460800,0,0.353551,642,3118,956,35,1
3704,16,2,1,5,230400,0,0.353983,671,3359,923,35,1
3705,16,2,1,5,115200,0,0.345327,728,3760,906,35,1
3706,16,2,1,5,57600,0,0.336044,911,4662,1076,35,1
3710,16,2,2,1,460800,0,0.344346,342,2102,655,10,1
3711,16,2,2,1,230400,0,0.327925,385,2368,697,10,1
3712,16,2,2,1,115200,0,0.317628,541,2827,715,10,1
3713,16,2,2,1,57600,0,0.319019,669,3994,814,10,1
3717,16,2,2,2,460800,0,0.392896,508,2844,687,14,1
3718,16,2,2,2,230400,0,0.348287,551,3147,704,14,1
3719,16,2,2,2,115200,0,0.325665,745,3876,742,14,1
3720,16,2,2,2,57600,0,0.338666,950,5439,804,14,1
3724,16,2,2,3,460800,0,0.339381,503,2879,749,18,1
3725,16,2,2,3,230400,0,0.337816,551,3128,755,18,1
3726,16,2,2,3,115200,0,0.333025,691,4015,805,18,1
3727,16,2,2,3,57600,0,0.361251,1009,5522,906,18,1
3731,16,2,2,4,460800,0,0.343372,745,4073,971,29,1
3732,16,2,2,4,230400,0,0.362069,802,4398,1042,28,1
3733,16,2,2,4,115200,0,0.364966,997,5556,908,28,1
3734,16,2,2,4,57600,0,0.336709,1217,7242,1024,28,1
3738,16,2,2,5,460800,0,0.334976,652,3435,968,35,1
3739,16,2,2,5,230400,0,0.332291,662,3673,915,35,1
3740,16,2,2,5,115200,0,0.360536,805,4312,965,35,1
3741,16,2,2,5,57600,0,0.372861,1062,6051,1083,35,1
3745,16,2,3,1,460800,0,0.344786,447,2549,861,9,1
3746,16,2,3,1,230400,0,0.334115,519,3053,860,9,1
3747,16,2,3,1,115200,0,0.326501,737,3883,973,9,1
3748,16,2,3,1,57600,0,0.356256,1040,6251,1183,9,1
3752,16,2,3,2,460800,0,0.340444,633,3649,965,13,1
3753,16,2,3,2,230400,0,0.352205,736,4275,910,13,1
3754,16,2,3,2,115200,0,0.353549,952,5655,980,13,1
3755,16,2,3,2,57600,0,0.362117,1453,8827,1231,13,1
3759,16,2,3,3,460800,0,0.350609,671,3738,947,17,1
3760,16,2,3,3,230400,0,0.348136,731,4243,999,17,1
3761,16,2,3,3,115200,0,0.352965,943,5615,1116,17,1
3762,16,2,3,3,57600,0,0.357015,1381,8494,1295,17,1
3766,16,2,3,4,460800,0,0.378186,910,5440,1177,28,1
3767,16,2,3,4,230400,0,0.334383,1098,6156,1253,29,1
3768,16,2,3,4,115200,0,0.335006,1419,8377,1229,29,1
3769,16,2,3,4,57600,0,0.329497,2265,13329,1489,29,1
3773,16,2,3,5,460800,0,0.344260,806,4549,1196,34,1
3774,16,2,3,5,230400,0,0.353218,953,5384,1235,34,1
3775,16,2,3,5,115200,0,0.343637,1252,7092,1332,34,1
3776,16,2,3,5,57600,0,0.379136,1667,9883,1602,34,1
3780,16,2,4,1,460800,0,0.326928,413,2362,691,9,1
3781,16,2,4,1,230400,0,0.327100,470,2815,752,9,1
3782,16,2,4,1,115200,0,0.320028,587,3495,741,9,1
3783,16,2,4,1,57600,0,0.362039,863,5182,840,9,1
3787,16,2,4,2,460800,0,0.341838,551,3285,854,14,1
3788,16,2,4,2,230400,0,0.314757,642,3658,837,14,1
3789,16,2,4,2,115200,0,0.325318,808,4738,887,14,1
3790,16,2,4,2,57600,0,0.322117,1152,6677,950,14,1
3794,16,2,4,3,460800,0,0.336875,584,3306,822,18,1
3795,16,2,4,3,230400,0,0.325969,650,3714,769,18,1
3796,16,2,4,3,115200,0,0.328748,933,5164,825,18,1
3797,16,2,4,3,57600,0,0.346649,1173,6775,949,18,1
3801,16,2,4,4,460800,0,0.356526,775,4479,1037,28,1
3802,16,2,4,4,230400,0,0.372238,972,5421,1032,28,1
3803,16,2,4,4,115200,0,0.371874,1177,7039,999,28,1
3804,16,2,4,4,57600,0,0.333341,1534,9524,1176,28,1
3808,16,2,4,5,460800,0,0.345135,697,4190,1063,35,1
3809,16,2,4,5,230400,0,0.326314,930,5217,953,35,1
3810,16,2,4,5,115200,0,0.350406,1115,6304,1031,35,1
3811,16,2,4,5,57600,0,0.330627,1496,8829,1108,35,1
3815,16,2,5,1,460800,0,0.368702,509,3054,1077,9,1
3816,16,2,5,1,230400,0,0.324975,618,3695,990,9,1
3817,16,2,5,1,115200,0,0.330745,829,4916,1134,9,1
3818,16,2,5,1,57600,0,0.329018,1275,7762,1423,9,1
3822,16,2,5,2,460800,0,0.340087,810,4654,1104,13,1
3823,16,2,5,2,230400,0,0.336927,903,5240,1130,13,1
3824,16,2,5,2,115200,0,0.341304,1194,7358,1238,13,1
3825,16,2,5,2,57600,0,0.341324,1893,11499,1475,13,1
3829,16,2,5,3,460800,0,0.321579,731,4311,1144,17,1
3830,16,2,5,3,230400,0,0.316712,838,4933,1066,17,1
3831,16,2,5,3,115200,0,0.363776,1116,6655,1255,17,1
3832,16,2,5,3,57600,0,0.348997,1797,11057,1500,17,1
3836,16,2,5,4,460800,0,0.347794,1060,6300,1309,29,1
3837,16,2,5,4,230400,0,0.357192,1238,7428,1334,29,1
3838,16,2,5,4,115200,0,0.332862,1815,11044,1468,29,1
3839,16,2,5,4,57600,0,0.320265,2425,14637,1679,29,1
3843,16,2,5,5,460800,0,0.354414,852,4772,1407,34,1
3845,16,2,5,5,115200,0,0.387838,1274,7667,1435,34,1
3850,16,3,1,1,460800,0,0.318161,373,2117,639,11,1
3851,16,3,1,1,230400,0,0.330626,425,2324,642,11,1
3852,16,3,1,1,115200,0,0.331513,492,2673,682,11,1
3853,16,3,1,1,57600,0,0.342639,576,3350,769,11,1
3857,16,3,1,2,460800,0,0.311975,509,2855,875,18,1
3858,16,3,1,2,230400,0,0.328043,551,3104,826,18,1
3859,16,3,1,2,115200,0,0.305281,655,3559,828,18,1
3860,16,3,1,2,57600,0,0.310504,811,4514,888,18,1
3864,16,3,1,3,460800,0,0.310617,614,3288,789,34,1
3865,16,3,1,3,230400,0,0.345072,656,3477,817,34,1
3866,16,3,1,3,115200,0,0.326892,684,3874,868,34,1
3867,16,3,1,3,57600,0,0.313710,914,4736,901,34,1
3871,16,3,1,4,460800,0,0.328996,859,4155,995,41,1
3872,16,3,1,4,230400,0,0.355071,794,4431,1037,41,1
3873,16,3,1,4,115200,0,0.320625,1002,5104,1029,41,1
3874,16,3,1,4,57600,0,0.309407,1162,6216,1196,41,1
3878,16,3,1,5,460800,0,0.343940,808,4088,1111,52,1
3879,16,3,1,5,230400,0,0.333342,887,4180,1096,52,1
3880,16,3,1,5,115200,0,0.313918,941,4602,1095,52,1
3881,16,3,1,5,57600,0,0.328439,1076,5797,1303,52,1
3885,16,3,2,1,460800,0,0.311679,421,2501,710,10,1
3886,16,3,2,1,230400,0,0.300419,473,2792,722,11,1
3887,16,3,2,1,115200,0,0.313683,609,3267,741,11,1
3888,16,3,2,1,57600,0,0.319712,792,4466,840,11,1
3892,16,3,2,2,460800,0,0.311531,601,3268,903,18,1
3893,16,3,2,2,230400,0,0.306615,620,3640,869,18,1
3894,16,3,2,2,115200,0,0.304463,786,4337,959,18,1
3895,16,3,2,2,57600,0,0.285355,1079,6124,988,18,1
3899,16,3,2,3,460800,0,0.323293,700,3598,861,34,1
3900,16,3,2,3,230400,0,0.326038,740,4036,902,34,1
3901,16,3,2,3,115200,0,0.335110,857,4356,957,34,1
3902,16,3,2,3,57600,0,0.308173,1143,6355,1050,34,1
3906,16,3,2,4,460800,0,0.327252,920,4715,1170,41,1
3907,16,3,2,4,230400,0,0.300156,1053,5277,1229,41,1
3908,16,3,2,4,115200,0,0.352197,1104,6561,1114,41,1
3909,16,3,2,4,57600,0,0.339493,1337,8387,1199,41,1
3913,16,3,2,5,460800,0,0.303498,1034,4753,1175,52,1
3914,16,3,2,5,230400,0,0.326168,971,5215,1103,52,1
3915,16,3,2,5,115200,0,0.329656,1136,5785,1179,52,1
3916,16,3,2,5,57600,0,0.335611,1337,7855,1327,52,1
3920,16,3,3,1,460800,0,0.347087,473,2906,884,10,1
3921,16,3,3,1,230400,0,0.316224,578,3444,884,10,1
3922,16,3,3,1,115200,0,0.307452,723,4361,996,10,1
3923,16,3,3,1,57600,0,0.308985,1051,6460,1205,10,1
3927,16,3,3,2,460800,0,0.309790,739,4199,967,17,1
3928,16,3,3,2,230400,0,0.340597,789,4770,1039,17,1
3929,16,3,3,2,115200,0,0.324454,1068,6214,1076,17,1
3930,16,3,3,2,57600,0,0.329860,1485,9316,1262,17,1
3934,16,3,3,3,460800,0,0.337061,756,3991,1110,34,1
3935,16,3,3,3,230400,0,0.325053,831,4632,1185,34,1
3936,16,3,3,3,115200,0,0.327915,1148,6073,1337,34,1
3937,16,3,3,3,57600,0,0.345647,1498,8975,1531,34,1
3941,16,3,3,4,460800,0,0.340434,1081,5913,1361,41,1
3942,16,3,3,4,230400,0,0.314778,1180,6712,1366,41,1
3943,16,3,3,4,115200,0,0.316031,1567,8890,1528,41,1
3944,16,3,3,4,57600,0,0.308569,2122,12884,1680,41,1
3948,16,3,3,5,460800,0,0.361565,966,4780,1510,51,1
3949,16,3,3,5,230400,0,0.327896,1079,5934,1457,52,1
3950,16,3,3,5,115200,0,0.345067,1282,7440,1448,52,1
3951,16,3,3,5,57600,0,0.339194,1824,9944,1794,52,1
3955,16,3,4,1,460800,0,0.343079,490,2863,735,11,1
3956,16,3,4,1,230400,0,0.303966,582,3179,718,10,1
3957,16,3,4,1,115200,0,0.307958,686,3781,764,11,1
3958,16,3,4,1,57600,0,0.316164,941,5492,867,11,1
3962,16,3,4,2,460800,0,0.319015,678,3829,826,18,1
3963,16,3,4,2,230400,0,0.309522,740,4392,781,18,1
3964,16,3,4,2,115200,0,0.312134,992,5598,836,18,1
3965,16,3,4,2,57600,0,0.309688,1334,7717,905,18,1
3969,16,3,4,3,460800,0,0.320303,741,4265,922,34,1
3970,16,3,4,3,230400,0,0.316715,824,4692,906,34,1
3971,16,3,4,3,115200,0,0.330311,984,5843,922,34,1
3972,16,3,4,3,57600,0,0.313091,1315,7617,1012,34,1
3976,16,3,4,4,460800,0,0.346760,1034,5555,1105,41,1
3977,16,3,4,4,230400,0,0.338667,1167,6621,1157,41,1
3978,16,3,4,4,115200,0,0.347367,1439,8356,1239,41,1
3979,16,3,4,4,57600,0,0.332009,2106,11493,1220,41,1
3983,16,3,4,5,460800,0,0.333623,1033,5136,1177,52,1
3984,16,3,4,5,230400,0,0.312134,1113,6122,1175,52,1
3985,16,3,4,5,115200,0,0.319622,1300,7347,1195,52,1
3986,16,3,4,5,57600,0,0.322308,1518,8679,1358,52,1
3990,16,3,5,1,460800,0,0.315200,566,3278,1038,10,1
3991,16,3,5,1,230400,0,0.338019,670,3880,1069,10,1
3992,16,3,5,1,115200,0,0.315747,857,5141,1179,10,1
3993,16,3,5,1,57600,0,0.315917,1323,7961,1458,10,1
3997,16,3,5,2,460800,0,0.329815,889,5218,1258,17,1
3998,16,3,5,2,230400,0,0.317237,967,5794,1123,17,1
3999,16,3,5,2,115200,0,0.324874,1344,8158,1276,17,1
4000,16,3,5,2,57600,0,0.312183,2018,12602,1564,17,1
4004,16,3,5,3,460800,0,0.321951,1015,5432,1601,34,1
4005,16,3,5,3,230400,0,0.325949,979,5923,1539,34,1
4006,16,3,5,3,115200,0,0.328872,1394,7844,1706,34,1
4007,16,3,5,3,57600,0,0.329118,2066,12620,1993,34,1
4011,16,3,5,4,460800,0,0.331523,1353,7955,1541,41,1
4012,16,3,5,4,230400,0,0.375188,1349,8437,1491,41,1
4013,16,3,5,4,115200,0,0.330787,2083,12721,1713,41,1
4018,16,3,5,5,460800,0,0.336699,1220,6511,1638,55,1
4020,16,3,5,5,115200,0,0.320160,1750,9523,1695,52,1
4025,16,4,1,1,460800,0,0.258361,401,2112,677,14,1
4026,16,4,1,1,230400,0,0.270394,415,2315,749,14,1
4027,16,4,1,1,115200,0,0.264111,529,2645,721,14,1
4028,16,4,1,1,57600,0,0.265116,630,3323,804,14,1
4032,16,4,1,2,460800,0,0.280684,554,2968,956,29,1
4033,16,4,1,2,230400,0,0.298986,619,3277,930,29,1
4034,16,4,1,2,115200,0,0.281093,675,3655,989,29,1
4035,16,4,1,2,57600,0,0.269750,916,4507,1128,29,1
4039,16,4,1,3,460800,0,0.268666,693,3398,1014,41,1
4040,16,4,1,3,230400,0,0.281485,724,3716,993,41,1
4041,16,4,1,3,115200,0,0.274055,779,3995,991,41,1
4042,16,4,1,3,57600,0,0.269845,950,4876,1214,41,1
4046,16,4,1,4,460800,0,0.286928,809,4449,1269,53,1
4047,16,4,1,4,230400,0,0.294937,960,4782,1147,53,1
4048,16,4,1,4,115200,0,0.296680,1032,5277,1161,53,1
4049,16,4,1,4,57600,0,0.282452,1266,6471,1366,53,1
4053,16,4,1,5,460800,0,0.257403,1396,5858,758,125,1
4054,16,4,1,5,230400,0,0.268619,1437,6082,723,125,1
4055,16,4,1,5,115200,0,0.278328,1416,6363,708,125,1
4056,16,4,1,5,57600,0,0.276270,1716,7511,1106,125,1
4060,16,4,2,1,460800,0,0.266108,416,2406,759,13,1
4061,16,4,2,1,230400,0,0.248595,498,2677,731,13,1
4062,16,4,2,1,115200,0,0.266293,614,3243,816,13,1
4063,16,4,2,1,57600,0,0.267417,823,4475,872,13,1
4067,16,4,2,2,460800,0,0.285885,589,3269,974,28,1
4068,16,4,2,2,230400,0,0.275011,666,3519,1020,28,1
4069,16,4,2,2,115200,0,0.299947,767,4354,1022,28,1
4070,16,4,2,2,57600,0,0.256158,1047,5974,1116,28,1
4074,16,4,2,3,460800,0,0.274733,686,3516,1022,40,1
4075,16,4,2,3,230400,0,0.252816,801,3941,1034,40,1
4076,16,4,2,3,115200,0,0.283236,918,4646,1087,40,1
4077,16,4,2,3,57600,0,0.254448,1208,6088,1255,40,1
4081,16,4,2,4,460800,0,0.295666,982,4713,1398,52,1
4082,16,4,2,4,230400,0,0.286489,1027,5237,1434,53,1
4083,16,4,2,4,115200,0,0.275957,1258,6193,1338,53,1
4084,16,4,2,4,57600,0,0.271168,1497,8295,1339,53,1
4088,16,4,2,5,460800,0,0.258022,1454,6139,779,125,1
4089,16,4,2,5,230400,0,0.272947,1595,6580,847,125,1
4090,16,4,2,5,115200,0,0.294341,1499,7277,829,125,1
4091,16,4,2,5,57600,0,0.269820,1909,9335,1160,125,1
4095,16,4,3,1,460800,0,0.285905,560,2956,1003,14,1
4096,16,4,3,1,230400,0,0.278469,568,3422,960,14,1
4097,16,4,3,1,115200,0,0.274269,780,4482,1041,14,1
4098,16,4,3,1,57600,0,0.287367,1106,6361,1246,14,1
4102,16,4,3,2,460800,0,0.286325,742,4324,1163,28,1
4103,16,4,3,2,230400,0,0.278095,857,4794,1111,28,1
4104,16,4,3,2,115200,0,0.257499,1132,6205,1277,28,1
4105,16,4,3,2,57600,0,0.247559,1564,9388,1329,28,1
4109,16,4,3,3,460800,0,0.270893,818,4317,1285,41,1
4110,16,4,3,3,230400,0,0.273926,889,4653,1369,41,1
4111,16,4,3,3,115200,0,0.277333,1253,5960,1441,41,1
4112,16,4,3,3,57600,0,0.302798,1485,8699,1542,41,1
4116,16,4,3,4,460800,0,0.279985,1170,6057,1662,56,1
4117,16,4,3,4,230400,0,0.270094,1243,6790,1621,53,1
4118,16,4,3,4,115200,0,0.263547,1681,9656,1568,53,1
4119,16,4,3,4,57600,0,0.256067,2312,13260,1812,53,1
4123,16,4,3,5,460800,0,0.274689,1576,6590,1128,125,1
4124,16,4,3,5,230400,0,0.266242,1690,7524,1252,125,1
4125,16,4,3,5,115200,0,0.295363,1611,8853,1299,125,1
4126,16,4,3,5,57600,0,0.284053,2227,11399,1566,125,1
4130,16,4,4,1,460800,0,0.255128,454,2557,766,13,1
4131,16,4,4,1,230400,0,0.255037,594,3053,760,13,1
4132,16,4,4,1,115200,0,0.272787,623,3773,806,13,1
4133,16,4,4,1,57600,0,0.252231,965,5319,908,13,1
4137,16,4,4,2,460800,0,0.281936,692,3841,955,28,1
4138,16,4,4,2,230400,0,0.289957,765,4310,1095,28,1
4139,16,4,4,2,115200,0,0.279694,998,5569,1036,28,1
4140,16,4,4,2,57600,0,0.272604,1262,7375,1068,28,1
4144,16,4,4,3,460800,0,0.263942,786,3883,1061,40,1
4145,16,4,4,3,230400,0,0.274860,870,4452,1081,40,1
4146,16,4,4,3,115200,0,0.302888,1032,5731,1139,40,1
4147,16,4,4,3,57600,0,0.287700,1273,6845,1291,40,1
4151,16,4,4,4,460800,0,0.278402,1104,5666,1441,52,1
4152,16,4,4,4,230400,0,0.283905,1185,6702,1320,52,1
4153,16,4,4,4,115200,0,0.297396,1500,8475,1320,52,1
4154,16,4,4,4,57600,0,0.264317,1936,11188,1511,52,1
4158,16,4,4,5,460800,0,0.286251,1455,6499,834,125,1
4159,16,4,4,5,230400,0,0.276660,1685,7481,912,125,1
4160,16,4,4,5,115200,0,0.299320,1614,8065,883,125,1
4165,16,4,5,1,460800,0,0.300463,548,3331,1078,14,1
4166,16,4,5,1,230400,0,0.279977,713,3980,1081,14,1
4167,16,4,5,1,115200,0,0.271494,884,5181,1253,14,1
4168,16,4,5,1,57600,0,0.262084,1241,7882,1539,14,1
4172,16,4,5,2,460800,0,0.291555,917,5253,1352,28,1
4173,16,4,5,2,230400,0,0.282067,1066,6086,1266,28,1
4174,16,4,5,2,115200,0,0.295891,1333,8294,1392,28,1
4175,16,4,5,2,57600,0,0.271510,2178,12325,1765,28,1
4179,16,4,5,3,460800,0,0.292781,1010,5312,1461,41,1
4180,16,4,5,3,230400,0,0.293378,1043,6077,1456,41,1
4181,16,4,5,3,115200,0,0.278721,1353,7721,1625,41,1
4182,16,4,5,3,57600,0,0.304422,2105,12728,1874,41,1
4186,16,4,5,4,460800,0,0.278101,1448,8303,1786,53,1
4187,16,4,5,4,230400,0,0.283363,1603,9118,1782,53,1
4188,16,4,5,4,115200,0,0.298502,2193,13128,1895,53,1
4193,16,4,5,5,460800,0,0.282240,1863,8351,1446,125,1
4195,16,4,5,5,115200,0,0.285853,2510,12757,1513,125,1
4200,16,5,1,1,460800,0,0.314336,459,2486,715,17,1
4201,16,5,1,1,230400,0,0.333119,475,2759,750,17,1
4202,16,5,1,1,115200,0,0.327049,573,3077,822,17,1
4203,16,5,1,1,57600,0,0.312580,768,3876,846,17,1
4207,16,5,1,2,460800,0,0.341442,685,3760,865,35,1
4208,16,5,1,2,230400,0,0.366258,719,4080,936,35,1
4209,16,5,1,2,115200,0,0.336689,830,4422,1014,35,1
4210,16,5,1,2,57600,0,0.340469,1020,5488,1075,35,1
4214,16,5,1,3,460800,0,0.326610,826,4120,1084,52,1
4215,16,5,1,3,230400,0,0.330905,919,4248,1138,52,1
4216,16,5,1,3,115200,0,0.339247,861,4609,1130,52,1
4217,16,5,1,3,57600,0,0.338732,1062,5721,1252,52,1
4221,16,5,1,4,460800,0,0.343875,1684,6931,785,125,1
4222,16,5,1,4,230400,0,0.352005,1577,7177,755,125,1
4223,16,5,1,4,115200,0,0.344772,1636,7794,796,125,1
4224,16,5,1,4,57600,0,0.340383,2033,10087,1131,125,1
4228,16,5,1,5,460800,0,0.339648,1597,7012,706,155,1
4229,16,5,1,5,230400,0,0.330466,1755,7251,712,155,1
4230,16,5,1,5,115200,0,0.354862,1777,7670,864,155,1
4231,16,5,1,5,57600,0,0.340774,2027,9009,1088,155,1
4235,16,5,2,1,460800,0,0.326463,489,2819,757,17,1
4236,16,5,2,1,230400,0,0.314010,558,3103,767,17,1
4237,16,5,2,1,115200,0,0.334764,639,3590,912,17,1
4238,16,5,2,1,57600,0,0.319138,897,4792,917,17,1
4242,16,5,2,2,460800,0,0.336229,781,4072,1016,35,1
4243,16,5,2,2,230400,0,0.344906,769,4286,977,35,1
4244,16,5,2,2,115200,0,0.343967,991,4957,1145,35,1
4245,16,5,2,2,57600,0,0.388573,1149,6381,1107,35,1
4249,16,5,2,3,460800,0,0.350991,836,4126,1097,52,1
4250,16,5,2,3,230400,0,0.336530,821,4362,1102,52,1
4251,16,5,2,3,115200,0,0.341995,940,5143,1150,52,1
4252,16,5,2,3,57600,0,0.341507,1458,7120,1438,52,1
4256,16,5,2,4,460800,0,0.350301,1683,7320,1043,125,1
4257,16,5,2,4,230400,0,0.336181,1758,7937,1112,125,1
4258,16,5,2,4,115200,0,0.334979,1968,9081,1065,125,1
4259,16,5,2,4,57600,0,0.338396,2313,11400,1154,125,1
4263,16,5,2,5,460800,0,0.355123,1709,6757,790,155,1
4264,16,5,2,5,230400,0,0.326594,1690,7022,755,155,1
4265,16,5,2,5,115200,0,0.326876,1725,7930,850,155,1
4266,16,5,2,5,57600,0,0.326481,2240,9505,1264,155,1
4270,16,5,3,1,460800,0,0.328280,602,3374,874,17,1
4271,16,5,3,1,230400,0,0.336347,634,3758,873,17,1
4272,16,5,3,1,115200,0,0.344792,854,4835,992,17,1
4273,16,5,3,1,57600,0,0.338373,1093,6683,1311,17,1
4277,16,5,3,2,460800,0,0.335949,964,5154,1244,34,1
4278,16,5,3,2,230400,0,0.343542,1064,5871,1286,35,1
4279,16,5,3,2,115200,0,0.345417,1260,7078,1322,35,1
4280,16,5,3,2,57600,0,0.346572,1711,10409,1584,35,1
4284,16,5,3,3,460800,0,0.339376,1093,5571,1452,52,1
4285,16,5,3,3,230400,0,0.326008,1060,5958,1488,52,1
4286,16,5,3,3,115200,0,0.351135,1309,7478,1516,52,1
4287,16,5,3,3,57600,0,0.351116,1788,10581,1820,52,1
4291,16,5,3,4,460800,0,0.336678,2133,10094,1308,125,1
4292,16,5,3,4,230400,0,0.329049,2055,10580,1430,125,1
4293,16,5,3,4,115200,0,0.325433,2644,12950,1501,125,1
4294,16,5,3,4,57600,0,0.328670,2977,16213,1528,125,1
4298,16,5,3,5,460800,0,0.343732,2021,8453,1234,155,1
4299,16,5,3,5,230400,0,0.332617,2135,9602,1266,155,1
4300,16,5,3,5,115200,0,0.387283,2253,10854,1556,155,1
4305,16,5,4,1,460800,0,0.312914,544,3162,707,17,1
4306,16,5,4,1,230400,0,0.321315,673,3438,771,17,1
4307,16,5,4,1,115200,0,0.323625,776,4191,822,17,1
4308,16,5,4,1,57600,0,0.311070,965,5755,872,17,1
4312,16,5,4,2,460800,0,0.348438,840,4492,1122,35,1
4313,16,5,4,2,230400,0,0.323737,942,5170,1060,35,1
4314,16,5,4,2,115200,0,0.329102,1120,6357,1182,35,1
4315,16,5,4,2,57600,0,0.323122,1388,8282,1182,35,1
4319,16,5,4,3,460800,0,0.328077,958,5195,1162,52,1
4320,16,5,4,3,230400,0,0.317515,1026,5667,1183,52,1
4321,16,5,4,3,115200,0,0.333312,1240,6780,1238,52,1
4322,16,5,4,3,57600,0,0.341098,1594,9023,1353,52,1
4326,16,5,4,4,460800,0,0.342258,1759,8378,1117,125,1
4327,16,5,4,4,230400,0,0.326801,1898,9194,1210,125,1
4328,16,5,4,4,115200,0,0.328998,2260,11191,1187,125,1
4329,16,5,4,4,57600,0,0.320599,2760,14869,1188,125,1
4333,16,5,4,5,460800,0,0.326866,1826,8197,804,155,1
4334,16,5,4,5,230400,0,0.334597,1849,8836,833,155,1
4335,16,5,4,5,115200,0,0.320775,1986,9431,870,155,1
4340,16,5,5,1,460800,0,0.329244,632,3711,1149,17,1
4341,16,5,5,1,230400,0,0.317295,757,4394,1116,17,1
4342,16,5,5,1,115200,0,0.310709,968,5707,1258,17,1
4343,16,5,5,1,57600,0,0.326362,1414,8535,1536,17,1
4347,16,5,5,2,460800,0,0.355549,1105,5954,1519,35,1
4348,16,5,5,2,230400,0,0.347073,1123,6776,1407,35,1
4349,16,5,5,2,115200,0,0.347379,1512,9062,1614,35,1
4350,16,5,5,2,57600,0,0.329378,2296,13764,1828,35,1
4354,16,5,5,3,460800,0,0.335754,1226,6452,1597,52,1
4355,16,5,5,3,230400,0,0.330714,1281,6893,1558,52,1
