n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,knob_I_B,obj1,obj2,lut,ff,dsp,bram
4356,16,5,5,3,115200,0,0.339304,1593,8831,1749,52,1
4357,16,5,5,3,57600,0,0.323384,2584,15039,2062,52,1
4361,16,5,5,4,460800,0,0.329658,2034,10546,1575,125,1
4362,16,5,5,4,230400,0,0.356166,2522,12393,1623,125,1
4363,16,5,5,4,115200,0,0.340402,2582,13935,1709,125,1
4368,16,5,5,5,460800,0,0.343695,2102,9436,1514,155,1
4370,16,5,5,5,115200,0,0.331669,2513,12863,1733,155,1
4375,32,1,1,1,460800,0,0.383827,319,1846,519,9,1
4376,32,1,1,1,230400,0,0.394200,342,1998,447,9,1
4377,32,1,1,1,115200,0,0.396546,410,2360,486,9,1
4378,32,1,1,1,57600,0,0.355361,569,3108,559,9,1
4382,32,1,1,2,460800,0,0.364243,378,2149,541,9,1
4383,32,1,1,2,230400,0,0.390274,422,2400,644,9,1
4384,32,1,1,2,115200,0,0.375383,479,2818,609,9,1
4385,32,1,1,2,57600,0,0.381853,684,3735,739,9,1
4389,32,1,1,3,460800,0,0.364945,355,2035,509,11,1
4390,32,1,1,3,230400,0,0.356414,387,2206,513,10,1
4391,32,1,1,3,115200,0,0.375296,479,2635,552,10,1
4392,32,1,1,3,57600,0,0.350953,694,3483,632,10,1
4396,32,1,1,4,460800,0,0.384357,429,2567,552,13,1
4397,32,1,1,4,230400,0,0.358440,508,2858,561,14,1
4398,32,1,1,4,115200,0,0.390496,603,3620,658,14,1
4399,32,1,1,4,57600,0,0.361093,874,4744,643,14,1
4403,32,1,1,5,460800,0,0.376195,389,2344,628,17,1
4404,32,1,1,5,230400,0,0.392730,429,2439,697,17,1
4405,32,1,1,5,115200,0,0.388476,562,2936,641,17,1
4406,32,1,1,5,57600,0,0.360076,720,3830,681,17,1
4410,32,1,2,1,460800,0,0.379077,350,2054,485,9,1
4411,32,1,2,1,230400,0,0.365606,390,2320,498,9,1
4412,32,1,2,1,115200,0,0.367076,507,2876,545,9,1
4413,32,1,2,1,57600,0,0.350902,703,3957,629,9,1
4417,32,1,2,2,460800,0,0.374407,482,2660,594,9,1
4418,32,1,2,2,230400,0,0.348610,505,2896,604,9,1
4419,32,1,2,2,115200,0,0.353345,650,3674,645,9,1
4420,32,1,2,2,57600,0,0.362189,867,4997,711,9,1
4424,32,1,2,3,460800,0,0.367249,429,2459,691,11,1
4425,32,1,2,3,230400,0,0.355075,479,2726,670,10,1
4426,32,1,2,3,115200,0,0.348545,588,3297,722,10,1
4427,32,1,2,3,57600,0,0.372915,881,5006,808,10,1
4431,32,1,2,4,460800,0,0.369113,565,3300,600,13,1
4432,32,1,2,4,230400,0,0.378820,638,3801,611,14,1
4433,32,1,2,4,115200,0,0.351494,876,5029,646,14,1
4434,32,1,2,4,57600,0,0.364055,1156,7061,697,14,1
4438,32,1,2,5,460800,0,0.391208,506,2844,605,17,1
4439,32,1,2,5,230400,0,0.413761,568,3223,684,17,1
4440,32,1,2,5,115200,0,0.362016,696,3915,669,17,1
4441,32,1,2,5,57600,0,0.387445,1068,5721,799,17,1
4445,32,1,3,1,460800,0,0.387497,422,2453,682,9,1
4446,32,1,3,1,230400,0,0.420032,519,2991,685,9,1
4447,32,1,3,1,115200,0,0.382053,658,3835,795,9,1
4448,32,1,3,1,57600,0,0.361909,1056,6088,1006,9,1
4452,32,1,3,2,460800,0,0.368050,552,3459,733,9,1
4453,32,1,3,2,230400,0,0.387149,689,3989,823,9,1
4454,32,1,3,2,115200,0,0.382728,892,5449,824,9,1
4455,32,1,3,2,57600,0,0.357902,1411,8419,968,9,1
4459,32,1,3,3,460800,0,0.371012,562,3235,743,11,1
4460,32,1,3,3,230400,0,0.360429,654,3694,749,10,1
4461,32,1,3,3,115200,0,0.369161,926,5083,860,10,1
4462,32,1,3,3,57600,0,0.364566,1416,7903,1072,10,1
4466,32,1,3,4,460800,0,0.400758,754,4814,851,13,1
4467,32,1,3,4,230400,0,0.394183,886,5612,933,14,1
4468,32,1,3,4,115200,0,0.386214,1189,7591,945,14,1
4469,32,1,3,4,57600,0,0.365313,2027,12667,1068,14,1
4473,32,1,3,5,460800,0,0.383185,596,3627,967,17,1
4474,32,1,3,5,230400,0,0.382118,733,4276,796,17,1
4475,32,1,3,5,115200,0,0.395424,982,5769,956,17,1
4476,32,1,3,5,57600,0,0.364610,1370,8391,1154,17,1
4480,32,1,4,1,460800,0,0.345361,385,2203,518,9,1
4481,32,1,4,1,230400,0,0.392014,432,2583,525,9,1
4482,32,1,4,1,115200,0,0.349633,579,3264,575,9,1
4483,32,1,4,1,57600,0,0.357083,820,4665,664,9,1
4487,32,1,4,2,460800,0,0.349805,495,2911,676,9,1
4488,32,1,4,2,230400,0,0.366594,568,3403,664,9,1
4489,32,1,4,2,115200,0,0.357341,784,4572,714,9,1
4490,32,1,4,2,57600,0,0.358243,1105,6554,777,9,1
4494,32,1,4,3,460800,0,0.352102,495,2767,591,11,1
4495,32,1,4,3,230400,0,0.357985,556,3285,599,10,1
4496,32,1,4,3,115200,0,0.349912,742,4157,650,10,1
4497,32,1,4,3,57600,0,0.371210,1019,6258,734,10,1
4501,32,1,4,4,460800,0,0.382847,652,3916,716,13,1
4502,32,1,4,4,230400,0,0.367306,755,4616,668,14,1
4503,32,1,4,4,115200,0,0.369281,1046,6515,797,14,1
4504,32,1,4,4,57600,0,0.369539,1550,9367,758,14,1
4508,32,1,4,5,460800,0,0.366229,526,3243,698,17,1
4509,32,1,4,5,230400,0,0.384843,651,3896,717,17,1
4510,32,1,4,5,115200,0,0.389202,869,5118,719,17,1
4511,32,1,4,5,57600,0,0.387892,1193,6838,818,17,1
4515,32,1,5,1,460800,0,0.387796,492,2860,827,9,1
4516,32,1,5,1,230400,0,0.422073,633,3466,841,9,1
4517,32,1,5,1,115200,0,0.370405,763,4582,980,9,1
4518,32,1,5,1,57600,0,0.378783,1198,7319,1261,9,1
4522,32,1,5,2,460800,0,0.381743,715,4311,894,9,1
4523,32,1,5,2,230400,0,0.376414,857,5293,908,9,1
4524,32,1,5,2,115200,0,0.365515,1198,7254,1024,9,1
4525,32,1,5,2,57600,0,0.370449,1819,10741,1268,9,1
4529,32,1,5,3,460800,0,0.389112,667,4090,882,11,1
4530,32,1,5,3,230400,0,0.398191,736,4376,896,10,1
4531,32,1,5,3,115200,0,0.376326,1035,6505,1103,10,1
4532,32,1,5,3,57600,0,0.363673,1864,11978,1324,9,1
4536,32,1,5,4,460800,0,0.390912,975,6150,981,13,1
4537,32,1,5,4,230400,0,0.374052,1117,7049,994,13,1
4538,32,1,5,4,115200,0,0.394705,1432,9469,1112,13,1
4539,32,1,5,4,57600,0,0.353507,2518,15578,1449,13,1
4543,32,1,5,5,460800,0,0.401283,780,4660,934,17,1
4545,32,1,5,5,115200,0,0.381085,1223,7242,1184,17,1
4550,32,2,1,1,460800,0,0.329587,316,1779,605,10,1
4551,32,2,1,1,230400,0,0.339243,353,2027,608,10,1
4552,32,2,1,1,115200,0,0.327173,397,2395,649,10,1
4553,32,2,1,1,57600,0,0.320127,545,3045,734,10,1
4557,32,2,1,2,460800,0,0.320932,423,2350,713,14,1
4558,32,2,1,2,230400,0,0.340872,493,2582,751,14,1
4559,32,2,1,2,115200,0,0.339910,616,3130,752,14,1
4560,32,2,1,2,57600,0,0.328311,703,4032,815,14,1
4564,32,2,1,3,460800,0,0.370116,430,2514,700,18,1
4565,32,2,1,3,230400,0,0.345327,490,2652,704,18,1
4566,32,2,1,3,115200,0,0.358045,583,3040,748,18,1
4567,32,2,1,3,57600,0,0.384247,704,3988,833,18,1
4571,32,2,1,4,460800,0,0.334843,655,3324,887,29,1
4572,32,2,1,4,230400,0,0.316635,666,3686,789,29,1
4573,32,2,1,4,115200,0,0.323953,791,4299,852,29,1
4574,32,2,1,4,57600,0,0.327662,1028,5784,936,29,1
4578,32,2,1,5,460800,0,0.353551,642,3118,956,35,1
4579,32,2,1,5,230400,0,0.353983,671,3359,923,35,1
4580,32,2,1,5,115200,0,0.345327,728,3760,906,35,1
4581,32,2,1,5,57600,0,0.336574,921,4660,1076,35,1
4585,32,2,2,1,460800,0,0.344346,342,2102,655,10,1
4586,32,2,2,1,230400,0,0.327925,385,2368,697,10,1
4587,32,2,2,1,115200,0,0.317628,541,2827,715,10,1
4588,32,2,2,1,57600,0,0.319019,669,3994,814,10,1
4592,32,2,2,2,460800,0,0.392896,508,2844,687,14,1
4593,32,2,2,2,230400,0,0.348287,551,3147,704,14,1
4594,32,2,2,2,115200,0,0.325665,745,3876,742,14,1
4595,32,2,2,2,57600,0,0.338666,950,5439,804,14,1
4599,32,2,2,3,460800,0,0.339381,503,2879,749,18,1
4600,32,2,2,3,230400,0,0.337816,551,3128,755,18,1
4601,32,2,2,3,115200,0,0.333025,691,4015,805,18,1
4602,32,2,2,3,57600,0,0.361251,1009,5522,906,18,1
4606,32,2,2,4,460800,0,0.343372,745,4073,971,29,1
4607,32,2,2,4,230400,0,0.362069,802,4398,1042,28,1
4608,32,2,2,4,115200,0,0.364966,997,5556,908,28,1
4609,32,2,2,4,57600,0,0.336709,1217,7242,1024,28,1
4613,32,2,2,5,460800,0,0.334976,652,3435,968,35,1
4614,32,2,2,5,230400,0,0.332291,662,3673,915,35,1
4615,32,2,2,5,115200,0,0.352885,801,4314,965,35,1
4616,32,2,2,5,57600,0,0.372861,1062,6051,1083,35,1
4620,32,2,3,1,460800,0,0.344786,447,2549,861,9,1
4621,32,2,3,1,230400,0,0.334115,519,3053,860,9,1
4622,32,2,3,1,115200,0,0.326501,737,3883,973,9,1
4623,32,2,3,1,57600,0,0.356256,1040,6251,1183,9,1
4627,32,2,3,2,460800,0,0.340444,633,3649,965,13,1
4628,32,2,3,2,230400,0,0.352205,736,4275,910,13,1
4629,32,2,3,2,115200,0,0.353549,952,5655,980,13,1
4630,32,2,3,2,57600,0,0.362117,1453,8827,1231,13,1
4634,32,2,3,3,460800,0,0.350609,671,3738,947,17,1
4635,32,2,3,3,230400,0,0.348136,731,4243,999,17,1
4636,32,2,3,3,115200,0,0.352965,943,5615,1116,17,1
4637,32,2,3,3,57600,0,0.357015,1381,8494,1295,17,1
4641,32,2,3,4,460800,0,0.378186,910,5440,1177,28,1
4642,32,2,3,4,230400,0,0.334383,1098,6156,1253,29,1
4643,32,2,3,4,115200,0,0.335006,1419,8377,1229,29,1
4644,32,2,3,4,57600,0,0.329497,2265,13329,1489,29,1
4648,32,2,3,5,460800,0,0.344260,806,4549,1196,34,1
4649,32,2,3,5,230400,0,0.353218,953,5384,1235,34,1
4650,32,2,3,5,115200,0,0.343637,1252,7092,1332,34,1
4651,32,2,3,5,57600,0,0.379136,1667,9883,1602,34,1
4655,32,2,4,1,460800,0,0.326928,413,2362,691,9,1
4656,32,2,4,1,230400,0,0.327100,470,2815,752,9,1
4657,32,2,4,1,115200,0,0.320028,587,3495,741,9,1
4658,32,2,4,1,57600,0,0.362039,863,5182,840,9,1
4662,32,2,4,2,460800,0,0.341838,551,3285,854,14,1
4663,32,2,4,2,230400,0,0.314757,642,3658,837,14,1
4664,32,2,4,2,115200,0,0.325318,808,4738,887,14,1
4665,32,2,4,2,57600,0,0.322117,1152,6677,950,14,1
4669,32,2,4,3,460800,0,0.336875,584,3306,822,18,1
4670,32,2,4,3,230400,0,0.325969,650,3714,769,18,1
4671,32,2,4,3,115200,0,0.328748,933,5164,825,18,1
4672,32,2,4,3,57600,0,0.346649,1173,6775,949,18,1
4676,32,2,4,4,460800,0,0.356526,775,4479,1037,28,1
4677,32,2,4,4,230400,0,0.372238,972,5421,1032,28,1
4678,32,2,4,4,115200,0,0.371874,1177,7039,999,28,1
4679,32,2,4,4,57600,0,0.333341,1534,9524,1176,28,1
4683,32,2,4,5,460800,0,0.338925,702,4186,1063,35,1
4684,32,2,4,5,230400,0,0.326314,930,5217,953,35,1
4685,32,2,4,5,115200,0,0.350406,1115,6304,1031,35,1
4686,32,2,4,5,57600,0,0.330627,1496,8829,1108,35,1
4690,32,2,5,1,460800,0,0.368702,509,3054,1077,9,1
4691,32,2,5,1,230400,0,0.324975,618,3695,990,9,1
4692,32,2,5,1,115200,0,0.330745,829,4916,1134,9,1
4693,32,2,5,1,57600,0,0.329018,1275,7762,1423,9,1
4697,32,2,5,2,460800,0,0.340087,810,4654,1104,13,1
4698,32,2,5,2,230400,0,0.336927,903,5240,1130,13,1
4699,32,2,5,2,115200,0,0.341304,1194,7358,1238,13,1
4700,32,2,5,2,57600,0,0.341324,1893,11499,1475,13,1
4704,32,2,5,3,460800,0,0.321579,731,4311,1144,17,1
4705,32,2,5,3,230400,0,0.316712,838,4933,1066,17,1
4706,32,2,5,3,115200,0,0.363776,1116,6655,1255,17,1
4707,32,2,5,3,57600,0,0.348997,1797,11057,1500,17,1
4711,32,2,5,4,460800,0,0.347794,1060,6300,1309,29,1
4712,32,2,5,4,230400,0,0.357192,1238,7428,1334,29,1
4713,32,2,5,4,115200,0,0.332862,1815,11044,1468,29,1
4718,32,2,5,5,460800,0,0.354414,852,4772,1407,34,1
4720,32,2,5,5,115200,0,0.387838,1274,7667,1435,34,1
4725,32,3,1,1,460800,0,0.318161,373,2117,639,11,1
4726,32,3,1,1,230400,0,0.330626,425,2324,642,11,1
4727,32,3,1,1,115200,0,0.331513,492,2673,682,11,1
4728,32,3,1,1,57600,0,0.342639,576,3350,769,11,1
4732,32,3,1,2,460800,0,0.311975,509,2855,875,18,1
4733,32,3,1,2,230400,0,0.328043,551,3104,826,18,1
4734,32,3,1,2,115200,0,0.305281,655,3559,828,18,1
4735,32,3,1,2,57600,0,0.310504,811,4514,888,18,1
4739,32,3,1,3,460800,0,0.310617,614,3288,789,34,1
4740,32,3,1,3,230400,0,0.345072,656,3477,817,34,1
4741,32,3,1,3,115200,0,0.326892,684,3874,868,34,1
4742,32,3,1,3,57600,0,0.313710,914,4736,901,34,1
4746,32,3,1,4,460800,0,0.328996,859,4155,995,41,1
4747,32,3,1,4,230400,0,0.355071,794,4431,1037,41,1
4748,32,3,1,4,115200,0,0.320625,1002,5104,1029,41,1
4749,32,3,1,4,57600,0,0.309181,1159,6214,1196,41,1
4753,32,3,1,5,460800,0,0.343940,808,4088,1111,52,1
4754,32,3,1,5,230400,0,0.333342,887,4180,1096,52,1
4755,32,3,1,5,115200,0,0.313918,941,4602,1095,52,1
4756,32,3,1,5,57600,0,0.328439,1076,5797,1303,52,1
4760,32,3,2,1,460800,0,0.311679,421,2501,710,10,1
4761,32,3,2,1,230400,0,0.300419,473,2792,722,11,1
4762,32,3,2,1,115200,0,0.313683,609,3267,741,11,1
4763,32,3,2,1,57600,0,0.319712,792,4466,840,11,1
4767,32,3,2,2,460800,0,0.311531,601,3268,903,18,1
4768,32,3,2,2,230400,0,0.306615,620,3640,869,18,1
4769,32,3,2,2,115200,0,0.304463,786,4337,959,18,1
4770,32,3,2,2,57600,0,0.285355,1079,6124,988,18,1
4774,32,3,2,3,460800,0,0.323293,700,3598,861,34,1
4775,32,3,2,3,230400,0,0.326038,740,4036,902,34,1
4776,32,3,2,3,115200,0,0.335110,857,4356,957,34,1
4777,32,3,2,3,57600,0,0.308600,1143,6355,1050,34,1
4781,32,3,2,4,460800,0,0.327252,920,4715,1170,41,1
4782,32,3,2,4,230400,0,0.300156,1053,5277,1229,41,1
4783,32,3,2,4,115200,0,0.352197,1104,6561,1114,41,1
4784,32,3,2,4,57600,0,0.339493,1337,8387,1199,41,1
4788,32,3,2,5,460800,0,0.303498,1034,4753,1175,52,1
4789,32,3,2,5,230400,0,0.326168,971,5215,1103,52,1
4790,32,3,2,5,115200,0,0.329656,1136,5785,1179,52,1
4791,32,3,2,5,57600,0,0.335611,1337,7855,1327,52,1
4795,32,3,3,1,460800,0,0.347087,473,2906,884,10,1
4796,32,3,3,1,230400,0,0.316224,578,3444,884,10,1
4797,32,3,3,1,115200,0,0.307452,723,4361,996,10,1
4798,32,3,3,1,57600,0,0.308985,1051,6460,1205,10,1
4802,32,3,3,2,460800,0,0.309790,739,4199,967,17,1
4803,32,3,3,2,230400,0,0.340597,789,4770,1039,17,1
4804,32,3,3,2,115200,0,0.324454,1068,6214,1076,17,1
4805,32,3,3,2,57600,0,0.329860,1485,9316,1262,17,1
4809,32,3,3,3,460800,0,0.337061,756,3991,1110,34,1
4810,32,3,3,3,230400,0,0.325053,831,4632,1185,34,1
4811,32,3,3,3,115200,0,0.327915,1148,6073,1337,34,1
4812,32,3,3,3,57600,0,0.345647,1498,8975,1531,34,1
4816,32,3,3,4,460800,0,0.340434,1081,5913,1361,41,1
4817,32,3,3,4,230400,0,0.314778,1180,6712,1366,41,1
4818,32,3,3,4,115200,0,0.316031,1567,8890,1528,41,1
4819,32,3,3,4,57600,0,0.308569,2122,12884,1680,41,1
4823,32,3,3,5,460800,0,0.361565,966,4780,1510,51,1
4824,32,3,3,5,230400,0,0.340746,1084,5938,1457,52,1
4825,32,3,3,5,115200,0,0.345067,1282,7440,1448,52,1
4826,32,3,3,5,57600,0,0.339194,1824,9944,1794,52,1
4830,32,3,4,1,460800,0,0.343079,490,2863,735,11,1
4831,32,3,4,1,230400,0,0.303966,582,3179,718,10,1
4832,32,3,4,1,115200,0,0.307958,686,3781,764,11,1
4833,32,3,4,1,57600,0,0.316164,941,5492,867,11,1
4837,32,3,4,2,460800,0,0.319015,678,3829,826,18,1
4838,32,3,4,2,230400,0,0.309522,740,4392,781,18,1
4839,32,3,4,2,115200,0,0.312134,992,5598,836,18,1
4840,32,3,4,2,57600,0,0.309688,1334,7717,905,18,1
4844,32,3,4,3,460800,0,0.320303,741,4265,922,34,1
4845,32,3,4,3,230400,0,0.316715,824,4692,906,34,1
4846,32,3,4,3,115200,0,0.330311,984,5843,922,34,1
4847,32,3,4,3,57600,0,0.313091,1315,7617,1012,34,1
4851,32,3,4,4,460800,0,0.346760,1034,5555,1105,41,1
4852,32,3,4,4,230400,0,0.338667,1167,6621,1157,41,1
4853,32,3,4,4,115200,0,0.347367,1439,8356,1239,41,1
4854,32,3,4,4,57600,0,0.332009,2106,11493,1220,41,1
4858,32,3,4,5,460800,0,0.333623,1033,5136,1177,52,1
4859,32,3,4,5,230400,0,0.312134,1113,6122,1175,52,1
4860,32,3,4,5,115200,0,0.319622,1300,7347,1195,52,1
4861,32,3,4,5,57600,0,0.322308,1518,8679,1358,52,1
4865,32,3,5,1,460800,0,0.315200,566,3278,1038,10,1
4866,32,3,5,1,230400,0,0.338019,670,3880,1069,10,1
4867,32,3,5,1,115200,0,0.315747,857,5141,1179,10,1
4868,32,3,5,1,57600,0,0.315917,1323,7961,1458,10,1
4872,32,3,5,2,460800,0,0.329815,889,5218,1258,17,1
4873,32,3,5,2,230400,0,0.317520,963,5796,1123,17,1
4874,32,3,5,2,115200,0,0.324874,1344,8158,1276,17,1
4875,32,3,5,2,57600,0,0.312183,2018,12602,1564,17,1
4879,32,3,5,3,460800,0,0.321951,1015,5432,1601,34,1
4880,32,3,5,3,230400,0,0.325949,979,5923,1539,34,1
4881,32,3,5,3,115200,0,0.333380,1431,7841,1706,34,1
4882,32,3,5,3,57600,0,0.329118,2066,12620,1993,34,1
4886,32,3,5,4,460800,0,0.331523,1353,7955,1541,41,1
4887,32,3,5,4,230400,0,0.377035,1349,8435,1491,41,1
4888,32,3,5,4,115200,0,0.330787,2083,12721,1713,41,1
4893,32,3,5,5,460800,0,0.336699,1220,6511,1638,55,1
4895,32,3,5,5,115200,0,0.320160,1750,9523,1695,52,1
4900,32,4,1,1,460800,0,0.258361,401,2112,677,14,1
4901,32,4,1,1,230400,0,0.270394,415,2315,749,14,1
4902,32,4,1,1,115200,0,0.264111,529,2645,721,14,1
4903,32,4,1,1,57600,0,0.265116,630,3323,804,14,1
4907,32,4,1,2,460800,0,0.280684,554,2968,956,29,1
4908,32,4,1,2,230400,0,0.298986,619,3277,930,29,1
4909,32,4,1,2,115200,0,0.281093,675,3655,989,29,1
4910,32,4,1,2,57600,0,0.269750,916,4507,1128,29,1
4914,32,4,1,3,460800,0,0.268666,693,3398,1014,41,1
4915,32,4,1,3,230400,0,0.281485,724,3716,993,41,1
4916,32,4,1,3,115200,0,0.274055,779,3995,991,41,1
4917,32,4,1,3,57600,0,0.269845,950,4876,1214,41,1
4921,32,4,1,4,460800,0,0.286928,809,4449,1269,53,1
4922,32,4,1,4,230400,0,0.294937,960,4782,1147,53,1
4923,32,4,1,4,115200,0,0.284462,1023,5279,1161,53,1
4924,32,4,1,4,57600,0,0.282452,1266,6471,1366,53,1
4928,32,4,1,5,460800,0,0.257403,1396,5858,758,125,1
4929,32,4,1,5,230400,0,0.268619,1437,6082,723,125,1
4930,32,4,1,5,115200,0,0.287141,1411,6362,708,125,1
4931,32,4,1,5,57600,0,0.276270,1716,7511,1106,125,1
4935,32,4,2,1,460800,0,0.266108,416,2406,759,13,1
4936,32,4,2,1,230400,0,0.248595,498,2677,731,13,1
4937,32,4,2,1,115200,0,0.266293,614,3243,816,13,1
4938,32,4,2,1,57600,0,0.267417,823,4475,872,13,1
4942,32,4,2,2,460800,0,0.285885,589,3269,974,28,1
4943,32,4,2,2,230400,0,0.267710,660,3522,1020,28,1
4944,32,4,2,2,115200,0,0.299947,767,4354,1022,28,1
4945,32,4,2,2,57600,0,0.256158,1047,5974,1116,28,1
4949,32,4,2,3,460800,0,0.274733,686,3516,1022,40,1
4950,32,4,2,3,230400,0,0.252816,801,3941,1034,40,1
4951,32,4,2,3,115200,0,0.283236,918,4646,1087,40,1
4952,32,4,2,3,57600,0,0.254448,1208,6088,1255,40,1
4956,32,4,2,4,460800,0,0.295666,982,4713,1398,52,1
4957,32,4,2,4,230400,0,0.286489,1027,5237,1434,53,1
4958,32,4,2,4,115200,0,0.275957,1258,6193,1338,53,1
4959,32,4,2,4,57600,0,0.271168,1497,8295,1339,53,1
4963,32,4,2,5,460800,0,0.258022,1454,6139,779,125,1
4964,32,4,2,5,230400,0,0.272947,1595,6580,847,125,1
4965,32,4,2,5,115200,0,0.294341,1499,7277,829,125,1
4966,32,4,2,5,57600,0,0.269820,1909,9335,1160,125,1
4970,32,4,3,1,460800,0,0.285905,560,2956,1003,14,1
4971,32,4,3,1,230400,0,0.278469,568,3422,960,14,1
4972,32,4,3,1,115200,0,0.274269,780,4482,1041,14,1
4973,32,4,3,1,57600,0,0.287367,1106,6361,1246,14,1
4977,32,4,3,2,460800,0,0.286325,742,4324,1163,28,1
4978,32,4,3,2,230400,0,0.278095,857,4794,1111,28,1
4979,32,4,3,2,115200,0,0.257499,1132,6205,1277,28,1
4980,32,4,3,2,57600,0,0.247559,1564,9388,1329,28,1
4984,32,4,3,3,460800,0,0.270893,818,4317,1285,41,1
4985,32,4,3,3,230400,0,0.273926,889,4653,1369,41,1
4986,32,4,3,3,115200,0,0.277333,1253,5960,1441,41,1
4987,32,4,3,3,57600,0,0.302798,1485,8699,1542,41,1
4991,32,4,3,4,460800,0,0.279985,1170,6057,1662,56,1
4992,32,4,3,4,230400,0,0.276703,1242,6789,1621,53,1
4993,32,4,3,4,115200,0,0.263547,1681,9656,1568,53,1
4994,32,4,3,4,57600,0,0.251728,2290,13263,1812,53,1
4998,32,4,3,5,460800,0,0.274689,1576,6590,1128,125,1
4999,32,4,3,5,230400,0,0.266242,1690,7524,1252,125,1
5000,32,4,3,5,115200,0,0.295363,1611,8853,1299,125,1
5001,32,4,3,5,57600,0,0.284053,2227,11399,1566,125,1
5005,32,4,4,1,460800,0,0.255128,454,2557,766,13,1
5006,32,4,4,1,230400,0,0.255037,594,3053,760,13,1
5007,32,4,4,1,115200,0,0.272787,623,3773,806,13,1
5008,32,4,4,1,57600,0,0.252231,965,5319,908,13,1
5012,32,4,4,2,460800,0,0.281936,692,3841,955,28,1
5013,32,4,4,2,230400,0,0.289957,765,4310,1095,28,1
5014,32,4,4,2,115200,0,0.279694,998,5569,1036,28,1
5015,32,4,4,2,57600,0,0.272604,1262,7375,1068,28,1
5019,32,4,4,3,460800,0,0.263942,786,3883,1061,40,1
5020,32,4,4,3,230400,0,0.274860,870,4452,1081,40,1
5021,32,4,4,3,115200,0,0.302888,1032,5731,1139,40,1
5022,32,4,4,3,57600,0,0.287700,1273,6845,1291,40,1
5026,32,4,4,4,460800,0,0.278402,1104,5666,1441,52,1
5027,32,4,4,4,230400,0,0.283905,1185,6702,1320,52,1
5028,32,4,4,4,115200,0,0.297396,1500,8475,1320,52,1
5029,32,4,4,4,57600,0,0.264317,1936,11188,1511,52,1
5033,32,4,4,5,460800,0,0.286251,1455,6499,834,125,1
5034,32,4,4,5,230400,0,0.276660,1685,7481,912,125,1
5035,32,4,4,5,115200,0,0.299320,1614,8065,883,125,1
5040,32,4,5,1,460800,0,0.300463,548,3331,1078,14,1
5041,32,4,5,1,230400,0,0.279977,713,3980,1081,14,1
5042,32,4,5,1,115200,0,0.271494,884,5181,1253,14,1
5043,32,4,5,1,57600,0,0.262084,1241,7882,1539,14,1
5047,32,4,5,2,460800,0,0.291555,917,5253,1352,28,1
5048,32,4,5,2,230400,0,0.286135,1057,6078,1266,28,1
5049,32,4,5,2,115200,0,0.295891,1333,8294,1392,28,1
5050,32,4,5,2,57600,0,0.271510,2178,12325,1765,28,1
5054,32,4,5,3,460800,0,0.292781,1010,5312,1461,41,1
5055,32,4,5,3,230400,0,0.293378,1043,6077,1456,41,1
5056,32,4,5,3,115200,0,0.278721,1353,7721,1625,41,1
5057,32,4,5,3,57600,0,0.304422,2105,12728,1874,41,1
5061,32,4,5,4,460800,0,0.278101,1448,8303,1786,53,1
5062,32,4,5,4,230400,0,0.283363,1603,9118,1782,53,1
5063,32,4,5,4,115200,0,0.298502,2193,13128,1895,53,1
5068,32,4,5,5,460800,0,0.282240,1863,8351,1446,125,1
5070,32,4,5,5,115200,0,0.285853,2510,12757,1513,125,1
5075,32,5,1,1,460800,0,0.314336,459,2486,715,17,1
5076,32,5,1,1,230400,0,0.333119,475,2759,750,17,1
5077,32,5,1,1,115200,0,0.327049,573,3077,822,17,1
5078,32,5,1,1,57600,0,0.324243,771,3878,846,17,1
5082,32,5,1,2,460800,0,0.341442,685,3760,865,35,1
5083,32,5,1,2,230400,0,0.369961,719,4081,936,35,1
5084,32,5,1,2,115200,0,0.336689,830,4422,1014,35,1
5085,32,5,1,2,57600,0,0.340469,1020,5488,1075,35,1
5089,32,5,1,3,460800,0,0.326610,826,4120,1084,52,1
5090,32,5,1,3,230400,0,0.330905,919,4248,1138,52,1
5091,32,5,1,3,115200,0,0.339247,861,4609,1130,52,1
5092,32,5,1,3,57600,0,0.338732,1062,5721,1252,52,1
5096,32,5,1,4,460800,0,0.343875,1684,6931,785,125,1
5097,32,5,1,4,230400,0,0.352005,1577,7177,755,125,1
5098,32,5,1,4,115200,0,0.344772,1636,7794,796,125,1
5099,32,5,1,4,57600,0,0.340383,2033,10087,1131,125,1
5103,32,5,1,5,460800,0,0.339648,1597,7012,706,155,1
5104,32,5,1,5,230400,0,0.321380,1747,7260,712,155,1
5105,32,5,1,5,115200,0,0.354862,1777,7670,864,155,1
5106,32,5,1,5,57600,0,0.340774,2027,9009,1088,155,1
5110,32,5,2,1,460800,0,0.326463,489,2819,757,17,1
5111,32,5,2,1,230400,0,0.314010,558,3103,767,17,1
5112,32,5,2,1,115200,0,0.334764,639,3590,912,17,1
5113,32,5,2,1,57600,0,0.319138,897,4792,917,17,1
5117,32,5,2,2,460800,0,0.336229,781,4072,1016,35,1
5118,32,5,2,2,230400,0,0.344906,769,4286,977,35,1
5119,32,5,2,2,115200,0,0.343967,991,4957,1145,35,1
5120,32,5,2,2,57600,0,0.388573,1149,6381,1107,35,1
