n,knob_UNROLL_F,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_array_partition1,knob_array_partition2,obj1,obj2,lut,ff,dsp,bram
0860,8,2,1,2,4,8,0.000308,1358,6626,6861,22,22
0861,8,2,1,2,8,2,0.000302,1469,7258,7257,22,22
0862,8,2,1,2,8,4,0.000315,1470,7418,6781,17,17
0863,8,2,1,2,8,8,0.000330,1495,7368,7000,22,22
0864,8,2,1,2,16,2,0.000309,1708,8786,7525,22,22
0865,8,2,1,2,16,4,0.000337,1719,8929,7050,17,17
0866,8,2,1,2,16,8,0.000311,1709,8908,7268,22,22
0867,8,2,1,2,32,2,0.000315,2489,12529,8097,22,22
0868,8,2,1,2,32,4,0.000436,2480,12525,7612,17,17
0869,8,2,1,2,32,8,0.000318,2429,12542,7831,22,22
0870,8,2,1,3,2,2,0.000373,2163,9935,9533,25,25
0871,8,2,1,3,2,4,0.000376,2131,9882,9785,28,28
0872,8,2,1,3,2,8,0.000313,1554,7241,7267,28,28
0873,8,2,1,3,4,2,0.000345,2131,9545,9287,25,25
0874,8,2,1,3,4,4,0.000321,1929,8854,9663,28,28
0875,8,2,1,3,4,8,0.000290,1433,6650,7070,28,28
0876,8,2,1,3,8,2,0.000358,2261,10488,9425,25,25
0877,8,2,1,3,8,4,0.000330,2179,10071,9801,28,28
0878,8,2,1,3,8,8,0.000294,1648,7717,7205,28,28
0879,8,2,1,3,16,2,0.000406,2524,12433,9700,25,25
0880,8,2,1,3,16,4,0.000295,2465,11888,10081,28,28
0881,8,2,1,3,16,8,0.000282,1961,9802,7475,28,28
0882,8,2,1,3,32,2,0.000325,3512,17894,10286,25,25
0883,8,2,1,3,32,4,0.000436,3609,17141,10643,28,28
0884,8,2,1,3,32,8,0.000289,2998,14966,8071,28,28
0885,8,2,1,4,2,2,0.000220,1463,6811,6896,40,40
0886,8,2,1,4,2,4,0.000274,1563,7032,7182,40,40
0887,8,2,1,4,2,8,0.000239,1517,7083,6919,40,40
0888,8,2,1,4,4,2,0.000228,1489,7253,7070,40,40
0889,8,2,1,4,4,4,0.000305,1569,7418,7354,40,40
0890,8,2,1,4,4,8,0.000276,1552,7557,7086,40,40
0891,8,2,1,4,8,2,0.000219,1709,8605,7219,40,40
0892,8,2,1,4,8,4,0.000269,1771,8658,7505,40,40
0893,8,2,1,4,8,8,0.000251,1767,8849,7237,40,40
0894,8,2,1,4,16,2,0.000235,2160,11243,7496,40,40
0895,8,2,1,4,16,4,0.000272,2153,11610,7784,40,40
0896,8,2,1,4,16,8,0.000217,2130,11507,7512,40,40
0897,8,2,1,4,32,2,0.000226,3401,17859,8180,40,40
0898,8,2,1,4,32,4,0.000272,3484,18098,8403,40,40
0899,8,2,1,4,32,8,0.000233,3543,18227,8140,40,40
0900,8,2,2,1,2,2,0.000673,2287,10706,10902,19,19
0901,8,2,2,1,2,4,0.000670,2105,9936,10895,19,19
0902,8,2,2,1,2,8,0.000694,2320,10701,10902,19,19
0903,8,2,2,1,4,2,0.000741,2289,10781,11030,19,19
0904,8,2,2,1,4,4,0.000706,2120,10021,11023,19,19
0905,8,2,2,1,4,8,0.000677,2302,10773,11030,19,19
0906,8,2,2,1,8,2,0.000656,2391,11509,11172,19,19
0907,8,2,2,1,8,4,0.000806,2313,10746,11166,19,19
0908,8,2,2,1,8,8,0.000808,2386,11500,11174,19,19
0909,8,2,2,1,16,2,0.000666,2593,13072,11437,19,19
0910,8,2,2,1,16,4,0.000827,2567,12092,11415,19,19
0911,8,2,2,1,16,8,0.000649,2575,12766,11443,19,19
0912,8,2,2,1,32,2,0.000908,3357,16532,12025,19,19
0913,8,2,2,1,32,4,0.000815,3336,16459,12015,19,19
0914,8,2,2,1,32,8,0.000775,3306,16464,12020,19,19
0915,8,2,2,2,2,2,0.000745,2738,12156,12109,34,34
0916,8,2,2,2,2,4,0.000715,2719,12531,11605,34,34
0917,8,2,2,2,2,8,0.000727,2257,10200,9559,34,34
0918,8,2,2,2,4,2,0.000704,2495,11884,12235,34,34
0919,8,2,2,2,4,4,0.000636,2614,12453,11709,34,34
0920,8,2,2,2,4,8,0.000682,2644,11798,11709,34,34
0921,8,2,2,2,8,2,0.000696,2962,13607,12399,34,34
0922,8,2,2,2,8,4,0.000664,2832,13942,11860,34,34
0923,8,2,2,2,8,8,0.000738,3123,14640,11870,34,34
0924,8,2,2,2,16,2,0.000871,3344,16160,12660,34,34
0925,8,2,2,2,16,4,0.000893,3312,16690,12144,34,34
0926,8,2,2,2,16,8,0.000681,3202,15930,12128,34,34
0927,8,2,2,2,32,2,0.000645,4542,22601,13269,34,34
0928,8,2,2,2,32,4,0.000687,4588,23203,12736,34,34
0929,8,2,2,2,32,8,0.000697,4638,22891,12729,34,34
0930,8,2,2,3,2,2,0.000815,3956,17634,16947,43,43
0931,8,2,2,3,2,4,0.000718,3541,15963,17360,46,46
0932,8,2,2,3,2,8,0.000917,2873,13151,12471,46,46
0933,8,2,2,3,4,2,0.000818,3880,17820,16534,43,43
0934,8,2,2,3,4,4,0.000701,3510,15988,17199,46,46
0935,8,2,2,3,4,8,0.000629,2739,12548,12169,46,46
0936,8,2,2,3,8,2,0.000897,4129,19289,16695,43,43
0937,8,2,2,3,8,4,0.000864,3862,17658,17351,46,46
0938,8,2,2,3,8,8,0.000736,3089,14531,12311,46,46
0939,8,2,2,3,16,2,0.000839,4828,23450,16967,43,43
0940,8,2,2,3,16,4,0.000892,4570,22294,17598,46,46
0941,8,2,2,3,16,8,0.000599,3595,18362,12621,46,46
0942,8,2,2,3,32,2,0.000769,6638,32792,17611,43,43
0943,8,2,2,3,32,4,0.000707,6455,30603,18285,46,46
0944,8,2,2,3,32,8,0.000752,5555,28115,13256,46,46
0945,8,2,2,4,2,2,0.000556,2982,12959,11500,64,64
0946,8,2,2,4,2,4,0.000859,2976,12593,12067,64,64
0947,8,2,2,4,2,8,0.000590,2856,13015,11529,64,64
0948,8,2,2,4,4,2,0.000531,2867,13478,11646,64,64
0949,8,2,2,4,4,4,0.000582,2827,13474,12208,64,64
0950,8,2,2,4,4,8,0.000563,2891,13575,11666,64,64
0951,8,2,2,4,8,2,0.000609,3310,16211,11820,64,64
0952,8,2,2,4,8,4,0.000625,3356,16560,12384,64,64
0953,8,2,2,4,8,8,0.000600,3310,16112,11959,64,64
0954,8,2,2,4,16,2,0.000509,4014,20962,12112,64,64
0955,8,2,2,4,16,4,0.000843,4072,21274,12696,64,64
0956,8,2,2,4,16,8,0.000573,4037,21455,12155,64,64
0957,8,2,2,4,32,2,0.000588,6532,33620,12860,64,64
0958,8,2,2,4,32,4,0.000661,6431,33202,13615,64,64
0959,8,2,2,4,32,8,0.000560,6515,33616,12881,64,64
0960,8,2,3,1,2,2,0.001244,3188,14353,14470,25,25
0961,8,2,3,1,2,4,0.001103,2992,13265,14434,25,25
0962,8,2,3,1,2,8,0.001145,3020,13538,14469,25,25
0963,8,2,3,1,4,2,0.001321,3360,15301,14572,25,25
0964,8,2,3,1,4,4,0.001130,2861,13839,14543,25,25
0965,8,2,3,1,4,8,0.001080,2974,13601,14557,25,25
0966,8,2,3,1,8,2,0.001179,3461,16298,14709,25,25
0967,8,2,3,1,8,4,0.001025,3141,15061,14679,25,25
0968,8,2,3,1,8,8,0.001263,3304,14667,14718,25,25
0969,8,2,3,1,16,2,0.001143,3737,18328,14989,25,25
0970,8,2,3,1,16,4,0.001281,3653,17654,14979,25,25
0971,8,2,3,1,16,8,0.001318,3618,16970,14996,25,25
0972,8,2,3,1,32,2,0.001385,4651,22345,15637,25,25
0973,8,2,3,1,32,4,0.001433,4682,22467,15598,25,25
0974,8,2,3,1,32,8,0.001105,4589,21830,15637,25,25
0975,8,2,3,2,2,2,0.001351,3816,16469,16149,46,46
0976,8,2,3,2,2,4,0.001076,3697,16994,15411,46,46
0977,8,2,3,2,2,8,0.000831,3228,14096,12302,46,46
0978,8,2,3,2,4,2,0.001177,3538,16703,16236,46,46
0979,8,2,3,2,4,4,0.001146,3835,17935,15469,46,46
0980,8,2,3,2,4,8,0.001127,3541,16792,15449,46,46
0981,8,2,3,2,8,2,0.001033,3860,18679,16358,46,46
0982,8,2,3,2,8,4,0.001145,3976,19501,15592,46,46
0983,8,2,3,2,8,8,0.001032,3842,18814,15574,46,46
0984,8,2,3,2,16,2,0.001481,4487,22770,16664,46,46
0985,8,2,3,2,16,4,0.001346,4710,23734,15889,46,46
0986,8,2,3,2,16,8,0.001093,4472,22719,15875,46,46
0987,8,2,3,2,32,2,0.001201,6570,32124,17359,46,46
0988,8,2,3,2,32,4,0.001152,6404,33041,16563,46,46
0989,8,2,3,2,32,8,0.001357,6461,32328,16551,46,46
0990,8,2,3,3,2,2,0.001513,5975,25978,23207,61,61
0991,8,2,3,3,2,4,0.001232,5214,23373,23828,64,64
0992,8,2,3,3,2,8,0.001154,3943,17800,16493,64,64
0993,8,2,3,3,4,2,0.001477,5724,25187,22711,61,61
0994,8,2,3,3,4,4,0.001104,4900,22108,23589,64,64
0995,8,2,3,3,4,8,0.001296,3951,17678,16101,64,64
0996,8,2,3,3,8,2,0.001397,6334,28162,22904,61,61
0997,8,2,3,3,8,4,0.001133,5621,26336,23781,64,64
0998,8,2,3,3,8,8,0.001340,4253,20137,16246,64,64
0999,8,2,3,3,16,2,0.001329,7103,33362,23174,61,61
1000,8,2,3,3,16,4,0.001175,6156,30005,24055,64,64
1001,8,2,3,3,16,8,0.001041,5173,25975,16641,64,64
1002,8,2,3,3,32,2,0.001243,9486,47030,23723,61,61
1003,8,2,3,3,32,4,0.001359,9211,44169,24319,64,64
1004,8,2,3,3,32,8,0.001140,7739,39470,17169,64,64
1005,8,2,3,4,2,2,0.000925,4337,18083,15036,88,88
1006,8,2,3,4,2,4,0.001002,4302,18603,15885,88,88
1007,8,2,3,4,2,8,0.000807,4293,19023,15046,88,88
1008,8,2,3,4,4,2,0.000862,4094,18896,15137,88,88
1009,8,2,3,4,4,4,0.001109,4221,19880,16008,88,88
1010,8,2,3,4,4,8,0.000767,3942,19295,15163,88,88
1011,8,2,3,4,8,2,0.000779,4514,22372,15515,88,88
1012,8,2,3,4,8,4,0.001135,4658,23028,16349,88,88
1013,8,2,3,4,8,8,0.000799,4524,22919,15364,88,88
1014,8,2,3,4,16,2,0.001101,5661,29825,15664,88,88
1015,8,2,3,4,16,4,0.001083,5738,30619,16681,88,88
1016,8,2,3,4,16,8,0.000931,5797,30231,15881,88,88
1017,8,2,3,4,32,2,0.001000,9250,47826,16425,88,88
1018,8,2,3,4,32,4,0.000976,9251,48584,17279,88,88
1019,8,2,3,4,32,8,0.000869,9320,48049,16508,88,88
1020,8,2,4,1,2,2,0.001922,4434,19408,18069,31,31
1021,8,2,4,1,2,4,0.001647,4139,17995,18028,31,31
1022,8,2,4,1,2,8,0.001642,4169,18184,18038,31,31
1023,8,2,4,1,4,2,0.001710,4188,19399,18079,31,31
1024,8,2,4,1,4,4,0.001575,3932,18556,18089,31,31
1025,8,2,4,1,4,8,0.001575,4193,18686,18102,31,31
1026,8,2,4,1,8,2,0.001942,4644,21578,18248,31,31
1027,8,2,4,1,8,4,0.001527,3944,19283,18210,31,31
1028,8,2,4,1,8,8,0.001622,4290,19839,18245,31,31
1029,8,2,4,1,16,2,0.001504,4984,24319,18541,31,31
1030,8,2,4,1,16,4,0.001834,4728,22648,18524,31,31
1031,8,2,4,1,16,8,0.001693,4738,22584,18549,31,31
1032,8,2,4,1,32,2,0.001559,5976,29221,19213,31,31
1033,8,2,4,1,32,4,0.001737,5845,28629,19196,31,31
1034,8,2,4,1,32,8,0.001882,6215,28798,19220,31,31
1035,8,2,4,2,2,2,0.001889,4794,22128,20143,58,58
1036,8,2,4,2,2,4,0.001462,4824,22545,19145,58,58
1037,8,2,4,2,2,8,0.001206,3934,18240,15037,58,58
1038,8,2,4,2,4,2,0.001917,4766,22425,20217,58,58
1039,8,2,4,2,4,4,0.001781,4833,23192,19194,58,58
1040,8,2,4,2,4,8,0.001542,4617,22332,19164,58,58
1041,8,2,4,2,8,2,0.001837,5202,24669,20407,58,58
1042,8,2,4,2,8,4,0.001692,5152,25588,19368,58,58
1043,8,2,4,2,8,8,0.001481,5073,24065,19307,58,58
1044,8,2,4,2,16,2,0.001515,5841,29913,20750,58,58
1045,8,2,4,2,16,4,0.001734,5986,30620,19656,58,58
1046,8,2,4,2,16,8,0.001577,5808,29247,19674,58,58
1047,8,2,4,2,32,2,0.001594,8538,42237,21484,58,58
1048,8,2,4,2,32,4,0.001545,8309,42853,20390,58,58
1049,8,2,4,2,32,8,0.001833,8483,42707,20382,58,58
1050,8,2,4,3,2,2,0.002111,8103,33219,29480,79,79
1051,8,2,4,3,2,4,0.001790,6600,28665,30238,82,82
1052,8,2,4,3,2,8,0.001518,5190,23561,20502,82,82
1053,8,2,4,3,4,2,0.002080,7768,33122,28888,79,79
1054,8,2,4,3,4,4,0.001817,6299,27652,30002,82,82
1055,8,2,4,3,4,8,0.001521,5115,23497,20120,82,82
1056,8,2,4,3,8,2,0.002006,7998,36306,29033,79,79
1057,8,2,4,3,8,4,0.002040,7142,32214,30280,82,82
1058,8,2,4,3,8,8,0.001601,5681,27081,20298,82,82
1059,8,2,4,3,16,2,0.001964,9010,43495,29274,79,79
1060,8,2,4,3,16,4,0.001790,8076,39550,29808,82,82
1061,8,2,4,3,16,8,0.001728,6544,33217,20440,82,82
1062,8,2,4,3,32,2,0.001755,12566,61698,30020,79,79
1063,8,2,4,3,32,4,0.001905,11916,56677,30753,82,82
1064,8,2,4,3,32,8,0.001685,10480,52853,21249,82,82
1065,8,2,4,4,2,2,0.001260,5225,23028,18508,112,112
1066,8,2,4,4,2,4,0.001450,5375,24000,19672,112,112
1067,8,2,4,4,2,8,0.001253,5311,23485,18586,112,112
1068,8,2,4,4,4,2,0.001277,5214,24787,18677,112,112
1069,8,2,4,4,4,4,0.001320,5398,25802,19789,112,112
1070,8,2,4,4,4,8,0.001260,5355,25340,18653,112,112
1071,8,2,4,4,8,2,0.001251,6171,29571,18858,112,112
1072,8,2,4,4,8,4,0.001402,6062,30226,20142,112,112
1073,8,2,4,4,8,8,0.001483,6053,29846,18912,112,112
1074,8,2,4,4,16,2,0.001242,7329,38670,19418,112,112
1075,8,2,4,4,16,4,0.001437,7412,39134,20288,112,112
1076,8,2,4,4,16,8,0.001296,7200,38858,19426,112,112
1080,8,3,1,1,2,2,0.000324,1594,8139,8733,16,16
1081,8,3,1,1,2,4,0.000340,1539,7397,8715,16,16
1082,8,3,1,1,2,8,0.000333,1598,8128,8733,16,16
1083,8,3,1,1,4,2,0.000349,1604,8381,8914,16,16
1084,8,3,1,1,4,4,0.000327,1530,7656,8896,16,16
1085,8,3,1,1,4,8,0.000397,1695,8385,8914,16,16
1086,8,3,1,1,8,2,0.000326,1793,9211,9053,16,16
1087,8,3,1,1,8,4,0.000335,1696,8468,9034,16,16
1088,8,3,1,1,8,8,0.000374,1753,9191,9053,16,16
1089,8,3,1,1,16,2,0.000359,2032,10750,9327,16,16
1090,8,3,1,1,16,4,0.000344,1969,10016,9309,16,16
1091,8,3,1,1,16,8,0.000375,2038,10723,9327,16,16
1092,8,3,1,1,32,2,0.000337,2710,14311,9902,16,16
1093,8,3,1,1,32,4,0.000347,2699,13520,9897,16,16
1094,8,3,1,1,32,8,0.000376,2781,14600,9910,16,16
1095,8,3,1,2,2,2,0.000385,2149,9686,9692,28,28
1096,8,3,1,2,2,4,0.000349,2238,9962,9316,28,28
1097,8,3,1,2,2,8,0.000257,1797,8150,7825,28,28
1098,8,3,1,2,4,2,0.000390,2025,9631,9873,28,28
1099,8,3,1,2,4,4,0.000360,1990,9989,9484,28,28
1100,8,3,1,2,4,8,0.000332,1989,9491,9500,28,28
1101,8,3,1,2,8,2,0.000323,2300,11004,10021,28,28
1102,8,3,1,2,8,4,0.000336,2224,11249,9626,28,28
1103,8,3,1,2,8,8,0.000322,2151,10782,9643,28,28
1104,8,3,1,2,16,2,0.000332,2589,13225,10302,28,28
1105,8,3,1,2,16,4,0.000334,2616,13680,9903,28,28
1106,8,3,1,2,16,8,0.000365,2500,13244,9902,28,28
1107,8,3,1,2,32,2,0.000464,3678,18898,10920,28,28
1108,8,3,1,2,32,4,0.000404,3637,19159,10507,28,28
1109,8,3,1,2,32,8,0.000367,3726,19265,10520,28,28
1110,8,3,1,3,2,2,0.000479,3124,14451,13649,34,34
1111,8,3,1,3,2,4,0.000340,2916,13070,13960,37,37
1112,8,3,1,3,2,8,0.000361,2386,10684,10251,37,37
1113,8,3,1,3,4,2,0.000316,2912,13627,13167,34,34
1114,8,3,1,3,4,4,0.000318,2685,12173,13676,37,37
1115,8,3,1,3,4,8,0.000342,2140,9938,9832,37,37
1116,8,3,1,3,8,2,0.000383,3376,15348,13297,34,34
1117,8,3,1,3,8,4,0.000315,3110,14344,13820,37,37
1118,8,3,1,3,8,8,0.000295,2370,11344,9972,37,37
1119,8,3,1,3,16,2,0.000340,3729,18768,13594,34,34
1120,8,3,1,3,16,4,0.000351,3510,17093,14083,37,37
1121,8,3,1,3,16,8,0.000290,2807,14898,10257,37,37
1122,8,3,1,3,32,2,0.000344,5272,26788,14241,34,34
1123,8,3,1,3,32,4,0.000358,5158,24143,14714,37,37
1124,8,3,1,3,32,8,0.000372,4543,22894,10914,37,37
1125,8,3,1,4,2,2,0.000234,2169,9882,9362,52,52
1126,8,3,1,4,2,4,0.000310,2178,10034,9788,52,52
1127,8,3,1,4,2,8,0.000238,2180,10276,9392,52,52
1128,8,3,1,4,4,2,0.000221,2181,10626,9570,52,52
1129,8,3,1,4,4,4,0.000284,2301,10752,9994,52,52
1130,8,3,1,4,4,8,0.000243,2241,10952,9583,52,52
1131,8,3,1,4,8,2,0.000231,2425,12687,9803,52,52
1132,8,3,1,4,8,4,0.000277,2533,12783,10152,52,52
1133,8,3,1,4,8,8,0.000268,2492,12935,9813,52,52
1134,8,3,1,4,16,2,0.000234,3166,16861,10036,52,52
1135,8,3,1,4,16,4,0.000283,3197,17139,10533,52,52
1136,8,3,1,4,16,8,0.000238,3143,17219,10059,52,52
1137,8,3,1,4,32,2,0.000221,5282,27397,10685,52,52
1138,8,3,1,4,32,4,0.000361,5305,27297,11132,52,52
1139,8,3,1,4,32,8,0.000274,5249,27402,10704,52,52
1140,8,3,2,1,2,2,0.000685,3518,15590,15729,25,25
1141,8,3,2,1,2,4,0.000795,3262,14445,15695,25,25
1142,8,3,2,1,2,8,0.000682,3301,14377,15713,25,25
1143,8,3,2,1,4,2,0.000729,3424,16275,15858,25,25
1144,8,3,2,1,4,4,0.000864,3324,15282,15840,25,25
1145,8,3,2,1,4,8,0.000816,3342,15282,15844,25,25
1146,8,3,2,1,8,2,0.000734,3603,17483,16009,25,25
1147,8,3,2,1,8,4,0.000809,3523,16601,15977,25,25
1148,8,3,2,1,8,8,0.000859,3752,17336,16029,25,25
1149,8,3,2,1,16,2,0.000810,4068,19742,16288,25,25
1150,8,3,2,1,16,4,0.000919,4045,19018,16268,25,25
1151,8,3,2,1,16,8,0.000680,3936,18477,16286,25,25
1152,8,3,2,1,32,2,0.000903,4950,24646,16909,25,25
1153,8,3,2,1,32,4,0.000824,5023,24497,16886,25,25
1154,8,3,2,1,32,8,0.000675,5059,24578,16912,25,25
1155,8,3,2,2,2,2,0.000853,4102,17737,17439,46,46
1156,8,3,2,2,2,4,0.000916,4068,17855,16688,46,46
1157,8,3,2,2,2,8,0.000730,3650,15531,13572,46,46
1158,8,3,2,2,4,2,0.000826,3899,18403,17543,46,46
1159,8,3,2,2,4,4,0.000966,3994,18680,16787,46,46
1160,8,3,2,2,4,8,0.000819,4051,18384,16759,46,46
1161,8,3,2,2,8,2,0.000892,4394,20236,17682,46,46
1162,8,3,2,2,8,4,0.000783,4374,20994,16902,46,46
1163,8,3,2,2,8,8,0.000905,4278,20047,16870,46,46
1164,8,3,2,2,16,2,0.000973,4937,24298,17984,46,46
1165,8,3,2,2,16,4,0.000897,4769,24490,17191,46,46
1166,8,3,2,2,16,8,0.000913,4955,24483,17179,46,46
1167,8,3,2,2,32,2,0.000750,6998,34373,18643,46,46
1168,8,3,2,2,32,4,0.000743,6772,34930,17869,46,46
1169,8,3,2,2,32,8,0.000850,6954,35108,17855,46,46
1170,8,3,2,3,2,2,0.000998,6344,27097,24705,61,61
1171,8,3,2,3,2,4,0.000933,5644,24297,25336,64,64
1172,8,3,2,3,2,8,0.000829,4336,19583,18014,64,64
1173,8,3,2,3,4,2,0.000980,5718,26092,24073,61,61
1174,8,3,2,3,4,4,0.000736,5303,23397,24984,64,64
1175,8,3,2,3,4,8,0.000740,4266,19341,17440,64,64
1176,8,3,2,3,8,2,0.000916,6294,29135,24246,61,61
1177,8,3,2,3,8,4,0.000859,5595,25646,25135,64,64
1178,8,3,2,3,8,8,0.000773,4410,20853,17582,64,64
1179,8,3,2,3,16,2,0.000929,6959,34503,24541,61,61
1180,8,3,2,3,16,4,0.000689,6454,31961,25441,64,64
1181,8,3,2,3,16,8,0.000733,5444,27546,17951,64,64
1182,8,3,2,3,32,2,0.000853,9931,49562,25353,61,61
1183,8,3,2,3,32,4,0.000779,9669,47067,26165,64,64
1184,8,3,2,3,32,8,0.000941,8504,41948,18674,64,64
1185,8,3,2,4,2,2,0.000625,4622,19139,16251,88,88
1186,8,3,2,4,2,4,0.000730,4582,19238,17132,88,88
1187,8,3,2,4,2,8,0.000558,4366,18982,16318,88,88
1188,8,3,2,4,4,2,0.000596,4324,19846,16418,88,88
1189,8,3,2,4,4,4,0.000654,4361,20854,17453,88,88
1190,8,3,2,4,4,8,0.000647,4390,20289,16479,88,88
1191,8,3,2,4,8,2,0.000558,4955,23719,16810,88,88
1192,8,3,2,4,8,4,0.000761,5079,24595,17582,88,88
1193,8,3,2,4,8,8,0.000515,4844,24135,16796,88,88
1194,8,3,2,4,16,2,0.000638,6002,31476,17141,88,88
1195,8,3,2,4,16,4,0.000664,6067,31575,17800,88,88
1196,8,3,2,4,16,8,0.000640,5932,31517,17011,88,88
1197,8,3,2,4,32,2,0.000607,9439,49664,17827,88,88
1198,8,3,2,4,32,4,0.000655,9591,49857,18639,88,88
1199,8,3,2,4,32,8,0.000637,9418,49977,17794,88,88
1200,8,3,3,1,2,2,0.001551,5047,21695,21116,34,34
1201,8,3,3,1,2,4,0.001384,4639,20013,21079,34,34
1202,8,3,3,1,2,8,0.001131,4831,20597,21109,34,34
1203,8,3,3,1,4,2,0.001078,4834,22345,21176,34,34
1204,8,3,3,1,4,4,0.001185,4586,21098,21141,34,34
1205,8,3,3,1,4,8,0.001319,4785,20618,21175,34,34
1206,8,3,3,1,8,2,0.001400,5253,24023,21301,34,34
1207,8,3,3,1,8,4,0.001465,4858,22688,21304,34,34
1208,8,3,3,1,8,8,0.001365,5199,22638,21346,34,34
1209,8,3,3,1,16,2,0.001247,5736,27091,21615,34,34
1210,8,3,3,1,16,4,0.001120,5378,26236,21647,34,34
1211,8,3,3,1,16,8,0.001531,5581,25632,21656,34,34
1212,8,3,3,1,32,2,0.001172,6882,33530,22322,34,34
1213,8,3,3,1,32,4,0.001240,7133,33659,22271,34,34
1214,8,3,3,1,32,8,0.001210,7189,34705,22350,34,34
1215,8,3,3,2,2,2,0.001120,5538,24566,23465,64,64
1216,8,3,3,2,2,4,0.001247,6078,26110,22273,64,64
1217,8,3,3,2,2,8,0.000923,4669,21020,17675,64,64
1218,8,3,3,2,4,2,0.001413,5652,25531,23565,64,64
1219,8,3,3,2,4,4,0.001243,5360,25572,22378,64,64
1220,8,3,3,2,4,8,0.001191,5431,25396,22345,64,64
1221,8,3,3,2,8,2,0.001326,5984,27985,23721,64,64
1222,8,3,3,2,8,4,0.001343,6038,29305,22538,64,64
1223,8,3,3,2,8,8,0.001286,5761,27635,22559,64,64
1224,8,3,3,2,16,2,0.001287,6915,34182,24046,64,64
1225,8,3,3,2,16,4,0.001335,6805,34689,22875,64,64
1226,8,3,3,2,16,8,0.001447,6780,34015,22831,64,64
1227,8,3,3,2,32,2,0.001342,9857,48600,24824,64,64
1228,8,3,3,2,32,4,0.001228,9604,49013,23584,64,64
1229,8,3,3,2,32,8,0.001307,9458,48590,23585,64,64
1230,8,3,3,3,2,2,0.001619,8487,37036,34149,88,88
1231,8,3,3,3,2,4,0.001264,7419,32248,34989,91,91
1232,8,3,3,3,2,8,0.001320,6066,26427,24026,91,91
1233,8,3,3,3,4,2,0.001500,8672,37054,33229,88,88
1234,8,3,3,3,4,4,0.001501,7433,32263,34543,91,91
1235,8,3,3,3,4,8,0.001226,5861,26027,23414,91,91
1236,8,3,3,3,8,2,0.001471,9296,40629,33648,88,88
1237,8,3,3,3,8,4,0.001306,7842,35519,35129,91,91
1238,8,3,3,3,8,8,0.001238,6563,29733,23588,91,91
1239,8,3,3,3,16,2,0.001418,10147,48969,33690,88,88
1240,8,3,3,3,16,4,0.001326,9124,44629,34463,91,91
1241,8,3,3,3,16,8,0.001237,7998,38155,23710,91,91
1244,8,3,3,3,32,8,0.001420,11640,58760,24683,91,91
1245,8,3,3,4,2,2,0.000933,6184,26604,21518,124,124
1246,8,3,3,4,2,4,0.001188,6538,27311,22825,124,124
1247,8,3,3,4,2,8,0.000833,5812,26190,21615,124,124
1248,8,3,3,4,4,2,0.000972,6286,28157,21693,124,124
1249,8,3,3,4,4,4,0.001077,6172,29098,23214,124,124
1250,8,3,3,4,4,8,0.001066,6168,28605,21970,124,124
1251,8,3,3,4,8,2,0.000969,6796,33216,22078,124,124
1252,8,3,3,4,8,4,0.001089,6982,33894,23111,124,124
1253,8,3,3,4,8,8,0.001078,6883,33383,22119,124,124
1254,8,3,3,4,16,2,0.001013,8412,43916,22221,124,124
1255,8,3,3,4,16,4,0.001112,8450,45094,23847,124,124
1256,8,3,3,4,16,8,0.000985,8284,44266,22199,124,124
1260,8,3,4,1,2,2,0.001577,6464,28894,26472,43,43
1261,8,3,4,1,2,4,0.001833,6119,27770,26435,43,43
1262,8,3,4,1,2,8,0.001923,6521,27797,26470,43,43
1263,8,3,4,1,4,2,0.001926,6373,29377,26446,43,43
1264,8,3,4,1,4,4,0.001887,6150,28494,26454,43,43
1265,8,3,4,1,4,8,0.001716,6172,28098,26516,43,43
1266,8,3,4,1,8,2,0.001743,6681,31537,26634,43,43
1267,8,3,4,1,8,4,0.001652,6550,30434,26650,43,43
1268,8,3,4,1,8,8,0.001509,6918,31520,26647,43,43
1269,8,3,4,1,16,2,0.001823,7139,34579,27026,43,43
1270,8,3,4,1,16,4,0.001592,7325,34987,26983,43,43
1271,8,3,4,1,16,8,0.001967,7327,34212,27007,43,43
1272,8,3,4,1,32,2,0.001755,8990,43798,27694,43,43
1273,8,3,4,1,32,4,0.001720,9252,44630,27694,43,43
1274,8,3,4,1,32,8,0.002016,9562,45463,27730,43,43
1275,8,3,4,2,2,2,0.001729,7100,31949,29470,82,82
1276,8,3,4,2,2,4,0.001567,7539,32892,27981,82,82
1277,8,3,4,2,2,8,0.001190,6018,26886,21767,82,82
1278,8,3,4,2,4,2,0.001651,7270,32943,29575,82,82
1279,8,3,4,2,4,4,0.001638,7502,33995,28009,82,82
1280,8,3,4,2,4,8,0.001684,7476,33427,27985,82,82
1281,8,3,4,2,8,2,0.001792,7837,36806,29917,82,82
1282,8,3,4,2,8,4,0.001928,8363,38151,28210,82,82
1283,8,3,4,2,8,8,0.001727,7822,36887,28145,82,82
1284,8,3,4,2,16,2,0.001950,8970,44460,30206,82,82
1285,8,3,4,2,16,4,0.001686,8893,45554,28559,82,82
1286,8,3,4,2,16,8,0.001509,9048,45287,28553,82,82
1287,8,3,4,2,32,2,0.001708,12651,62449,30870,82,82
1288,8,3,4,2,32,4,0.002000,12594,63917,29437,82,82
