n,knob_UNROLL_F,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_array_partition1,knob_array_partition2,obj1,obj2,lut,ff,dsp,bram
2212,16,3,4,1,16,2,0.002107,2485,14059,4974,43,43
2216,16,3,4,1,32,2,0.002308,4388,24216,5747,43,43
2220,16,3,4,2,2,2,0.002046,2294,10342,5741,79,79
2224,16,3,4,2,4,2,0.001919,2338,11978,5760,79,79
2228,16,3,4,2,8,2,0.001885,2856,15582,5944,79,79
2232,16,3,4,2,16,2,0.001967,3949,23108,6268,79,79
2236,16,3,4,2,32,2,0.002211,7533,42229,7146,79,79
2240,16,3,4,3,2,2,0.002512,3642,16998,9112,115,115
2243,16,3,4,3,2,16,0.002712,11254,49832,46538,118,118
2244,16,3,4,3,4,2,0.002133,3567,16720,7873,115,115
2248,16,3,4,3,8,2,0.002192,4283,22639,8021,115,115
2252,16,3,4,3,16,2,0.002299,5895,33541,8427,115,115
2260,16,3,4,4,2,2,0.002165,3828,16967,7382,151,151
2264,16,3,4,4,4,2,0.002392,3697,18969,7552,151,151
2268,16,3,4,4,8,2,0.002101,4611,25432,7932,151,151
2272,16,3,4,4,16,2,0.002297,6641,40195,8192,151,151
2280,32,1,1,1,2,2,0.000923,261,1340,1132,8,8
2281,32,1,1,1,2,4,0.000979,292,1439,1251,8,8
2282,32,1,1,1,2,8,0.000930,722,1876,3050,8,8
2283,32,1,1,1,2,16,0.000992,713,1879,3052,8,8
2284,32,1,1,1,2,32,0.001071,771,1876,3062,8,8
2285,32,1,1,1,4,2,0.000956,268,1418,1138,8,8
2286,32,1,1,1,4,4,0.000960,280,1503,1257,8,8
2287,32,1,1,1,4,8,0.001032,777,1936,3058,8,8
2288,32,1,1,1,4,16,0.001025,782,1942,3058,8,8
2289,32,1,1,1,4,32,0.000980,712,1938,3068,8,8
2290,32,1,1,1,8,2,0.001006,315,1726,1144,8,8
2291,32,1,1,1,8,4,0.000934,318,1815,1263,8,8
2292,32,1,1,1,8,8,0.001006,785,2218,3064,8,8
2293,32,1,1,1,8,16,0.001065,836,2217,3064,8,8
2294,32,1,1,1,8,32,0.001027,768,2213,3074,8,8
2296,32,1,1,1,16,4,0.000997,396,2270,1272,8,8
2297,32,1,1,1,16,8,0.001091,894,2710,3073,8,8
2298,32,1,1,1,16,16,0.001065,823,2710,3073,8,8
2299,32,1,1,1,16,32,0.001012,880,2705,3083,8,8
2301,32,1,1,1,32,4,0.000999,634,3445,1297,8,8
2302,32,1,1,1,32,8,0.001082,1176,3884,3098,8,8
2303,32,1,1,1,32,16,0.001076,1199,3884,3098,8,8
2304,32,1,1,1,32,32,0.001008,1125,3880,3108,8,8
2305,32,1,1,2,2,2,0.000813,337,1576,1266,11,11
2306,32,1,1,2,2,4,0.000765,387,1909,1422,14,14
2307,32,1,1,2,2,8,0.000672,851,3125,3370,14,14
2308,32,1,1,2,2,16,0.000962,772,2812,3457,14,14
2309,32,1,1,2,2,32,0.000984,807,3005,3729,16,16
2310,32,1,1,2,4,2,0.000852,338,1763,1273,11,11
2311,32,1,1,2,4,4,0.000674,389,1975,1435,14,14
2312,32,1,1,2,4,8,0.000921,956,3147,4942,14,14
2313,32,1,1,2,4,16,0.000931,788,2884,3404,14,14
2314,32,1,1,2,4,32,0.000929,791,3134,3668,16,16
2315,32,1,1,2,8,2,0.000824,397,2151,1280,11,11
2316,32,1,1,2,8,4,0.000774,450,2361,1442,14,14
2317,32,1,1,2,8,8,0.000974,964,3541,4949,14,14
2318,32,1,1,2,8,16,0.000906,861,3276,3411,14,14
2319,32,1,1,2,8,32,0.000908,896,3523,3675,16,16
2322,32,1,1,2,16,8,0.000921,1109,4313,4967,14,14
2323,32,1,1,2,16,16,0.000907,952,4049,3429,14,14
2324,32,1,1,2,16,32,0.000892,987,4302,3685,16,16
2326,32,1,1,2,32,4,0.000655,937,5071,1472,14,14
2327,32,1,1,2,32,8,0.000959,1523,6241,4985,14,14
2328,32,1,1,2,32,16,0.000906,1380,5979,3447,14,14
2329,32,1,1,2,32,32,0.001052,1506,6226,3719,16,16
2330,32,1,1,3,2,2,0.000995,533,2550,2089,16,16
2331,32,1,1,3,2,4,0.000845,495,2434,1864,14,14
2332,32,1,1,3,2,8,0.000993,2234,10387,10940,14,14
2333,32,1,1,3,2,16,0.000990,2131,8843,13322,19,19
2334,32,1,1,3,2,32,0.001068,1222,5177,7588,19,19
2335,32,1,1,3,4,2,0.001043,510,2491,1899,16,16
2336,32,1,1,3,4,4,0.000818,492,2432,1914,14,14
2337,32,1,1,3,4,8,0.000886,2227,10736,11000,14,14
2338,32,1,1,3,4,16,0.001015,2065,8566,13270,19,19
2339,32,1,1,3,4,32,0.000898,1201,5102,7462,19,19
2340,32,1,1,3,8,2,0.000912,592,3008,1906,16,16
2341,32,1,1,3,8,4,0.000863,562,3022,1921,14,14
2342,32,1,1,3,8,8,0.001070,2251,10791,10991,14,14
2343,32,1,1,3,8,16,0.001049,2112,9115,13277,19,19
2344,32,1,1,3,8,32,0.000936,1260,5655,7469,19,19
2345,32,1,1,3,16,2,0.001005,758,4073,1916,16,16
2346,32,1,1,3,16,4,0.000843,742,4079,1931,14,14
2347,32,1,1,3,16,8,0.000960,2440,11979,11000,14,14
2348,32,1,1,3,16,16,0.000999,2447,10964,13301,19,19
2349,32,1,1,3,16,32,0.000899,1443,6717,7479,19,19
2350,32,1,1,3,32,2,0.000955,1306,6710,1963,16,16
2351,32,1,1,3,32,4,0.000815,1239,6646,1967,14,14
2352,32,1,1,3,32,8,0.000917,2924,14823,11048,14,14
2353,32,1,1,3,32,16,0.001067,2862,13233,13327,19,19
2354,32,1,1,3,32,32,0.000965,2023,9712,7524,19,19
2355,32,1,1,4,2,2,0.000769,433,2078,1419,17,17
2356,32,1,1,4,2,4,0.000532,604,2777,1996,20,20
2357,32,1,1,4,2,8,0.000558,1066,3356,4028,26,26
2358,32,1,1,4,2,16,0.000506,1025,3519,4148,26,26
2359,32,1,1,4,2,32,0.000537,960,3627,4281,28,28
2360,32,1,1,4,4,2,0.000753,443,2338,1438,17,17
2361,32,1,1,4,4,4,0.000535,568,2898,2006,20,20
2362,32,1,1,4,4,8,0.000891,1058,3725,3951,26,26
2363,32,1,1,4,4,16,0.000919,1539,4896,8751,26,26
2364,32,1,1,4,4,32,0.000955,987,3773,4221,28,28
2365,32,1,1,4,8,2,0.000912,564,3101,1451,17,17
2366,32,1,1,4,8,4,0.000538,680,3557,2019,20,20
2367,32,1,1,4,8,8,0.000925,1154,4449,3964,26,26
2368,32,1,1,4,8,16,0.000988,1608,5585,8764,26,26
2369,32,1,1,4,8,32,0.000891,1098,4466,4234,28,28
2370,32,1,1,4,16,2,0.000811,785,4443,1477,17,17
2371,32,1,1,4,16,4,0.000572,842,4987,2035,20,20
2372,32,1,1,4,16,8,0.000874,1377,5804,3986,26,26
2373,32,1,1,4,16,16,0.001075,1807,6956,8785,26,26
2374,32,1,1,4,16,32,0.000925,1307,5816,4251,28,28
2375,32,1,1,4,32,2,0.000792,1386,7680,1521,17,17
2377,32,1,1,4,32,8,0.000925,1865,8342,4022,26,26
2378,32,1,1,4,32,16,0.000886,2389,9490,8833,26,26
2379,32,1,1,4,32,32,0.001038,2015,8879,4291,28,28
2380,32,1,2,1,2,2,0.001847,392,1918,1533,11,11
2381,32,1,2,1,2,4,0.001973,415,2045,1643,11,11
2382,32,1,2,1,2,8,0.002320,2812,12386,15809,11,11
2383,32,1,2,1,2,16,0.002365,3215,14415,19907,11,11
2384,32,1,2,1,2,32,0.002530,3093,14394,19914,11,11
2385,32,1,2,1,4,2,0.002294,402,2033,1520,11,11
2386,32,1,2,1,4,4,0.001934,408,2164,1630,11,11
2387,32,1,2,1,4,8,0.003299,3013,14649,19872,11,11
2388,32,1,2,1,4,16,0.002560,3209,14440,19914,11,11
2389,32,1,2,1,4,32,0.002348,3141,14468,19890,11,11
2390,32,1,2,1,8,2,0.001922,470,2463,1530,11,11
2391,32,1,2,1,8,4,0.001917,478,2591,1640,11,11
2392,32,1,2,1,8,8,0.002793,3117,15143,19892,11,11
2393,32,1,2,1,8,16,0.002629,3237,14829,19911,11,11
2394,32,1,2,1,8,32,0.002164,3080,14871,19931,11,11
2395,32,1,2,1,16,2,0.001963,561,3243,1539,11,11
2396,32,1,2,1,16,4,0.001926,628,3371,1649,11,11
2397,32,1,2,1,16,8,0.002351,3297,15799,19868,11,11
2398,32,1,2,1,16,16,0.002788,3449,15628,19928,11,11
2399,32,1,2,1,16,32,0.002588,3400,15631,19878,11,11
2400,32,1,2,1,32,2,0.001913,934,5096,1579,11,11
2402,32,1,2,1,32,8,0.003017,3580,17582,19939,11,11
2403,32,1,2,1,32,16,0.002681,3752,17491,19965,11,11
2404,32,1,2,1,32,32,0.002206,3641,17528,19953,11,11
2405,32,1,2,2,2,2,0.001735,535,2633,1914,19,19
2406,32,1,2,2,2,4,0.001343,584,2864,1970,20,20
2407,32,1,2,2,2,8,0.002691,3535,15303,21292,17,17
2408,32,1,2,2,2,16,0.003033,3473,15503,20372,17,17
2409,32,1,2,2,2,32,0.002937,3409,15962,20600,22,22
2410,32,1,2,2,4,2,0.001703,556,2839,1903,19,19
2411,32,1,2,2,4,4,0.001305,606,3024,1969,20,20
2412,32,1,2,2,4,8,0.002532,3637,15672,21291,17,17
2413,32,1,2,2,4,16,0.002591,3323,15656,20264,17,17
2414,32,1,2,2,4,32,0.003036,3278,15735,20453,22,22
2415,32,1,2,2,8,2,0.001595,679,3612,1915,19,19
2416,32,1,2,2,8,4,0.001328,673,3701,1982,20,20
2417,32,1,2,2,8,8,0.002766,3670,17419,21289,17,17
2418,32,1,2,2,8,16,0.002884,3473,16424,20268,17,17
2419,32,1,2,2,8,32,0.002583,3506,16906,20481,22,22
2420,32,1,2,2,16,2,0.001722,893,4968,1954,19,19
2421,32,1,2,2,16,4,0.001335,903,5100,1994,20,20
2422,32,1,2,2,16,8,0.002786,3626,17896,21325,17,17
2423,32,1,2,2,16,16,0.002248,3528,17121,20300,17,17
2424,32,1,2,2,16,32,0.003040,4063,19391,20490,22,22
2425,32,1,2,2,32,2,0.001689,1492,8173,1981,19,19
2426,32,1,2,2,32,4,0.001323,1525,8423,2031,20,20
2427,32,1,2,2,32,8,0.002978,4380,21157,21368,17,17
2428,32,1,2,2,32,16,0.002387,4119,20433,20340,17,17
2429,32,1,2,2,32,32,0.002999,4614,22462,20538,22,22
2430,32,1,2,3,2,2,0.001983,798,3774,2727,25,25
2431,32,1,2,3,2,4,0.001842,840,4012,3013,25,25
2432,32,1,2,3,2,8,0.002971,5804,27779,29524,25,25
2433,32,1,2,3,2,16,0.003058,5315,24851,29449,28,28
2434,32,1,2,3,2,32,0.002592,3553,16605,19875,28,28
2435,32,1,2,3,4,2,0.001904,820,3701,2452,25,25
2436,32,1,2,3,4,4,0.002061,811,3896,2925,25,25
2437,32,1,2,3,4,8,0.003041,5420,23176,29426,25,25
2438,32,1,2,3,4,16,0.002775,4787,21470,29323,28,28
2439,32,1,2,3,4,32,0.002424,3005,14245,19733,28,28
2440,32,1,2,3,8,2,0.001846,924,4710,2461,25,25
2441,32,1,2,3,8,4,0.001771,949,4961,2934,25,25
2442,32,1,2,3,8,8,0.002716,5675,24242,29509,25,25
2443,32,1,2,3,8,16,0.002886,5039,24113,29386,28,28
2444,32,1,2,3,8,32,0.002522,3239,15277,19708,28,28
2445,32,1,2,3,16,2,0.001930,1234,6643,2473,25,25
2446,32,1,2,3,16,4,0.001694,1245,6876,2947,25,25
2447,32,1,2,3,16,8,0.002691,5968,27013,29504,25,25
2448,32,1,2,3,16,16,0.002678,5503,25969,29397,28,28
2449,32,1,2,3,16,32,0.002447,3510,17077,19718,28,28
2450,32,1,2,3,32,2,0.001836,2149,11424,2563,25,25
2451,32,1,2,3,32,4,0.001750,2126,11536,3024,25,25
2452,32,1,2,3,32,8,0.002924,6879,33795,29607,25,25
2453,32,1,2,3,32,16,0.002637,6368,30090,29458,28,28
2454,32,1,2,3,32,32,0.002436,4455,22021,19811,28,28
2455,32,1,2,4,2,2,0.001675,768,3545,2210,31,31
2456,32,1,2,4,2,4,0.001209,964,4203,2909,34,34
2457,32,1,2,4,2,8,0.002632,3768,16441,21174,40,40
2458,32,1,2,4,2,16,0.002863,3975,18470,21436,40,40
2459,32,1,2,4,2,32,0.001429,3874,18298,19176,40,40
2460,32,1,2,4,4,2,0.001615,777,3985,2222,31,31
2461,32,1,2,4,4,4,0.001222,887,4454,2897,34,34
2462,32,1,2,4,4,8,0.002901,3956,18519,21155,40,40
2463,32,1,2,4,4,16,0.002888,4343,19665,24352,40,40
2464,32,1,2,4,4,32,0.002438,4103,19485,21178,40,40
2465,32,1,2,4,8,2,0.001567,974,5298,2247,31,31
2466,32,1,2,4,8,4,0.001096,1073,5729,2921,34,34
2467,32,1,2,4,8,8,0.002921,4106,19728,21180,40,40
2468,32,1,2,4,8,16,0.002751,4460,20160,24377,40,40
2469,32,1,2,4,8,32,0.002807,4691,21695,21224,40,40
2470,32,1,2,4,16,2,0.001649,1333,7751,2291,31,31
2471,32,1,2,4,16,4,0.001132,1464,8293,2944,34,34
2472,32,1,2,4,16,8,0.002869,4464,22385,21231,40,40
2473,32,1,2,4,16,16,0.002591,4592,22411,24454,40,40
2474,32,1,2,4,16,32,0.002921,4590,23113,21235,40,40
2475,32,1,2,4,32,2,0.001595,2465,13977,2386,31,31
2476,32,1,2,4,32,4,0.001129,2667,14629,3042,34,34
2477,32,1,2,4,32,8,0.002951,5409,26466,21322,40,40
2478,32,1,2,4,32,16,0.002798,6289,28528,24520,40,40
2479,32,1,2,4,32,32,0.002520,5918,29004,21333,40,40
2480,32,1,3,1,2,2,0.002925,560,2506,1938,16,16
2481,32,1,3,1,2,4,0.002948,577,2617,2037,16,16
2482,32,1,3,1,2,8,0.004737,4686,21242,26435,16,16
2483,32,1,3,1,2,16,0.004991,4782,21116,26509,16,16
2484,32,1,3,1,2,32,0.004966,4564,20525,26446,16,16
2485,32,1,3,1,4,2,0.002901,550,2718,1905,16,16
2486,32,1,3,1,4,4,0.002996,561,2832,2004,16,16
2487,32,1,3,1,4,8,0.004868,4567,21429,26450,16,16
2488,32,1,3,1,4,16,0.003702,4721,21555,26457,16,16
2489,32,1,3,1,4,32,0.003850,4604,21019,26464,16,16
2490,32,1,3,1,8,2,0.002945,618,3159,1912,16,16
2491,32,1,3,1,8,4,0.003144,646,3262,2011,16,16
2492,32,1,3,1,8,8,0.004376,4625,21550,26468,16,16
2493,32,1,3,1,8,16,0.004409,4821,21877,26471,16,16
2494,32,1,3,1,8,32,0.004730,4639,21355,26478,16,16
2495,32,1,3,1,16,2,0.002933,769,4301,1924,16,16
2496,32,1,3,1,16,4,0.002927,789,4404,2023,16,16
2497,32,1,3,1,16,8,0.004471,4704,22590,26441,16,16
2498,32,1,3,1,16,16,0.004317,4999,23369,26489,16,16
2499,32,1,3,1,16,32,0.004455,4836,22422,26492,16,16
2501,32,1,3,1,32,4,0.002922,1286,6917,2081,16,16
2502,32,1,3,1,32,8,0.004990,5291,25069,26505,16,16
2503,32,1,3,1,32,16,0.005124,5418,25822,26552,16,16
2504,32,1,3,1,32,32,0.004464,5322,25309,26524,16,16
2505,32,1,3,2,2,2,0.002761,761,3428,2266,25,25
2506,32,1,3,2,2,4,0.002221,730,3541,2200,25,25
2507,32,1,3,2,2,8,0.004344,4865,21515,28522,28,28
2508,32,1,3,2,2,16,0.004544,4864,21408,26958,28,28
2509,32,1,3,2,2,32,0.003951,4899,22481,27206,28,28
2510,32,1,3,2,4,2,0.002625,735,3725,2236,25,25
2511,32,1,3,2,4,4,0.001823,744,3742,2184,25,25
2512,32,1,3,2,4,8,0.004558,4950,21976,28494,28,28
2513,32,1,3,2,4,16,0.004559,4587,21389,26969,28,28
2514,32,1,3,2,4,32,0.004310,5146,24191,26995,28,28
2515,32,1,3,2,8,2,0.002480,880,4700,2246,25,25
2516,32,1,3,2,8,4,0.002243,881,4713,2196,25,25
2517,32,1,3,2,8,8,0.004100,5228,24696,28533,28,28
2518,32,1,3,2,8,16,0.004504,4810,22357,26962,28,28
2519,32,1,3,2,8,32,0.004639,4999,23607,26962,28,28
2520,32,1,3,2,16,2,0.002638,1161,6639,2303,25,25
2521,32,1,3,2,16,4,0.001919,1194,6649,2212,25,25
2522,32,1,3,2,16,8,0.004509,5282,24483,28559,28,28
2523,32,1,3,2,16,16,0.003640,5099,24374,27002,28,28
2524,32,1,3,2,16,32,0.003770,5160,25234,27001,28,28
2525,32,1,3,2,32,2,0.002586,2080,11351,2351,25,25
2526,32,1,3,2,32,4,0.001885,2067,11447,2289,25,25
2527,32,1,3,2,32,8,0.004137,6367,30192,28639,28,28
2528,32,1,3,2,32,16,0.003974,6096,29050,27077,28,28
2529,32,1,3,2,32,32,0.004584,6364,30798,27097,28,28
2530,32,1,3,3,2,2,0.002955,1058,5061,3295,34,34
2531,32,1,3,3,2,4,0.002572,1128,5333,3693,34,34
2532,32,1,3,3,2,8,0.004572,8724,37948,40564,34,34
2533,32,1,3,3,2,16,0.004512,7455,33815,40304,37,37
2534,32,1,3,3,2,32,0.003672,4790,21727,26029,37,37
2535,32,1,3,3,4,2,0.002974,1046,5014,2937,34,34
2536,32,1,3,3,4,4,0.002638,1103,5222,3599,34,34
2537,32,1,3,3,4,8,0.004497,7712,35017,40511,34,34
2538,32,1,3,3,4,16,0.003826,7181,32816,40211,37,37
2539,32,1,3,3,4,32,0.003758,4394,19189,25821,37,37
2540,32,1,3,3,8,2,0.002777,1282,6492,2948,34,34
2541,32,1,3,3,8,4,0.002727,1245,6582,3612,34,34
2542,32,1,3,3,8,8,0.004224,8523,34405,40518,34,34
2543,32,1,3,3,8,16,0.004444,7735,36279,40282,37,37
2544,32,1,3,3,8,32,0.004322,4722,20603,25830,37,37
2545,32,1,3,3,16,2,0.003133,1712,9231,2954,34,34
2546,32,1,3,3,16,4,0.002487,1685,9287,3620,34,34
2547,32,1,3,3,16,8,0.004545,8456,40698,40621,34,34
2548,32,1,3,3,16,16,0.004167,7914,38090,40245,37,37
2549,32,1,3,3,16,32,0.004245,5040,24368,25882,37,37
2550,32,1,3,3,32,2,0.003049,2963,16165,3104,34,34
2551,32,1,3,3,32,4,0.002729,2979,16298,3737,34,34
2552,32,1,3,3,32,8,0.004383,9838,47235,40655,34,34
2553,32,1,3,3,32,16,0.004059,9417,45123,40461,37,37
2554,32,1,3,3,32,32,0.003139,6359,30429,25976,37,37
2555,32,1,3,4,2,2,0.002547,1141,4802,2706,43,43
2556,32,1,3,4,2,4,0.001814,1155,5484,3531,46,46
2557,32,1,3,4,2,8,0.004415,4917,22769,27837,52,52
2558,32,1,3,4,2,16,0.004160,5496,24974,28250,52,52
2559,32,1,3,4,2,32,0.002504,5063,23109,24816,52,52
2560,32,1,3,4,4,2,0.002312,1067,5506,2710,43,43
2561,32,1,3,4,4,4,0.001830,1177,6023,3491,46,46
2562,32,1,3,4,4,8,0.004450,5325,24356,27852,52,52
2563,32,1,3,4,4,16,0.004439,5850,25333,32640,52,52
2564,32,1,3,4,4,32,0.004419,5957,27076,27858,52,52
2565,32,1,3,4,8,2,0.002629,1292,7142,2741,43,43
2566,32,1,3,4,8,4,0.001636,1418,7827,3518,46,46
2567,32,1,3,4,8,8,0.003788,5568,26210,27858,52,52
2568,32,1,3,4,8,16,0.004393,6039,28604,32705,52,52
2569,32,1,3,4,8,32,0.004032,6070,28368,27869,52,52
2570,32,1,3,4,16,2,0.002259,1826,10788,2806,43,43
2571,32,1,3,4,16,4,0.001664,1889,11497,3555,46,46
2572,32,1,3,4,16,8,0.004139,5658,28856,27903,52,52
2573,32,1,3,4,16,16,0.003961,6560,30680,32728,52,52
2574,32,1,3,4,16,32,0.004442,6677,33073,27931,52,52
2575,32,1,3,4,32,2,0.002757,3633,20087,2946,43,43
2576,32,1,3,4,32,4,0.001831,3707,20615,3691,46,46
2577,32,1,3,4,32,8,0.004197,7779,38232,28040,52,52
2578,32,1,3,4,32,16,0.004256,8983,39886,32868,52,52
2579,32,1,3,4,32,32,0.003947,8523,42007,28109,52,52
2580,32,1,4,1,2,2,0.003900,641,3000,2189,19,19
2581,32,1,4,1,2,4,0.003950,677,3106,2278,19,19
2582,32,1,4,1,2,8,0.006828,6025,27460,32850,19,19
2583,32,1,4,1,2,16,0.006905,6162,28017,32927,19,19
2584,32,1,4,1,2,32,0.006670,6316,27318,32901,19,19
2585,32,1,4,1,4,2,0.003990,643,3165,2137,19,19
2586,32,1,4,1,4,4,0.003880,657,3261,2226,19,19
2587,32,1,4,1,4,8,0.006744,6102,28078,32802,19,19
2588,32,1,4,1,4,16,0.006674,6335,28816,32870,19,19
2589,32,1,4,1,4,32,0.004768,5916,27455,32877,19,19
2590,32,1,4,1,8,2,0.004304,728,3844,2141,19,19
2591,32,1,4,1,8,4,0.003749,742,3954,2230,19,19
2592,32,1,4,1,8,8,0.006923,6526,28108,32809,19,19
2593,32,1,4,1,8,16,0.006266,6407,29031,32882,19,19
2594,32,1,4,1,8,32,0.005638,6329,28291,32894,19,19
2595,32,1,4,1,16,2,0.003943,971,5223,2159,19,19
2596,32,1,4,1,16,4,0.003914,964,5327,2248,19,19
2597,32,1,4,1,16,8,0.006703,6328,29919,32800,19,19
2598,32,1,4,1,16,16,0.005300,6426,30270,32909,19,19
2599,32,1,4,1,16,32,0.005949,6257,29692,32860,19,19
2600,32,1,4,1,32,2,0.003789,1570,8523,2233,19,19
2601,32,1,4,1,32,4,0.004108,1582,8630,2322,19,19
2602,32,1,4,1,32,8,0.006501,6935,32873,32919,19,19
2603,32,1,4,1,32,16,0.006370,7396,34684,33004,19,19
2604,32,1,4,1,32,32,0.006864,7312,33191,32942,19,19
2605,32,1,4,2,2,2,0.003575,904,4219,2614,31,31
2606,32,1,4,2,2,4,0.002974,957,4334,2531,31,31
2607,32,1,4,2,2,8,0.005811,6541,27987,35535,34,34
2608,32,1,4,2,2,16,0.005219,6099,27913,33495,34,34
2609,32,1,4,2,2,32,0.006390,6673,30586,33819,34,34
2610,32,1,4,2,4,2,0.003705,891,4490,2566,31,31
2611,32,1,4,2,4,4,0.003036,927,4573,2501,31,31
2612,32,1,4,2,4,8,0.005491,6484,28527,35498,34,34
2613,32,1,4,2,4,16,0.005023,6325,28189,33441,34,34
2614,32,1,4,2,4,32,0.005330,6358,29289,33467,34,34
2615,32,1,4,2,8,2,0.003390,1077,5921,2574,31,31
2616,32,1,4,2,8,4,0.002574,1080,5831,2513,31,31
2617,32,1,4,2,8,8,0.005850,6962,31018,35517,34,34
2618,32,1,4,2,8,16,0.005628,6429,29410,33467,34,34
2619,32,1,4,2,8,32,0.006085,6425,30443,33471,34,34
2620,32,1,4,2,16,2,0.003230,1451,8399,2651,31,31
2621,32,1,4,2,16,4,0.002585,1499,8395,2536,31,31
2622,32,1,4,2,16,8,0.004858,7022,32267,35579,34,34
2623,32,1,4,2,16,16,0.004931,6699,32172,33529,34,34
2624,32,1,4,2,16,32,0.005413,6904,33008,33519,34,34
2625,32,1,4,2,32,2,0.003734,2615,14487,2731,31,31
2626,32,1,4,2,32,4,0.002956,2682,14615,2681,31,31
2627,32,1,4,2,32,8,0.005867,8117,38057,35706,34,34
2628,32,1,4,2,32,16,0.005752,7852,38532,33587,34,34
2629,32,1,4,2,32,32,0.005186,8444,39363,33703,34,34
2630,32,1,4,3,2,2,0.003890,1369,6298,3864,43,43
2631,32,1,4,3,2,4,0.003825,1405,6522,4375,43,43
2633,32,1,4,3,2,16,0.005799,9226,41818,51276,46,46
2634,32,1,4,3,2,32,0.005354,6392,29252,32230,46,46
2635,32,1,4,3,4,2,0.003737,1312,6267,3423,43,43
2636,32,1,4,3,4,4,0.003641,1381,6552,4275,43,43
2638,32,1,4,3,4,16,0.005976,9979,45373,51205,46,46
2639,32,1,4,3,4,32,0.005264,5708,26346,31906,46,46
2640,32,1,4,3,8,2,0.003519,1634,8086,3420,43,43
2641,32,1,4,3,8,4,0.003796,1601,8178,4276,43,43
2643,32,1,4,3,8,16,0.005776,9849,45393,51085,46,46
2644,32,1,4,3,8,32,0.005051,5903,27574,31832,46,46
2645,32,1,4,3,16,2,0.003757,2095,11574,3435,43,43
2646,32,1,4,3,16,4,0.003698,2162,11893,4292,43,43
2648,32,1,4,3,16,16,0.006016,10434,50349,51096,46,46
2649,32,1,4,3,16,32,0.005201,6237,30955,31893,46,46
2650,32,1,4,3,32,2,0.004282,3896,20933,3639,43,43
2651,32,1,4,3,32,4,0.003870,3836,21292,4470,43,43
2654,32,1,4,3,32,32,0.005661,8727,42342,32101,46,46
2655,32,1,4,4,2,2,0.003319,1378,6009,3199,55,55
2656,32,1,4,4,2,4,0.002276,1550,6734,4158,58,58
2657,32,1,4,4,2,8,0.005232,6633,29963,34482,64,64
2658,32,1,4,4,2,16,0.005573,7554,34518,35087,64,64
2659,32,1,4,4,2,32,0.002980,6752,30225,30384,64,64
2660,32,1,4,4,4,2,0.003240,1307,6780,3196,55,55
2661,32,1,4,4,4,4,0.002181,1470,7478,4086,58,58
2662,32,1,4,4,4,8,0.005649,6669,30698,34499,64,64
2663,32,1,4,4,4,16,0.006020,8202,33456,40889,64,64
2664,32,1,4,4,4,32,0.005218,7893,35509,34539,64,64
2665,32,1,4,4,8,2,0.003051,1666,9123,3232,55,55
2666,32,1,4,4,8,4,0.002322,1786,9829,4120,58,58
2667,32,1,4,4,8,8,0.005942,7072,33698,34519,64,64
2668,32,1,4,4,8,16,0.005758,8556,38126,40980,64,64
2669,32,1,4,4,8,32,0.005923,7889,37581,34566,64,64
2670,32,1,4,4,16,2,0.003229,2343,14083,3320,55,55
2671,32,1,4,4,16,4,0.002317,2472,14700,4203,58,58
2672,32,1,4,4,16,8,0.005951,8310,40515,34708,64,64
2673,32,1,4,4,16,16,0.005831,8475,41997,41056,64,64
2674,32,1,4,4,16,32,0.005613,8527,42679,34630,64,64
2675,32,1,4,4,32,2,0.003574,4579,26013,3545,55,55
2676,32,1,4,4,32,4,0.002332,4829,26854,4321,58,58
2677,32,1,4,4,32,8,0.005164,9929,49887,34756,64,64
2679,32,1,4,4,32,32,0.005847,11035,54518,34848,64,64
2680,32,2,1,1,2,2,0.000973,433,2224,1613,11,11
2681,32,2,1,1,2,4,0.000969,459,2359,1723,11,11
2682,32,2,1,1,2,8,0.000978,2294,10733,15870,11,11
2683,32,2,1,1,2,16,0.001543,3052,13585,19991,11,11
2684,32,2,1,1,2,32,0.001253,2935,13473,19978,11,11
2685,32,2,1,1,4,2,0.000938,461,2342,1779,11,11
2686,32,2,1,1,4,4,0.000935,475,2480,1889,11,11
2687,32,2,1,1,4,8,0.001254,2964,14248,20147,11,11
2688,32,2,1,1,4,16,0.001338,3033,13843,20157,11,11
2689,32,2,1,1,4,32,0.001150,2896,13724,20131,11,11
2690,32,2,1,1,8,2,0.001068,539,2806,1914,11,11
2691,32,2,1,1,8,4,0.000921,561,2941,2024,11,11
2692,32,2,1,1,8,8,0.001167,2914,14299,20283,11,11
2693,32,2,1,1,8,16,0.001356,3241,14616,20295,11,11
2694,32,2,1,1,8,32,0.001317,2968,14129,20276,11,11
2696,32,2,1,1,16,4,0.000955,732,3852,2290,11,11
2697,32,2,1,1,16,8,0.001429,3096,15157,20524,11,11
2698,32,2,1,1,16,16,0.001439,3280,15376,20561,11,11
2699,32,2,1,1,16,32,0.001370,3125,15039,20542,11,11
2700,32,2,1,1,32,2,0.000932,1176,5957,2733,11,11
2701,32,2,1,1,32,4,0.000968,1204,6087,2843,11,11
2702,32,2,1,1,32,8,0.001326,3537,17463,21094,11,11
2703,32,2,1,1,32,16,0.001393,3807,17925,21129,11,11
2704,32,2,1,1,32,32,0.001543,3491,17297,21113,11,11
